building_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,meter_reading
596,Education,18474,1923.0,4.0,13.9,2.0,6.7,0.0,1012.7,0.0,8.75
652,Education,150887,1959.0,9.0,20.6,2.0,15.0,0.0,1013.9,260.0,67.2432
611,Education,128126,1966.0,7.0,15.0,4.0,13.3,0.0,1020.5,0.0,553.875
648,Education,154706,2009.0,11.0,16.1,0.0,11.1,0.0,1012.8,290.0,883.5
611,Education,128126,1966.0,7.0,21.1,2.0,14.4,0.0,1018.5,300.0,526.525
596,Education,18474,1923.0,4.0,16.1,0.0,12.8,0.0,1014.9,0.0,5.9626
578,Lodging/residential,71994,2004.0,4.0,12.2,4.0,7.8,-1.0,1020.3,260.0,61.5268
619,Education,68146,1948.0,6.0,22.2,2.0,7.8,0.0,1017.8,260.0,191.072
637,Education,4189,1929.0,3.0,13.9,0.0,11.7,0.0,1010.4,0.0,0.165
622,Education,123612,1961.0,7.0,18.9,0.0,10.6,0.0,1015.2,300.0,156.125
598,Public services,68701,1930.0,4.0,13.9,2.0,10.0,0.0,1009.9,0.0,63.2825
652,Education,150887,1959.0,9.0,21.1,4.0,15.0,0.0,1012.3,290.0,64.5963
635,Education,7122,1909.0,3.0,7.8,2.0,5.6,0.0,1023.1,0.0,2.9875
644,Entertainment/public assembly,261091,1923.0,3.0,17.8,2.0,7.2,0.0,1018.2,270.0,203.98
569,Education,86091,1964.0,8.0,17.2,2.0,11.1,0.0,1020.5,270.0,271.0
622,Education,123612,1961.0,7.0,17.2,2.0,11.1,0.0,1016.6,270.0,158.325
625,Education,55516,1978.0,5.0,18.9,2.0,11.7,0.0,1019.4,260.0,188.7
655,Education,222434,1964.0,11.0,20.6,0.0,13.3,0.0,1012.0,310.0,122.696
595,Education,270413,1971.0,14.0,9.4,4.0,6.7,0.0,1017.1,350.0,153.953
615,Education,153700,1990.0,7.0,16.1,2.0,13.3,0.0,1015.8,300.0,732.8789999999998
585,Public services,132394,1949.0,7.0,16.7,2.0,12.8,0.0,1010.8,280.0,189.75
628,Education,40706,1958.0,3.0,16.1,0.0,14.4,0.0,1017.1,30.0,25.25
629,Education,40835,1931.0,6.0,12.2,2.0,8.9,0.0,1025.9,0.0,13.4
636,Education,6564,1909.0,3.0,21.7,4.0,15.0,0.0,1019.3,300.0,0.155
640,Entertainment/public assembly,36180,1966.0,9.0,16.7,0.0,13.3,0.0,1012.4,0.0,460.75
588,Education,21866,1911.0,4.0,32.2,2.0,9.4,0.0,1013.0,300.0,10.15
579,Education,7781,1910.0,4.0,16.1,2.0,11.1,0.0,1015.8,300.0,0.972
580,Education,104016,1960.0,4.0,13.9,2.0,8.9,0.0,1017.2,270.0,111.0
608,Entertainment/public assembly,124197,1927.0,3.0,18.3,0.0,12.8,0.0,1014.9,290.0,51.75
572,Education,94175,1964.0,9.0,12.8,2.0,9.4,0.0,1016.9,30.0,329.825
601,Entertainment/public assembly,11910,1903.0,2.0,21.1,2.0,15.6,0.0,1018.9,280.0,17.75
600,Education,44182,1917.0,5.0,20.0,2.0,13.3,0.0,1012.0,290.0,57.5
631,Education,23533,1906.0,3.0,5.0,0.0,-9.4,0.0,1020.6,0.0,8.685
573,Education,23815,1914.0,4.0,20.0,2.0,13.9,0.0,1017.6,310.0,9.5255
593,Education,66203,2015.0,6.0,14.4,0.0,10.6,0.0,1016.5,300.0,109.927
594,Education,177281,1964.0,7.0,28.3,0.0,14.4,0.0,1011.8,290.0,271.353
643,Education,110919,1941.0,6.0,17.2,2.0,8.9,0.0,1019.9,280.0,80.2875
603,Public services,29063,2004.0,3.0,10.0,0.0,6.7,0.0,1018.6,20.0,59.7
581,Lodging/residential,23012,1930.0,3.0,22.2,2.0,12.2,0.0,1013.7,300.0,6.8751
566,Education,2010,1957.0,1.0,17.8,2.0,11.7,0.0,1010.2,250.0,0.5589999999999999
639,Education,14524,1964.0,2.0,12.2,0.0,10.6,0.0,1021.4,20.0,4.0
601,Entertainment/public assembly,11910,1903.0,2.0,15.6,4.0,13.3,0.0,1013.5,290.0,16.0
654,Education,43910,1912.0,5.0,17.2,0.0,15.0,0.0,1012.5,0.0,54.925
571,Education,47954,1980.0,3.0,6.7,0.0,-2.8,0.0,1028.7,0.0,43.3549
577,Education,113589,1958.0,3.0,10.0,4.0,8.3,0.0,1024.1,0.0,78.4
614,Lodging/residential,185200,1930.0,8.0,21.7,2.0,14.4,0.0,1019.8,280.0,178.5
624,Education,46204,1941.0,5.0,22.2,0.0,13.3,0.0,1011.5,290.0,81.21
626,Public services,130581,1970.0,5.0,19.4,2.0,9.4,0.0,1019.4,250.0,121.25
580,Education,104016,1960.0,4.0,19.4,2.0,10.0,0.0,1022.7,260.0,80.75
639,Education,14524,1964.0,2.0,13.3,4.0,10.0,-1.0,1020.8,260.0,4.0
635,Education,7122,1909.0,3.0,6.1,0.0,5.0,0.0,1021.4,60.0,3.645
598,Public services,68701,1930.0,4.0,16.7,2.0,8.9,0.0,1014.3,20.0,85.315
616,Education,117814,1959.0,6.0,16.7,2.0,7.8,0.0,1016.3,270.0,41.425
616,Education,117814,1959.0,6.0,18.9,0.0,15.6,0.0,1012.8,0.0,80.5
617,Education,182943,1963.0,11.0,21.7,0.0,11.1,0.0,1017.0,260.0,692.5010000000002
651,Parking,306140,2007.0,5.0,16.1,0.0,9.4,0.0,1024.5,170.0,46.8
578,Lodging/residential,71994,2004.0,4.0,8.3,0.0,2.8,0.0,1018.2,70.0,74.3835
623,Education,49388,1931.0,6.0,14.4,0.0,11.7,0.0,1016.4,0.0,12.0
630,Education,93420,1948.0,5.0,18.9,2.0,11.7,0.0,1011.2,250.0,37.5
599,Education,25996,1954.0,4.0,18.9,2.0,12.2,0.0,1011.3,300.0,77.25
631,Education,23533,1906.0,3.0,7.2,0.0,4.4,0.0,1022.2,170.0,8.2225
630,Education,93420,1948.0,5.0,21.1,2.0,13.3,0.0,1012.8,300.0,42.5
598,Public services,68701,1930.0,4.0,16.1,2.0,12.8,0.0,1015.4,300.0,38.9125
603,Public services,29063,2004.0,3.0,23.3,2.0,11.7,0.0,1015.0,280.0,40.3
641,Education,109588,1994.0,8.0,20.0,2.0,13.3,0.0,1015.3,300.0,454.624
575,Technology/science,33167,1963.0,4.0,16.1,4.0,12.8,0.0,1012.0,300.0,40.7
633,Parking,98539,1989.0,2.0,21.1,0.0,10.6,0.0,1017.7,260.0,27.584
619,Education,68146,1948.0,6.0,23.9,2.0,7.8,0.0,1019.3,300.0,186.272
581,Lodging/residential,23012,1930.0,3.0,17.8,4.0,10.6,0.0,1016.4,260.0,3.825
566,Education,2010,1957.0,1.0,18.9,2.0,10.6,0.0,1013.1,280.0,0.534
577,Education,113589,1958.0,3.0,12.2,4.0,8.9,0.0,1022.4,260.0,43.6
633,Parking,98539,1989.0,2.0,12.8,4.0,8.3,0.0,1030.6,170.0,27.614
636,Education,6564,1909.0,3.0,15.0,0.0,12.8,0.0,1011.2,330.0,0.2
652,Education,150887,1959.0,9.0,26.7,0.0,9.4,0.0,1014.5,310.0,62.5972
619,Education,68146,1948.0,6.0,15.0,4.0,11.7,0.0,1013.5,300.0,151.10399999999996
601,Entertainment/public assembly,11910,1903.0,2.0,9.4,0.0,6.7,0.0,1017.0,0.0,9.0
655,Education,222434,1964.0,11.0,16.1,4.0,13.3,0.0,1013.2,300.0,114.832
651,Parking,306140,2007.0,5.0,13.9,0.0,10.6,0.0,1014.6,0.0,37.3
597,Public services,189425,1994.0,4.0,15.6,4.0,13.3,0.0,1013.1,310.0,61.5
599,Education,25996,1954.0,4.0,30.6,2.0,11.1,0.0,1013.8,290.0,73.75
592,Education,120694,2012.0,7.0,18.3,2.0,12.8,0.0,1012.1,290.0,362.88
606,Utility,23432,1999.0,2.0,7.2,4.0,5.6,0.0,1020.2,120.0,52.3825
626,Public services,130581,1970.0,5.0,16.1,4.0,10.6,0.0,1025.4,300.0,126.25
575,Technology/science,33167,1963.0,4.0,8.9,2.0,6.1,0.0,1030.2,140.0,48.4
648,Education,154706,2009.0,11.0,22.8,0.0,10.0,0.0,1017.6,260.0,986.0
624,Education,46204,1941.0,5.0,6.1,0.0,4.4,0.0,1020.3,0.0,126.97
625,Education,55516,1978.0,5.0,13.9,4.0,6.1,0.0,1027.0,260.0,164.085
578,Lodging/residential,71994,2004.0,4.0,10.0,2.0,-1.1,0.0,1014.5,330.0,81.2068
619,Education,68146,1948.0,6.0,5.0,0.0,-5.6,0.0,1027.2,360.0,180.864
635,Education,7122,1909.0,3.0,20.0,2.0,8.3,0.0,1016.8,220.0,3.5575
620,Education,220703,2011.0,9.0,20.0,2.0,13.3,0.0,1013.4,290.0,1225.84
599,Education,25996,1954.0,4.0,15.6,0.0,12.8,0.0,1018.6,180.0,92.25
640,Entertainment/public assembly,36180,1966.0,9.0,19.4,2.0,13.9,0.0,1012.5,300.0,208.75
632,Education,41297,1959.0,6.0,14.4,0.0,13.3,0.0,1017.7,40.0,70.25
599,Education,25996,1954.0,4.0,18.9,2.0,10.6,0.0,1017.5,280.0,74.5
644,Entertainment/public assembly,261091,1923.0,3.0,18.3,0.0,11.7,0.0,1015.5,270.0,269.719
603,Public services,29063,2004.0,3.0,20.6,2.0,12.8,0.0,1013.4,300.0,37.1
574,Education,56343,1905.0,4.0,13.3,0.0,-0.6,0.0,1022.7,340.0,16.349
608,Entertainment/public assembly,124197,1927.0,3.0,15.0,2.0,3.9,0.0,1014.3,100.0,57.75
641,Education,109588,1994.0,8.0,21.7,2.0,13.9,0.0,1016.0,270.0,465.137
586,Public services,166514,1917.0,5.0,18.9,4.0,12.2,0.0,1019.3,260.0,54.375
644,Entertainment/public assembly,261091,1923.0,3.0,18.3,2.0,12.8,0.0,1009.7,300.0,207.304
644,Entertainment/public assembly,261091,1923.0,3.0,13.3,0.0,-2.2,0.0,1022.6,340.0,202.99400000000003
575,Technology/science,33167,1963.0,4.0,13.3,0.0,8.3,0.0,1023.7,140.0,66.275
614,Lodging/residential,185200,1930.0,8.0,17.2,4.0,4.4,0.0,1018.3,270.0,238.0
645,Education,304333,2006.0,12.0,13.9,4.0,11.7,0.0,1013.4,300.0,1396.3
637,Education,4189,1929.0,3.0,9.4,2.0,7.2,0.0,1019.1,0.0,0.4925
620,Education,220703,2011.0,9.0,8.3,2.0,3.3,0.0,1017.7,350.0,1213.3
616,Education,117814,1959.0,6.0,21.1,0.0,15.0,0.0,1017.0,290.0,29.9
598,Public services,68701,1930.0,4.0,28.3,0.0,8.3,0.0,1013.2,280.0,44.8875
592,Education,120694,2012.0,7.0,15.0,0.0,9.4,0.0,1024.6,160.0,449.28
614,Lodging/residential,185200,1930.0,8.0,16.7,4.0,12.8,0.0,1019.5,350.0,206.25
595,Education,270413,1971.0,14.0,21.7,2.0,11.1,0.0,1014.1,170.0,282.809
601,Entertainment/public assembly,11910,1903.0,2.0,12.8,2.0,5.0,0.0,1014.9,0.0,9.0
612,Education,77055,1917.0,4.0,17.2,2.0,11.7,0.0,1012.3,340.0,78.7798
601,Entertainment/public assembly,11910,1903.0,2.0,14.4,2.0,12.8,0.0,1012.1,300.0,35.732
646,Education,58733,1923.0,6.0,18.9,2.0,8.9,0.0,1016.4,270.0,26.05
601,Entertainment/public assembly,11910,1903.0,2.0,13.9,0.0,4.4,0.0,1017.4,80.0,9.25
579,Education,7781,1910.0,4.0,15.0,0.0,10.0,0.0,1010.2,0.0,1.4418
565,Education,15326,1954.0,2.0,11.1,2.0,6.7,0.0,1024.8,80.0,19.0
616,Education,117814,1959.0,6.0,16.1,2.0,10.6,0.0,1015.8,290.0,35.2
614,Lodging/residential,185200,1930.0,8.0,16.1,2.0,8.3,0.0,1020.2,300.0,117.25
651,Parking,306140,2007.0,5.0,8.3,4.0,5.0,0.0,1024.8,0.0,38.994
627,Education,56637,1953.0,5.0,20.0,0.0,11.1,0.0,1014.4,270.0,105.0
593,Education,66203,2015.0,6.0,11.1,0.0,6.1,0.0,1017.6,330.0,118.65
610,Entertainment/public assembly,30160,1958.0,4.0,20.6,2.0,8.9,0.0,1018.7,270.0,36.75
637,Education,4189,1929.0,3.0,19.4,4.0,11.1,0.0,1022.8,260.0,0.1525
577,Education,113589,1958.0,3.0,20.0,2.0,12.2,0.0,1012.6,280.0,43.0
581,Lodging/residential,23012,1930.0,3.0,19.4,2.0,12.8,0.0,1013.2,290.0,5.1
582,Education,14542,1920.0,4.0,23.3,2.0,11.7,0.0,1015.0,280.0,4.92
600,Education,44182,1917.0,5.0,8.9,2.0,4.4,0.0,1028.9,0.0,70.25
605,Education,51020,1924.0,5.0,14.4,2.0,9.4,0.0,1019.7,260.0,15.06
650,Education,75228,1993.0,4.0,17.8,2.0,10.6,0.0,1013.7,320.0,35.2
619,Education,68146,1948.0,6.0,12.8,0.0,8.9,0.0,1013.1,20.0,179.2
587,Technology/science,53234,1942.0,5.0,11.7,0.0,5.0,0.0,1014.8,330.0,99.0
625,Education,55516,1978.0,5.0,19.4,2.0,13.9,0.0,1010.0,300.0,84.882
623,Education,49388,1931.0,6.0,19.4,2.0,12.8,0.0,1015.7,250.0,19.5
629,Education,40835,1931.0,6.0,16.7,2.0,5.6,0.0,1018.1,280.0,9.775
574,Education,56343,1905.0,4.0,11.7,4.0,10.0,0.0,1020.1,120.0,16.5318
623,Education,49388,1931.0,6.0,16.1,0.0,8.9,0.0,1019.6,150.0,52.75
636,Education,6564,1909.0,3.0,15.0,0.0,11.1,0.0,1013.8,330.0,0.1025
616,Education,117814,1959.0,6.0,20.0,2.0,11.7,0.0,1015.4,250.0,93.825
616,Education,117814,1959.0,6.0,23.9,2.0,11.7,0.0,1014.7,290.0,28.6
616,Education,117814,1959.0,6.0,15.0,0.0,6.1,0.0,1019.8,310.0,45.375
597,Public services,189425,1994.0,4.0,25.0,2.0,10.6,0.0,1015.7,290.0,161.0
629,Education,40835,1931.0,6.0,7.2,4.0,4.4,0.0,1024.6,0.0,10.6
585,Public services,132394,1949.0,7.0,23.3,2.0,11.1,0.0,1018.1,280.0,190.25
637,Education,4189,1929.0,3.0,11.7,0.0,3.3,0.0,1012.9,330.0,0.35
645,Education,304333,2006.0,12.0,13.9,0.0,11.7,0.0,1018.9,350.0,1709.03
570,Education,193202,1964.0,10.0,14.4,4.0,6.7,0.0,1017.4,230.0,82.944
612,Education,77055,1917.0,4.0,20.0,2.0,11.7,0.0,1014.2,310.0,77.6368
609,Education,141461,1907.0,6.0,13.3,2.0,2.2,0.0,1012.7,320.0,422.486
597,Public services,189425,1994.0,4.0,20.0,2.0,13.3,0.0,1019.0,300.0,132.75
652,Education,150887,1959.0,9.0,11.1,0.0,8.3,0.0,1022.4,130.0,235.292
653,Education,420885,1930.0,8.0,13.9,0.0,10.0,0.0,1012.5,320.0,985.271
588,Education,21866,1911.0,4.0,10.6,2.0,9.4,0.0,1018.7,80.0,37.15
635,Education,7122,1909.0,3.0,21.1,0.0,15.0,0.0,1013.1,200.0,3.3525
614,Lodging/residential,185200,1930.0,8.0,20.0,2.0,8.3,0.0,1016.8,220.0,118.5
617,Education,182943,1963.0,11.0,19.4,2.0,13.9,0.0,1012.6,300.0,588.901
637,Education,4189,1929.0,3.0,10.0,0.0,-2.2,0.0,1021.1,0.0,0.4775
577,Education,113589,1958.0,3.0,16.7,2.0,10.0,0.0,1010.6,0.0,38.2
615,Education,153700,1990.0,7.0,16.1,2.0,12.8,0.0,1019.6,260.0,741.1519999999998
648,Education,154706,2009.0,11.0,11.1,2.0,9.4,0.0,1018.2,0.0,1156.25
566,Education,2010,1957.0,1.0,21.1,4.0,13.9,0.0,1017.7,260.0,0.489
569,Education,86091,1964.0,8.0,17.8,2.0,11.1,0.0,1013.1,260.0,272.75
648,Education,154706,2009.0,11.0,13.3,2.0,5.0,0.0,1020.7,240.0,974.25
638,Education,7900,1923.0,4.0,17.8,2.0,11.1,0.0,1018.5,300.0,4.78
615,Education,153700,1990.0,7.0,23.9,0.0,12.2,0.0,1015.7,300.0,841.7660000000002
653,Education,420885,1930.0,8.0,14.4,2.0,8.9,0.0,1018.5,240.0,1055.81
575,Technology/science,33167,1963.0,4.0,15.6,2.0,8.3,0.0,1016.2,280.0,29.75
631,Education,23533,1906.0,3.0,15.6,4.0,13.3,0.0,1012.3,120.0,9.2025
635,Education,7122,1909.0,3.0,15.0,4.0,12.8,0.0,1018.7,190.0,3.19
590,Education,8516,1920.0,2.0,3.9,2.0,-1.7,0.0,1027.8,0.0,0.0
610,Entertainment/public assembly,30160,1958.0,4.0,11.7,4.0,5.6,0.0,1019.6,170.0,73.75
643,Education,110919,1941.0,6.0,16.1,0.0,8.9,0.0,1019.6,150.0,140.944
589,Education,305268,1952.0,8.0,11.1,2.0,7.2,0.0,1015.0,260.0,144.221
640,Entertainment/public assembly,36180,1966.0,9.0,13.3,2.0,8.9,0.0,1025.4,310.0,235.75
625,Education,55516,1978.0,5.0,21.1,0.0,13.3,0.0,1013.6,0.0,157.171
617,Education,182943,1963.0,11.0,19.4,0.0,4.4,0.0,1014.2,260.0,614.851
585,Public services,132394,1949.0,7.0,10.6,0.0,8.9,0.0,1021.0,0.0,176.491
585,Public services,132394,1949.0,7.0,14.4,4.0,8.9,0.0,1013.1,230.0,281.0
652,Education,150887,1959.0,9.0,17.8,4.0,10.6,0.0,1012.1,260.0,73.6422
610,Entertainment/public assembly,30160,1958.0,4.0,17.2,0.0,10.6,0.0,1010.9,310.0,3.5
569,Education,86091,1964.0,8.0,17.2,4.0,7.8,0.0,1021.4,270.0,283.25
632,Education,41297,1959.0,6.0,17.8,4.0,14.4,0.0,1016.3,270.0,59.25
646,Education,58733,1923.0,6.0,21.1,2.0,14.4,0.0,1012.6,310.0,22.325
653,Education,420885,1930.0,8.0,20.0,2.0,11.1,0.0,1014.1,280.0,962.853
601,Entertainment/public assembly,11910,1903.0,2.0,20.0,2.0,12.2,0.0,1012.9,310.0,11.75
622,Education,123612,1961.0,7.0,12.2,4.0,10.6,0.0,1022.9,0.0,226.675
594,Education,177281,1964.0,7.0,12.2,4.0,7.2,0.0,1017.2,30.0,376.823
655,Education,222434,1964.0,11.0,18.3,2.0,10.6,0.0,1014.0,290.0,84.7428
587,Technology/science,53234,1942.0,5.0,15.0,2.0,13.3,0.0,1016.7,330.0,101.0
639,Education,14524,1964.0,2.0,16.7,0.0,10.6,0.0,1015.6,290.0,4.0
584,Education,137806,1967.0,8.0,22.2,2.0,11.7,0.0,1014.4,280.0,97.136
599,Education,25996,1954.0,4.0,11.7,4.0,8.3,0.0,1023.1,180.0,72.0
566,Education,2010,1957.0,1.0,17.2,4.0,15.0,0.0,1020.2,290.0,0.472
636,Education,6564,1909.0,3.0,18.9,2.0,9.4,0.0,1020.4,250.0,0.16
638,Education,7900,1923.0,4.0,5.6,0.0,-0.6,0.0,1023.2,110.0,1.4
573,Education,23815,1914.0,4.0,12.2,2.0,8.3,0.0,1022.4,260.0,8.8432
611,Education,128126,1966.0,7.0,21.1,2.0,11.1,0.0,1018.0,280.0,476.675
565,Education,15326,1954.0,2.0,21.7,0.0,11.7,0.0,1018.9,300.0,5.0
654,Education,43910,1912.0,5.0,18.9,4.0,0.6,0.0,1016.9,260.0,51.112
575,Technology/science,33167,1963.0,4.0,14.4,2.0,10.6,0.0,1015.2,230.0,50.25
609,Education,141461,1907.0,6.0,22.2,4.0,12.8,0.0,1013.3,290.0,482.318
606,Utility,23432,1999.0,2.0,21.7,2.0,11.7,0.0,1015.0,300.0,47.5025
646,Education,58733,1923.0,6.0,14.4,2.0,12.2,0.0,1012.5,310.0,23.25
654,Education,43910,1912.0,5.0,13.9,0.0,7.8,0.0,1020.1,240.0,48.5405
598,Public services,68701,1930.0,4.0,20.0,2.0,13.9,0.0,1012.8,290.0,57.2025
633,Parking,98539,1989.0,2.0,17.2,2.0,8.9,0.0,1019.9,280.0,27.559
622,Education,123612,1961.0,7.0,5.6,0.0,1.7,0.0,1026.3,160.0,229.85
632,Education,41297,1959.0,6.0,15.0,0.0,13.3,0.0,1010.8,300.0,46.75
569,Education,86091,1964.0,8.0,15.6,2.0,13.3,0.0,1013.2,300.0,268.0
636,Education,6564,1909.0,3.0,16.7,2.0,11.7,0.0,1017.8,350.0,0.1075
645,Education,304333,2006.0,12.0,15.0,2.0,13.3,0.0,1011.7,320.0,1550.26
579,Education,7781,1910.0,4.0,8.9,2.0,5.6,0.0,1020.4,0.0,0.6862
651,Parking,306140,2007.0,5.0,13.9,2.0,7.2,0.0,1022.9,270.0,45.892
646,Education,58733,1923.0,6.0,5.6,0.0,4.4,0.0,1016.5,0.0,62.15
630,Education,93420,1948.0,5.0,14.4,2.0,13.3,0.0,1018.2,20.0,70.0
601,Entertainment/public assembly,11910,1903.0,2.0,18.3,0.0,11.1,0.0,1017.6,310.0,12.25
600,Education,44182,1917.0,5.0,16.1,2.0,12.2,0.0,1017.9,210.0,62.5
598,Public services,68701,1930.0,4.0,18.9,2.0,12.8,0.0,1011.5,290.0,40.28
572,Education,94175,1964.0,9.0,14.4,0.0,10.6,0.0,1016.5,300.0,366.491
609,Education,141461,1907.0,6.0,22.8,2.0,11.7,0.0,1014.5,290.0,451.19
649,Education,116121,1996.0,10.0,6.1,0.0,1.7,0.0,1025.7,0.0,371.425
623,Education,49388,1931.0,6.0,12.8,2.0,11.7,0.0,1021.5,0.0,42.75
630,Education,93420,1948.0,5.0,12.8,4.0,2.2,0.0,1023.2,280.0,46.75
607,Education,34825,1999.0,2.0,20.6,2.0,13.9,0.0,1013.8,310.0,20.25
624,Education,46204,1941.0,5.0,15.0,2.0,12.2,0.0,1019.6,80.0,120.475
620,Education,220703,2011.0,9.0,18.3,4.0,10.6,0.0,1022.6,300.0,1343.76
608,Entertainment/public assembly,124197,1927.0,3.0,17.2,2.0,12.2,0.0,1012.1,280.0,55.5
570,Education,193202,1964.0,10.0,16.1,4.0,6.7,0.0,1010.1,260.0,190.08
584,Education,137806,1967.0,8.0,21.1,0.0,11.1,0.0,1011.8,300.0,163.72799999999995
568,Education,14150,1974.0,2.0,17.8,2.0,13.3,0.0,1016.9,260.0,4.796
648,Education,154706,2009.0,11.0,20.0,2.0,12.8,0.0,1012.5,290.0,996.25
640,Entertainment/public assembly,36180,1966.0,9.0,12.2,4.0,8.9,0.0,1020.4,280.0,178.5
632,Education,41297,1959.0,6.0,6.7,0.0,-2.2,0.0,1020.8,350.0,83.75
639,Education,14524,1964.0,2.0,29.4,4.0,11.7,0.0,1013.3,290.0,4.0
566,Education,2010,1957.0,1.0,7.8,4.0,5.6,0.0,1023.9,70.0,0.306
627,Education,56637,1953.0,5.0,17.2,4.0,10.0,0.0,1016.1,290.0,104.0
647,Lodging/residential,86959,1942.0,5.0,5.0,0.0,3.3,0.0,1020.8,0.0,30.978
640,Entertainment/public assembly,36180,1966.0,9.0,15.6,2.0,6.7,0.0,1019.7,310.0,172.75
629,Education,40835,1931.0,6.0,13.9,0.0,8.3,0.0,1013.2,0.0,14.05
651,Parking,306140,2007.0,5.0,25.0,4.0,10.6,0.0,1011.8,290.0,42.99800000000001
585,Public services,132394,1949.0,7.0,24.4,0.0,10.6,0.0,1010.6,290.0,194.75
597,Public services,189425,1994.0,4.0,16.1,0.0,12.2,0.0,1013.3,310.0,266.5
568,Education,14150,1974.0,2.0,19.4,2.0,10.6,0.0,1016.7,270.0,2.9810000000000003
576,Education,86465,2014.0,7.0,26.7,2.0,11.1,0.0,1011.0,310.0,153.25
601,Entertainment/public assembly,11910,1903.0,2.0,22.2,0.0,11.7,0.0,1016.0,260.0,16.25
606,Utility,23432,1999.0,2.0,17.2,2.0,13.9,0.0,1009.4,310.0,47.73
588,Education,21866,1911.0,4.0,12.2,2.0,10.6,0.0,1027.2,140.0,23.075
610,Entertainment/public assembly,30160,1958.0,4.0,17.2,4.0,11.1,0.0,1014.0,270.0,32.25
643,Education,110919,1941.0,6.0,15.6,2.0,12.8,0.0,1011.2,330.0,133.101
605,Education,51020,1924.0,5.0,14.4,2.0,12.8,0.0,1014.8,300.0,14.7225
620,Education,220703,2011.0,9.0,14.4,2.0,11.1,0.0,1024.1,270.0,1489.62
620,Education,220703,2011.0,9.0,22.8,4.0,9.4,0.0,1011.8,270.0,1199.22
640,Entertainment/public assembly,36180,1966.0,9.0,19.4,2.0,15.0,0.0,1021.4,250.0,364.86800000000005
622,Education,123612,1961.0,7.0,18.3,0.0,12.8,0.0,1014.9,200.0,259.075
609,Education,141461,1907.0,6.0,17.2,0.0,13.3,0.0,1010.8,300.0,453.807
565,Education,15326,1954.0,2.0,8.9,0.0,6.1,0.0,1028.0,60.0,7.0
626,Public services,130581,1970.0,5.0,11.1,0.0,6.1,0.0,1017.6,320.0,158.5
569,Education,86091,1964.0,8.0,17.2,4.0,4.4,0.0,1018.3,270.0,353.0
611,Education,128126,1966.0,7.0,18.9,0.0,15.0,0.0,1017.4,290.0,536.525
574,Education,56343,1905.0,4.0,18.3,2.0,8.3,0.0,1016.6,260.0,20.6338
629,Education,40835,1931.0,6.0,17.2,2.0,11.1,0.0,1014.5,240.0,25.05
613,Entertainment/public assembly,1305,1995.0,1.0,13.9,0.0,12.8,0.0,1010.9,360.0,1.62
619,Education,68146,1948.0,6.0,18.9,2.0,7.8,0.0,1017.4,250.0,170.43200000000004
590,Education,8516,1920.0,2.0,8.9,0.0,6.1,0.0,1029.0,0.0,0.0
578,Lodging/residential,71994,2004.0,4.0,16.7,2.0,13.9,0.0,1010.5,0.0,30.7055
618,Education,148032,1924.0,5.0,16.7,2.0,10.6,0.0,1015.4,290.0,93.7
655,Education,222434,1964.0,11.0,10.0,2.0,1.7,0.0,1024.4,0.0,84.8295
617,Education,182943,1963.0,11.0,16.7,2.0,12.8,0.0,1012.3,290.0,540.1
640,Entertainment/public assembly,36180,1966.0,9.0,19.4,2.0,13.9,0.0,1017.5,300.0,182.25
616,Education,117814,1959.0,6.0,13.9,2.0,5.6,0.0,1014.2,130.0,29.075
611,Education,128126,1966.0,7.0,9.4,2.0,7.2,0.0,1025.7,0.0,544.275
608,Entertainment/public assembly,124197,1927.0,3.0,15.0,2.0,12.2,0.0,1018.6,260.0,66.25
627,Education,56637,1953.0,5.0,10.0,2.0,2.8,0.0,1016.9,320.0,100.5
651,Parking,306140,2007.0,5.0,18.3,2.0,11.1,0.0,1017.4,310.0,41.29600000000001
633,Parking,98539,1989.0,2.0,16.7,4.0,14.4,0.0,1022.5,260.0,26.94
638,Education,7900,1923.0,4.0,19.4,0.0,16.1,0.0,1012.9,0.0,3.125
632,Education,41297,1959.0,6.0,12.2,2.0,6.7,0.0,1013.1,0.0,47.5
636,Education,6564,1909.0,3.0,16.7,2.0,-0.6,0.0,1011.6,270.0,0.1075
578,Lodging/residential,71994,2004.0,4.0,18.9,0.0,12.2,0.0,1014.8,90.0,30.3513
649,Education,116121,1996.0,10.0,7.8,2.0,-1.7,0.0,1025.5,80.0,353.825
628,Education,40706,1958.0,3.0,8.9,2.0,5.0,0.0,1010.9,290.0,16.0
637,Education,4189,1929.0,3.0,18.3,2.0,13.3,0.0,1012.2,300.0,0.14
594,Education,177281,1964.0,7.0,16.1,0.0,12.8,0.0,1013.7,200.0,406.294
598,Public services,68701,1930.0,4.0,11.7,0.0,5.0,0.0,1014.8,330.0,45.5725
585,Public services,132394,1949.0,7.0,13.9,2.0,9.4,0.0,1015.5,240.0,243.5
612,Education,77055,1917.0,4.0,18.3,2.0,11.7,0.0,1010.8,310.0,84.9543
594,Education,177281,1964.0,7.0,23.9,0.0,17.8,0.0,1017.2,150.0,295.1040000000001
599,Education,25996,1954.0,4.0,22.2,2.0,13.9,0.0,1014.1,250.0,76.25
639,Education,14524,1964.0,2.0,11.7,4.0,7.2,0.0,1016.0,320.0,4.0
