price,area,height,wall
1258,112,3,0
1119,86,2,1
1072,74,2,0
930,74,3,1
962,48,3,0
1184,97,2,1
963,78,3,0
1059,76,3,0
1525,143,3,0
1110,85,2,0
1018,64,2,0
1055,71,3,1
1252,102,3,0
1109,82,2,1
869,51,3,1
1287,98,2,0
907,66,3,1
1348,117,3,1
1227,101,2,0
1050,71,2,1
1214,105,3,0
993,81,2,0
1200,97,2,1
1158,89,3,0
1029,63,2,0
920,67,2,0
1278,100,3,1
1147,73,3,1
1000,71,3,0
875,60,2,1
1114,88,3,1
1364,121,2,0
954,58,3,0
1047,80,2,1
1350,108,2,1
1005,78,2,1
1051,89,2,0
979,58,2,0
1018,88,2,0
1039,76,3,0
1369,99,3,0
1242,103,3,1
1380,131,2,0
1154,91,3,1
1119,86,3,0
1111,83,3,0
1056,72,2,0
1070,86,3,0
1118,74,3,0
1110,83,3,1
1290,106,1,1
903,59,3,0
1304,102,4,0
1245,106,2,1
1070,77,2,0
732,37,3,0
940,67,3,0
1293,105,3,1
1046,79,2,0
894,60,3,0
973,69,3,1
1227,96,2,0
1120,90,3,0
1038,75,3,0
1026,72,3,1
921,72,2,0
874,61,3,1
1317,112,2,1
993,73,3,0
1298,104,3,1
1335,110,2,0
1253,99,3,0
1105,71,2,0
1124,88,2,0
1103,79,2,0
919,61,3,0
1246,86,3,0
1010,56,3,1
1239,103,2,0
1035,70,4,1
1171,84,3,0
1110,85,3,0
1005,74,2,0
1202,91,3,0
1014,70,3,0
1209,97,3,1
847,53,3,1
1008,82,3,1
1357,118,2,0
978,59,2,1
969,66,3,0
1221,90,3,0
1064,83,2,1
1074,87,3,1
1143,89,3,0
1157,92,2,0
1266,102,2,0
1093,88,2,1
1110,75,3,0
1266,93,2,1
1342,117,3,0
1119,77,3,0
885,60,3,0
1280,102,2,0
1107,77,2,0
814,36,3,1
1187,96,1,1
854,69,3,1
1029,78,2,1
1098,86,4,1
1058,83,4,0
1179,94,2,1
992,71,2,0
1108,90,3,0
989,74,3,0
1138,94,2,0
1212,92,2,0
909,61,2,1
1202,101,3,0
978,69,3,0
1207,96,3,0
1146,87,2,0
1174,116,1,0
1096,75,3,0
1095,73,2,0
1014,79,1,0
984,73,3,1
1166,95,3,1
810,47,2,0
937,58,2,0
827,58,2,0
1151,99,2,1
1388,114,2,0
1012,77,2,0
1114,76,3,1
1103,81,3,0
1147,103,3,0
974,61,2,0
1102,84,2,1
1183,99,1,1
1157,90,3,1
1128,83,3,0
1246,100,2,0
753,25,2,1
1191,93,3,1
917,66,3,0
793,43,2,1
1291,90,2,0
1298,107,2,0
1174,77,3,1
1283,99,4,0
1313,112,3,1
1274,106,2,0
1303,112,3,0
1091,94,2,1
1084,81,2,1
913,47,3,0
1011,75,3,0
977,63,3,1
1419,123,2,0
1008,76,3,1
1071,82,3,1
1099,91,2,0
1042,80,3,0
1246,113,2,0
940,67,2,1
1171,83,2,0
920,65,2,0
897,53,3,0
959,67,2,0
1125,79,2,0
1075,71,1,0
1021,66,2,1
893,51,2,1
1050,78,2,1
802,49,2,0
1275,95,2,0
1049,81,3,1
902,50,2,0
1085,73,3,1
939,64,2,1
1172,86,3,0
1304,106,3,1
900,42,3,1
1066,82,2,0
988,76,3,0
1143,93,2,0
1115,84,3,0
971,64,2,0
1010,73,2,0
868,64,3,1
1246,101,2,0
1174,80,2,0
1360,118,2,1
1092,78,2,0
1001,65,2,1
883,49,3,0
866,43,2,0
874,48,3,0
1096,85,3,1
1101,90,2,0
842,48,3,1
1218,97,3,0
989,70,2,0
1112,82,3,0
1320,112,2,1
1242,97,3,1
1098,74,2,0
949,62,2,0
707,36,2,0
956,65,2,0
1046,75,2,0
842,60,2,1
1125,77,2,1
1093,81,3,0
1062,75,2,0
1052,66,3,1
1065,83,2,1
1168,88,3,0
913,58,2,0
1264,108,3,0
1025,78,3,0
1162,80,3,0
1154,94,2,0
1141,84,2,1
1117,99,3,0
1170,85,2,0
1039,67,2,0
1129,87,2,1
906,57,3,1
1111,82,3,0
1182,79,2,0
956,75,2,1
1094,77,2,0
764,42,2,0
999,69,3,0
1072,81,2,0
1079,83,3,0
932,59,3,1
1198,105,3,1
1004,62,2,0
1120,99,2,1
1158,88,2,0
966,67,2,0
1266,115,3,0
921,56,3,1
1123,98,2,0
1216,100,2,0
909,66,2,1
1289,107,2,1
995,74,3,1
1091,85,2,0
1125,85,2,0
1016,77,2,0
1183,96,2,0
1110,95,2,1
861,45,2,0
1344,106,2,0
980,46,2,1
1224,100,3,0
1276,102,3,0
833,58,3,1
1095,71,3,1
955,57,2,1
1021,75,3,0
1090,73,2,0
1167,95,2,1
1233,106,2,0
1297,107,3,0
945,68,3,1
1097,75,3,0
782,46,2,1
909,63,2,0
1165,99,3,0
1339,112,3,0
866,55,2,1
922,68,2,0
1040,79,2,0
1113,85,3,1
897,63,1,1
1076,88,2,1
1114,70,3,0
1032,79,3,0
1137,90,3,1
1058,80,3,1
990,71,2,0
1085,77,2,0
1109,78,2,1
1010,72,3,0
980,74,3,1
1364,111,3,0
1149,91,3,0
1121,74,3,1
1058,93,2,0
1037,73,2,0
1339,103,3,0
1106,87,2,0
1052,77,3,1
1151,88,2,1
830,48,3,1
898,57,2,0
892,56,3,0
1061,82,2,0
1375,114,2,1
1410,124,3,1
1179,92,3,1
1183,90,2,0
805,43,2,0
960,69,2,0
934,64,2,0
989,67,3,0
1000,76,3,1
983,70,2,0
776,40,3,0
1286,94,3,0
785,58,2,1
1095,84,2,0
1450,121,2,1
951,61,2,1
760,29,3,0
1041,74,3,1
1192,102,2,0
1237,119,3,0
914,55,3,1
1109,89,3,1
972,70,3,0
1037,77,3,0
1532,132,3,0
985,49,3,0
1124,85,3,0
1113,89,2,0
1167,101,2,0
1110,81,2,1
1208,86,3,0
1010,72,3,0
992,85,2,0
1054,73,1,1
1210,92,2,0
946,72,3,0
1137,87,3,0
1094,79,3,1
1228,102,2,0
1025,78,2,1
878,44,3,1
1229,105,2,1
879,61,4,1
882,66,3,0
1053,68,2,0
1296,107,2,1
780,37,2,0
1491,142,2,0
1199,101,3,1
1052,84,3,0
1043,78,2,0
1013,85,3,0
1111,90,3,0
1151,92,3,1
1181,91,2,0
1086,81,3,0
1087,76,3,0
1116,76,2,1
1105,76,4,1
1260,102,3,0
1157,91,2,1
611,21,2,0
1204,93,3,1
1186,83,3,0
1090,79,3,1
1116,72,3,0
1157,102,3,0
1153,98,3,0
1010,64,3,1
1142,88,2,0
1008,60,3,1
885,52,3,0
951,67,4,0
1182,97,2,0
1132,99,3,1
1085,90,1,0
1226,94,3,1
1189,90,2,1
1008,67,3,1
1047,88,2,0
1164,96,2,1
1118,95,2,1
1295,103,2,0
1146,94,3,1
1064,87,1,0
1226,101,3,0
1034,79,1,0
1024,62,2,0
1019,76,3,0
901,65,3,0
