order_date,category,item,price
2025.12.13 13:47:26,Sports,TV,450546
2025.01.01 12:07:50,Electronics,Camera,69839
2024.09.02 05:38:05,Toys,Table,794383
2024.12.10 17:45:48,Beauty,Smartphone,174856
2024.07.08 14:50:39,Toys,Perfume,381260
2024.08.29 10:52:44,Toys,Console,403372
2024.12.17 19:57:56,Toys,Perfume,238731
2024.10.23 01:14:11,Sports,Headphones,219824
2024.04.14 22:39:12,Sports,Watch,912703
2024.01.16 03:41:04,Electronics,Novel,10303
2025.03.14 00:17:04,Electronics,Watch,212538
2024.07.25 05:47:06,Clothing,Watch,385959
2024.02.28 03:30:31,Toys,Novel,38038
2025.04.08 00:35:13,Beauty,Laptop,362186
2024.11.30 15:51:41,Beauty,Watch,521530
2024.06.21 07:02:59,Clothing,Watch,837628
2024.07.21 12:58:17,Toys,TV,167938
2025.06.19 03:39:18,Toys,Snack,699780
2024.06.09 11:04:48,Toys,Novel,158452
2025.08.15 09:25:20,Electronics,Snack,372473
2025.01.31 23:26:57,Coffee,Cold Brew,68970
2024.03.21 10:18:51,Electronics,Sneakers,287708
2024.12.29 21:29:19,Electronics,TV,387852
2025.09.27 12:30:04,Coffee,Espresso,188338
2024.04.06 18:15:55,Coffee,Mocha,164362
2025.07.30 13:31:23,Food,Laptop,67471
2024.09.07 21:35:19,Sports,Camera,796658
2025.04.15 05:35:25,Beauty,Watch,728603
2025.06.27 12:44:58,Beauty,Console,963690
2024.11.07 21:40:00,Home,Bicycle,332969
2025.10.15 18:47:57,Home,Camera,531327
2025.06.20 13:43:15,Sports,Smartphone,552296
2024.07.15 12:36:40,Sports,Headphones,111972
2025.05.13 23:00:11,Coffee,Latte,289586
2025.11.21 00:26:38,Beauty,Table,273891
2025.05.08 19:37:26,Toys,Bicycle,466988
2024.04.17 17:24:36,Home,Bicycle,616828
2024.06.09 08:34:32,Toys,Laptop,221857
2024.09.04 06:40:22,Clothing,Camera,616685
2025.03.05 17:33:13,Electronics,Camera,340691
2025.05.20 21:35:10,Beauty,Camera,713548
2025.11.13 14:57:26,Clothing,Sneakers,814817
2025.07.07 19:51:38,Sports,Smartphone,538326
2024.04.01 01:40:12,Electronics,Headphones,295403
2025.07.07 17:13:45,Sports,Watch,456021
2025.09.06 23:51:11,Home,Novel,254709
2024.08.06 18:26:46,Coffee,Mocha,613958
2025.08.12 22:39:40,Toys,Novel,223379
2025.02.23 15:48:37,Clothing,Laptop,424170
2024.11.21 13:57:41,Coffee,Flat White,236899
2024.11.29 05:09:58,Coffee,Americano,701321
2024.04.17 04:20:33,Toys,Watch,704867
2024.02.17 13:04:41,Coffee,Americano,950659
2024.03.01 17:52:25,Electronics,Novel,940571
2024.04.28 15:43:03,Electronics,Headphones,956853
2024.09.11 07:25:54,Sports,Console,833421
2025.01.17 07:14:23,Food,Novel,205567
2024.12.12 19:35:04,Toys,Snack,541815
2025.08.26 06:57:05,Beauty,Console,961074
2024.11.22 05:13:01,Clothing,Table,266948
2024.09.26 09:46:33,Food,Perfume,783942
2025.04.23 18:29:23,Electronics,Snack,190885
2024.09.30 05:41:24,Electronics,Watch,302365
2025.09.06 11:01:06,Food,Bicycle,691431
2024.07.28 20:02:30,Toys,Headphones,301908
2025.01.10 14:13:31,Food,Snack,74815
2024.09.08 02:23:34,Food,Perfume,717168
2025.03.11 05:01:16,Home,Snack,6021
2024.05.05 16:18:59,Clothing,Snack,67910
2025.05.23 22:42:53,Clothing,Table,321611
2025.10.10 07:55:37,Coffee,Cold Brew,960946
2024.10.12 14:06:32,Electronics,TV,902998
2025.11.29 03:12:57,Food,Laptop,993153
2025.01.26 09:12:27,Food,Camera,257389
2025.06.24 11:28:43,Toys,Laptop,370133
2025.02.17 17:33:26,Clothing,Novel,42605
2025.09.29 16:08:02,Clothing,Headphones,333900
2025.09.21 14:47:21,Electronics,Console,898694
2025.03.21 10:12:21,Electronics,Headphones,31072
2025.07.05 19:21:59,Sports,Novel,797683
2024.01.09 00:03:44,Coffee,Latte,646305
2025.09.09 17:04:43,Toys,Bicycle,688131
2024.06.07 15:27:57,Coffee,Latte,26576
2024.08.07 23:57:45,Sports,TV,623208
2025.09.02 08:55:40,Food,Camera,233587
2024.02.16 21:48:02,Coffee,Mocha,260236
2024.12.30 14:42:13,Toys,Laptop,152618
2024.02.14 15:09:57,Sports,Laptop,40829
2025.10.18 16:26:51,Sports,Watch,886705
2025.07.27 19:46:35,Clothing,Smartphone,777798
2025.01.25 04:52:39,Food,Novel,125730
2024.06.28 04:18:35,Food,Console,109798
2025.11.26 09:08:51,Home,Novel,899843
2024.01.05 23:15:27,Electronics,Console,717690
2025.04.26 08:38:28,Food,Smartphone,133213
2024.10.07 14:40:50,Food,Sneakers,335446
2024.02.10 13:28:11,Coffee,Espresso,279961
2025.02.27 04:49:21,Electronics,Bicycle,587618
2024.09.24 01:37:00,Beauty,Table,689953
2025.06.22 00:26:10,Home,Snack,268224
2025.08.11 20:45:20,Food,Laptop,638480
2024.02.10 10:57:58,Toys,Watch,360475
2025.06.17 23:41:20,Coffee,Cappuccino,418174
2025.07.28 18:43:48,Home,Table,149082
2024.10.12 01:41:57,Electronics,Perfume,285445
2025.02.18 08:33:34,Home,Table,794013
2025.03.29 18:32:05,Toys,Headphones,383632
2025.04.16 08:50:24,Coffee,Cold Brew,803605
2024.12.14 19:29:17,Coffee,Espresso,441370
2024.09.25 07:20:41,Beauty,TV,869277
2024.04.12 05:34:50,Clothing,Camera,958008
2024.04.09 15:38:42,Toys,Camera,177359
2025.01.22 20:41:11,Sports,Bicycle,99827
2024.02.10 15:01:06,Beauty,Sneakers,511752
2024.02.12 15:09:27,Toys,Console,104016
2025.11.22 10:52:17,Toys,TV,972577
2025.04.24 23:33:51,Coffee,Cold Brew,477031
2025.11.19 04:30:37,Sports,Sneakers,582275
2024.08.31 15:35:12,Electronics,Smartphone,385908
2024.10.18 03:25:05,Clothing,Watch,71990
2024.09.06 01:44:05,Food,Smartphone,24218
2024.12.09 01:46:28,Beauty,Bicycle,420772
2024.02.17 00:22:51,Home,Table,999221
2025.02.23 03:39:27,Clothing,Sneakers,63398
2025.01.06 18:28:45,Food,Headphones,943516
2024.01.31 14:09:18,Beauty,Smartphone,565673
2025.12.30 17:49:53,Clothing,Watch,576676
2024.12.30 06:41:04,Electronics,Smartphone,917639
2024.12.30 11:49:32,Coffee,Latte,995416
2025.06.30 05:43:05,Home,Headphones,898329
2024.02.27 13:27:39,Sports,Snack,838321
2024.02.26 06:00:15,Sports,Console,890341
2024.06.29 10:08:45,Toys,TV,462033
2025.04.21 16:22:37,Sports,Watch,487286
2025.08.27 06:15:34,Toys,Table,847031
2025.05.24 09:07:02,Beauty,Camera,959987
2025.09.11 15:25:32,Clothing,Table,338604
2025.10.24 00:56:00,Home,Console,878345
2025.06.11 15:45:05,Coffee,Flat White,711637
2025.06.21 18:10:21,Food,Watch,466080
2025.01.16 09:06:33,Home,Snack,390880
2025.12.13 20:08:22,Toys,Perfume,816529
2025.07.31 18:27:57,Beauty,Snack,951939
2025.01.11 11:04:20,Home,TV,619930
2025.06.17 17:24:02,Home,Headphones,581191
2025.06.17 11:24:35,Clothing,Bicycle,324729
2024.11.02 05:59:28,Clothing,Bicycle,629111
2024.08.04 06:39:43,Toys,Watch,645994
2024.05.25 11:16:41,Clothing,Smartphone,86845
2025.01.15 18:19:50,Beauty,Camera,182923
2024.02.11 12:13:23,Toys,Camera,558585
2025.09.12 13:54:51,Food,Laptop,633231
2024.02.25 20:49:37,Beauty,Perfume,358086
2024.02.18 22:56:56,Beauty,Sneakers,880295
2024.02.22 19:59:53,Food,Sneakers,359905
2025.12.15 01:08:40,Home,Table,169056
2024.07.27 19:43:04,Sports,Headphones,361753
2024.12.20 06:38:25,Home,Camera,825457
2025.09.20 04:39:46,Clothing,Laptop,138241
2024.03.21 06:56:50,Coffee,Cappuccino,477829
2025.10.26 06:25:58,Sports,Table,581848
2024.08.13 17:45:05,Electronics,Snack,224682
2025.05.12 14:40:25,Sports,Laptop,184920
2024.11.15 14:04:23,Clothing,Sneakers,993768
2024.09.06 17:26:37,Clothing,Smartphone,796057
2024.01.23 09:24:59,Clothing,Novel,155841
2025.04.13 10:50:59,Food,Snack,639191
2024.09.11 19:45:23,Toys,Watch,879341
2025.09.23 03:49:59,Coffee,Cold Brew,315196
2024.04.26 15:18:47,Clothing,Laptop,788085
2025.11.25 23:47:03,Electronics,Bicycle,462605
2025.02.25 13:25:03,Toys,Snack,760892
2025.04.07 06:02:14,Coffee,Espresso,156243
2024.01.27 05:01:06,Sports,Watch,617222
2024.07.06 18:38:24,Electronics,Camera,411044
2024.01.02 09:54:25,Food,Snack,365857
2025.09.30 08:56:25,Home,Laptop,847331
2025.05.09 12:22:49,Sports,Novel,326250
2024.06.29 17:01:47,Home,Console,53645
2025.09.22 18:00:05,Coffee,Mocha,548252
2024.10.28 06:42:23,Home,Camera,104830
2025.09.16 06:12:12,Toys,Table,675909
2025.09.16 21:33:05,Home,Console,430908
2024.04.10 22:06:49,Toys,Table,91177
2024.05.02 15:24:21,Clothing,Camera,796689
2025.09.04 21:49:49,Food,TV,34144
2024.04.09 11:17:19,Food,Table,285758
2025.01.02 12:38:21,Coffee,Flat White,454558
2024.02.20 03:11:33,Sports,Sneakers,174511
2025.10.26 20:35:38,Beauty,Table,762894
2025.09.03 13:19:31,Food,Novel,103800
2024.02.23 01:09:23,Coffee,Espresso,629660
2024.03.18 01:30:51,Food,Table,966212
2024.02.16 22:37:13,Sports,Table,492699
2025.06.08 08:30:19,Coffee,Cold Brew,922837
2025.07.26 01:13:06,Clothing,Snack,519231
2024.05.15 21:04:15,Sports,Camera,697860
2024.07.30 03:03:58,Toys,Novel,250006
2024.01.22 07:24:30,Food,Snack,203889
2025.01.20 02:41:00,Clothing,Headphones,958865
2025.12.17 22:46:35,Sports,Perfume,451203
2025.08.06 12:21:25,Sports,Camera,717687
2024.06.10 01:51:28,Toys,Bicycle,374018
2024.06.22 00:02:42,Home,Watch,983991
2025.01.05 16:46:17,Food,TV,581594
2024.02.02 10:54:32,Electronics,Watch,394710
2024.06.26 23:55:31,Sports,Headphones,311265
2024.05.18 06:24:45,Beauty,Snack,336502
2025.06.04 16:37:23,Electronics,Snack,420814
2025.04.17 08:37:42,Beauty,Snack,318072
2025.05.30 00:44:59,Toys,Smartphone,362117
2025.01.14 17:06:04,Sports,Smartphone,376229
2024.12.28 09:54:51,Coffee,Latte,882618
2024.11.27 11:33:24,Clothing,Headphones,877038
2025.08.24 07:00:20,Toys,Smartphone,844256
2024.06.30 16:47:44,Coffee,Macchiato,741407
2025.09.10 17:06:50,Sports,Snack,998953
2024.05.08 15:57:26,Coffee,Americano,642105
2024.12.27 02:29:19,Home,Headphones,594536
2024.08.12 22:33:22,Clothing,Sneakers,620934
2024.08.25 01:15:30,Beauty,Smartphone,590873
2024.08.18 22:21:40,Sports,Headphones,691164
2025.08.13 09:45:34,Toys,Table,869670
2024.01.13 03:59:53,Food,Headphones,696297
2025.11.23 07:42:43,Toys,TV,722404
2025.05.31 11:05:31,Coffee,Flat White,666547
2024.07.02 17:20:57,Sports,Console,598663
2025.02.20 19:31:11,Clothing,Snack,807432
2024.03.29 15:18:11,Sports,Console,985394
2024.08.29 20:26:13,Electronics,Table,851307
2025.02.04 21:12:05,Beauty,Camera,342821
2025.02.03 22:04:12,Sports,Laptop,830272
2025.05.30 23:43:40,Food,Bicycle,814178
2025.12.16 05:50:29,Food,Laptop,957812
2025.10.23 09:35:11,Sports,TV,355842
2025.06.04 14:48:26,Clothing,Sneakers,350956
2024.03.18 01:10:23,Home,Smartphone,709265
2025.04.02 05:09:51,Toys,Table,984217
2024.05.26 13:35:59,Beauty,Perfume,811958
2025.05.30 07:22:19,Electronics,Camera,168828
2025.06.10 06:54:26,Toys,Sneakers,206499
2024.03.18 15:45:47,Electronics,Snack,837650
2024.04.24 21:56:54,Clothing,Novel,202014
2024.07.19 11:12:55,Electronics,Watch,425324
2024.11.21 06:50:53,Home,Snack,529443
2024.04.12 23:18:20,Sports,Console,493850
2025.03.12 07:39:00,Beauty,Camera,183999
2024.11.30 00:50:24,Toys,Snack,453980
2024.01.18 02:19:06,Sports,Camera,700914
2024.05.11 14:37:39,Clothing,TV,60762
2024.03.07 16:47:41,Food,Perfume,214259
2024.11.18 12:31:35,Food,Sneakers,222525
2025.05.13 04:26:53,Sports,Novel,142753
2025.11.06 16:06:52,Home,Headphones,735146
2025.10.02 22:25:45,Electronics,Bicycle,887397
2024.12.02 02:57:33,Toys,Sneakers,168486
2025.09.08 18:57:47,Beauty,Perfume,221811
2024.09.14 03:11:46,Home,Watch,369511
2024.02.13 23:57:39,Toys,Headphones,403761
2024.03.29 07:15:13,Coffee,Mocha,384158
2024.01.07 16:39:04,Food,Table,450973
2025.12.28 01:56:35,Clothing,Sneakers,526496
2025.11.03 10:26:03,Beauty,TV,226694
2025.04.20 21:29:48,Sports,Laptop,393683
2024.08.03 15:12:01,Clothing,Headphones,321698
2024.09.23 06:11:57,Food,Console,384912
2025.02.01 06:12:24,Sports,Bicycle,753055
2024.08.06 13:54:34,Home,Camera,830036
2024.11.12 17:40:18,Toys,Headphones,813255
2025.05.02 03:40:56,Home,Smartphone,875328
2025.06.27 05:16:38,Clothing,Smartphone,441072
2024.01.29 15:03:02,Coffee,Macchiato,465848
2025.06.29 03:04:38,Electronics,Sneakers,570553
2024.05.23 13:49:15,Clothing,Console,661445
2024.06.29 08:14:08,Electronics,Snack,741573
2025.11.03 23:38:45,Clothing,Sneakers,273655
2025.11.28 11:30:21,Clothing,Watch,235937
2025.12.15 12:56:03,Beauty,Sneakers,800609
2025.06.19 23:57:10,Coffee,Latte,335471
2024.05.02 14:03:01,Electronics,Novel,448512
2024.06.11 08:04:05,Electronics,Console,797874
2024.06.12 04:17:19,Toys,Table,174365
2024.12.22 14:10:17,Home,Watch,170138
2024.03.05 10:22:35,Sports,Headphones,447024
2025.01.11 14:38:37,Home,Snack,461542
2024.04.18 13:45:35,Electronics,Bicycle,473488
2024.09.08 06:36:43,Food,Bicycle,788018
2024.05.10 23:33:21,Beauty,Novel,87695
2024.05.09 22:31:02,Food,TV,60107
2025.09.14 18:18:47,Coffee,Espresso,458622
2025.09.13 20:41:01,Electronics,Table,932327
2025.06.04 19:23:07,Toys,Watch,235796
2025.06.03 02:32:33,Food,Camera,703384
2025.03.30 02:41:38,Food,Watch,938653
2025.06.01 01:20:03,Sports,Camera,199528
2025.11.02 11:31:26,Food,Headphones,133329
2024.11.18 17:02:46,Sports,Headphones,542128
2024.12.16 13:01:01,Clothing,Smartphone,901211
2024.09.08 21:20:42,Beauty,Perfume,639486
2025.06.21 02:49:59,Toys,Console,388659
2025.09.17 07:37:13,Home,Bicycle,618693
2025.08.19 16:49:17,Beauty,Bicycle,374245
2025.09.25 16:13:43,Clothing,Watch,536657
2025.07.13 10:45:13,Electronics,Watch,90780
2024.07.30 12:21:19,Coffee,Americano,918664
2025.02.22 17:53:35,Toys,Camera,599830
2024.05.06 13:50:45,Coffee,Cold Brew,768379
2025.09.17 18:28:46,Sports,TV,410843
2024.12.16 12:05:08,Electronics,Headphones,599389
2024.09.05 11:13:38,Electronics,Headphones,127502
2025.04.21 09:04:16,Clothing,Sneakers,312392
2024.07.20 08:54:49,Home,Novel,346317
2025.06.30 21:40:20,Electronics,Console,391191
2024.05.29 11:23:48,Sports,Sneakers,576988
2024.03.13 17:01:30,Sports,Perfume,604439
2025.05.05 21:45:01,Home,Camera,965297
2024.06.10 15:44:14,Home,Laptop,276632
2025.01.31 17:06:04,Clothing,Laptop,213380
2024.07.20 10:07:18,Coffee,Espresso,159930
2024.06.26 03:38:33,Food,Table,359762
2024.04.14 20:01:35,Food,Console,139484
2024.11.06 13:08:53,Beauty,Watch,702077
2024.07.16 22:25:33,Food,Camera,595462
2024.11.21 13:59:06,Sports,Headphones,314953
2025.03.03 02:16:08,Electronics,Watch,161416
2024.09.03 04:15:02,Clothing,Camera,27311
2024.01.03 10:12:29,Home,Sneakers,134862
2024.02.05 22:30:56,Electronics,Sneakers,834635
2024.09.07 09:06:58,Beauty,Table,316800
2025.06.09 04:45:35,Toys,Camera,330281
2024.07.24 06:30:48,Home,Sneakers,21178
2024.09.13 23:06:00,Coffee,Flat White,186142
2025.01.28 02:06:38,Coffee,Cold Brew,861861
2024.11.18 21:03:02,Beauty,Headphones,487528
2025.08.28 18:53:41,Food,Snack,910365
2024.10.07 00:41:10,Food,Laptop,478780
2024.03.26 13:41:18,Beauty,Camera,859560
2025.02.12 18:59:28,Sports,Console,213021
2025.06.11 04:51:09,Toys,Sneakers,834672
2024.09.13 18:35:27,Sports,Smartphone,839222
2025.05.17 17:11:58,Beauty,Bicycle,401678
2025.04.22 20:28:52,Food,Table,113594
2025.06.10 18:03:19,Toys,Novel,622826
2025.11.10 06:56:56,Food,Bicycle,681707
2024.08.24 06:10:45,Sports,Perfume,809374
2024.12.03 13:15:08,Toys,Bicycle,611962
2025.11.11 17:06:53,Coffee,Latte,407318
2024.05.26 02:42:34,Toys,Novel,297690
2025.08.24 03:25:56,Food,Novel,214255
2025.05.12 08:34:06,Coffee,Flat White,729824
2024.06.14 20:11:23,Home,Smartphone,61922
2024.10.05 13:57:51,Beauty,Camera,643310
2024.11.29 05:38:40,Beauty,Watch,810472
2025.01.22 12:11:41,Clothing,Watch,639408
2025.10.28 05:42:32,Clothing,TV,456708
2024.07.30 20:25:50,Clothing,Watch,311288
2024.02.29 13:09:28,Food,Bicycle,770067
2024.05.05 09:31:00,Clothing,Bicycle,494791
2025.03.08 05:20:48,Electronics,Novel,928544
2024.09.27 14:50:58,Clothing,Table,801368
2025.05.30 12:47:32,Home,Sneakers,439761
2024.06.13 05:36:21,Electronics,Sneakers,614211
2025.12.13 04:52:51,Home,Perfume,845105
2025.05.24 01:29:31,Food,Laptop,379404
2025.01.23 00:39:14,Clothing,Smartphone,83279
2024.08.02 11:50:45,Beauty,Watch,688783
2024.09.15 12:38:38,Coffee,Americano,200431
2025.05.05 19:50:00,Electronics,TV,575112
2024.04.15 20:35:45,Coffee,Americano,345846
2025.11.16 09:13:50,Beauty,Headphones,854390
2025.10.24 21:37:12,Coffee,Cold Brew,99687
2025.11.01 17:28:22,Food,Table,822091
2024.12.02 13:54:39,Home,Console,740935
2025.04.29 08:14:45,Home,TV,946019
2024.09.15 12:57:35,Electronics,Console,457204
2024.04.15 06:12:28,Coffee,Espresso,343514
2025.11.22 08:37:07,Coffee,Americano,398947
2025.12.01 03:45:55,Toys,Watch,835058
2025.08.21 16:19:08,Home,Laptop,145804
2025.04.24 09:43:49,Toys,Smartphone,680886
2024.12.31 12:34:52,Electronics,Watch,262637
2024.01.26 01:00:03,Home,Novel,502903
2024.04.12 17:12:00,Food,Watch,359517
2024.01.29 05:49:41,Beauty,Snack,972378
2024.02.11 15:51:17,Sports,TV,865077
2024.03.28 08:05:47,Clothing,Snack,15420
2024.07.01 09:33:46,Clothing,Perfume,809680
2024.12.07 13:42:51,Food,Sneakers,915832
2025.02.08 04:17:31,Sports,TV,627768
2025.07.10 22:10:53,Sports,TV,641689
2025.11.17 13:31:27,Electronics,Headphones,942531
2024.04.11 04:08:24,Food,Bicycle,166740
2024.02.16 16:00:56,Home,Snack,481282
2025.10.11 08:27:49,Beauty,Watch,47740
2024.12.22 17:29:21,Clothing,Laptop,587153
2025.02.28 09:21:23,Sports,Table,315282
2024.02.18 04:59:04,Toys,Laptop,814742
2024.11.28 09:51:36,Coffee,Mocha,903686
2025.04.06 19:03:55,Food,Sneakers,243593
2025.10.16 08:05:43,Toys,Novel,740071
2025.10.11 16:08:11,Coffee,Espresso,815266
2025.05.06 10:29:17,Sports,Smartphone,273307
2025.02.11 02:30:00,Coffee,Espresso,881584
2025.10.31 10:20:10,Sports,Novel,532848
2024.08.14 17:33:38,Home,Sneakers,273411
2024.06.27 17:03:51,Toys,Smartphone,830021
2025.07.26 09:08:39,Beauty,Snack,214315
2024.02.12 12:42:21,Food,Sneakers,189965
2025.07.16 20:35:36,Sports,Watch,487200
2024.02.05 11:52:26,Beauty,Novel,719156
2025.08.02 10:54:14,Clothing,Table,631786
2025.01.14 19:48:16,Food,Laptop,932788
2024.08.03 17:54:46,Electronics,Bicycle,942852
2024.09.15 02:52:16,Electronics,Headphones,891739
2025.01.07 03:26:21,Clothing,Table,984247
2024.04.29 11:11:20,Electronics,Camera,680048
2024.06.25 20:02:27,Sports,Sneakers,230534
2025.03.03 23:54:28,Toys,Headphones,473317
2025.08.16 19:51:37,Coffee,Mocha,863238
2024.11.20 14:57:06,Home,Bicycle,327960
2024.08.14 00:19:40,Food,Watch,166989
2025.05.13 05:17:17,Electronics,Table,771088
2024.02.23 02:05:59,Clothing,TV,343016
2024.03.08 03:08:53,Home,Novel,931667
2025.08.03 18:11:49,Clothing,Sneakers,587640
2024.02.03 23:28:28,Sports,Laptop,580344
2024.02.29 12:20:29,Food,Camera,730429
2024.02.23 08:46:43,Clothing,Smartphone,848301
2025.02.04 22:41:08,Toys,Bicycle,904786
2025.12.30 05:17:23,Sports,Laptop,709750
2025.11.22 14:39:08,Food,Perfume,258227
2025.02.16 11:34:33,Electronics,Table,291412
2024.06.24 14:43:52,Home,Bicycle,488033
2025.03.05 18:10:01,Beauty,Watch,666607
2024.07.03 05:23:24,Toys,Sneakers,283141
2024.12.01 06:12:43,Home,Laptop,325775
2024.11.11 20:11:38,Beauty,Novel,230576
2024.04.24 00:25:33,Coffee,Flat White,898968
2025.10.10 21:17:18,Electronics,Snack,678031
2024.10.20 03:25:13,Clothing,Watch,514423
2024.02.06 03:10:07,Food,Smartphone,175178
2024.06.18 22:31:08,Coffee,Latte,460316
2025.05.05 06:10:49,Toys,TV,235961
2024.11.02 06:14:16,Toys,Bicycle,303538
2024.07.01 00:46:57,Food,Laptop,453934
2025.05.17 13:29:19,Sports,Console,108111
2024.10.26 18:05:11,Sports,Console,827025
2024.09.02 18:18:09,Coffee,Macchiato,890482
2025.08.26 02:53:02,Sports,Headphones,75575
2025.06.13 16:34:45,Coffee,Cold Brew,912951
2025.12.02 01:01:54,Food,Novel,607578
2024.02.23 17:08:23,Electronics,Sneakers,634069
2025.06.26 19:21:42,Electronics,Watch,515038
2024.07.09 22:35:39,Toys,Console,243835
2024.01.21 01:33:01,Beauty,Sneakers,385554
2025.02.17 21:21:47,Food,TV,802709
2025.06.12 10:27:30,Home,Table,661316
2025.03.07 00:09:07,Home,Perfume,664875
2025.02.14 07:04:43,Food,Table,655697
2025.02.13 02:10:10,Coffee,Mocha,982806
2025.06.27 13:26:22,Clothing,Snack,385214
2025.02.19 22:20:52,Beauty,Smartphone,194965
2024.09.01 20:11:35,Food,Headphones,360963
2024.01.14 20:16:04,Electronics,Console,743829
2025.09.29 05:05:52,Electronics,Bicycle,394801
2024.01.09 02:59:26,Sports,Novel,402689
2024.05.18 02:18:01,Food,Console,410745
2024.12.16 15:04:16,Beauty,Camera,95010
2025.09.23 19:27:22,Food,Bicycle,881933
2024.01.22 23:07:20,Beauty,Perfume,980012
2025.08.29 15:56:30,Electronics,Table,401659
2025.06.12 00:39:28,Beauty,Novel,477857
2025.01.12 15:40:14,Sports,Sneakers,525420
2025.02.20 01:56:43,Sports,Bicycle,797222
2025.10.31 05:41:05,Toys,Sneakers,448857
2024.05.02 11:16:38,Electronics,Novel,902737
2024.03.25 16:19:19,Electronics,Snack,40056
2025.07.15 12:32:21,Beauty,Table,569145
2024.06.17 04:42:58,Toys,Snack,116072
2025.04.09 21:26:32,Beauty,TV,302488
2024.07.23 16:42:56,Toys,Bicycle,898311
2025.03.13 01:52:28,Toys,Bicycle,867293
2025.04.15 21:41:51,Food,Perfume,117521
2025.03.13 20:47:01,Toys,Novel,803719
2025.02.03 08:43:14,Food,Snack,834348
2025.01.17 02:11:38,Home,TV,461389
2024.07.25 02:27:47,Beauty,Headphones,388996
2025.10.21 20:40:12,Coffee,Mocha,531578
2024.06.04 23:32:50,Beauty,Smartphone,577351
2025.07.31 01:47:29,Clothing,Headphones,984952
2024.08.25 02:28:49,Food,Snack,152366
2025.02.28 20:31:43,Toys,Watch,581724
2025.04.07 09:42:55,Electronics,Laptop,684886
2025.09.11 12:10:20,Beauty,Camera,178876
2025.11.14 19:08:34,Clothing,Camera,73226
2024.11.28 05:25:16,Beauty,Console,143504
2025.04.15 01:36:40,Electronics,Camera,893622
2024.03.10 19:09:30,Home,Camera,948801
2024.10.17 12:17:18,Toys,Novel,124494
2024.05.09 08:07:55,Coffee,Mocha,405919
2025.01.08 01:19:38,Toys,Watch,474623
2025.09.08 16:33:51,Coffee,Cappuccino,54078
2024.06.14 03:56:10,Sports,Headphones,730430
2025.09.18 11:10:42,Electronics,Perfume,871975
2024.10.18 14:14:53,Electronics,Bicycle,945303
2024.10.22 06:33:38,Clothing,TV,626184
2024.02.13 23:52:43,Clothing,Watch,604767
2025.01.24 08:40:30,Clothing,Camera,383253
2024.05.01 14:25:04,Home,Novel,812093
2024.12.03 06:40:52,Clothing,Novel,677219
2025.09.17 19:03:31,Electronics,Table,9684
2025.09.03 07:39:23,Clothing,Sneakers,898752
2024.07.11 16:47:40,Beauty,Camera,741170
2025.12.20 17:36:51,Coffee,Cold Brew,515987
2024.07.04 17:26:24,Beauty,Perfume,536017
2024.07.11 14:37:15,Sports,Perfume,530599
2025.11.02 03:09:46,Beauty,Bicycle,378273
2025.03.13 22:31:49,Sports,Laptop,699988
2024.08.20 00:09:38,Coffee,Mocha,974640
2024.10.12 23:11:18,Beauty,Smartphone,702339
2025.12.06 11:21:27,Coffee,Mocha,45336
2025.09.13 23:41:37,Home,TV,770848
2025.12.27 11:05:55,Sports,Perfume,110351
2024.06.19 23:05:27,Coffee,Macchiato,96722
2025.10.12 12:06:06,Beauty,Smartphone,178820
2025.03.14 05:41:39,Sports,Sneakers,508534
2024.07.27 13:11:20,Coffee,Cappuccino,169052
2024.08.21 23:46:01,Toys,Snack,932870
2024.04.15 16:50:59,Sports,Headphones,596359
2025.11.27 06:56:21,Beauty,Camera,368998
2025.09.14 15:36:07,Electronics,Headphones,656168
2024.06.06 06:50:17,Clothing,Sneakers,608223
2025.03.27 08:38:28,Sports,Console,60685
2024.07.07 05:42:11,Toys,Headphones,752232
2024.08.15 03:35:03,Sports,Laptop,827999
2024.12.05 14:48:52,Sports,Watch,638804
2024.04.10 20:20:46,Clothing,Smartphone,378122
2024.04.28 04:58:24,Toys,Headphones,176995
2024.05.28 01:46:35,Sports,Bicycle,331528
2025.03.09 14:54:49,Coffee,Espresso,345486
2025.10.17 12:42:48,Sports,Headphones,580487
2025.06.23 13:23:32,Beauty,Bicycle,84339
2025.02.10 09:46:32,Electronics,Table,675934
2024.01.12 16:08:32,Toys,Laptop,475327
2025.01.25 03:46:54,Food,Sneakers,809146
2025.11.02 06:07:26,Home,Console,621443
2024.02.10 22:15:46,Home,Bicycle,16137
2024.11.24 00:34:21,Toys,Camera,770801
2025.05.16 07:51:22,Clothing,TV,588653
2025.10.22 14:43:40,Toys,Snack,94694
2025.08.22 06:58:39,Toys,Snack,490091
2025.10.24 02:39:13,Home,Headphones,485461
2025.08.29 02:32:59,Electronics,TV,514483
2025.09.28 21:01:51,Home,Console,834036
2025.10.16 05:43:01,Electronics,Sneakers,441137
2025.12.16 21:51:36,Electronics,TV,516211
2025.01.02 14:44:46,Beauty,Camera,480117
2024.10.22 19:42:25,Home,Laptop,266207
2025.03.24 17:36:28,Sports,Camera,857319
2024.02.26 07:16:16,Toys,Laptop,690061
2024.10.02 14:56:42,Clothing,Perfume,853709
2025.05.26 04:54:07,Sports,Bicycle,202332
2024.03.02 01:52:31,Home,Laptop,319612
2024.03.06 13:50:28,Home,Novel,976155
