session_id,url,user_agent,action,platform,region
S00321, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,purchase,iOS,Busan
S00322,https://shop.example.com/search?q=phone,Samsung / Firefox,VIEW_ITEM,iOS,Busan
S00323,https://shop.example.com/item/123?ref=google,iPad / Safari,CART,iOS,Daegu
S00324,https://shop.example.com/search?q=phone,LG / Firefox,login,Web,Daegu
S00325,http://shop.example.com/login ,iPhone / Firefox,VIEW_ITEM,Web,Seoul
S00326,https://shop.example.com/search?q=phone,Xiaomi / Firefox,search,iOS,Incheon
S00327,http://shop.example.com/PURCHASE?id=777,iPhone / Safari,login,Android,Seoul
S00328,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,logout,iOS,Daegu
S00329,http://shop.example.com/PURCHASE?id=777,LG / Chrome,search,Android,Busan
S00330,http://shop.example.com/PURCHASE?id=777,Xiaomi / Chrome,login,Android,Daegu
S00331,https://shop.example.com/item/123?ref=google,Samsung / Safari,search,Web,Daejeon
S00332,http://shop.example.com/PURCHASE?id=777,iPad / Firefox,view_item,iOS,Daejeon
S00333,https://shop.example.com/item/123?ref=google,LG / Safari,view_item,Android, Daejeon 
S00334,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,LOGIN,iOS,Daegu
S00335, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Chrome,logout,iOS,Daegu
S00336,https://shop.example.com/item/123?ref=google,iPad / Safari,CART,Web,Seoul
S00337, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,view_item,Android, Busan 
S00338,https://shop.example.com/search?q=phone,LG / Chrome,view_item,Android,Incheon
S00339,http://shop.example.com/PURCHASE?id=777,iPhone / Safari,SEARCH,Android,Incheon
S00340,http://shop.example.com/login ,Samsung / Edge,login,Android,Busan
S00341,http://shop.example.com/login ,iPhone / Edge,search,iOS,Daejeon
S00342,https://shop.example.com/item/123?ref=google,iPhone / Edge,purchase,Web, Busan 
S00343,http://shop.example.com/PURCHASE?id=777,LG / Chrome,cart,Web,Seoul
S00344,https://shop.example.com/search?q=phone,Samsung / Chrome,login,Web, Daegu 
S00345,http://shop.example.com/login ,Xiaomi / Safari,search,Android,Seoul
S00346, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Chrome,view_item,Android,Incheon
S00347,https://shop.example.com/search?q=phone,Xiaomi / Chrome,view_item,Web,Busan
S00348, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Edge,logout,Web,Busan
S00349,http://shop.example.com/login ,Xiaomi / Edge,PURCHASE,Android,Seoul
S00350,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,search,Web,Seoul
S00351,http://shop.example.com/login ,iPad / Firefox,login,iOS,Seoul
S00352,https://shop.example.com/item/123?ref=google,Samsung / Firefox,login,Android,Busan
S00353, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Safari,search,iOS,Incheon
S00354,http://shop.example.com/PURCHASE?id=777,iPad / Firefox,login,Android, Incheon 
S00355,https://shop.example.com/search?q=phone,Samsung / Edge,cart,iOS,Daejeon
S00356,https://shop.example.com/item/123?ref=google,iPhone / Chrome,cart,Android,Seoul
S00357,http://shop.example.com/login ,iPhone / Firefox,logout,Android,Incheon
S00358,https://shop.example.com/search?q=phone,iPad / Chrome,view_item,Android,Busan
S00359,http://shop.example.com/login ,Xiaomi / Firefox,search,Web,Incheon
S00360,http://shop.example.com/PURCHASE?id=777,Xiaomi / Edge,view_item,Android,Daegu
S00361,http://shop.example.com/login ,LG / Firefox,logout,Android,Busan
S00362, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Edge,LOGOUT,iOS,Incheon
S00363,https://shop.example.com/item/123?ref=google,iPhone / Chrome,purchase,iOS,Busan
S00364, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,logout,Web,Daegu
S00365,http://shop.example.com/login ,Samsung / Edge,view_item,iOS,Incheon
S00366,https://shop.example.com/item/123?ref=google,iPhone / Edge,cart,Android,Busan
S00367, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Safari,purchase,Android, Incheon 
S00368,http://shop.example.com/login ,iPad / Safari,logout,iOS, Busan 
S00369,https://shop.example.com/item/123?ref=google,iPhone / Safari,view_item,Android,Incheon
S00370,https://shop.example.com/search?q=phone,Samsung / Firefox,logout,Android, Daejeon 
S00371,https://shop.example.com/search?q=phone,iPhone / Edge,logout,iOS,Daejeon
S00372,http://shop.example.com/PURCHASE?id=777,iPhone / Firefox,logout,Android,Busan
S00373,http://shop.example.com/PURCHASE?id=777,Xiaomi / Edge,purchase,iOS,Incheon
S00374,http://shop.example.com/login ,iPad / Edge,view_item,Android,Incheon
S00375, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Chrome,purchase,iOS,Seoul
S00376,http://shop.example.com/login ,iPad / Edge,search,Web,Seoul
S00377,https://shop.example.com/item/123?ref=google,Samsung / Firefox,cart,Web,Busan
S00378,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,search,Android,Daegu
S00379,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,login,iOS,Seoul
S00380,http://shop.example.com/PURCHASE?id=777,Xiaomi / Edge,logout,Web,Incheon
S00381,https://shop.example.com/item/123?ref=google,iPad / Chrome,search,Web,Daejeon
S00382,https://shop.example.com/item/123?ref=google,iPad / Safari,purchase,iOS,Daejeon
S00383,http://shop.example.com/PURCHASE?id=777,Xiaomi / Chrome,search,Web,Daejeon
S00384,https://shop.example.com/search?q=phone,Xiaomi / Chrome,search,iOS,Daegu
S00385,https://shop.example.com/item/123?ref=google,iPad / Chrome,VIEW_ITEM,iOS,Daegu
S00386,http://shop.example.com/login ,Xiaomi / Chrome,login,iOS,Daegu
S00387, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Edge,purchase,iOS,Daejeon
S00388,https://shop.example.com/item/123?ref=google,iPhone / Safari,search,iOS, Incheon 
S00389,https://shop.example.com/search?q=phone,iPad / Edge,logout,Android,Busan
S00390,http://shop.example.com/PURCHASE?id=777,iPhone / Firefox,login,Web,Daegu
S00391,https://shop.example.com/search?q=phone,Xiaomi / Chrome,cart,Web, Daejeon 
S00392,https://shop.example.com/search?q=phone,Xiaomi / Chrome,cart,Android,Seoul
S00393,https://shop.example.com/search?q=phone,Samsung / Chrome,login,Android, Daegu 
S00394,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,purchase,iOS,Incheon
S00395,http://shop.example.com/PURCHASE?id=777,iPhone / Edge,cart,Web,Daejeon
S00396,https://shop.example.com/item/123?ref=google,Samsung / Safari,view_item,Android,Busan
S00397, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,purchase,Android,Busan
S00398,https://shop.example.com/search?q=phone,LG / Chrome,purchase,Web,Seoul
S00399,https://shop.example.com/item/123?ref=google,Xiaomi / Chrome,cart,iOS,Daejeon
S00400,https://shop.example.com/item/123?ref=google,iPhone / Chrome,logout,Web,Daegu
S00401,http://shop.example.com/PURCHASE?id=777,iPhone / Safari,purchase,iOS,Seoul
S00402,http://shop.example.com/login ,iPad / Firefox,VIEW_ITEM,Web,Seoul
S00403,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,view_item,Web,Daejeon
S00404,https://shop.example.com/search?q=phone,iPhone / Firefox,cart,Android,Seoul
S00405,http://shop.example.com/PURCHASE?id=777,iPhone / Safari,view_item,iOS,Daegu
S00406, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Chrome,search,Web,Seoul
S00407,https://shop.example.com/search?q=phone,iPad / Chrome,login,iOS,Daegu
S00408,http://shop.example.com/login ,iPhone / Edge,purchase,iOS,Seoul
S00409,http://shop.example.com/login ,iPhone / Firefox,PURCHASE,iOS,Daegu
S00410, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Safari,cart,Android,Daejeon
S00411, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Edge,LOGOUT,Web,Incheon
S00412,https://shop.example.com/search?q=phone,iPhone / Edge,cart,Web,Daegu
S00413,https://shop.example.com/search?q=phone,iPad / Chrome,search,iOS,Seoul
S00414,http://shop.example.com/login ,Samsung / Safari,logout,Android,Busan
S00415,https://shop.example.com/search?q=phone,iPhone / Chrome,cart,iOS,Daejeon
S00416,http://shop.example.com/PURCHASE?id=777,Xiaomi / Edge,login,Android,Seoul
S00417,https://shop.example.com/search?q=phone,Xiaomi / Firefox,login,Android,Incheon
S00418,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,view_item,Web,Incheon
S00419,https://shop.example.com/search?q=phone,Xiaomi / Chrome,search,iOS,Daegu
S00420,http://shop.example.com/PURCHASE?id=777,Xiaomi / Safari,search,Android,Seoul
S00421, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Edge,view_item,Web,Seoul
S00422, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Firefox,purchase,iOS,Incheon
S00423,https://shop.example.com/search?q=phone,Samsung / Edge,cart,Android,Busan
S00424,https://shop.example.com/search?q=phone,Xiaomi / Firefox,view_item,Android,Daejeon
S00425,http://shop.example.com/login ,Samsung / Safari,purchase,Web,Incheon
S00426,https://shop.example.com/search?q=phone,Xiaomi / Firefox,SEARCH,Web,Seoul
S00427,http://shop.example.com/PURCHASE?id=777,iPhone / Safari,purchase,iOS,Incheon
S00428, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Chrome,cart,Web,Daegu
S00429,https://shop.example.com/item/123?ref=google,LG / Firefox,search,Web,Incheon
S00430, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Firefox,search,Web,Daejeon
S00431,http://shop.example.com/PURCHASE?id=777,LG / Safari,cart,iOS, Busan 
S00432, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Safari,purchase,Android,Incheon
S00433, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,purchase,iOS, Incheon 
S00434,http://shop.example.com/login ,LG / Edge,search,Web,Seoul
S00435,https://shop.example.com/search?q=phone,iPad / Edge,VIEW_ITEM,Web,Seoul
S00436,https://shop.example.com/item/123?ref=google,iPhone / Firefox,cart,iOS,Daejeon
S00437,https://shop.example.com/item/123?ref=google,iPhone / Safari,cart,Android,Busan
S00438,https://shop.example.com/item/123?ref=google,Samsung / Chrome,search,Android,Daegu
S00439,http://shop.example.com/login ,LG / Chrome,cart,Web,Incheon
S00440,https://shop.example.com/search?q=phone,iPhone / Safari,login,Web,Busan
S00441,https://shop.example.com/search?q=phone,LG / Chrome,view_item,iOS,Seoul
S00442,http://shop.example.com/login ,Samsung / Firefox,search,Web,Incheon
S00443,https://shop.example.com/search?q=phone,Xiaomi / Safari,view_item,iOS,Incheon
S00444,http://shop.example.com/login ,iPhone / Safari,PURCHASE,iOS,Seoul
S00445,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,purchase,Android,Incheon
S00446,http://shop.example.com/login ,iPad / Chrome,view_item,iOS, Daegu 
S00447, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Safari,purchase,Web,Seoul
S00448,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,logout,iOS,Daejeon
S00449, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Firefox,view_item,Web,Daegu
S00450,http://shop.example.com/login ,Samsung / Safari,PURCHASE,Android,Seoul
S00451,https://shop.example.com/search?q=phone,Samsung / Edge,cart,iOS,Daegu
S00452,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,view_item,Android,Busan
S00453,https://shop.example.com/search?q=phone,iPad / Edge,search,iOS,Incheon
S00454,https://shop.example.com/search?q=phone,Xiaomi / Edge,search,iOS,Daegu
S00455,http://shop.example.com/login ,Samsung / Safari,purchase,iOS,Busan
S00456, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Firefox,CART,Android,Daegu
S00457,http://shop.example.com/PURCHASE?id=777,LG / Firefox,logout,iOS,Seoul
S00458,http://shop.example.com/login ,iPhone / Edge,cart,Web,Busan
S00459,https://shop.example.com/search?q=phone,LG / Edge,PURCHASE,Web,Seoul
S00460,https://shop.example.com/item/123?ref=google,iPad / Chrome,purchase,Android, Seoul 
S00461,https://shop.example.com/item/123?ref=google,iPhone / Edge,purchase,iOS,Busan
S00462,https://shop.example.com/item/123?ref=google,Samsung / Chrome,login,Web,Incheon
S00463,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,logout,Web,Daegu
S00464,https://shop.example.com/search?q=phone,iPhone / Edge,cart,iOS,Seoul
S00465,https://shop.example.com/item/123?ref=google,iPad / Edge,SEARCH,iOS,Incheon
S00466,https://shop.example.com/item/123?ref=google,LG / Chrome,search,iOS,Seoul
S00467,http://shop.example.com/login ,iPad / Safari,purchase,Web,Daejeon
S00468,https://shop.example.com/item/123?ref=google,iPhone / Firefox,login,iOS,Daejeon
S00469, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Firefox,CART,iOS,Daejeon
S00470, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,cart,Web,Seoul
S00471,http://shop.example.com/PURCHASE?id=777,Xiaomi / Safari,LOGOUT,iOS,Busan
S00472,http://shop.example.com/PURCHASE?id=777,LG / Firefox,view_item,iOS,Incheon
S00473, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Firefox,purchase,Android,Daegu
S00474,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,login,Android,Daejeon
S00475,https://shop.example.com/item/123?ref=google,iPhone / Safari,search,iOS,Daegu
S00476,https://shop.example.com/search?q=phone,iPhone / Edge,login,Android,Seoul
S00477,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,logout,Web,Daegu
S00478,https://shop.example.com/item/123?ref=google,Samsung / Chrome,logout,Android,Daegu
S00479,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,login,iOS,Busan
S00480,http://shop.example.com/login ,Samsung / Firefox,search,Web, Incheon 
S00481,https://shop.example.com/search?q=phone,Xiaomi / Chrome,logout,Web,Busan
S00482, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Firefox,purchase,Android,Incheon
S00483,http://shop.example.com/login ,LG / Chrome,search,iOS,Busan
S00484,http://shop.example.com/login ,LG / Edge,login,iOS,Daegu
S00485,http://shop.example.com/login ,iPhone / Edge,login,Web, Daejeon 
S00486, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,login,iOS,Daegu
S00487,https://shop.example.com/item/123?ref=google,Samsung / Edge,login,Android,Busan
S00488,https://shop.example.com/search?q=phone,iPhone / Firefox,LOGOUT,iOS,Daegu
S00489,https://shop.example.com/item/123?ref=google,iPhone / Chrome,logout,iOS,Daegu
S00490,https://shop.example.com/item/123?ref=google,Samsung / Firefox,purchase,iOS, Incheon 
S00491,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,purchase,Web,Busan
S00492,http://shop.example.com/login ,Samsung / Firefox,logout,iOS,Busan
S00493,http://shop.example.com/login ,LG / Firefox,search,Android,Seoul
S00494, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Safari,cart,iOS,Busan
S00495, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Safari,cart,Android,Seoul
S00496, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Firefox,login,iOS,Incheon
S00497,https://shop.example.com/item/123?ref=google,iPad / Firefox,login,Android,Seoul
S00498,http://shop.example.com/PURCHASE?id=777,Samsung / Firefox,LOGIN,Android,Busan
S00499,https://shop.example.com/search?q=phone,Xiaomi / Edge,login,Web,Daejeon
S00500, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Safari,cart,Android,Busan
S00501, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Firefox,PURCHASE,iOS,Seoul
S00502,https://shop.example.com/item/123?ref=google,iPhone / Edge,view_item,Android,Daejeon
S00503, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,login,Web,Busan
S00504,https://shop.example.com/item/123?ref=google,LG / Chrome,view_item,Android,Incheon
S00505, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Chrome,purchase,iOS,Seoul
S00506,http://shop.example.com/login ,iPad / Safari,LOGIN,Android,Daejeon
S00507,https://shop.example.com/search?q=phone,LG / Edge,purchase,iOS,Daejeon
S00508, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Safari,search,Android,Busan
S00509,http://shop.example.com/login ,Xiaomi / Safari,LOGOUT,Android,Daegu
S00510, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Chrome,view_item,iOS,Busan
S00511,http://shop.example.com/login ,iPad / Edge,cart,Android,Daejeon
S00512,http://shop.example.com/login ,LG / Edge,cart,Android,Daejeon
S00513, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Edge,view_item,iOS,Busan
S00514,http://shop.example.com/login ,Samsung / Chrome,cart,iOS,Daegu
S00515,http://shop.example.com/login ,iPad / Edge,cart,Web,Incheon
S00516,http://shop.example.com/login ,Xiaomi / Safari,login,iOS,Daegu
S00517,https://shop.example.com/search?q=phone,Samsung / Firefox,CART,Android, Incheon 
S00518,http://shop.example.com/login ,iPad / Safari,CART,Android,Daejeon
S00519, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Edge,logout,iOS,Daegu
S00520, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Safari,view_item,iOS,Daegu
S00521,https://shop.example.com/search?q=phone,iPhone / Firefox,CART,iOS,Daejeon
S00522,https://shop.example.com/item/123?ref=google,iPad / Chrome,login,Android,Incheon
S00523,https://shop.example.com/search?q=phone,iPhone / Firefox,search,Web,Busan
S00524,https://shop.example.com/item/123?ref=google,iPad / Safari,purchase,iOS,Daejeon
S00525,https://shop.example.com/search?q=phone,LG / Safari,cart,iOS,Incheon
S00526,http://shop.example.com/login ,iPhone / Edge,logout,Android,Daegu
S00527,http://shop.example.com/login ,iPhone / Edge,logout,Web,Incheon
S00528, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Edge,search,Web,Daegu
S00529,http://shop.example.com/PURCHASE?id=777,iPhone / Chrome,cart,iOS,Daejeon
S00530, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Chrome,PURCHASE,Web,Daejeon
S00531,http://shop.example.com/login ,iPad / Edge,view_item,Android,Incheon
S00532,https://shop.example.com/item/123?ref=google,iPad / Firefox,purchase,Android,Incheon
S00533,https://shop.example.com/search?q=phone,iPad / Edge,view_item,iOS,Daegu
S00534, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Firefox,search,Android, Seoul 
S00535,https://shop.example.com/item/123?ref=google,iPhone / Chrome,search,iOS, Seoul 
S00536,https://shop.example.com/search?q=phone,LG / Firefox,view_item,Android,Seoul
S00537,http://shop.example.com/login ,iPad / Safari,login,iOS,Busan
S00538,https://shop.example.com/search?q=phone,LG / Safari,login,iOS,Daegu
S00539,https://shop.example.com/item/123?ref=google,iPhone / Safari,login,Android,Incheon
S00540, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Firefox,logout,Web,Daegu
S00541,https://shop.example.com/search?q=phone,iPhone / Chrome,purchase,Android,Busan
S00542,http://shop.example.com/login ,iPad / Edge,view_item,Web,Daegu
S00543,http://shop.example.com/login ,iPhone / Edge,search,iOS,Seoul
S00544,http://shop.example.com/login ,iPad / Edge,login,Web,Seoul
S00545,http://shop.example.com/PURCHASE?id=777,iPhone / Chrome,purchase,Android,Seoul
S00546,https://shop.example.com/search?q=phone,Xiaomi / Edge,search,Web,Daejeon
S00547,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,purchase,Web,Daejeon
S00548,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,purchase,Web,Daejeon
S00549, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,purchase,Web, Daegu 
S00550,https://shop.example.com/search?q=phone,Samsung / Firefox,cart,iOS,Seoul
S00551,https://shop.example.com/search?q=phone,Samsung / Edge,purchase,Web,Daegu
S00552,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,view_item,Android,Incheon
S00553,http://shop.example.com/PURCHASE?id=777,Xiaomi / Edge,purchase,Web,Incheon
S00554,http://shop.example.com/PURCHASE?id=777,LG / Chrome,view_item,Android,Daejeon
S00555,http://shop.example.com/login ,LG / Firefox,login,Web,Daejeon
S00556,https://shop.example.com/item/123?ref=google,Samsung / Safari,search,iOS,Busan
S00557,http://shop.example.com/PURCHASE?id=777,LG / Safari,view_item,iOS,Incheon
S00558,https://shop.example.com/search?q=phone,LG / Edge,SEARCH,iOS,Busan
S00559,https://shop.example.com/item/123?ref=google,Samsung / Safari,purchase,Android,Daejeon
S00560,https://shop.example.com/item/123?ref=google,iPad / Chrome,purchase,Android,Seoul
S00561, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Safari,cart,iOS,Daegu
S00562, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,logout,Web,Seoul
S00563,https://shop.example.com/search?q=phone,iPad / Firefox,view_item,Web,Seoul
S00564,https://shop.example.com/item/123?ref=google,LG / Safari,login,Web,Seoul
S00565,https://shop.example.com/search?q=phone,iPhone / Firefox,search,Web,Seoul
S00566, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,view_item,iOS,Seoul
S00567,https://shop.example.com/search?q=phone,Samsung / Chrome,purchase,Android,Incheon
S00568,https://shop.example.com/search?q=phone,Samsung / Edge,view_item,Web, Busan 
S00569,http://shop.example.com/PURCHASE?id=777,Samsung / Firefox,search,iOS, Incheon 
S00570, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Safari,cart,Web,Daegu
S00571,http://shop.example.com/login ,Xiaomi / Safari,logout,iOS,Seoul
S00572,https://shop.example.com/item/123?ref=google,Samsung / Firefox,logout,iOS,Busan
S00573, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Firefox,search,Android,Busan
S00574,https://shop.example.com/search?q=phone,Xiaomi / Safari,login,iOS,Seoul
S00575,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,logout,Web,Busan
S00576, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Firefox,purchase,Android,Daejeon
S00577, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Firefox,view_item,Android,Incheon
S00578,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,view_item,Android,Daegu
S00579,http://shop.example.com/PURCHASE?id=777,iPhone / Edge,view_item,Web, Seoul 
S00580, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,purchase,Android,Busan
S00581,https://shop.example.com/search?q=phone,iPhone / Edge,login,iOS,Daegu
S00582,https://shop.example.com/search?q=phone,Samsung / Safari,SEARCH,iOS,Incheon
S00583, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Firefox,view_item,Web,Incheon
S00584, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Safari,search,Web,Daegu
S00585, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Safari,view_item,iOS,Seoul
S00586,http://shop.example.com/login ,iPad / Edge,view_item,iOS, Seoul 
S00587,http://shop.example.com/login ,Samsung / Edge,view_item,Android,Incheon
S00588,http://shop.example.com/PURCHASE?id=777,iPad / Safari,CART,Android,Busan
S00589, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Firefox,cart,iOS,Busan
S00590,http://shop.example.com/login ,iPad / Chrome,CART,iOS,Daejeon
S00591,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,logout,Android,Seoul
S00592,https://shop.example.com/search?q=phone,Xiaomi / Firefox,cart,Android,Seoul
S00593,https://shop.example.com/item/123?ref=google,LG / Safari,view_item,Web,Daejeon
S00594,https://shop.example.com/search?q=phone,Samsung / Edge,login,iOS,Incheon
S00595,https://shop.example.com/item/123?ref=google,iPad / Firefox,logout,iOS,Incheon
S00596,http://shop.example.com/PURCHASE?id=777,LG / Firefox,login,Web,Incheon
S00597, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,search,Android, Incheon 
S00598,http://shop.example.com/PURCHASE?id=777,iPhone / Safari,purchase,iOS,Busan
S00599,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,view_item,iOS,Daejeon
S00600,http://shop.example.com/PURCHASE?id=777,iPad / Edge,login,iOS,Busan
S00601,https://shop.example.com/item/123?ref=google,iPhone / Edge,logout,Web,Seoul
S00602,https://shop.example.com/item/123?ref=google,Samsung / Edge,login,Android,Seoul
S00603,http://shop.example.com/PURCHASE?id=777,iPhone / Chrome,logout,iOS, Busan 
S00604, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,logout,Android,Busan
S00605,http://shop.example.com/login ,LG / Chrome,search,Android,Seoul
S00606,https://shop.example.com/search?q=phone,LG / Chrome,LOGOUT,iOS,Busan
S00607,https://shop.example.com/item/123?ref=google,iPad / Firefox,view_item,iOS,Busan
S00608,http://shop.example.com/login ,iPad / Edge,cart,Android,Seoul
S00609,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,login,Android,Busan
S00610,https://shop.example.com/search?q=phone,iPhone / Edge,LOGIN,Web,Seoul
S00611, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Safari,PURCHASE,Web, Seoul 
S00612,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,view_item,iOS,Daejeon
S00613,https://shop.example.com/item/123?ref=google,iPhone / Chrome,cart,iOS,Daejeon
S00614,https://shop.example.com/item/123?ref=google,iPad / Firefox,search,Android,Busan
S00615, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Safari,cart,Web,Daejeon
S00616,http://shop.example.com/login ,iPhone / Edge,cart,iOS,Daegu
S00617,http://shop.example.com/PURCHASE?id=777,iPad / Safari,search,iOS,Incheon
S00618,http://shop.example.com/PURCHASE?id=777,iPhone / Firefox,search,iOS,Seoul
S00619, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Edge,view_item,iOS,Daegu
S00620,https://shop.example.com/search?q=phone,Samsung / Chrome,search,Android,Daejeon
S00621, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Chrome,logout,Android,Busan
S00622,http://shop.example.com/login ,Xiaomi / Edge,purchase,iOS,Seoul
S00623, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Chrome,view_item,Web,Daejeon
S00624,https://shop.example.com/item/123?ref=google,LG / Safari,cart,iOS,Seoul
S00625,http://shop.example.com/login ,Samsung / Edge,logout,iOS,Busan
S00626,http://shop.example.com/PURCHASE?id=777,Xiaomi / Safari,purchase,Web,Daegu
S00627,https://shop.example.com/item/123?ref=google,iPhone / Edge,view_item,Android, Daejeon 
S00628, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Firefox,view_item,iOS,Daegu
S00629,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,search,Web,Busan
S00630,https://shop.example.com/item/123?ref=google,Samsung / Chrome,cart,Web, Seoul 
S00631,https://shop.example.com/search?q=phone,Xiaomi / Edge,login,Android,Seoul
S00632,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,view_item,Android,Daegu
S00633,https://shop.example.com/search?q=phone,Samsung / Chrome,logout,Android,Seoul
S00634,http://shop.example.com/login ,iPad / Edge,PURCHASE,Web,Daejeon
S00635,https://shop.example.com/item/123?ref=google,iPhone / Safari,purchase,Web,Busan
S00636,http://shop.example.com/PURCHASE?id=777,iPad / Firefox,SEARCH,iOS,Daejeon
S00637,http://shop.example.com/login ,Samsung / Firefox,login,iOS,Daejeon
S00638, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Edge,cart,iOS,Daegu
S00639,http://shop.example.com/login ,LG / Firefox,purchase,Web,Busan
S00640,http://shop.example.com/login ,Samsung / Safari,purchase,Android,Seoul
