대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간
Mar-20-2020,2129,2129. 낙성대 과학전시관,정기,M,AGE_004,15,832.22,5.86,25230.0,254
May-20-2020,2252,2252. 하이브랜드 앞,일일(회원),M,AGE_002,11,4787.82,40.17,173170.0,372
Apr-20-2020,701,701. 목동사거리 부근,정기,F,AGE_007,1,0.0,0.0,0.0,12
Jan-20-2020,314,314. 국립현대미술관,일일(회원),F,AGE_003,8,365.77,3.54,15260.0,200
Apr-20-2020,3533,3533. 건대입구역 사거리(롯데백화점),정기,M,AGE_002,461,34137.81,287.98,1241310.0,10262
Jan-20-2020,250,250. 대림아파트 사거리,정기,M,AGE_006,2,201.1,1.75,7540.0,40
Mar-20-2020,1522,1522. 월드전기조명인테리어(우이동),정기,M,AGE_003,5,412.48,3.13,13540.0,86
Apr-20-2020,2384,2384. 자곡사거리,정기,F,AGE_001,4,289.56,2.49,10740.0,90
Jan-20-2020,1670,1670. 노원경찰서교차로,정기,M,AGE_005,10,2511.96,23.78,102470.0,185
Apr-20-2020,656,656. 영휘원 교차로,일일(회원),F,AGE_003,3,173.57,1.92,8270.0,119
Apr-20-2020,159,159. 이대역 4번 출구,정기,F,AGE_006,1,67.57,0.55,2370.0,12
Jan-20-2020,1259,1259. 방이역 1번출구,정기,F,AGE_001,3,144.99,1.36,5850.0,43
Mar-20-2020,1403,1403. 중화빌딩 앞 (동부시장),정기,M,AGE_001,21,2117.34,15.53,66953.06,720
Apr-20-2020,262,262. 영문초등학교 사거리,일일(회원),F,AGE_001,4,957.0,9.15,39460.0,225
Mar-20-2020,2292,2292. 무지개아파트 앞,정기,M,AGE_005,11,1169.12,9.93,42810.0,270
Mar-20-2020,1616,1616. 하계2동 공항버스정류장 옆,일일(회원),F,AGE_001,5,481.65,4.78,20570.0,220
Mar-20-2020,2621,2621. 한성백제역 2번 출구,일일(회원),F,AGE_003,61,8303.94,86.83,374320.0,2790
May-20-2020,2025,2025. 흑석역 1번출구,정기,F,AGE_002,252,35424.53,349.1,1504750.0,12582
Mar-20-2020,607,607. 신이문역 2번출구,일일(회원),M,AGE_005,1,0.0,0.0,0.0,27
Apr-20-2020,226,226. 샛강역 1번출구 앞,일일(회원),F,AGE_003,21,4988.63,52.88,227960.0,1063
Mar-20-2020,240,240. 문래역 4번출구 앞,일일(회원),M,AGE_007,1,249.2,2.09,8990.0,54
Mar-20-2020,362,362. 청계8가 사거리,일일(회원),F,AGE_004,1,22.91,0.21,890.0,9
Apr-20-2020,1677,1677. 육군사관학교  앞,정기,F,AGE_003,32,793.4,7.67,33090.0,954
Apr-20-2020,706,706. 신정네거리역,일일(회원),M,AGE_002,32,3208.72,26.49,114280.0,882
May-20-2020,1373,1373. 성북구보건소 건너편,정기,F,AGE_006,12,702.71,6.34,27300.0,538
Feb-20-2020,207,207. 여의나루역 1번출구 앞,단체,M,AGE_003,1,176.96,1.36,5880.0,76
May-20-2020,1433,1433. 중화역 2번출구,정기,M,AGE_005,53,2482.97,18.53,79930.0,1392
Jan-20-2020,716,716.신정6동 주민센터 인근,정기,M,AGE_006,4,391.71,3.11,13420.0,75
Jan-20-2020,1173,1173. 강서구청사거리(SH타워),일일(회원),F,AGE_003,11,577.27,5.48,23650.0,167
Feb-20-2020,741,741. 화곡로 입구 교차로,정기,M,AGE_003,13,1617.66,12.03,51910.0,272
May-20-2020,1215,1215. 올림픽공원역 1번출구 앞,일일(회원),M,AGE_001,3,376.6,2.94,12680.0,103
Feb-20-2020,1167,1167. 마곡수명산파크3단지 교차로,일일(회원),F,AGE_002,4,532.45,5.31,22900.0,159
Feb-20-2020,2505,2505. 우성아파트사거리 (기업은행앞),정기,M,AGE_001,2,127.1,1.1,4720.0,29
Apr-20-2020,2308,2308. 압구정파출소 앞,단체,M,AGE_004,6,5316.6,47.92,206550.0,478
Feb-20-2020,1991,1991. 오류동역 맞은편,정기,F,AGE_004,5,209.67,2.32,9990.0,52
Mar-20-2020,116,116. 일진아이윌아파트 옆,정기,F,AGE_006,5,257.93,2.27,9820.0,58
May-20-2020,1413,1413. 봉화산역 5번출구 뒤,정기,F,AGE_007,1,26.43,0.16,710.0,3
Apr-20-2020,188,188. 홍은동 정원여중 입구,정기,F,AGE_001,7,1501.46,12.96,55910.0,417
May-20-2020,3502,3502. 중곡역 1번출구,일일(회원),M,AGE_004,3,39.01,0.27,1160.0,84
Jan-20-2020,1048,1048. 동부기업(둔촌동),정기,M,AGE_005,13,2129.64,15.78,68010.0,147
Mar-20-2020,2242,2242.양재역 11번 출구 앞,정기,F,AGE_003,27,1959.86,19.16,82550.0,603
Jan-20-2020,268,268. 그랜드컨벤션센터 앞,일일(회원),M,AGE_004,5,375.41,2.91,12530.0,91
Apr-20-2020,535,535. 응봉삼거리,정기,F,AGE_005,7,705.42,6.69,28780.0,217
Apr-20-2020,523,523. 옥수동성당 옆,정기,M,AGE_004,1,0.0,0.0,0.0,57
Jan-20-2020,461,461. 서울지방경찰청,일일(회원),M,AGE_004,11,2485.79,21.47,92530.0,200
Jan-20-2020,308,308. 광화문 S타워 앞,정기,F,AGE_004,21,5568.84,55.78,240480.0,230
May-20-2020,1118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),정기,F,AGE_006,3,329.22,3.26,14020.0,80
Jan-20-2020,563,563. 성동세무서 건너편,정기,F,AGE_002,67,1882.96,19.03,81980.0,581
May-20-2020,1987,1987. 개봉아이파크아파트 앞,일일(회원),F,AGE_003,6,0.0,0.0,0.0,518
May-20-2020,1023,1023. 한국종합기술사옥 앞,정기,M,AGE_004,70,3698.66,25.44,109590.0,1959
May-20-2020,1971,1971. 오정초교 앞 보도육교,정기,M,AGE_002,28,1675.39,12.84,55360.0,1642
Feb-20-2020,1913,1913. 구로리공원,정기,F,AGE_007,1,15.21,0.15,640.0,4
Mar-20-2020,272,272. 당산육갑문,단체,F,AGE_004,1,177.87,1.83,7880.0,49
Apr-20-2020,2228,2228.뒷벌공원 옆,단체,M,AGE_004,2,766.46,4.58,19750.0,98
Mar-20-2020,1715,1715. 서울특별시교육청도봉도서관,일일(회원),M,AGE_004,6,490.56,3.53,15200.54,188
Mar-20-2020,1941,1941. 오류동역 2번출구,정기,F,AGE_004,4,562.93,5.07,21870.0,87
Feb-20-2020,628,628. 휘봉고등학교 앞,일일(회원),F,AGE_003,1,75.64,0.89,3820.0,20
May-20-2020,2617,2617. 가락삼환아파트 앞,정기,M,AGE_006,13,540.4,4.11,17730.0,252
May-20-2020,742,742. 등촌역 5번 출구 뒤,일일(회원),F,AGE_002,23,1598.52,18.77,80950.0,884
Apr-20-2020,1674,1674. 서울북부고용센터앞,일일(회원),M,AGE_003,33,5404.7,47.37,204120.0,1726
May-20-2020,3508,3508. 화양사거리,정기,M,AGE_003,198,11091.07,86.89,374570.0,4019
Mar-20-2020,731,731. 서울시 도로환경관리센터,정기,M,AGE_006,3,424.14,3.45,14920.0,131
Feb-20-2020,407,407. 마포구 육아종합지원센터,일일(회원),F,AGE_002,4,776.46,8.42,36260.0,199
Apr-20-2020,1215,1215. 올림픽공원역 1번출구 앞,정기,M,AGE_006,11,486.71,3.93,16960.0,333
Jan-20-2020,2603,2603. 송파 글마루 도서관,일일(회원),F,AGE_002,2,34.87,0.35,1510.0,14
Jan-20-2020,241,241. 신길우성1차아파트 앞 공원,일일(회원),M,AGE_002,4,88.71,0.8,3460.0,50
May-20-2020,643,643. 동대문구민체육센터 (육교아래),정기,F,AGE_004,59,3065.33,30.61,131960.0,2217
Apr-20-2020,1241,1241. 문정 법조단지5,정기,M,AGE_004,17,1854.29,15.95,68770.0,623
May-20-2020,1686,1686. 온수골사거리(스타벅스앞),정기,F,AGE_006,5,1311.2,11.81,50940.0,132
Apr-20-2020,251,251. 서울지방병무청 버스정류장,일일(회원),F,AGE_003,14,1412.94,13.33,57380.0,578
Feb-20-2020,438,438. 성산2-1 공영주차장,일일(회원),M,AGE_001,1,176.06,1.59,6840.0,98
Apr-20-2020,1183,1183. KC 대학교,일일(회원),F,AGE_004,1,69.6,0.65,2790.0,26
Feb-20-2020,1323,1323. 월곡역 입구 육교 밑,정기,M,AGE_002,17,752.53,6.35,27330.0,172
Mar-20-2020,951,951. 연신내역 6번출구옆,정기,M,AGE_002,50,6164.77,51.46,221860.0,882
Apr-20-2020,2401,2401. 밀알학교 입구 (삼성서울병원 입구),일일(회원),M,AGE_003,1,150.58,1.18,5070.0,25
Apr-20-2020,144,144. 공덕역 8번출구,일일(회원),F,AGE_006,2,112.57,1.43,6180.0,56
May-20-2020,194,194. 증산교 앞,정기,M,AGE_003,97,4576.68,36.4,156870.0,2180
Apr-20-2020,1969,1969. 궁동생태공원,일일(회원),F,AGE_004,2,209.88,2.31,9950.0,86
May-20-2020,2145,2145. 은천초등학교 육교,정기,M,AGE_003,46,3905.88,32.27,139140.0,1413
Mar-20-2020,1705,1705. 도봉구청 정문앞,일일(회원),M,AGE_001,1,0.0,0.0,0.0,47
Mar-20-2020,1239,1239. 문정 법조단지3,정기,F,AGE_005,2,729.12,8.06,34740.0,190
May-20-2020,1030,1030. 미호 플랜트 앞,일일(회원),F,AGE_002,35,2462.68,25.37,109260.0,1402
Apr-20-2020,647,647. 신이문역 1번출구,정기,M,AGE_005,12,311.83,2.78,11980.0,295
Jan-20-2020,3539,3539. 서원마을,정기,M,AGE_005,2,452.22,4.07,17550.0,73
May-20-2020,708,708. 서울출입국관리사무소 앞,단체,F,AGE_005,2,211.12,2.21,9520.0,140
May-20-2020,353,353. 재동초교 앞 삼거리,정기,M,AGE_005,30,647.12,5.23,22560.0,680
Feb-20-2020,2324,2324. 천주교 대치 2동 교회 옆,정기,M,AGE_006,5,308.28,2.41,10380.0,61
May-20-2020,390,390. 충무로역 1번출구,정기,F,AGE_004,19,172.99,1.54,6590.0,655
Feb-20-2020,1404,1404. 동일로 지하차도,정기,F,AGE_006,3,455.34,4.1,17690.0,105
May-20-2020,840,840. 용산 파크타워 앞,일일(회원),F,AGE_004,1,0.0,0.0,0.0,76
Feb-20-2020,3517,3517. 용마사거리,정기,F,AGE_004,4,257.56,2.56,11020.0,90
Apr-20-2020,624,624. 전농동 동아아파트 앞,정기,M,AGE_007,2,153.85,1.2,5180.0,33
Apr-20-2020,706,706. 신정네거리역,정기,F,AGE_002,99,7855.17,79.62,343080.0,2738
Feb-20-2020,2143,2143. 서울산업정보학교,일일(회원),M,AGE_004,1,0.0,0.0,0.0,0
May-20-2020,3106,3106. 홍남교 두바퀴쉼터,정기,F,AGE_005,35,2212.49,20.42,88070.0,1623
Apr-20-2020,410,410. 상암중학교 옆,일일(회원),M,AGE_005,2,230.77,1.8,7770.0,177
Feb-20-2020,218,218. 증권거래소 앞,정기,M,AGE_002,21,895.2,7.75,33400.0,246
Feb-20-2020,458,458. 광화문역 5번출구,일일(회원),M,AGE_003,6,510.38,3.31,14290.0,79
Jan-20-2020,160,160. 북아현동 가구거리,정기,M,AGE_007,1,0.0,0.0,0.0,0
Feb-20-2020,1048,1048. 동부기업(둔촌동),일일(회원),M,AGE_003,4,474.43,3.64,15740.0,81
Mar-20-2020,945,945. 기자촌 사거리,정기,M,AGE_001,8,477.47,3.24,14020.0,80
Mar-20-2020,256,256. 동아에코빌입구,일일(회원),M,AGE_004,2,242.54,1.91,8220.0,64
May-20-2020,3214,3214.영등포 푸르지오,정기,M,AGE_006,1,0.0,0.0,0.0,7
Feb-20-2020,440,440. 하늘공원 입구,정기,F,AGE_006,2,182.49,1.65,7090.0,39
Mar-20-2020,2252,2252. 하이브랜드 앞,정기,F,AGE_005,8,2081.02,20.5,88328.62,458
May-20-2020,1148,1148. 볏골공원,정기,M,AGE_005,16,135.59,1.02,4400.0,283
Apr-20-2020,740,740. 으뜸공원,일일(회원),F,AGE_001,1,44.13,0.46,1990.0,26
May-20-2020,1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),일일(회원),M,AGE_002,23,511.77,4.09,17660.0,504
Apr-20-2020,1316,1316. 고려사대부속중고 건너편 ,일일(회원),M,AGE_002,8,914.2,7.53,32510.0,283
May-20-2020,3502,3502. 중곡역 1번출구,정기,F,AGE_007,1,11.07,0.1,430.0,3
May-20-2020,1742,1742. 북한산 코오롱 하늘채,일일(회원),M,AGE_004,2,0.0,0.0,0.0,170
Apr-20-2020,1605,1605. 헬스케어,정기,M,AGE_004,63,13328.74,113.14,487730.0,2081
Feb-20-2020,1672,1672. 상계동수락리버시티,정기,F,AGE_002,5,821.84,8.5,36640.0,137
Apr-20-2020,1120,1120. 대림경동아파트앞,정기,M,AGE_007,1,0.0,0.0,0.0,64
May-20-2020,1986,1986. 태평양물산빌딩,단체,F,AGE_003,2,325.04,3.53,15200.0,176
Mar-20-2020,361,361. 동묘앞역 1번출구 뒤,정기,M,AGE_002,171,23206.6,176.73,761632.59,3041
May-20-2020,3533,3533. 건대입구역 사거리(롯데백화점),일일(비회원),F,AGE_008,1,0.0,0.0,0.0,35
May-20-2020,238,238. 제2구민체육센타 앞,일일(회원),F,AGE_002,20,759.52,8.21,35440.0,727
Apr-20-2020,106,106. 합정역 7번출구 앞,일일(회원),M,AGE_004,22,4435.9,30.55,131740.0,957
Jan-20-2020,2616,2616. 거여동 사거리,일일(회원),M,AGE_002,3,237.97,1.85,8010.0,76
Apr-20-2020,1257,1257. 가락시장역 롯데마트앞,정기,M,AGE_008,1,16.63,0.14,600.0,3
Mar-20-2020,2290,2290. 서래마을파리15구공원앞,정기,M,AGE_002,21,675.16,5.44,23500.0,541
Mar-20-2020,1402,1402. 금란주차장 앞,일일(회원),M,AGE_004,3,211.32,1.71,7390.0,86
Feb-20-2020,907,907. CJ 드림시티,정기,F,AGE_001,3,2010.72,20.66,89080.0,232
Jan-20-2020,2059,2059. 보라매공원 정문,단체,F,AGE_004,1,80.96,1.01,4350.0,33
Feb-20-2020,1229,1229. 송파체육문화회관 앞,정기,F,AGE_002,14,3686.32,34.13,147140.0,316
Mar-20-2020,133,133. 해담는다리,일일(회원),M,AGE_002,40,6883.55,57.69,248650.0,1886
May-20-2020,3506,3506. 영동대교 북단,일일(회원),M,AGE_003,12,830.18,6.69,28850.0,509
Apr-20-2020,712,712. 강월초교입구 사거리,정기,M,AGE_006,11,1020.55,9.47,40800.0,547
Feb-20-2020,1122,1122. 황금내근린공원,정기,F,AGE_005,8,1882.47,19.54,84240.0,445
Mar-20-2020,2343,2343. 세곡사거리 대왕파출소 앞,일일(회원),F,AGE_002,5,556.2,6.21,26790.0,216
May-20-2020,1858,1858. 석수역1번출구 앞 (SK주유소),단체,F,AGE_001,2,424.45,3.83,16490.0,109
Jan-20-2020,914,914. 새절역 2번출구,단체,M,AGE_003,2,167.31,1.51,6500.0,37
Feb-20-2020,3535,3535. 중곡사거리(국민은행),정기,F,AGE_006,1,39.64,0.36,1540.0,9
Jan-20-2020,385,385. 종각역 5번출구,일일(회원),M,AGE_004,5,1058.49,9.14,39390.0,178
Jan-20-2020,322,322. 명동성당 앞,일일(회원),M,AGE_003,8,455.65,3.65,15760.0,139
May-20-2020,1503,1503. 이디야 커피 수유역점 앞,일일(회원),M,AGE_001,11,369.2,2.97,12820.0,202
Mar-20-2020,912,912. 응암오거리,일일(회원),F,AGE_003,21,3242.25,29.99,129280.0,936
May-20-2020,1044,1044. 굽은다리역,정기,M,AGE_006,39,583.45,4.79,20630.0,796
Apr-20-2020,1363,1363. 보문4교 인근,단체,F,AGE_004,2,117.37,1.15,4940.0,61
Jan-20-2020,1277,1277. 오금동 송파 참병원,정기,F,AGE_004,3,170.67,2.0,8620.0,97
Feb-20-2020,419,419. 홈플러스 앞,단체,F,AGE_002,2,138.0,1.62,6970.0,32
Mar-20-2020,165,165. 중앙근린공원,일일(회원),F,AGE_003,14,554.21,5.62,24150.0,278
May-20-2020,420,420. 서울시 공공자전거 상암센터,단체,F,AGE_003,1,124.72,1.26,5430.0,31
Feb-20-2020,1300,1300. 오륜사거리,정기,M,AGE_006,3,61.14,0.45,1930.0,9
Apr-20-2020,117,117. 홍은사거리,일일(회원),F,AGE_005,11,1707.98,17.11,73700.0,913
Mar-20-2020,1722,1722. 창동청소년수련관,일일(회원),F,AGE_004,3,183.64,1.96,8420.0,84
Mar-20-2020,1606,1606. 태릉입구역 3번출구 ,정기,M,AGE_002,50,8430.13,70.06,301840.0,1337
May-20-2020,707,707. 신정3동주민센터,정기,M,AGE_001,2,22.65,0.2,880.0,12
Mar-20-2020,449,449. 일성아파트,정기,M,AGE_006,1,152.09,1.2,5190.0,61
Apr-20-2020,615,615. 용두동 래미안허브리츠아파트 앞,정기,M,AGE_005,34,2254.32,17.32,74700.0,733
Mar-20-2020,2340,2340. 삼호물산버스정류장(23370) 옆,일일(회원),M,AGE_003,18,4034.54,32.45,139830.0,712
Feb-20-2020,726,726. 목동3단지 시내버스정류장,일일(회원),F,AGE_003,2,481.19,3.93,16940.0,126
Jan-20-2020,2334,2334. 삼호아파트 2동 ( 간선도로),정기,M,AGE_003,2,129.41,0.8,3440.0,29
Mar-20-2020,1260,1260. 방이동 한양3차아파트 옆,일일(회원),F,AGE_004,5,289.5,3.19,13790.0,119
Jan-20-2020,1518,1518. SK telecom(수유직영점) 앞,정기,F,AGE_004,7,272.1,2.69,11590.0,111
Feb-20-2020,925,925. 불광역 2번출구,정기,M,AGE_003,10,350.68,2.65,11400.0,98
Feb-20-2020,169,169. 북가좌 삼거리,정기,M,AGE_008,1,67.22,0.57,2460.0,11
Feb-20-2020,332,332. 을지로2가 사거리 남측,정기,F,AGE_004,2,15.64,0.18,790.0,9
Jan-20-2020,1441,1441. 신내능말공원,정기,M,AGE_005,54,9720.83,77.4,333660.0,1260
Mar-20-2020,170,170. 가재울 뉴타운 주유소 옆,일일(회원),F,AGE_003,5,679.39,7.2,31010.0,290
Mar-20-2020,2235,2235.KT 서초지사 앞,일일(회원),F,AGE_002,3,76.91,0.76,3260.0,91
Feb-20-2020,616,616. 서울시립대 앞,정기,M,AGE_002,19,496.72,4.07,17550.0,210
Jan-20-2020,2060,2060. 남성역3번출구 뒤,정기,F,AGE_005,13,979.91,9.97,42920.0,278
Mar-20-2020,1150,1150. 송정역 1번출구,단체,M,AGE_004,3,194.26,1.56,6720.0,49
May-20-2020,1520,1520. 성실교회,정기,M,AGE_005,23,1282.86,10.31,44410.0,320
Apr-20-2020,182,182. 망원2빗물펌프장 앞,일일(회원),F,AGE_004,17,6299.71,62.89,271030.0,1143
Mar-20-2020,2326,2326. 대치동 삼성로,정기,M,AGE_006,1,100.81,0.8,3440.0,19
Apr-20-2020,2396,2396. 영동3교 북단(우성캐릭터 앞 보도),단체,M,AGE_004,2,1630.81,16.2,69800.0,170
Jan-20-2020,1197,1197. 엘펠리체 호텔 건너편,일일(회원),F,AGE_003,2,112.21,1.23,5280.0,42
May-20-2020,425,425. DMC첨단산업센터,일일(회원),M,AGE_004,3,45.44,0.35,1530.0,133
Jan-20-2020,2622,2622. 올림픽공원역 3번출구,정기,F,AGE_007,1,88.43,0.74,3190.0,46
Feb-20-2020,304,304. 광화문역 2번출구 앞,정기,F,AGE_002,8,414.02,4.53,19510.0,171
May-20-2020,1822,1822. 서울 시흥동우체국 앞,일일(회원),F,AGE_003,9,173.48,1.56,6740.0,396
Jan-20-2020,2342,2342. 대청역 1번출구  뒤,일일(회원),F,AGE_003,3,321.0,3.29,14160.0,106
May-20-2020,1048,1048. 동부기업(둔촌동),일일(회원),F,AGE_004,1,0.0,0.0,0.0,58
Jan-20-2020,2340,2340. 삼호물산버스정류장(23370) 옆,정기,M,AGE_004,34,6257.07,51.67,222630.0,1037
Apr-20-2020,646,646. 장한평역 1번출구 (국민은행앞),단체,F,AGE_002,2,52.26,0.58,2490.0,38
Feb-20-2020,1158,1158. 가양역 8번출구,정기,M,AGE_001,1,33.47,0.25,1070.0,10
Mar-20-2020,1168,1168. 마곡엠밸리10단지 앞,정기,M,AGE_005,11,527.92,4.02,17380.0,126
Jan-20-2020,945,945. 기자촌 사거리,정기,M,AGE_004,35,4832.49,38.22,164830.0,548
Apr-20-2020,236,236. 문래동자이아파트 앞,일일(비회원),M,AGE_008,1,258.17,2.33,10030.0,56
Feb-20-2020,2622,2622. 올림픽공원역 3번출구,일일(회원),F,AGE_003,22,2897.35,29.61,127550.0,1044
Feb-20-2020,302,302. 경복궁역 4번출구 뒤,일일(회원),M,AGE_005,1,1799.53,13.52,58260.0,33
Jan-20-2020,1535,1535. 효성인텔리안 앞,일일(회원),M,AGE_003,10,580.1,4.73,20400.0,158
May-20-2020,122,122. 신성기사식당 앞,정기,F,AGE_001,1,0.0,0.0,0.0,76
Apr-20-2020,2318,2318. 삼성중앙역4번출구(문화센터더 리빌),정기,F,AGE_003,58,7438.55,73.23,315720.0,1880
May-20-2020,823,823. 효창동주민센터 앞,일일(회원),M,AGE_002,4,324.91,2.64,11400.0,248
Apr-20-2020,637,637. KAIST 경영대학 앞,일일(회원),M,AGE_002,35,4438.83,37.74,162640.0,1008
Apr-20-2020,433,433. 을지로입구역 2번출구,일일(회원),F,AGE_001,1,64.69,1.22,5270.0,37
May-20-2020,2328,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,정기,M,AGE_005,24,464.86,3.75,16170.0,755
May-20-2020,195,195. 모래내고가차도 ,정기,F,AGE_004,18,292.93,3.02,13030.0,370
Jan-20-2020,2389,2389. 경기여자고등학교 후문 (삼성로3길 입구),정기,M,AGE_003,21,804.48,7.04,30400.0,143
May-20-2020,1522,1522. 월드전기조명인테리어(우이동),정기,M,AGE_002,18,663.61,4.94,21320.0,471
May-20-2020,1705,1705. 도봉구청 정문앞,일일(회원),M,AGE_004,6,642.95,4.74,20460.0,405
May-20-2020,2058,2058. 노량진동 맥도널드앞,정기,F,AGE_006,2,72.47,0.57,2440.0,71
May-20-2020,1450,1450. 화랑대역 7번출구,정기,M,AGE_003,36,5615.53,46.25,199290.0,1318
Feb-20-2020,1637,1637. KT 노원점 건물 앞,일일(회원),F,AGE_007,2,179.39,1.76,7550.0,89
Apr-20-2020,1985,1985. 구로도서관,정기,M,AGE_003,155,38298.54,303.6,1308500.0,3697
Mar-20-2020,2358,2358. 구룡초사거리 (현대아파트10동 앞 ),정기,F,AGE_002,14,2945.25,29.94,129020.0,319
Apr-20-2020,105,105. 합정역 5번출구 앞,일일(회원),F,AGE_004,4,584.35,5.54,23900.0,258
Mar-20-2020,743,743. 현대6차아파트 101동 옆,정기,M,AGE_004,17,2101.59,16.29,70260.0,411
Jan-20-2020,1221,1221. 삼전사거리 포스코더샵,정기,F,AGE_002,13,1118.51,14.84,63950.0,270
Jan-20-2020,1014,1014. 강동구평생학습관앞,정기,F,AGE_007,1,41.55,0.28,1220.0,4
Apr-20-2020,123,123. 문화촌 공원,단체,F,AGE_003,2,84.35,0.99,4260.0,66
May-20-2020,2913,2913.상계8동 주민센터,정기,F,AGE_002,9,0.0,0.0,0.0,114
May-20-2020,454,454. 종로2가 버스정류장 (종각방향),정기,F,AGE_002,89,2244.46,22.72,97930.0,1855
May-20-2020,557,557. 도선동 주민센터 앞,정기,M,AGE_006,8,76.74,0.66,2850.0,365
May-20-2020,2213,2213. 고속터미널역 5번출구 앞,일일(회원),F,AGE_002,40,3290.43,35.2,151670.0,2284
Apr-20-2020,1850,1850. 코오롱테크노밸리,정기,M,AGE_001,2,228.21,1.82,7850.0,69
May-20-2020,2619,2619. 석촌고분역 4번출구,단체,F,AGE_002,2,99.62,0.9,3870.0,31
May-20-2020,2037,2037. 동작역 5번출구 동작주차공원,일일(회원),M,AGE_003,32,6441.55,41.08,177050.0,1989
May-20-2020,3539,3539. 서원마을,일일(회원),M,AGE_003,6,322.83,2.68,11520.0,154
Feb-20-2020,135,135. 명물길 원형무대 앞,정기,F,AGE_007,7,139.14,1.53,6630.0,74
Feb-20-2020,2205,2205. 내곡3단지 어린이공원 앞,정기,F,AGE_003,9,878.76,7.76,33470.0,182
Jan-20-2020,439,439. 마포어린이공원,일일(회원),M,AGE_005,1,213.05,1.25,5380.0,37
Feb-20-2020,2314,2314. 청담나들목입구,정기,F,AGE_004,20,1843.75,21.72,93470.0,523
May-20-2020,766,766. 신목동역 3번출구,정기,M,AGE_003,81,8895.01,69.48,299560.0,2883
Mar-20-2020,2252,2252. 하이브랜드 앞,일일(회원),F,AGE_002,17,3723.32,35.22,151770.0,681
May-20-2020,1158,1158. 가양역 8번출구,정기,M,AGE_003,303,15271.37,120.74,520370.0,7750
Apr-20-2020,535,535. 응봉삼거리,일일(회원),F,AGE_003,20,3016.39,33.5,144410.0,805
Mar-20-2020,113,113. 홍대입구역 2번출구 앞,일일(회원),F,AGE_004,5,561.03,6.19,26660.0,228
Mar-20-2020,1199,1199. 우장산역 3번출구,정기,M,AGE_007,2,115.75,0.95,4100.0,39
Feb-20-2020,2003,2003. 사육신공원앞,정기,M,AGE_003,32,13247.99,89.93,387630.0,924
Apr-20-2020,2041,2041. 사당중학교 버스정류소,정기,M,AGE_002,39,5374.35,40.82,175970.0,653
Apr-20-2020,1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),정기,M,AGE_006,3,78.43,0.71,3040.0,33
Mar-20-2020,919,919. 서울혁신파크,일일(회원),M,AGE_002,7,768.25,6.71,28930.0,207
May-20-2020,1512,1512. 강북중학교 앞,일일(회원),F,AGE_002,69,5442.79,51.76,223250.0,2789
Mar-20-2020,2177,2177. 신대방역 2번 출구,일일(회원),M,AGE_005,8,1470.52,13.12,56530.0,577
Mar-20-2020,641,641. 용두역 4번출구,일일(회원),M,AGE_007,4,253.92,2.22,9570.0,77
Jan-20-2020,2258,2258.구룡사 삼거리,일일(회원),M,AGE_004,1,160.68,1.26,5410.0,85
Jan-20-2020,1983,1983. 구로동롯데아파트,일일(회원),F,AGE_002,4,145.02,1.57,6780.0,71
Apr-20-2020,1984,1984. 구로구청,정기,M,AGE_004,67,9702.92,80.35,346420.0,2426
May-20-2020,1943,1943. 온수역 북측,일일(회원),F,AGE_001,1,334.76,3.57,15370.0,141
May-20-2020,372,372. 약수역 3번출구 뒤,정기,M,AGE_003,120,6527.99,50.38,217240.0,2924
May-20-2020,1162,1162. 공항초등학교건너편,일일(회원),F,AGE_002,16,250.83,2.89,12490.0,316
Mar-20-2020,1852,1852. 혜명양로원 담장 옆,정기,F,AGE_004,1,310.12,3.49,15060.0,118
May-20-2020,1996,1996. 구일역 1번 출입구 앞,일일(회원),M,AGE_002,31,2188.9,19.05,82100.0,1707
May-20-2020,665,665.이문동 쌍용아파트 정문,단체,M,AGE_004,6,0.0,0.0,0.0,257
Feb-20-2020,300,300. 정동사거리,정기,M,AGE_007,1,105.18,0.77,3320.0,18
Mar-20-2020,1231,1231. 잠실역 6번출구,정기,M,AGE_003,109,11943.78,91.63,394986.61,3768
Mar-20-2020,641,641. 용두역 4번출구,정기,M,AGE_005,47,5193.37,41.91,180640.0,1275
Feb-20-2020,3515,3515. 서울숲 관리사무소,정기,M,AGE_005,3,1882.69,14.71,63390.0,100
Mar-20-2020,1231,1231. 잠실역 6번출구,정기,F,AGE_004,42,2905.88,29.83,128510.0,1617
Jan-20-2020,458,458. 광화문역 5번출구,정기,F,AGE_004,8,268.25,2.64,11430.0,67
Jan-20-2020,1642,1642. 서울여대 남문,정기,M,AGE_003,20,705.05,5.92,25570.0,151
May-20-2020,322,322. 명동성당 앞,정기,F,AGE_004,14,2014.29,19.33,83290.0,481
Apr-20-2020,1662,1662. 노원역7번출구,단체,F,AGE_003,3,278.24,2.51,10810.0,87
Feb-20-2020,3507,3507. 어린이회관,정기,F,AGE_002,59,2118.14,25.26,108740.0,509
Mar-20-2020,1859,1859. 대륭테크노타운 18차,정기,F,AGE_005,5,480.1,4.55,19640.0,132
