customerID,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,Churn,TechInsurance,ServiceSatisfactionScore,MonthlyBonusUsage,FamilyPlanSize
8201-AAXCB,0,Yes,25,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,60.35,0,0,2.46,49.0,1.0
7696-CFTAT,0,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.8,0,0,3.12,70.0,1.0
1845-CSBRZ,1,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,85.35,0,0,4.04,74.0,1.0
2123-VSCOT,0,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,72.1,0,0,2.54,37.0,2.0
6651-AZVTJ,0,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,99.8,1,0,1.755,40.09,1.085
4566-GOLUK,0,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,107.35,1,1,2.885,66.09,3.085
2484-DGXPZ,0,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,19.55,1,0,3.5749999999999997,39.09,3.085
2018-QKYGT,0,Yes,1,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,81.05,0,1,3.98,73.0,3.0
2792-VPPET,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,20.5,0,1,2.39,16.0,4.0
7409-JURKQ,0,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,111.8,0,1,3.25,6.0,3.0
3247-MHJKM,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.2,0,0,2.77,38.0,4.0
1964-SVLEA,0,No,20,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,19.7,0,1,2.95,67.0,1.0
4587-NUKOX,0,No,3,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,79.1,1,1,4.345000000000001,35.09,3.085
7297-DVYGA,0,No,51,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,19.85,0,0,2.25,50.0,3.0
2239-CGBUZ,0,Yes,51,Yes,No,DSL,Yes,No,No,One year,Yes,60.5,0,1,3.13,46.0,1.0
0854-UYHZD,0,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.55,0,1,3.23,35.0,2.0
7243-LCGGZ,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.9,0,1,3.54,63.0,3.0
8267-KFGYD,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,21.05,0,0,3.05,94.0,1.0
4890-VMUAV,0,No,63,Yes,Yes,DSL,Yes,No,No,One year,No,71.5,0,1,3.15,88.0,3.0
9261-WDCAF,0,No,3,Yes,No,DSL,No,No,Yes,Month-to-month,No,54.65,0,0,2.8,12.0,3.0
3764-MNMOI,0,No,46,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.2,0,0,3.13,17.0,1.0
7442-YGZFK,0,No,1,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,49.8,0,1,2.83,20.0,6.0
0420-BWTPW,0,No,8,No,No phone service,DSL,No,No,No,Month-to-month,No,25.5,1,1,3.335,65.09,6.085
8229-BUJHX,0,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,20.5,0,0,2.82,99.0,1.0
7449-HVPIV,0,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,90.4,0,1,3.19,7.0,5.0
5504-WSIUR,0,No,70,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,90.25,0,0,2.99,47.0,2.0
8183-ONMXC,0,No,2,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,80.75,1,1,3.585,85.09,1.085
8466-PZBLH,0,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,104.6,0,1,2.97,42.0,2.0
9614-RMGHA,0,Yes,65,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,91.85,1,0,2.135,53.09,0.08499999999999999
8735-IJJEG,0,Yes,14,Yes,No,DSL,No,No,No,Month-to-month,No,50.2,0,1,3.63,84.0,4.0
0564-MUUQK,0,Yes,20,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,95.5,0,1,2.55,26.0,1.0
5054-IEXZT,0,No,1,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,75.35,1,0,2.695,19.09,1.085
5834-ASPWA,0,No,1,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,75.45,1,1,2.725,23.09,0.08499999999999999
0701-RFGFI,0,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,95.4,0,1,3.69,49.0,1.0
0019-EFAEP,0,No,72,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,101.3,0,1,1.93,50.0,2.0
5619-PTMIK,0,Yes,46,Yes,Yes,DSL,No,No,No,Month-to-month,No,53.1,0,0,4.57,42.0,3.0
3737-XBQDD,0,No,24,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,84.85,0,0,3.53,98.0,2.0
5882-CMAZQ,0,Yes,5,No,No phone service,DSL,Yes,No,No,Month-to-month,No,34.25,0,0,3.11,50.0,2.0
5846-QFDFI,0,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,88.6,0,0,2.97,68.0,2.0
4445-KWOKW,0,No,42,Yes,Yes,DSL,No,No,No,One year,Yes,60.15,0,0,3.14,40.0,4.0
3511-APPBJ,0,No,23,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,99.95,0,0,3.26,71.0,1.0
7967-HYCDE,0,No,8,Yes,No,Fiber optic,No,No,No,Month-to-month,No,70.7,0,1,3.32,10.0,2.0
2430-RRYUW,0,No,66,Yes,No,DSL,No,No,No,One year,Yes,54.8,0,1,3.28,79.0,3.0
3948-XHGNA,0,No,24,Yes,No,DSL,No,No,No,Month-to-month,Yes,49.55,1,0,3.065,88.09,2.085
3723-BFBGR,1,No,24,Yes,Yes,DSL,No,No,No,Month-to-month,No,54.8,0,1,2.9,84.0,5.0
0565-IYCGT,0,No,69,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,78.6,1,1,2.945,52.09,0.08499999999999999
5447-WZAFP,0,No,53,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,100.3,0,0,2.9,22.0,5.0
5110-CHOPY,0,No,60,No,No phone service,DSL,No,Yes,Yes,Two year,No,53.6,0,1,3.57,48.0,2.0
5445-UTODQ,0,Yes,7,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,81.1,1,1,3.3249999999999997,38.09,2.085
4425-OWHWB,0,No,20,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,19.35,0,1,1.53,46.0,1.0
7892-QVYKW,0,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,85.6,0,1,3.33,71.0,3.0
9675-ICXCT,0,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,80.8,0,1,3.1,6.0,1.0
1024-VRZHF,0,Yes,11,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,74.95,1,0,3.015,66.09,3.085
4703-MQYKT,0,No,21,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.6,0,1,2.81,93.0,3.0
9497-QCMMS,1,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,93.55,1,0,3.585,77.09,2.085
5692-ICXLW,1,No,31,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,90.7,0,0,3.47,61.0,3.0
0602-DDUML,0,No,57,Yes,No,DSL,Yes,Yes,No,Two year,No,69.75,0,1,2.61,86.0,1.0
2208-MPXIO,0,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,20.0,0,1,3.2,28.0,1.0
1960-UYCNN,0,No,10,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,95.25,0,1,2.51,37.0,3.0
0348-SDKOL,0,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,102.1,1,1,2.335,84.09,2.085
3190-FZATL,0,No,14,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.95,0,1,2.69,32.0,3.0
7336-RLLRH,0,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,One year,No,80.85,0,0,3.43,28.0,3.0
4373-MAVJG,0,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,90.9,1,1,3.505,79.09,1.085
8901-HJXTF,0,Yes,12,No,No phone service,DSL,No,No,No,Month-to-month,No,29.2,1,0,3.2849999999999997,23.09,0.08499999999999999
7710-JSYOA,0,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,93.3,0,1,3.36,2.0,3.0
5419-KLXBN,0,Yes,25,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,89.15,1,1,3.2849999999999997,93.09,1.085
3424-NMNBO,1,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,108.85,1,1,2.705,45.09,1.085
9885-MFVSU,0,Yes,35,No,No phone service,DSL,Yes,Yes,No,Two year,Yes,46.35,0,1,3.22,7.0,1.0
4514-GFCFI,1,No,16,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,84.75,1,0,3.425,86.09,1.085
0607-MVMGC,0,Yes,45,Yes,Yes,DSL,No,Yes,Yes,One year,No,78.75,0,0,3.38,28.0,3.0
3365-SAIGS,0,No,17,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,83.55,0,1,3.59,1.0,1.0
9828-AOQLM,0,Yes,1,Yes,No,DSL,No,No,No,Month-to-month,Yes,45.7,1,1,3.375,50.09,3.085
8022-BECSI,0,No,22,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.6,0,0,3.18,64.0,6.0
8000-REIQB,1,No,1,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,69.95,1,0,3.565,20.09,0.08499999999999999
9993-LHIEB,0,Yes,67,Yes,No,DSL,Yes,No,Yes,Two year,No,67.85,0,1,2.99,51.0,3.0
0266-CLZKZ,0,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,105.65,0,1,2.56,84.0,2.0
7615-ESMYF,0,Yes,2,No,No phone service,DSL,No,Yes,Yes,Month-to-month,No,44.6,1,0,2.945,37.09,1.085
3858-VOBET,0,No,23,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,74.95,1,0,2.655,72.09,3.085
7020-OZKXZ,1,No,9,Yes,No,Fiber optic,No,No,No,Month-to-month,No,75.5,0,0,2.66,26.0,1.0
3977-QCRSL,0,No,5,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.15,0,0,2.93,46.0,0.0
0017-DINOC,0,No,54,No,No phone service,DSL,Yes,Yes,No,Two year,No,45.2,0,1,2.6,98.0,1.0
1447-PJGGA,0,No,57,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,95.25,1,0,2.875,6.090000000000001,6.085
8565-CLBZW,0,No,24,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,89.85,1,1,2.0749999999999997,60.09,1.085
9139-WQQDY,0,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,100.45,1,1,3.135,45.09,4.085
0224-HJAPT,0,No,5,Yes,Yes,DSL,No,No,No,Month-to-month,No,47.15,1,0,3.025,44.09,4.085
8086-OVPWV,0,No,2,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,80.2,1,1,2.6149999999999998,83.09,1.085
9430-FRQOC,0,No,4,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,87.1,1,1,3.355,18.09,2.085
7639-OPLNG,0,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,79.25,0,0,3.47,64.0,3.0
3074-GQWYX,0,No,5,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,75.9,1,0,2.225,25.09,1.085
1492-QGCLU,0,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,85.7,0,0,2.62,26.0,3.0
6845-RGTYS,0,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,98.75,1,0,2.645,7.090000000000001,3.085
7328-OWMOM,0,No,31,Yes,No,No,No internet service,No internet service,No internet service,One year,No,20.1,0,1,2.53,43.0,3.0
4418-LZMSV,0,Yes,13,Yes,No,DSL,Yes,No,No,Month-to-month,No,61.8,0,0,3.41,28.0,1.0
5155-AZQPB,0,Yes,28,Yes,Yes,DSL,No,No,No,Month-to-month,No,49.9,0,0,2.9,94.0,3.0
8861-HGGKB,0,No,10,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,86.45,1,1,2.895,44.09,4.085
1087-GRUYI,0,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,20.4,0,1,2.0,35.0,3.0
7065-YUNRY,0,No,1,Yes,No,DSL,No,No,No,Month-to-month,Yes,45.3,1,1,3.3449999999999998,19.09,0.08499999999999999
7694-VLBWQ,0,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,104.1,1,1,2.405,6.090000000000001,5.085
2546-KZAAT,0,Yes,52,Yes,No,DSL,No,Yes,Yes,One year,Yes,75.4,0,0,3.03,24.0,2.0
0181-RITDD,0,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,No,108.15,0,0,3.14,30.0,2.0
5989-PGKJB,0,No,16,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,86.25,0,1,3.68,8.0,1.0
4795-KTRTH,1,Yes,5,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,81.0,1,0,2.375,84.09,0.08499999999999999
8272-ONJLV,0,No,12,Yes,No,Fiber optic,No,Yes,Yes,One year,No,95.7,0,1,1.49,73.0,3.0
1488-PBLJN,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,116.85,0,1,3.09,36.0,2.0
0308-GIQJT,1,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,105.75,0,1,3.9,26.0,2.0
3778-FOAQW,0,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,One year,No,20.15,0,0,3.62,12.0,4.0
4452-ROHMO,0,No,15,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.6,0,1,3.1,40.0,4.0
6481-OGDOO,0,Yes,67,Yes,No,Fiber optic,No,No,Yes,One year,Yes,90.6,1,0,2.775,66.09,1.085
3090-LETTY,0,No,2,Yes,Yes,DSL,No,No,No,Month-to-month,No,60.95,0,1,3.4,84.0,1.0
5349-AZPEW,0,Yes,5,No,No phone service,DSL,No,No,No,Month-to-month,No,25.05,0,1,2.51,96.0,1.0
3753-TSEMP,0,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,88.15,1,0,3.265,24.09,0.08499999999999999
8305-VHZBZ,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,20.2,1,1,3.275,44.09,2.085
9720-JJJOR,0,Yes,41,Yes,No,DSL,No,No,No,One year,Yes,60.3,0,1,3.53,97.0,2.0
8100-HZZLJ,0,No,43,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,63.95,0,0,4.38,59.0,2.0
8775-ERLNB,1,Yes,1,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,74.3,0,1,3.2,8.0,0.0
8309-IEYJD,1,No,1,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,70.6,0,0,2.75,1.0,5.0
9172-JITSM,0,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,90.8,1,0,3.015,56.09,0.08499999999999999
6298-QDFNH,0,No,22,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,79.35,1,0,2.145,30.09,3.085
7398-HPYZQ,0,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Two year,No,90.55,0,1,2.65,21.0,0.0
3546-GHEAE,0,No,7,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.45,0,1,2.8,74.0,1.0
7361-YPXFS,1,No,28,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,64.45,0,0,2.74,80.0,0.0
6557-BZXLQ,1,No,16,Yes,No,Fiber optic,No,No,No,Month-to-month,No,69.65,0,1,3.08,99.0,2.0
2550-QHZGP,0,No,7,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.5,0,1,2.59,12.0,0.0
7519-JTWQH,0,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,110.5,0,0,3.56,70.0,1.0
2538-OIMXF,0,No,1,No,No phone service,DSL,No,No,No,Month-to-month,No,24.7,0,1,3.0,15.0,0.0
8543-MSDMF,0,No,3,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,77.4,0,1,3.0,96.0,1.0
9961-JBNMK,1,No,21,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,96.8,1,0,2.8649999999999998,45.09,1.085
1170-SASML,0,Yes,69,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,85.4,0,0,3.08,64.0,3.0
4872-JCVCA,0,Yes,71,No,No phone service,DSL,Yes,No,No,Two year,Yes,47.6,0,0,3.41,10.0,4.0
5346-BZCHP,0,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.4,0,1,2.57,69.0,4.0
2038-LLMLM,0,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,103.85,0,0,2.67,19.0,1.0
6173-ITPWD,0,Yes,47,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,83.35,1,0,2.875,99.09,3.085
9734-UYXQI,0,No,2,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,49.4,1,1,2.355,63.09,3.085
1216-BGTSP,0,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,108.45,0,0,2.59,89.0,1.0
4138-NAXED,0,No,51,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,81.0,0,0,2.76,11.0,0.0
2189-UXTKY,0,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,79.2,1,1,3.465,62.09,0.08499999999999999
0744-BIKKF,0,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Two year,No,86.65,0,1,3.13,93.0,1.0
7483-IQWIB,0,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,92.95,0,1,3.1,91.0,0.0
5248-KWLAR,0,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Two year,No,90.35,0,0,3.43,90.0,2.0
4958-GZWIY,0,Yes,7,Yes,No,DSL,No,No,No,Month-to-month,No,48.7,1,1,2.955,42.09,2.085
7996-MHXLW,0,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,25.15,0,1,3.2,82.0,2.0
7833-PKIHD,0,Yes,51,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,76.4,0,0,2.95,68.0,3.0
7061-OVMIM,0,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.55,0,1,3.13,57.0,2.0
5153-RTHKF,0,No,34,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,85.35,0,0,2.71,4.0,1.0
1852-QSWCD,0,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,24.8,0,0,1.78,26.0,4.0
4832-VRBMR,1,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,103.15,0,0,2.93,27.0,3.0
9079-LWTFD,0,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,100.75,0,0,3.71,25.0,0.0
6356-ELRKD,0,No,1,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,95.6,1,1,3.485,91.09,3.085
8624-GIOUT,0,No,49,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,59.75,1,0,3.505,49.09,2.085
3392-EHMNK,0,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,No,94.1,0,1,3.62,20.0,1.0
5986-WWXDV,0,No,39,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.35,0,1,3.04,0.0,1.0
3061-BCKYI,0,No,14,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.9,0,1,3.1,91.0,2.0
6179-GJPSO,1,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,108.15,1,0,2.715,58.09,2.085
7901-TBKJX,1,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,101.05,0,1,2.84,78.0,5.0
7228-PAQPD,0,No,14,Yes,No,DSL,Yes,No,Yes,One year,No,59.1,0,0,3.31,54.0,2.0
3177-LASXD,0,No,1,Yes,No,Fiber optic,No,No,No,Month-to-month,No,71.35,1,1,3.625,81.09,3.085
7746-QYVCO,0,Yes,16,Yes,No,DSL,No,No,No,One year,Yes,55.85,0,1,2.93,25.0,1.0
5804-HYIEZ,0,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,106.05,0,0,2.77,83.0,4.0
9919-FZDED,1,Yes,72,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,84.1,0,0,3.0,24.0,3.0
5934-TSSAU,0,Yes,23,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,75.3,0,0,3.3,76.0,3.0
3486-KHMLI,0,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,24.7,0,1,2.28,32.0,1.0
4897-QSUYC,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,20.15,1,0,1.875,89.09,3.085
1084-UQCHV,0,No,1,Yes,No,Fiber optic,No,No,No,Month-to-month,No,69.75,1,1,2.745,72.09,3.085
8290-YWKHZ,1,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,93.2,1,1,2.415,69.09,2.085
2955-BJZHG,0,Yes,17,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,80.85,1,1,2.775,6.090000000000001,0.08499999999999999
3806-DXQOM,0,No,4,No,No phone service,DSL,No,No,No,Month-to-month,Yes,33.65,1,0,2.955,23.09,1.085
6784-XYJAE,0,No,36,Yes,Yes,DSL,No,No,No,One year,No,55.8,0,1,2.77,29.0,1.0
3933-DQPWX,0,No,50,No,No phone service,DSL,Yes,No,No,Two year,No,39.7,0,1,3.73,77.0,1.0
6661-EIPZC,0,Yes,48,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,29.5,0,1,3.16,53.0,0.0
8957-THMOA,0,No,50,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,20.15,0,0,3.15,86.0,0.0
2251-PYLPB,0,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Two year,No,79.55,0,0,3.31,10.0,1.0
5555-RNPGT,0,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,24.8,0,1,2.43,30.0,0.0
1057-FOGLZ,0,No,18,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.65,0,0,3.52,5.0,1.0
9300-RENDD,0,No,1,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,79.95,1,1,2.985,11.09,3.085
0761-AETCS,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.3,1,1,3.3649999999999998,77.09,5.085
8087-LGYHQ,0,No,9,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,94.05,0,1,2.46,11.0,4.0
4137-BTIKL,0,No,2,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,90.75,0,1,2.22,65.0,2.0
2190-BCXEC,0,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,78.85,0,0,3.41,52.0,2.0
6227-FBDXH,0,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,99.5,0,1,3.19,98.0,2.0
2153-MREFK,0,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,99.2,1,0,2.5749999999999997,36.09,4.085
2911-WDXMV,0,No,18,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,80.55,0,0,2.57,16.0,3.0
7206-PQBBZ,1,Yes,11,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,70.2,0,1,3.56,27.0,2.0
3106-ULWFW,0,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,85.2,1,0,2.435,92.09,3.085
0925-VYDLG,0,No,3,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,75.25,1,0,3.8449999999999998,22.09,2.085
4547-FZJWE,0,Yes,55,Yes,No,DSL,No,No,Yes,One year,No,59.45,0,0,2.55,6.0,2.0
7422-WNBTY,0,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,93.35,0,1,3.32,14.0,3.0
0842-IWYCP,0,No,46,Yes,No,DSL,No,No,No,Month-to-month,No,44.95,0,1,2.84,95.0,2.0
3521-HTQTV,0,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,26.1,0,1,3.3,10.0,2.0
3744-ZBHON,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.2,0,0,2.73,23.0,1.0
3373-DIUUN,0,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,21.25,0,1,2.92,66.0,1.0
8383-SGHJU,0,No,33,Yes,Yes,DSL,Yes,No,No,One year,No,59.4,0,0,3.02,29.0,2.0
7607-QKKTJ,0,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,95.0,0,1,2.5,69.0,0.0
7707-PYBBH,0,No,40,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,61.9,0,0,3.37,65.0,0.0
8984-HPEMB,0,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,118.65,0,1,2.74,60.0,1.0
4349-GFQHK,0,No,1,Yes,Yes,DSL,No,No,No,Month-to-month,No,54.35,1,1,2.915,78.09,2.085
4139-DETXS,0,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Two year,No,64.45,0,0,2.5,40.0,0.0
9779-DPNEJ,0,Yes,22,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,80.15,0,1,1.72,81.0,3.0
9805-FILKB,0,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,20.2,0,0,2.9,50.0,1.0
5793-YOLJN,0,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,21.0,0,0,4.21,43.0,2.0
0673-IGUQO,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.45,0,1,3.39,94.0,1.0
4123-FCVCB,0,No,12,Yes,Yes,DSL,Yes,Yes,Yes,One year,Yes,75.85,0,0,2.99,12.0,1.0
8819-IMISP,0,No,31,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,80.45,0,1,2.87,89.0,1.0
7802-EFKNY,0,Yes,5,No,No phone service,DSL,No,No,No,Month-to-month,Yes,24.95,1,0,3.0349999999999997,12.09,0.08499999999999999
8311-UEUAB,0,Yes,67,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,75.5,0,0,3.27,81.0,2.0
5858-EAFCZ,0,No,1,Yes,No,DSL,No,No,No,Month-to-month,No,44.45,0,1,2.41,8.0,2.0
8035-BUYVG,0,Yes,40,No,No phone service,DSL,No,No,No,One year,Yes,42.35,1,0,3.585,85.09,2.085
