video_id,trending_date,channel_title,category_id,publish_time,views,likes,dislikes
876,18.02.06,Washington Post,25,2018-05-07T19:12:46.000Z,8248957,70548,11129
877,18.02.06,Studio C,23,2018-05-08T22:00:03.000Z,646293,12864,1213
878,18.02.06,VH1,24,2018-05-08T02:15:00.000Z,4956799,215751,1170
879,18.02.06,Architectural Digest,26,2018-05-08T16:02:47.000Z,594523,11929,375
880,18.02.06,OmarGoshTV,24,2018-05-08T07:01:05.000Z,805761,51926,1858
881,18.02.06,Australia,10,2018-05-08T07:01:05.000Z,48923,3846,0
882,18.02.06,Gallant,10,2018-05-08T14:00:03.000Z,658345,8884,535
883,18.02.06,ChildishGambinoVEVO,10,2018-05-06T04:00:07.000Z,225211923,5023450,343541
884,18.02.06,Olivia Jade,26,2018-05-08T22:58:12.000Z,592480,22781,999
885,18.03.06,Sidemen,24,2018-06-02T20:00:23.000Z,1840467,79838,2012
886,18.03.06,FaZe Rug,20,2018-06-01T23:32:56.000Z,1756027,78731,7887
887,18.03.06,Kanye West - Topic,10,2018-06-01T15:29:54.000Z,732720,17282,1414
888,18.03.06,Team Edge,23,2018-06-01T20:16:00.000Z,1160376,23068,1440
889,18.03.06,Papa Jake,24,2018-06-01T18:37:18.000Z,436041,16998,3191
890,18.03.06,Gorillaz,10,2018-05-31T15:57:04.000Z,10477914,613231,18546
891,18.03.06,FBE,24,2018-06-01T21:00:02.000Z,842195,17314,2368
892,18.03.06,Maroon5VEVO,10,2018-05-31T04:00:00.000Z,25497666,1547821,23176
893,18.03.06,Jaclyn Hill,26,2018-06-01T22:12:40.000Z,721502,43992,2113
894,18.03.06,The 1975,10,2018-05-31T22:57:07.000Z,1053884,94875,1727
895,18.03.06,ibighit,10,2018-06-01T15:00:01.000Z,8120145,1624230,8402
896,18.03.06,ESPN,17,2018-06-01T16:09:21.000Z,929632,7979,485
897,18.03.06,Safiya Nygaard,22,2018-05-31T22:31:36.000Z,3983030,164650,3051
898,18.03.06,Hannah Stocking,23,2018-05-31T16:00:01.000Z,2635227,77395,13894
899,18.03.06,Jimmy Kimmel Live,23,2018-06-01T04:31:44.000Z,754071,11326,390
900,18.03.06,CollegeHumor,23,2018-05-31T17:30:01.000Z,1005860,33110,3680
901,18.03.06,Clean Bandit,10,2018-05-31T09:00:13.000Z,3731285,184478,3434
902,18.03.06,AsapSCIENCE,28,2018-05-31T16:00:06.000Z,665823,18220,903
903,18.03.06,keshaVEVO,10,2018-05-31T14:00:01.000Z,692775,57893,1169
904,18.03.06,Because Science,28,2018-05-31T15:00:04.000Z,564330,18889,697
905,18.03.06,The View,24,2018-05-31T16:05:40.000Z,260562,4536,237
906,18.03.06,colinfurze,26,2018-05-31T15:00:02.000Z,1933181,89981,2272
907,18.03.06,Netflix,24,2018-06-01T02:00:00.000Z,268836,8881,1204
908,18.03.06,Smosh,23,2018-05-30T16:00:05.000Z,2335964,73114,8564
909,18.03.06,Cardi B,10,2018-05-29T14:05:10.000Z,38779629,1310596,67747
910,18.03.06,KeithUrbanVEVO,10,2018-05-31T04:00:01.000Z,275628,5273,217
911,18.03.06,5SOSVEVO,10,2018-05-31T23:00:00.000Z,322352,43578,202
912,18.03.06,The Official Pok,20,2018-05-30T01:22:17.000Z,7651458,212603,22827
913,18.03.06,Gabbie Hanna,26,2018-05-30T21:00:02.000Z,5185076,271562,4147
914,18.03.06,The Daily Show with Trevor Noah,23,2018-05-31T02:15:02.000Z,491982,15149,493
915,18.03.06,GQ,24,2018-05-30T16:02:29.000Z,1215279,28534,1118
916,18.03.06,Marshmello,10,2018-05-30T14:00:00.000Z,2625891,163793,4135
917,18.03.06,Simone Giertz,28,2018-05-30T14:22:13.000Z,1441864,115525,1004
918,18.03.06,HellthyJunkFood,24,2018-05-30T23:59:24.000Z,449100,10629,589
919,18.03.06,itsAlexClark,1,2018-05-30T22:05:02.000Z,647902,38790,739
920,18.03.06,FoxStarHindi,24,2018-05-30T07:51:32.000Z,29858402,680611,24496
921,18.03.06,SciShow,27,2018-05-30T21:00:02.000Z,352439,12351,1008
922,18.03.06,America's Got Talent,24,2018-05-30T01:59:01.000Z,2257432,33818,828
923,18.03.06,Entertainment Tonight,24,2018-05-30T03:13:23.000Z,914755,4193,1607
924,18.03.06,Erika Costell,22,2018-05-29T21:00:01.000Z,4800408,154215,87267
925,18.03.06,Skip and Shannon: UNDISPUTED,17,2018-05-30T17:01:39.000Z,630751,5579,1725
926,18.03.06,weezer,10,2018-05-29T12:00:11.000Z,3268682,91909,3791
927,18.03.06,TheEllenShow,24,2018-05-30T13:00:03.000Z,458914,10483,279
928,18.03.06,MaggieRogersVEVO,10,2018-05-30T13:00:03.000Z,170436,8471,122
929,18.03.06,Markiplier,24,2018-05-29T18:41:24.000Z,1232650,105564,569
930,18.03.06,As/Is,22,2018-05-30T22:00:25.000Z,683828,19030,400
931,18.03.06,James Charles,24,2018-05-29T21:00:31.000Z,1882814,142307,2993
932,18.03.06,Screen Junkies,1,2018-05-29T17:00:00.000Z,1546925,52766,1081
933,18.03.06,DALLMYD,17,2018-05-28T19:30:08.000Z,947515,44030,1468
934,18.03.06,Good Mythical Morning,24,2018-05-28T10:00:12.000Z,1785629,48204,2701
935,18.03.06,Britain's Got Talent,24,2018-05-28T19:45:21.000Z,1284857,22052,788
936,18.03.06,CNN,25,2018-05-28T18:36:47.000Z,1133949,14900,663
937,18.03.06,JunsKitchen,26,2018-05-28T10:00:34.000Z,2023213,178047,1108
938,18.03.06,Kandee Johnson,26,2018-05-28T22:00:00.000Z,1990750,63593,4778
939,18.03.06,SUMERIAN,10,2018-05-28T16:59:09.000Z,580634,29902,709
940,18.03.06,The Film Theorists,1,2018-05-27T19:22:30.000Z,4849491,122974,10648
941,18.03.06,Daily Dose Of Internet,24,2018-05-27T18:18:44.000Z,2473292,60688,2606
942,18.03.06,Bachelor Nation on ABC,24,2018-05-29T04:00:02.000Z,261802,1158,256
943,18.03.06,BuzzFeedVideo,22,2018-05-27T15:00:50.000Z,4502927,93385,7992
944,18.03.06,BuzzFeedBlue,22,2018-05-27T15:00:19.000Z,2736564,46864,3456
945,18.03.06,Guava Juice,24,2018-05-27T16:45:02.000Z,1847480,81157,5580
946,18.03.06,MatthewSantoro,24,2018-05-27T15:23:40.000Z,646353,16379,3029
947,18.03.06,Simon's Cat,1,2018-05-27T12:45:00.000Z,869774,36384,908
948,18.03.06,FOX Soccer,17,2018-05-26T22:59:38.000Z,1342049,8738,1088
949,18.03.06,BANGTANTV,10,2018-05-27T11:00:03.000Z,8751939,1081236,4038
950,18.03.06,Eh Bee Family,22,2018-05-26T14:00:06.000Z,1487639,24790,5509
951,18.03.06,Tasty,26,2018-05-26T15:00:09.000Z,2400024,58960,2383
952,18.03.06,Disney Movie Trailers,1,2018-05-25T19:00:02.000Z,5227761,145298,3795
953,18.03.06,Matthias,23,2018-05-25T16:50:01.000Z,3410149,68669,5555
954,18.03.06,MLG Highlights,17,2018-05-26T03:08:18.000Z,3379847,19431,1259
955,18.03.06,Amber Scholl,26,2018-05-26T00:14:41.000Z,928557,56152,1778
956,18.03.06,Philip DeFranco,25,2018-05-25T19:00:01.000Z,1746547,142836,3259
957,18.03.06,JelloApocalypse,23,2018-05-25T17:14:47.000Z,1180034,69669,1278
958,18.03.06,Jake Paul,22,2018-05-26T00:16:30.000Z,3034077,87246,63590
959,18.03.06,Brave Wilderness,15,2018-05-25T11:00:03.000Z,3678648,60879,1738
960,18.03.06,DanTDM,24,2018-05-25T17:09:00.000Z,1563763,38579,1304
961,18.03.06,REACT,24,2018-05-25T19:00:06.000Z,1478231,34288,1790
962,18.03.06,Tati,26,2018-05-25T17:00:02.000Z,1245818,55288,1485
963,18.03.06,jacksfilms,23,2018-05-25T18:28:48.000Z,1230193,53573,1331
964,18.03.06,The Graham Norton Show,24,2018-05-25T15:53:16.000Z,943051,13286,648
965,18.03.06,The Late Late Show with James Corden,24,2018-05-25T05:43:21.000Z,7408918,174784,2893
966,18.03.06,Late Night with Seth Meyers,23,2018-05-25T11:00:05.000Z,582991,5540,454
967,18.03.06,NickyJamTV,10,2018-05-25T04:00:21.000Z,13626008,246021,43988
968,18.03.06,Tia Mowry's Quick Fix,26,2018-05-25T14:00:02.000Z,364928,15401,428
969,18.03.06,The Late Show with Stephen Colbert,24,2018-05-25T07:35:01.000Z,1480205,15473,858
970,18.03.06,JenniferLopezVEVO,10,2018-05-24T12:00:02.000Z,16926499,367517,33277
971,18.03.06,John Mayer,10,2018-05-24T13:42:02.000Z,3962295,147430,3091
972,18.03.06,AzealiaBanksVEVO,10,2018-05-24T15:59:22.000Z,1895936,81000,10734
973,18.03.06,H O N N E,10,2018-05-25T15:01:20.000Z,425119,13025,146
974,18.03.06,The Sims,20,2018-05-24T16:59:24.000Z,1498846,74367,1291
975,18.03.06,ArianaGrandeVevo,10,2018-05-25T04:00:08.000Z,2242835,127903,1988
976,18.03.06,Domics,23,2018-05-23T21:28:54.000Z,3213156,158887,3513
977,18.03.06,Mr. Kate,26,2018-05-24T22:00:05.000Z,1217261,66811,589
978,18.03.06,WIRED,24,2018-05-24T16:00:23.000Z,1753096,89643,467
979,18.03.06,Panic! At The Disco,10,2018-05-23T18:00:13.000Z,4045714,197205,2007
980,18.03.06,comedy,10,2018-05-23T18:00:13.000Z,128289,1430,10901
981,18.03.06,Lauv,10,2018-05-24T12:59:43.000Z,1195041,36551,285
982,18.03.06,CAguileraVEVO,10,2018-05-23T17:00:01.000Z,11890152,460489,12400
983,18.03.06,ZaynVEVO,10,2018-05-23T16:00:03.000Z,15056965,579240,14770
984,18.03.06,DidYouKnowGaming?,20,2018-05-24T19:00:24.000Z,296682,7268,1247
985,18.03.06,TED-Ed,27,2018-05-24T15:00:07.000Z,390794,11375,188
986,18.03.06,BBCRadio1VEVO,10,2018-05-24T17:00:17.000Z,555388,25484,461
987,18.03.06,The Tonight Show Starring Jimmy Fallon,23,2018-05-24T08:00:00.000Z,520069,5952,367
988,18.03.06,camelsandfriends,15,2018-05-23T13:33:03.000Z,4724965,25928,3826
989,18.03.06,Bad Lip Reading,23,2018-05-22T20:02:51.000Z,12000634,272068,5248
990,18.03.06,The Voice,24,2018-05-23T03:30:13.000Z,1568754,13530,2920
991,18.03.06,Matt Stonie,24,2018-05-23T00:15:30.000Z,1757726,46499,1973
992,18.03.06,"Tyler, The Creator",27,2018-05-22T15:20:56.000Z,1909104,124857,1447
993,18.03.06,PBS Eons,28,2018-05-22T21:00:37.000Z,1686730,41823,1539
994,18.03.06,Diplo,10,2018-05-21T14:12:22.000Z,20804351,634514,15450
995,18.03.06,KathleenLights,26,2018-05-23T11:00:00.000Z,524333,27709,1029
996,18.03.06,Nat Geo WILD,15,2018-05-22T12:00:00.000Z,960651,16318,584
997,18.03.06,Dude Perfect,17,2018-05-21T21:55:23.000Z,16005676,404031,9947
998,18.03.06,IFC Films,1,2018-05-23T14:00:01.000Z,2121136,3281,76
999,18.03.06,American Idol,24,2018-05-22T04:08:24.000Z,1870741,19160,2756
1000,18.03.06,MustardVEVO,10,2018-05-22T12:00:02.000Z,1223732,37943,617
1001,18.03.06,Rudy Mancuso,10,2018-05-21T21:00:33.000Z,3511983,189759,4355
1002,18.03.06,Warner Bros. Pictures,24,2018-05-21T18:00:16.000Z,14015057,122437,10942
1003,18.03.06,LOL Network,23,2018-05-21T17:00:03.000Z,644690,9289,269
1004,18.03.06,ShawnMendesVEVO,10,2018-05-21T16:40:16.000Z,518810,24143,1048
1005,18.03.06,Bon Appétit,24,2018-05-21T16:01:51.000Z,740775,22978,667
1006,18.03.06,Saturday Night Live,24,2018-05-20T04:58:51.000Z,8303192,65282,13960
1007,18.03.06,CrazyRussianHacker,28,2018-05-20T18:58:15.000Z,1566455,27236,1586
1008,18.03.06,miniminter,20,2018-05-20T18:00:02.000Z,2907382,104169,2928
1009,18.03.06,The King of Random,27,2018-05-20T15:00:02.000Z,1119904,12258,2178
1010,18.03.06,CBC News,25,2018-05-20T16:09:06.000Z,1098673,5129,745
1011,18.03.06,NickiMinajAtVEVO,10,2018-05-20T07:53:59.000Z,4590663,183596,9118
1012,18.03.06,The Game Theorists,20,2018-05-19T18:04:47.000Z,4823561,119162,6217
1013,18.03.06,LaurDIY,26,2018-05-20T16:00:01.000Z,2562371,98365,2217
1014,18.03.06,Lucas the Spider,1,2018-05-19T14:52:43.000Z,6579654,258007,4073
1015,18.03.06,Bill Gates,29,2018-05-21T13:30:33.000Z,326502,10720,158
1016,18.03.06,NBC Sports,17,2018-05-19T23:10:34.000Z,618595,2253,294
1017,18.03.06,The New Yorker,24,2018-05-19T18:30:55.000Z,10052832,47152,3930
1018,18.03.06,Daddy Yankee,10,2018-05-18T14:00:04.000Z,33678846,599227,40054
1019,18.03.06,BBC Sport,17,2018-05-19T17:09:22.000Z,393218,9645,171
1020,18.03.06,SZAVEVO,10,2018-05-18T14:00:04.000Z,5220208,203807,3910
1021,18.03.06,Dan And Shay,10,2018-05-18T04:04:58.000Z,3190447,34215,1090
1022,18.03.06,FifthHarmonyVEVO,10,2018-05-18T07:00:08.000Z,16475182,629374,14026
1023,18.03.06,AaronsAnimals,15,2018-05-18T13:00:04.000Z,1444957,35816,1287
1024,18.03.06,BuzzFeed Celeb,22,2018-05-18T16:39:29.000Z,7263784,621416,3780
1025,18.03.06,zefrank1,22,2018-05-18T01:00:06.000Z,975429,57732,363
1026,18.03.06,Brad Mondo,24,2018-05-18T17:34:22.000Z,1015653,46554,1016
1027,18.03.06,Call of Duty,20,2018-05-17T17:09:38.000Z,9753197,348498,207752
1028,18.03.06,BackstreetBoysVEVO,10,2018-05-17T04:00:01.000Z,15705468,410780,16178
1029,18.03.06,Binging with Babish,24,2018-05-17T16:47:42.000Z,1226781,34980,591
1030,18.03.06,SigridVEVO,10,2018-05-17T12:00:04.000Z,2526167,61087,1270
1031,18.03.06,CalumScottVEVO,10,2018-05-16T23:00:00.000Z,7102203,138547,1576
1032,18.03.06,Movieclips Trailers,1,2018-05-16T20:29:17.000Z,4740629,55651,1743
1033,18.03.06,JennaMarbles,23,2018-05-16T22:33:29.000Z,3317810,332538,1805
1034,18.03.06,You Suck At Cooking,26,2018-05-16T12:39:20.000Z,653708,34006,504
1035,18.03.06,Paramount Pictures,1,2018-05-16T06:59:59.000Z,16381551,171508,5428
1036,18.03.06,Dragonfoxgirl,24,2018-05-15T05:06:07.000Z,7073392,329641,5409
1037,18.03.06,20th Century Fox,1,2018-05-15T13:01:12.000Z,13056713,340595,6789
1038,18.03.06,jacksepticeye,27,2018-05-15T19:00:00.000Z,1465839,54556,1006
1039,18.03.06,Laura Lee,26,2018-05-15T20:56:25.000Z,1077571,37875,1096
1040,18.03.06,TaylorSwiftVEVO,10,2018-05-15T21:02:41.000Z,2238493,116347,4635
1041,18.03.06,E! Entertainment,24,2018-05-15T12:59:50.000Z,776027,5620,423
1042,18.03.06,Focus Features,24,2018-05-14T18:59:59.000Z,5201888,35516,3169
1043,18.03.06,Complex,24,2018-05-14T14:00:03.000Z,4483725,115005,5650
1044,18.03.06,grav3yardgirl,26,2018-05-14T19:00:01.000Z,3753521,304297,13380
1045,18.03.06,JVR Music,10,2018-05-14T15:59:47.000Z,18451559,134602,9904
1046,18.03.06,TODAY,25,2018-05-14T15:29:50.000Z,1948658,22322,1074
1047,18.03.06,TheOdd2sOut,23,2018-05-14T19:36:05.000Z,1165905,96963,806
1048,18.03.06,Teen Vogue,24,2018-05-15T16:00:45.000Z,1252437,61438,218
1049,18.03.06,Vox,25,2018-05-14T12:00:03.000Z,1140791,23575,761
1050,18.03.06,Linus Tech Tips,28,2018-05-14T19:00:20.000Z,2558479,83567,10868
1051,18.03.06,Lucas and Marcus,24,2018-05-13T18:03:56.000Z,9353414,149538,20048
1052,18.03.06,Rooster Teeth,1,2018-05-14T13:00:01.000Z,731476,25213,172
1053,18.03.06,Unbox Therapy,28,2018-05-13T19:00:25.000Z,6633632,137157,10516
1054,18.03.06,Business Insider,26,2018-05-13T20:00:02.000Z,3763584,75872,3340
1055,18.03.06,Strictly Dumpling,19,2018-05-13T20:17:14.000Z,791609,14980,515
1056,18.03.06,Kurzgesagt,27,2018-05-13T12:00:22.000Z,4579228,237721,2079
1057,18.03.06,Kelly Clarkson,10,2018-05-13T13:00:41.000Z,2180958,48173,1114
1058,18.03.06,Vat19,24,2018-05-12T11:30:03.000Z,4599341,45140,1996
1059,18.03.06,nigahiga,24,2018-05-11T21:11:16.000Z,14681993,542352,15789
1060,18.03.06,Rita Ora,24,2018-05-11T09:23:16.000Z,18769449,329158,34734
1061,18.03.06,Charlie Puth,10,2018-05-11T04:00:34.000Z,9085180,118601,2597
1062,18.03.06,Selena Gomez,1,2018-05-10T16:00:11.000Z,44539222,851738,16144
1063,18.03.06,Michelle Khare,24,2018-05-11T15:00:01.000Z,1454171,33517,1622
1064,18.03.06,BostonDynamics,28,2018-05-10T19:56:28.000Z,6655503,85624,3088
1065,18.03.06,johnmayerVEVO,10,2018-05-10T17:00:01.000Z,3335785,75380,1547
1066,18.03.06,SiaVEVO,10,2018-05-10T12:00:03.000Z,17914781,424194,6540
1067,18.03.06,NikkieTutorials,26,2018-05-10T21:11:15.000Z,2822782,157242,2152
1068,18.03.06,SamSmithWorldVEVO,10,2018-05-09T17:00:00.000Z,18603707,346879,8945
1069,18.03.06,MeghanTrainorVEVO,10,2018-05-10T12:00:07.000Z,2032942,40742,2414
1070,18.03.06,Bleacher Report,43,2018-05-10T21:01:22.000Z,1332252,22461,610
1071,18.03.06,Cobra Kai,24,2018-05-10T17:02:55.000Z,1026576,32053,984
1072,18.03.06,davematthewsbandVEVO,10,2018-05-10T12:00:00.000Z,419002,5575,207
1073,18.03.06,Team Coco,23,2018-05-10T01:57:54.000Z,2183540,63438,967
1074,18.03.06,TED,22,2018-05-09T17:29:47.000Z,1134300,60913,1865
1075,18.03.06,EnriqueIglesiasVEVO,10,2018-05-09T07:00:01.000Z,21200886,241443,11567
1076,18.03.06,Nintendo,20,2018-05-09T12:00:08.000Z,1473934,40406,2631
1077,18.03.06,Washington Post,25,2018-05-07T19:12:46.000Z,8278934,70766,11157
1078,18.03.06,Studio C,23,2018-05-08T22:00:03.000Z,649761,12886,1214
1079,18.03.06,VH1,24,2018-05-08T02:15:00.000Z,5019952,216886,1183
1080,18.03.06,Architectural Digest,26,2018-05-08T16:02:47.000Z,602362,12069,377
1081,18.03.06,OmarGoshTV,24,2018-05-08T07:01:05.000Z,810080,52027,1860
1082,18.03.06,Gallant,10,2018-05-08T14:00:03.000Z,681328,8976,540
1083,18.03.06,Australia,10,2018-05-08T14:00:03.000Z,49782,3964,0
1084,18.04.06,The Game Theorists,20,2018-06-03T18:25:05.000Z,1788791,117928,2665
1085,18.04.06,Papa Jake,24,2018-06-03T18:08:35.000Z,428548,17438,1554
1086,18.04.06,Mark Wiens,19,2018-06-03T13:00:01.000Z,471246,17188,711
1087,18.04.06,HellthyJunkFood,24,2018-06-03T14:22:17.000Z,347201,11264,1395
1088,18.04.06,Sidemen,24,2018-06-02T20:00:23.000Z,4837355,140144,6439
1089,18.04.06,Britain's Got Talent,24,2018-06-03T21:11:48.000Z,735878,14817,1362
1090,18.04.06,The Slow Mo Guys,24,2018-06-02T21:42:35.000Z,2015114,65452,1096
1091,18.04.06,Tasty,26,2018-06-02T15:00:49.000Z,3012365,128816,1365
1092,18.04.06,CrazyRussianHacker,28,2018-06-02T22:10:36.000Z,475149,26492,393
1093,18.04.06,FaZe Rug,20,2018-06-01T23:32:56.000Z,2296667,89028,10851
1094,18.04.06,BuzzFeedVideo,22,2018-06-02T18:00:20.000Z,1721979,56045,5614
1095,18.04.06,radiodisney,10,2018-06-03T00:45:00.000Z,1267263,166958,564
1096,18.04.06,Kanye West - Topic,10,2018-06-01T15:29:54.000Z,1130011,24448,2509
1097,18.04.06,Team Edge,23,2018-06-01T20:16:00.000Z,1386977,25635,1787
1098,18.04.06,Gorillaz,10,2018-05-31T15:57:04.000Z,12868346,677780,21114
1099,18.04.06,FBE,24,2018-06-01T21:00:02.000Z,1012688,19181,3141
1100,18.04.06,Maroon5VEVO,10,2018-05-31T04:00:00.000Z,32513514,1780856,27830
1101,18.04.06,Jaclyn Hill,26,2018-06-01T22:12:40.000Z,878618,49059,2654
1102,18.04.06,The 1975,10,2018-05-31T22:57:07.000Z,1352376,106428,2564
1103,18.04.06,ibighit,10,2018-06-01T15:00:01.000Z,9212604,1695105,9314
1104,18.04.06,ESPN,17,2018-06-01T16:09:21.000Z,1028031,8444,574
1105,18.04.06,Safiya Nygaard,22,2018-05-31T22:31:36.000Z,4316413,173222,3348
1106,18.04.06,Hannah Stocking,23,2018-05-31T16:00:01.000Z,3030502,84517,17414
1107,18.04.06,Jimmy Kimmel Live,23,2018-06-01T04:31:44.000Z,1007891,13592,553
1108,18.04.06,CollegeHumor,23,2018-05-31T17:30:01.000Z,1136734,35598,4175
1109,18.04.06,Clean Bandit,10,2018-05-31T09:00:13.000Z,4703085,207314,3996
1110,18.04.06,AsapSCIENCE,28,2018-05-31T16:00:06.000Z,791826,19882,1051
1111,18.04.06,keshaVEVO,10,2018-05-31T14:00:01.000Z,841636,62536,1433
1112,18.04.06,Because Science,28,2018-05-31T15:00:04.000Z,719137,21471,914
1113,18.04.06,The View,24,2018-05-31T16:05:40.000Z,348515,6114,347
1114,18.04.06,colinfurze,26,2018-05-31T15:00:02.000Z,2224160,97139,2649
1115,18.04.06,devinsupertramp,24,2018-06-01T14:31:42.000Z,131326,8642,258
1116,18.04.06,Netflix,24,2018-06-01T02:00:00.000Z,337423,10192,1720
1117,18.04.06,KeithUrbanVEVO,10,2018-05-31T04:00:01.000Z,421694,6894,365
1118,18.04.06,5SOSVEVO,10,2018-05-31T23:00:00.000Z,389437,46453,237
1119,18.04.06,Smosh,23,2018-05-30T16:00:05.000Z,2560113,75829,9425
1120,18.04.06,STX Entertainment,1,2018-05-31T18:00:08.000Z,2575351,1365,32
1121,18.04.06,Gabbie Hanna,26,2018-05-30T21:00:02.000Z,6042663,297097,4919
1122,18.04.06,Cardi B,10,2018-05-29T14:05:10.000Z,43964411,1377134,72504
1123,18.04.06,The Daily Show with Trevor Noah,23,2018-05-31T02:15:02.000Z,523234,15657,602
1124,18.04.06,GQ,24,2018-05-30T16:02:29.000Z,1337365,30353,1212
1125,18.04.06,Marshmello,10,2018-05-30T14:00:00.000Z,3094402,175706,4642
1126,18.04.06,The Official Pokémon YouTube channel,20,2018-05-30T01:22:17.000Z,8274899,216964,23440
1127,18.04.06,Simone Giertz,28,2018-05-30T14:22:13.000Z,1500329,117035,1041
1128,18.04.06,FoxStarHindi,24,2018-05-30T07:51:32.000Z,32582944,711812,26632
1129,18.04.06,itsAlexClark,1,2018-05-30T22:05:02.000Z,676208,39771,782
1130,18.04.06,SciShow,27,2018-05-30T21:00:02.000Z,390709,13051,1087
1131,18.04.06,Entertainment Tonight,24,2018-05-30T03:13:23.000Z,981819,4419,1720
1132,18.04.06,Skip and Shannon: UNDISPUTED,17,2018-05-30T17:01:39.000Z,652697,5697,1773
1133,18.04.06,America's Got Talent,24,2018-05-30T01:59:01.000Z,2599596,37079,910
1134,18.04.06,Erika Costell,22,2018-05-29T21:00:01.000Z,5270768,160171,91982
1135,18.04.06,weezer,10,2018-05-29T12:00:11.000Z,3442160,96396,3972
1136,18.04.06,TheEllenShow,24,2018-05-30T13:00:03.000Z,490592,10881,297
1137,18.04.06,MaggieRogersVEVO,10,2018-05-30T13:00:03.000Z,216588,9201,167
1138,18.04.06,Good Morning America,24,2018-05-30T13:55:16.000Z,424066,8739,315
1139,18.04.06,As/Is,22,2018-05-30T22:00:25.000Z,712778,19558,419
1140,18.04.06,Markiplier,24,2018-05-29T18:41:24.000Z,1293679,108610,603
1141,18.04.06,Screen Junkies,1,2018-05-29T17:00:00.000Z,1621182,54105,1139
1142,18.04.06,James Charles,24,2018-05-29T21:00:31.000Z,2006182,146833,3135
1143,18.04.06,DALLMYD,17,2018-05-28T19:30:08.000Z,970814,44661,1499
1144,18.04.06,Good Mythical Morning,24,2018-05-28T10:00:12.000Z,1813877,48557,2716
1145,18.04.06,CNN,25,2018-05-28T18:36:47.000Z,1158871,15055,676
1146,18.04.06,JunsKitchen,26,2018-05-28T10:00:34.000Z,2075211,180610,1129
1147,18.04.06,Kandee Johnson,26,2018-05-28T22:00:00.000Z,2053335,64782,4883
1148,18.04.06,SUMERIAN,10,2018-05-28T16:59:09.000Z,641253,31325,741
1149,18.04.06,The Film Theorists,1,2018-05-27T19:22:30.000Z,5000804,124544,10835
1150,18.04.06,Daily Dose Of Internet,24,2018-05-27T18:18:44.000Z,2527460,61187,2645
1151,18.04.06,Bachelor Nation on ABC,24,2018-05-29T04:00:02.000Z,272659,1174,258
1152,18.04.06,BuzzFeedBlue,22,2018-05-27T15:00:19.000Z,2898292,48651,3599
1153,18.04.06,Guava Juice,24,2018-05-27T16:45:02.000Z,1914060,83128,5684
1154,18.04.06,MatthewSantoro,24,2018-05-27T15:23:40.000Z,666662,16736,3097
1155,18.04.06,Simon's Cat,1,2018-05-27T12:45:00.000Z,902815,37001,923
1156,18.04.06,FOX Soccer,17,2018-05-26T22:59:38.000Z,1357390,8774,1096
1157,18.04.06,BANGTANTV,10,2018-05-27T11:00:03.000Z,9087069,1090400,4141
1158,18.04.06,Eh Bee Family,22,2018-05-26T14:00:06.000Z,1526351,25108,5542
1159,18.04.06,Disney Movie Trailers,1,2018-05-25T19:00:02.000Z,5386449,148998,3870
1160,18.04.06,Matthias,23,2018-05-25T16:50:01.000Z,3494556,69809,5641
1161,18.04.06,MLG Highlights,17,2018-05-26T03:08:18.000Z,3383782,19442,1260
1162,18.04.06,Amber Scholl,26,2018-05-26T00:14:41.000Z,938376,56502,1792
1163,18.04.06,Philip DeFranco,25,2018-05-25T19:00:01.000Z,1749805,143008,3266
1164,18.04.06,JelloApocalypse,23,2018-05-25T17:14:47.000Z,1206538,70589,1300
1165,18.04.06,Jake Paul,22,2018-05-26T00:16:30.000Z,3102745,88038,64135
1166,18.04.06,Brave Wilderness,15,2018-05-25T11:00:03.000Z,3736946,61388,1759
1167,18.04.06,DanTDM,24,2018-05-25T17:09:00.000Z,1576085,38753,1309
1168,18.04.06,REACT,24,2018-05-25T19:00:06.000Z,1514318,34787,1810
1169,18.04.06,jacksfilms,23,2018-05-25T18:28:48.000Z,1248490,53940,1352
1170,18.04.06,Tati,26,2018-05-25T17:00:02.000Z,1266592,55851,1503
1171,18.04.06,The Graham Norton Show,24,2018-05-25T15:53:16.000Z,952468,13391,650
1172,18.04.06,The Late Late Show with James Corden,24,2018-05-25T05:43:21.000Z,7567773,177235,2941
1173,18.04.06,Late Night with Seth Meyers,23,2018-05-25T11:00:05.000Z,591089,5600,455
1174,18.04.06,NickyJamTV,10,2018-05-25T04:00:21.000Z,14310587,252761,45070
1175,18.04.06,Tia Mowry's Quick Fix,26,2018-05-25T14:00:02.000Z,373229,15583,434
1176,18.04.06,The Late Show with Stephen Colbert,24,2018-05-25T07:35:01.000Z,1497910,15623,863
1177,18.04.06,JenniferLopezVEVO,10,2018-05-24T12:00:02.000Z,18916851,383167,34950
1178,18.04.06,John Mayer,10,2018-05-24T13:42:02.000Z,4140543,150802,3150
1179,18.04.06,AzealiaBanksVEVO,10,2018-05-24T15:59:22.000Z,1980639,82488,10973
1180,18.04.06,H O N N E,10,2018-05-25T15:01:20.000Z,469527,13309,146
1181,18.04.06,The Sims,20,2018-05-24T16:59:24.000Z,1532303,74839,1304
1182,18.04.06,ArianaGrandeVevo,10,2018-05-25T04:00:08.000Z,2302941,129179,2019
1183,18.04.06,Domics,23,2018-05-23T21:28:54.000Z,3244807,159765,3527
