연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
711,5,2532,충정로(5),2022-03,216103
712,5,2533,서대문,2022-03,846492
713,5,2534,광화문,2022-03,1354326
714,5,2535,종로3가(5),2022-03,617660
715,5,2536,을지로4가(5),2022-03,283032
716,5,2537,동대문역사문화공원(5),2022-03,138389
717,5,2538,청구(5),2022-03,188239
718,5,2539,신금호,2022-03,320014
719,5,2540,행당,2022-03,371034
720,5,2541,왕십리(5),2022-03,247955
721,5,2542,마장,2022-03,276766
722,5,2543,답십리,2022-03,776837
723,5,2544,장한평,2022-03,894944
724,5,2545,군자(5),2022-03,592815
725,5,2546,아차산,2022-03,771249
726,5,2547,광나루,2022-03,634530
727,5,2548,천호(5),2022-03,914660
728,5,2549,강동,2022-03,902495
729,5,2550,길동,2022-03,410060
730,5,2551,굽은다리,2022-03,459259
731,5,2552,명일,2022-03,432249
732,5,2553,고덕,2022-03,463798
733,5,2554,상일동,2022-03,692432
734,5,2555,둔촌동,2022-03,426513
735,5,2556,올림픽공원(5),2022-03,197307
736,5,2557,방이,2022-03,355501
737,5,2558,오금(5),2022-03,180762
738,5,2559,개롱,2022-03,317865
739,5,2560,거여,2022-03,478399
740,5,2561,마천,2022-03,350549
741,5,2562,강일,2022-03,196357
742,5,2563,미사,2022-03,790519
743,5,2564,하남풍산,2022-03,209308
744,5,2565,하남시청,2022-03,335408
745,5,2566,하남검단산,2022-03,291424
746,6,2611,응암,2022-03,870741
747,6,2612,역촌,2022-03,205462
748,6,2613,불광(6),2022-03,216003
749,6,2614,독바위,2022-03,142538
750,6,2616,구산,2022-03,333919
751,6,2617,새절,2022-03,616770
752,6,2618,증산,2022-03,504059
753,6,2619,디지털미디어시티(6),2022-03,670261
754,6,2620,월드컵경기장,2022-03,297204
755,6,2621,마포구청,2022-03,669852
756,6,2622,망원,2022-03,740971
757,6,2623,합정(6),2022-03,663407
758,6,2624,상수,2022-03,487164
759,6,2625,광흥창,2022-03,424696
760,6,2626,대흥,2022-03,419070
761,6,2627,공덕(6),2022-03,825692
762,6,2628,효창공원앞,2022-03,334545
763,6,2629,삼각지(6),2022-03,292516
764,6,2630,녹사평,2022-03,248691
765,6,2631,이태원,2022-03,562975
766,6,2632,한강진,2022-03,443791
767,6,2633,버티고개,2022-03,102095
768,6,2634,약수(6),2022-03,175727
769,6,2635,청구(6),2022-03,188552
770,6,2636,신당(6),2022-03,401645
771,6,2637,동묘앞(6),2022-03,416600
772,6,2638,창신,2022-03,161180
773,6,2639,보문,2022-03,355511
774,6,2640,안암,2022-03,631502
775,6,2641,고려대,2022-03,406046
776,6,2642,월곡,2022-03,589230
777,6,2643,상월곡,2022-03,301569
778,6,2644,돌곶이,2022-03,456928
779,6,2645,석계(6),2022-03,636193
780,6,2646,태릉입구(6),2022-03,294368
781,6,2647,화랑대,2022-03,524471
782,6,2648,봉화산,2022-03,419780
783,7,2711,장암,2022-03,79859
784,7,2712,도봉산(7),2022-03,510494
785,7,2713,수락산,2022-03,633184
786,7,2714,마들,2022-03,618959
787,7,2715,노원(7),2022-03,1003224
788,7,2716,중계,2022-03,681933
789,7,2717,하계,2022-03,855120
790,7,2718,공릉,2022-03,635155
791,7,2719,태릉입구(7),2022-03,427072
792,7,2720,먹골,2022-03,509743
793,7,2721,중화,2022-03,533959
794,7,2722,상봉(7),2022-03,811167
795,7,2723,면목,2022-03,801455
796,7,2724,사가정,2022-03,810260
797,7,2725,용마산,2022-03,302476
798,7,2726,중곡,2022-03,524467
799,7,2727,군자(7),2022-03,669077
800,7,2728,어린이대공원,2022-03,728148
801,7,2729,건대입구(7),2022-03,668905
802,7,2730,뚝섬유원지,2022-03,432702
803,7,2731,청담,2022-03,952921
804,7,2732,강남구청,2022-03,797247
805,7,2733,학동,2022-03,1125199
806,7,2734,논현,2022-03,969816
807,7,2735,반포,2022-03,281233
808,7,2736,고속터미널(7),2022-03,703338
809,7,2737,내방,2022-03,693156
810,7,2738,이수(7),2022-03,762691
811,7,2739,남성,2022-03,526552
812,7,2740,숭실대입구,2022-03,708925
813,7,2741,상도,2022-03,548055
814,7,2742,장승배기,2022-03,445125
815,7,2743,신대방삼거리,2022-03,810674
816,7,2744,보라매,2022-03,480404
817,7,2745,신풍,2022-03,568898
818,7,2746,대림(7),2022-03,407936
819,7,2747,남구로,2022-03,761766
820,7,2748,가산디지털단지(7),2022-03,1981272
821,7,2749,철산,2022-03,1020863
822,7,2750,광명사거리,2022-03,1103966
823,7,2751,천왕,2022-03,536152
824,7,2752,온수(7),2022-03,486682
825,8,2811,암사,2022-03,866177
826,8,2812,천호(8),2022-03,793245
827,8,2813,강동구청,2022-03,508572
828,8,2814,몽촌토성,2022-03,300205
829,8,2815,잠실(8),2022-03,745087
830,8,2816,석촌(8),2022-03,414297
831,8,2817,송파,2022-03,371113
832,8,2818,가락시장(8),2022-03,392956
833,8,2819,문정,2022-03,1013392
834,8,2820,장지,2022-03,831070
835,8,2821,복정(8),2022-03,440283
836,8,2822,산성,2022-03,269304
837,8,2823,남한산성입구,2022-03,699418
838,8,2824,단대오거리,2022-03,541670
839,8,2825,신흥,2022-03,221018
840,8,2826,수진,2022-03,261752
841,8,2827,모란(8),2022-03,221890
842,8,2828,남위례,2022-03,228873
843,9,4126,언주,2022-03,282134
844,9,4127,선정릉,2022-03,253799
845,9,4128,삼성중앙,2022-03,180254
846,9,4129,봉은사,2022-03,445574
847,9,4130,종합운동장(9),2022-03,116141
848,9,4131,삼전,2022-03,211907
849,9,4132,석촌고분,2022-03,180949
850,9,4133,석촌(9),2022-03,249598
851,9,4134,송파나루,2022-03,163620
852,9,4135,한성백제,2022-03,80137
853,9,4136,올림픽공원(9),2022-03,182382
854,9,4137,둔촌오륜,2022-03,37913
855,9,4138,중앙보훈병원,2022-03,289716
856,1,150,서울역(1),2022-04,2340003
857,1,151,시청(1),2022-04,1159393
858,1,152,종각,2022-04,1720022
859,1,153,종로3가(1),2022-04,1360957
860,1,154,종로5가,2022-04,1238006
861,1,155,동대문(1),2022-04,636898
862,1,156,신설동(1),2022-04,742981
863,1,157,제기동,2022-04,979864
864,1,158,청량리,2022-04,1129222
865,1,159,동묘앞(1),2022-04,575283
866,2,201,시청(2),2022-04,1111224
867,2,202,을지로입구,2022-04,1974377
868,2,203,을지로3가(2),2022-04,1141953
869,2,204,을지로4가(2),2022-04,655356
870,2,205,동대문역사문화공원(2),2022-04,739956
871,2,206,신당(2),2022-04,795539
872,2,207,상왕십리,2022-04,747664
873,2,208,왕십리(2),2022-04,847349
874,2,209,한양대,2022-04,708755
875,2,210,뚝섬,2022-04,1289915
876,2,211,성수,2022-04,2015674
877,2,212,건대입구(2),2022-04,2177831
878,2,213,구의,2022-04,1250497
879,2,214,강변,2022-04,1668802
880,2,215,잠실나루,2022-04,739382
881,2,216,잠실(2),2022-04,4335134
882,2,217,잠실새내,2022-04,1177171
883,2,218,종합운동장(2),2022-04,661894
884,2,219,삼성,2022-04,2574748
885,2,220,선릉,2022-04,2578954
886,2,221,역삼,2022-04,2580118
887,2,222,강남,2022-04,4324349
888,2,223,교대(2),2022-04,1815644
889,2,224,서초,2022-04,1091423
890,2,225,방배,2022-04,983680
891,2,226,사당(2),2022-04,2196187
892,2,227,낙성대,2022-04,1479025
893,2,228,서울대입구,2022-04,2610220
894,2,229,봉천,2022-04,1232267
895,2,230,신림,2022-04,3420974
896,2,231,신대방,2022-04,1456040
897,2,232,구로디지털단지,2022-04,3005189
898,2,233,대림(2),2022-04,1325236
899,2,234,신도림,2022-04,2633103
900,2,235,문래,2022-04,1147483
901,2,236,영등포구청(2),2022-04,1173078
902,2,237,당산,2022-04,1104732
903,2,238,합정(2),2022-04,1803311
904,2,239,홍대입구,2022-04,3298652
905,2,240,신촌,2022-04,1839855
906,2,241,이대,2022-04,766899
907,2,242,아현,2022-04,555447
908,2,243,충정로(2),2022-04,529139
909,2,244,용답,2022-04,180845
910,2,245,신답,2022-04,94908
911,2,246,신설동(2),2022-04,206276
912,2,247,도림천,2022-04,79450
913,2,248,양천구청,2022-04,373352
914,2,249,신정네거리,2022-04,564625
915,2,250,용두,2022-04,130251
916,3,309,지축,2022-04,264167
917,3,310,구파발,2022-04,1103193
918,3,311,연신내(3),2022-04,1964463
919,3,312,불광(3),2022-04,927653
920,3,313,녹번,2022-04,790923
921,3,314,홍제,2022-04,950000
922,3,315,무악재,2022-04,217987
923,3,316,독립문,2022-04,414241
924,3,317,경복궁,2022-04,1237884
925,3,318,안국,2022-04,1233558
926,3,319,종로3가(3),2022-04,567605
927,3,320,을지로3가(3),2022-04,533893
928,3,322,동대입구,2022-04,535715
929,3,323,약수(3),2022-04,698375
930,3,324,금호,2022-04,417959
931,3,325,옥수,2022-04,510697
932,3,326,압구정,2022-04,1711340
933,3,327,신사,2022-04,1675337
934,3,328,잠원,2022-04,261733
935,3,329,고속터미널(3),2022-04,2448269
936,3,330,교대(3),2022-04,605781
937,3,331,남부터미널,2022-04,1553710
938,3,332,양재,2022-04,2034818
939,3,333,매봉,2022-04,622070
940,3,334,도곡,2022-04,289661
941,3,335,대치,2022-04,580535
942,3,336,학여울,2022-04,128442
943,3,337,대청,2022-04,512627
944,3,338,일원,2022-04,517953
945,3,339,수서,2022-04,964748
946,3,340,가락시장(3),2022-04,471530
947,3,341,경찰병원,2022-04,372576
948,3,342,오금(3),2022-04,317536
949,4,409,당고개,2022-04,489298
950,4,410,상계,2022-04,1039364
951,4,411,노원(4),2022-04,1119133
952,4,412,창동,2022-04,1442960
953,4,413,쌍문,2022-04,1525485
954,4,414,수유,2022-04,1863624
955,4,415,미아,2022-04,814247
956,4,416,미아사거리,2022-04,1485585
957,4,417,길음,2022-04,1130849
958,4,418,성신여대입구,2022-04,1125479
959,4,419,한성대입구,2022-04,774158
960,4,420,혜화,2022-04,1827299
961,4,421,동대문(4),2022-04,1054234
962,4,422,동대문역사문화공원(4),2022-04,755831
963,4,423,충무로(4),2022-04,1448121
964,4,424,명동,2022-04,1102552
965,4,425,회현,2022-04,1337780
966,4,426,서울역(4),2022-04,740762
967,4,427,숙대입구,2022-04,740210
968,4,428,삼각지(4),2022-04,294027
969,4,429,신용산,2022-04,861537
970,4,430,이촌,2022-04,450517
971,4,431,동작,2022-04,145251
972,4,432,이수(총신대입구),2022-04,1080582
973,4,433,사당(4),2022-04,1342144
974,4,434,남태령,2022-04,65609
975,5,2511,방화,2022-04,357144
976,5,2512,개화산,2022-04,299269
977,5,2513,김포공항(5),2022-04,426963
978,5,2514,송정,2022-04,351565
979,5,2515,마곡,2022-04,540689
980,5,2516,발산,2022-04,1099395
981,5,2517,우장산,2022-04,779387
982,5,2518,화곡,2022-04,1484663
983,5,2519,까치산(5),2022-04,1531237
984,5,2520,신정,2022-04,674944
985,5,2521,목동,2022-04,917674
986,5,2522,오목교,2022-04,1191521
987,5,2523,양평(5),2022-04,383067
988,5,2524,영등포구청(5),2022-04,218986
989,5,2525,영등포시장,2022-04,564432
990,5,2526,신길(5),2022-04,230668
991,5,2527,여의도(5),2022-04,1505346
992,5,2528,여의나루,2022-04,1169864
993,5,2529,마포,2022-04,747394
994,5,2530,공덕(5),2022-04,737872
995,5,2531,애오개,2022-04,352217
996,5,2532,충정로(5),2022-04,240974
997,5,2533,서대문,2022-04,960747
998,5,2534,광화문,2022-04,1538082
999,5,2535,종로3가(5),2022-04,724423
1000,5,2536,을지로4가(5),2022-04,318201
1001,5,2537,동대문역사문화공원(5),2022-04,148589
1002,5,2538,청구(5),2022-04,203662
1003,5,2539,신금호,2022-04,353518
1004,5,2540,행당,2022-04,409244
1005,5,2541,왕십리(5),2022-04,274346
1006,5,2542,마장,2022-04,302240
1007,5,2543,답십리,2022-04,833868
1008,5,2544,장한평,2022-04,971955
1009,5,2545,군자(5),2022-04,645881
1010,5,2546,아차산,2022-04,882823
1011,5,2547,광나루,2022-04,720840
1012,5,2548,천호(5),2022-04,1013745
1013,5,2549,강동,2022-04,983501
1014,5,2550,길동,2022-04,438033
1015,5,2551,굽은다리,2022-04,501125
1016,5,2552,명일,2022-04,481541
1017,5,2553,고덕,2022-04,509639
1018,5,2554,상일동,2022-04,763840
1019,5,2555,둔촌동,2022-04,455719
1020,5,2556,올림픽공원(5),2022-04,233860
1021,5,2557,방이,2022-04,387573
1022,5,2558,오금(5),2022-04,199082
1023,5,2559,개롱,2022-04,349983
1024,5,2560,거여,2022-04,531185
1025,5,2561,마천,2022-04,385368
1026,5,2562,강일,2022-04,222731
1027,5,2563,미사,2022-04,887935
1028,5,2564,하남풍산,2022-04,229695
1029,5,2565,하남시청,2022-04,376036
1030,5,2566,하남검단산,2022-04,330875
1031,6,2611,응암,2022-04,965621
1032,6,2612,역촌,2022-04,215437
1033,6,2613,불광(6),2022-04,242220
1034,6,2614,독바위,2022-04,156417
1035,6,2616,구산,2022-04,362465
1036,6,2617,새절,2022-04,690957
1037,6,2618,증산,2022-04,555615
1038,6,2619,디지털미디어시티(6),2022-04,746365
1039,6,2620,월드컵경기장,2022-04,289987
1040,6,2621,마포구청,2022-04,714125
1041,6,2622,망원,2022-04,820983
1042,6,2623,합정(6),2022-04,743776
1043,6,2624,상수,2022-04,533434
1044,6,2625,광흥창,2022-04,464096
1045,6,2626,대흥,2022-04,456482
1046,6,2627,공덕(6),2022-04,927407
1047,6,2628,효창공원앞,2022-04,372031
1048,6,2629,삼각지(6),2022-04,339665
1049,6,2630,녹사평,2022-04,293448
1050,6,2631,이태원,2022-04,693895
1051,6,2632,한강진,2022-04,507519
1052,6,2633,버티고개,2022-04,115302
1053,6,2634,약수(6),2022-04,194676
1054,6,2635,청구(6),2022-04,202495
1055,6,2636,신당(6),2022-04,464531
1056,6,2637,동묘앞(6),2022-04,459403
1057,6,2638,창신,2022-04,177070
1058,6,2639,보문,2022-04,383554
1059,6,2640,안암,2022-04,677803
1060,6,2641,고려대,2022-04,447844
1061,6,2642,월곡,2022-04,636159
1062,6,2643,상월곡,2022-04,327948
1063,6,2644,돌곶이,2022-04,493593
1064,6,2645,석계(6),2022-04,689650
1065,6,2646,태릉입구(6),2022-04,324763
1066,6,2647,화랑대,2022-04,581397
1067,6,2648,봉화산,2022-04,462663
1068,7,2711,장암,2022-04,94399
1069,7,2712,도봉산(7),2022-04,579965
1070,7,2713,수락산,2022-04,701959
1071,7,2714,마들,2022-04,672534
1072,7,2715,노원(7),2022-04,1076591
1073,7,2716,중계,2022-04,755920
1074,7,2717,하계,2022-04,950254
1075,7,2718,공릉,2022-04,692185
1076,7,2719,태릉입구(7),2022-04,480603
1077,7,2720,먹골,2022-04,543837
1078,7,2721,중화,2022-04,579320
1079,7,2722,상봉(7),2022-04,894013
1080,7,2723,면목,2022-04,862391
1081,7,2724,사가정,2022-04,884769
1082,7,2725,용마산,2022-04,334048
1083,7,2726,중곡,2022-04,565344
1084,7,2727,군자(7),2022-04,727173
1085,7,2728,어린이대공원,2022-04,859304
1086,7,2729,건대입구(7),2022-04,742082
1087,7,2730,뚝섬유원지,2022-04,687248
1088,7,2731,청담,2022-04,1045821
1089,7,2732,강남구청,2022-04,869636
1090,7,2733,학동,2022-04,1215388
1091,7,2734,논현,2022-04,1063003
1092,7,2735,반포,2022-04,314130
1093,7,2736,고속터미널(7),2022-04,819779
1094,7,2737,내방,2022-04,748218
1095,7,2738,이수(7),2022-04,841690
1096,7,2739,남성,2022-04,575812
1097,7,2740,숭실대입구,2022-04,774144
1098,7,2741,상도,2022-04,590157
1099,7,2742,장승배기,2022-04,473905
1100,7,2743,신대방삼거리,2022-04,876835
1101,7,2744,보라매,2022-04,535436
1102,7,2745,신풍,2022-04,623626
1103,7,2746,대림(7),2022-04,443639
1104,7,2747,남구로,2022-04,814142
1105,7,2748,가산디지털단지(7),2022-04,2145932
1106,7,2749,철산,2022-04,1141834
1107,7,2750,광명사거리,2022-04,1200377
1108,7,2751,천왕,2022-04,590906
1109,7,2752,온수(7),2022-04,552936
1110,8,2811,암사,2022-04,950610
1111,8,2812,천호(8),2022-04,874555
1112,8,2813,강동구청,2022-04,548141
1113,8,2814,몽촌토성,2022-04,351405
1114,8,2815,잠실(8),2022-04,937807
1115,8,2816,석촌(8),2022-04,497901
1116,8,2817,송파,2022-04,434457
1117,8,2818,가락시장(8),2022-04,435830
1118,8,2819,문정,2022-04,1096059
1119,8,2820,장지,2022-04,909719
1120,8,2821,복정(8),2022-04,492695
1121,8,2822,산성,2022-04,305590
1122,8,2823,남한산성입구,2022-04,779066
1123,8,2824,단대오거리,2022-04,591424
1124,8,2825,신흥,2022-04,241733
1125,8,2826,수진,2022-04,285229
1126,8,2827,모란(8),2022-04,255825
1127,8,2828,남위례,2022-04,272562
1128,9,4126,언주,2022-04,311201
1129,9,4127,선정릉,2022-04,284319
1130,9,4128,삼성중앙,2022-04,200860
1131,9,4129,봉은사,2022-04,502149
1132,9,4130,종합운동장(9),2022-04,137780
1133,9,4131,삼전,2022-04,227140
1134,9,4132,석촌고분,2022-04,201444
1135,9,4133,석촌(9),2022-04,297612
1136,9,4134,송파나루,2022-04,191267
1137,9,4135,한성백제,2022-04,93373
1138,9,4136,올림픽공원(9),2022-04,227266
1139,9,4137,둔촌오륜,2022-04,41861
1140,9,4138,중앙보훈병원,2022-04,323773
1141,1,150,서울역(1),2022-05,2767047
1142,1,151,시청(1),2022-05,1303216
1143,1,152,종각,2022-05,1985267
1144,1,153,종로3가(1),2022-05,1520565
1145,1,154,종로5가,2022-05,1350508
1146,1,155,동대문(1),2022-05,707278
1147,1,156,신설동(1),2022-05,796498
1148,1,157,제기동,2022-05,1036805
1149,1,158,청량리,2022-05,1242639
1150,1,159,동묘앞(1),2022-05,627918
1151,2,201,시청(2),2022-05,1235649
1152,2,202,을지로입구,2022-05,2223928
1153,2,203,을지로3가(2),2022-05,1274176
1154,2,204,을지로4가(2),2022-05,708776
1155,2,205,동대문역사문화공원(2),2022-05,832339
1156,2,206,신당(2),2022-05,852428
1157,2,207,상왕십리,2022-05,809856
1158,2,208,왕십리(2),2022-05,946767
1159,2,209,한양대,2022-05,850333
1160,2,210,뚝섬,2022-05,1342393
1161,2,211,성수,2022-05,2160388
1162,2,212,건대입구(2),2022-05,2409466
1163,2,213,구의,2022-05,1333922
1164,2,214,강변,2022-05,1938983
1165,2,215,잠실나루,2022-05,815225
1166,2,216,잠실(2),2022-05,4380830
1167,2,217,잠실새내,2022-05,1290105
1168,2,218,종합운동장(2),2022-05,913850
1169,2,219,삼성,2022-05,2887191
1170,2,220,선릉,2022-05,2798331
1171,2,221,역삼,2022-05,2798202
1172,2,222,강남,2022-05,4710233
1173,2,223,교대(2),2022-05,1979870
1174,2,224,서초,2022-05,1186801
1175,2,225,방배,2022-05,1068585
1176,2,226,사당(2),2022-05,2472075
1177,2,227,낙성대,2022-05,1608307
1178,2,228,서울대입구,2022-05,2813426
1179,2,229,봉천,2022-05,1318615
1180,2,230,신림,2022-05,3685454
1181,2,231,신대방,2022-05,1559935
1182,2,232,구로디지털단지,2022-05,3254307
1183,2,233,대림(2),2022-05,1448459
1184,2,234,신도림,2022-05,2897439
1185,2,235,문래,2022-05,1233429
1186,2,236,영등포구청(2),2022-05,1245142
1187,2,237,당산,2022-05,1192248
1188,2,238,합정(2),2022-05,1996039
1189,2,239,홍대입구,2022-05,3889773
1190,2,240,신촌,2022-05,2109407
1191,2,241,이대,2022-05,858117
1192,2,242,아현,2022-05,604726
1193,2,243,충정로(2),2022-05,570625
1194,2,244,용답,2022-05,191116
1195,2,245,신답,2022-05,102936
1196,2,246,신설동(2),2022-05,219883
1197,2,247,도림천,2022-05,77548
1198,2,248,양천구청,2022-05,410906
1199,2,249,신정네거리,2022-05,619423
1200,2,250,용두,2022-05,137172
1201,3,309,지축,2022-05,293781
1202,3,310,구파발,2022-05,1244129
1203,3,311,연신내(3),2022-05,2123950
1204,3,312,불광(3),2022-05,1024351
1205,3,313,녹번,2022-05,858178
1206,3,314,홍제,2022-05,1040631
1207,3,315,무악재,2022-05,237163
1208,3,316,독립문,2022-05,467059
1209,3,317,경복궁,2022-05,1722421
1210,3,318,안국,2022-05,1465682
1211,3,319,종로3가(3),2022-05,629013
1212,3,320,을지로3가(3),2022-05,596252
1213,3,322,동대입구,2022-05,570912
1214,3,323,약수(3),2022-05,756446
1215,3,324,금호,2022-05,450906
1216,3,325,옥수,2022-05,561907
1217,3,326,압구정,2022-05,1869988
1218,3,327,신사,2022-05,1812919
1219,3,328,잠원,2022-05,286917
1220,3,329,고속터미널(3),2022-05,2907989
1221,3,330,교대(3),2022-05,667252
1222,3,331,남부터미널,2022-05,1727340
1223,3,332,양재,2022-05,2232884
1224,3,333,매봉,2022-05,674436
1225,3,334,도곡,2022-05,314054
1226,3,335,대치,2022-05,650592
1227,3,336,학여울,2022-05,170488
1228,3,337,대청,2022-05,557600
1229,3,338,일원,2022-05,568665
1230,3,339,수서,2022-05,1060775
1231,3,340,가락시장(3),2022-05,511298
1232,3,341,경찰병원,2022-05,402102
1233,3,342,오금(3),2022-05,342347
1234,4,409,당고개,2022-05,534878
1235,4,410,상계,2022-05,1121357
1236,4,411,노원(4),2022-05,1243244
1237,4,412,창동,2022-05,1582495
1238,4,413,쌍문,2022-05,1646754
1239,4,414,수유,2022-05,2026929
1240,4,415,미아,2022-05,876158
1241,4,416,미아사거리,2022-05,1614568
1242,4,417,길음,2022-05,1273633
1243,4,418,성신여대입구,2022-05,1249610
1244,4,419,한성대입구,2022-05,869472
1245,4,420,혜화,2022-05,2125352
1246,4,421,동대문(4),2022-05,1160456
1247,4,422,동대문역사문화공원(4),2022-05,849990
1248,4,423,충무로(4),2022-05,1556695
1249,4,424,명동,2022-05,1270961
1250,4,425,회현,2022-05,1500203
1251,4,426,서울역(4),2022-05,875094
1252,4,427,숙대입구,2022-05,825683
1253,4,428,삼각지(4),2022-05,349119
1254,4,429,신용산,2022-05,1025158
1255,4,430,이촌,2022-05,594334
1256,4,431,동작,2022-05,149627
1257,4,432,이수(총신대입구),2022-05,1186501
1258,4,433,사당(4),2022-05,1510679
1259,4,434,남태령,2022-05,76093
1260,5,2511,방화,2022-05,391485
1261,5,2512,개화산,2022-05,322899
1262,5,2513,김포공항(5),2022-05,486946
1263,5,2514,송정,2022-05,378883
1264,5,2515,마곡,2022-05,586377
1265,5,2516,발산,2022-05,1205626
1266,5,2517,우장산,2022-05,848463
1267,5,2518,화곡,2022-05,1600168
1268,5,2519,까치산(5),2022-05,1648636
1269,5,2520,신정,2022-05,724611
1270,5,2521,목동,2022-05,998657
1271,5,2522,오목교,2022-05,1305528
1272,5,2523,양평(5),2022-05,402221
1273,5,2524,영등포구청(5),2022-05,234410
1274,5,2525,영등포시장,2022-05,607056
1275,5,2526,신길(5),2022-05,244323
1276,5,2527,여의도(5),2022-05,1560412
1277,5,2528,여의나루,2022-05,1104607
1278,5,2529,마포,2022-05,794693
1279,5,2530,공덕(5),2022-05,797389
1280,5,2531,애오개,2022-05,374077
1281,5,2532,충정로(5),2022-05,251614
1282,5,2533,서대문,2022-05,1055575
1283,5,2534,광화문,2022-05,1771165
1284,5,2535,종로3가(5),2022-05,839188
1285,5,2536,을지로4가(5),2022-05,343519
1286,5,2537,동대문역사문화공원(5),2022-05,160143
1287,5,2538,청구(5),2022-05,219444
1288,5,2539,신금호,2022-05,381949
1289,5,2540,행당,2022-05,444482
1290,5,2541,왕십리(5),2022-05,297492
1291,5,2542,마장,2022-05,328602
1292,5,2543,답십리,2022-05,895612
1293,5,2544,장한평,2022-05,1034396
1294,5,2545,군자(5),2022-05,702228
1295,5,2546,아차산,2022-05,947072
1296,5,2547,광나루,2022-05,797813
1297,5,2548,천호(5),2022-05,1129281
1298,5,2549,강동,2022-05,1052331
1299,5,2550,길동,2022-05,474910
1300,5,2551,굽은다리,2022-05,558113
1301,5,2552,명일,2022-05,527278
1302,5,2553,고덕,2022-05,562134
1303,5,2554,상일동,2022-05,833107
1304,5,2555,둔촌동,2022-05,483796
1305,5,2556,올림픽공원(5),2022-05,275787
1306,5,2557,방이,2022-05,420370
1307,5,2558,오금(5),2022-05,214007
1308,5,2559,개롱,2022-05,380877
1309,5,2560,거여,2022-05,584144
1310,5,2561,마천,2022-05,421377
1311,5,2562,강일,2022-05,253843
1312,5,2563,미사,2022-05,971471
1313,5,2564,하남풍산,2022-05,247367
1314,5,2565,하남시청,2022-05,419618
1315,5,2566,하남검단산,2022-05,372652
1316,6,2611,응암,2022-05,1021034
1317,6,2612,역촌,2022-05,233231
1318,6,2613,불광(6),2022-05,264444
1319,6,2614,독바위,2022-05,167434
1320,6,2616,구산,2022-05,387755
1321,6,2617,새절,2022-05,735190
1322,6,2618,증산,2022-05,593450
1323,6,2619,디지털미디어시티(6),2022-05,830650
1324,6,2620,월드컵경기장,2022-05,373402
1325,6,2621,마포구청,2022-05,777594
1326,6,2622,망원,2022-05,890379
1327,6,2623,합정(6),2022-05,826377
1328,6,2624,상수,2022-05,603467
1329,6,2625,광흥창,2022-05,509867
1330,6,2626,대흥,2022-05,507454
1331,6,2627,공덕(6),2022-05,1015900
1332,6,2628,효창공원앞,2022-05,408856
1333,6,2629,삼각지(6),2022-05,413664
1334,6,2630,녹사평,2022-05,336464
1335,6,2631,이태원,2022-05,809838
1336,6,2632,한강진,2022-05,590845
1337,6,2633,버티고개,2022-05,128886
1338,6,2634,약수(6),2022-05,211364
1339,6,2635,청구(6),2022-05,212311
1340,6,2636,신당(6),2022-05,494671
1341,6,2637,동묘앞(6),2022-05,510563
1342,6,2638,창신,2022-05,192797
1343,6,2639,보문,2022-05,423302
1344,6,2640,안암,2022-05,811649
1345,6,2641,고려대,2022-05,509071
1346,6,2642,월곡,2022-05,697129
1347,6,2643,상월곡,2022-05,362857
1348,6,2644,돌곶이,2022-05,537547
1349,6,2645,석계(6),2022-05,752411
1350,6,2646,태릉입구(6),2022-05,420844
1351,6,2647,화랑대,2022-05,640461
1352,6,2648,봉화산,2022-05,503234
1353,7,2711,장암,2022-05,103344
1354,7,2712,도봉산(7),2022-05,633332
1355,7,2713,수락산,2022-05,767994
1356,7,2714,마들,2022-05,730064
1357,7,2715,노원(7),2022-05,1198634
1358,7,2716,중계,2022-05,819126
1359,7,2717,하계,2022-05,1027131
1360,7,2718,공릉,2022-05,744316
1361,7,2719,태릉입구(7),2022-05,612415
1362,7,2720,먹골,2022-05,595272
1363,7,2721,중화,2022-05,633265
1364,7,2722,상봉(7),2022-05,974861
1365,7,2723,면목,2022-05,920080
1366,7,2724,사가정,2022-05,954259
1367,7,2725,용마산,2022-05,357602
1368,7,2726,중곡,2022-05,607200
1369,7,2727,군자(7),2022-05,780860
1370,7,2728,어린이대공원,2022-05,982753
1371,7,2729,건대입구(7),2022-05,827908
1372,7,2730,뚝섬유원지,2022-05,778982
1373,7,2731,청담,2022-05,1128785
1374,7,2732,강남구청,2022-05,931166
1375,7,2733,학동,2022-05,1293212
1376,7,2734,논현,2022-05,1135763
1377,7,2735,반포,2022-05,346472
1378,7,2736,고속터미널(7),2022-05,943840
1379,7,2737,내방,2022-05,815259
1380,7,2738,이수(7),2022-05,925772
1381,7,2739,남성,2022-05,626883
1382,7,2740,숭실대입구,2022-05,839642
1383,7,2741,상도,2022-05,654800
1384,7,2742,장승배기,2022-05,514802
1385,7,2743,신대방삼거리,2022-05,937854
1386,7,2744,보라매,2022-05,577402
1387,7,2745,신풍,2022-05,675514
1388,7,2746,대림(7),2022-05,502440
1389,7,2747,남구로,2022-05,872942
1390,7,2748,가산디지털단지(7),2022-05,2262202
1391,7,2749,철산,2022-05,1249492
1392,7,2750,광명사거리,2022-05,1285183
1393,7,2751,천왕,2022-05,637177
1394,7,2752,온수(7),2022-05,593504
1395,8,2811,암사,2022-05,1020450
1396,8,2812,천호(8),2022-05,943770
