ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
2837,C,Ship,4,1,151,2,low,F,47,1682,1
7692,F,Ship,4,3,140,2,medium,F,2,5042,0
10196,F,Ship,4,3,264,6,medium,F,10,1962,1
7089,A,Ship,4,1,214,5,medium,M,9,5801,0
581,C,Ship,3,3,214,2,low,M,21,3342,1
9385,D,Ship,4,1,184,7,medium,F,6,4956,0
7715,C,Ship,5,2,228,5,low,M,6,1726,1
10425,A,Flight,5,5,272,2,low,M,1,4883,1
5880,F,Road,3,3,244,3,low,M,6,5109,0
3880,B,Ship,5,2,175,3,low,M,1,4019,0
3415,D,Road,3,1,258,4,medium,F,6,5365,1
2309,C,Road,3,2,268,3,low,M,30,2867,1
3417,A,Road,3,4,148,4,medium,F,9,5301,0
4682,F,Ship,5,4,139,2,medium,F,2,4217,1
455,C,Ship,4,5,133,3,low,F,53,1467,1
9367,D,Ship,4,3,189,3,medium,F,4,5613,1
4109,C,Flight,3,5,132,3,medium,F,4,4212,0
1186,B,Ship,2,3,176,5,low,M,29,1254,1
1758,F,Road,4,3,217,3,low,M,51,3144,1
2175,A,Road,3,5,166,3,low,F,1,1366,1
5404,B,Ship,5,3,192,3,medium,F,6,4037,1
5910,F,Ship,4,1,198,4,low,F,5,5182,0
6579,A,Flight,2,1,164,5,low,F,8,1886,0
9521,C,Ship,5,1,203,3,low,M,10,4750,0
7759,D,Ship,5,4,217,5,low,F,5,1360,1
9515,C,Ship,3,4,255,3,medium,F,10,5291,1
9129,A,Ship,3,1,250,3,low,F,7,4760,0
425,C,Flight,4,1,203,4,low,M,34,3813,1
7540,B,Flight,6,3,218,3,low,M,6,4594,0
1299,A,Ship,3,5,171,3,low,F,49,1333,1
8697,A,Ship,5,4,255,3,low,F,1,5775,1
8329,D,Ship,4,2,228,5,low,M,6,1718,0
9549,A,Ship,4,1,173,2,low,M,5,4688,0
4767,A,Ship,5,4,199,4,medium,M,2,4902,1
10762,B,Ship,5,1,220,5,low,F,4,1156,1
6987,A,Flight,3,2,223,4,medium,M,3,5374,0
4345,D,Ship,3,3,116,5,low,F,6,4524,0
2540,F,Ship,2,5,252,2,low,F,21,2070,1
760,B,Ship,3,3,202,3,medium,F,35,3986,1
2704,B,Ship,3,4,185,2,low,F,62,2849,1
6476,F,Ship,3,2,270,6,medium,F,10,4725,1
3380,F,Ship,2,2,162,3,high,M,10,4489,1
3667,D,Ship,4,4,274,3,high,F,3,4202,1
6608,F,Ship,3,5,250,2,low,F,9,1205,0
7860,F,Ship,5,2,189,2,medium,M,2,4636,1
10626,F,Ship,3,2,228,2,medium,M,2,5640,0
7140,F,Flight,5,1,262,6,medium,M,1,1696,0
5941,D,Ship,4,5,212,2,medium,M,10,4552,0
2675,C,Ship,4,3,183,2,low,F,32,3709,1
3198,F,Ship,4,5,296,2,medium,M,1,1678,0
3082,B,Ship,4,3,134,2,medium,F,29,1010,1
4721,C,Ship,4,2,152,2,low,M,7,5026,0
3551,C,Road,3,1,169,2,medium,F,1,4783,1
6841,D,Road,4,5,142,2,low,M,2,4472,0
5339,C,Flight,2,5,254,2,low,M,10,5718,1
3100,B,Ship,3,4,172,3,low,M,32,1943,1
9674,F,Ship,5,3,267,5,low,F,1,1505,0
6434,F,Road,3,4,159,3,high,M,4,4756,1
4520,F,Flight,5,5,132,3,low,M,3,4263,0
10808,F,Road,5,5,223,6,medium,F,10,1711,0
10493,C,Ship,4,1,153,3,medium,M,5,5952,0
8079,A,Flight,2,1,155,2,low,M,2,5661,1
5796,F,Ship,4,5,142,2,medium,F,9,5425,1
166,B,Ship,3,3,166,4,medium,F,17,1498,1
1176,F,Ship,3,1,263,3,low,M,25,3689,1
4829,C,Ship,5,4,216,2,low,F,6,4535,0
1595,C,Ship,3,2,148,4,medium,F,38,1322,1
8765,C,Flight,4,1,156,2,medium,M,4,5225,0
9994,B,Road,5,2,271,4,low,F,4,4066,0
2437,D,Ship,3,1,169,2,medium,F,19,1183,1
168,F,Ship,4,5,152,3,low,M,43,1709,1
5680,B,Ship,3,4,205,3,high,F,1,5407,0
1020,F,Ship,3,2,261,5,medium,M,45,2488,1
4655,C,Flight,2,5,271,2,low,F,5,5164,1
8182,B,Ship,4,5,164,4,low,F,4,5736,0
2033,C,Road,3,4,195,2,medium,F,32,3719,1
5229,A,Ship,5,1,233,3,low,M,10,5289,0
19,D,Ship,5,5,239,3,high,M,18,2495,1
3195,A,Ship,3,1,273,6,low,M,1,1293,0
2679,A,Ship,5,3,210,2,low,M,19,3920,1
4748,F,Ship,5,5,232,7,medium,M,6,5139,0
8657,C,Ship,7,5,265,4,low,F,1,1601,0
1463,C,Ship,5,1,248,3,low,M,37,3830,1
8406,F,Ship,5,3,135,3,medium,F,5,4484,0
5844,F,Ship,4,5,134,6,medium,M,7,4881,1
1362,F,Road,3,4,240,3,low,F,28,2356,1
9559,D,Ship,3,5,157,4,medium,F,2,4640,0
1290,F,Ship,3,3,141,3,medium,M,10,1751,1
10010,F,Flight,4,1,269,3,low,F,3,4409,1
4010,F,Ship,5,1,185,2,medium,F,10,5973,1
6161,C,Flight,4,5,210,2,medium,M,5,5683,0
4524,F,Flight,3,1,170,3,low,M,3,4454,1
5394,F,Ship,5,1,186,4,medium,M,5,5239,0
2168,F,Road,3,2,151,2,low,M,26,1793,1
5055,A,Road,3,4,186,3,high,M,1,5922,1
614,F,Ship,4,5,247,2,medium,F,18,2404,1
8535,A,Ship,4,3,134,4,low,F,5,4507,1
10200,F,Ship,4,3,248,5,low,F,7,1789,1
3218,F,Ship,4,1,164,4,low,M,6,4432,1
10119,A,Road,4,5,163,3,medium,F,2,4887,0
10475,C,Ship,3,4,236,4,medium,M,2,1016,0
2780,F,Ship,5,4,167,7,medium,F,43,1619,1
9121,D,Ship,3,2,150,10,low,F,6,5580,0
2827,D,Ship,2,3,172,3,medium,F,11,1522,1
5026,B,Ship,6,5,292,4,low,M,4,1762,1
3480,F,Ship,3,1,193,4,low,M,5,4700,0
9332,F,Flight,4,5,167,4,low,M,3,4658,0
1356,F,Road,3,4,218,3,medium,F,4,3534,1
7268,F,Flight,5,4,233,3,low,M,6,4275,1
9326,F,Flight,4,1,271,4,medium,F,2,4133,1
1825,D,Ship,4,5,260,3,low,F,14,2071,1
5079,A,Flight,4,3,181,3,medium,M,10,4541,1
509,C,Ship,4,5,192,2,medium,F,36,2497,1
10129,D,Road,5,2,130,4,high,M,4,4371,0
5321,C,Road,4,4,186,3,low,F,2,4430,0
2271,A,Ship,4,2,251,3,low,F,10,3517,1
2366,F,Ship,3,3,178,2,medium,M,4,1778,1
7874,F,Ship,3,1,202,3,medium,F,7,5818,0
2056,B,Flight,5,3,228,3,medium,F,38,3631,1
8588,F,Ship,4,5,239,3,low,M,6,5154,1
9650,F,Ship,5,2,192,7,medium,M,2,4045,1
6355,D,Ship,5,4,140,4,low,M,3,4018,0
9592,B,Flight,4,1,173,5,low,F,5,5049,1
616,B,Ship,4,1,177,4,medium,F,33,1049,1
8250,F,Ship,5,1,103,5,low,F,10,5413,1
4991,C,Ship,2,3,198,2,medium,F,6,1996,0
1972,B,Ship,4,4,240,3,low,F,62,3478,1
2093,C,Ship,5,4,178,7,medium,M,52,1824,1
7006,B,Ship,3,5,141,2,medium,F,9,5000,0
50,F,Ship,5,3,216,3,low,F,40,2146,1
4366,B,Road,5,2,260,6,high,M,10,4087,1
10713,A,Ship,4,2,233,5,low,F,8,1097,0
9049,D,Flight,4,1,177,3,medium,F,6,5215,0
7102,B,Road,5,2,223,5,medium,M,5,1484,1
4197,A,Ship,4,3,216,2,low,F,6,4005,0
694,B,Flight,3,3,207,7,medium,M,19,2182,1
6191,C,Ship,4,5,180,2,medium,F,1,4332,0
1282,B,Ship,3,3,110,3,low,M,7,1235,1
2008,B,Ship,4,3,154,3,medium,M,52,1432,1
407,C,Flight,4,1,180,2,low,M,23,1193,1
3852,F,Flight,2,3,263,3,medium,F,10,4779,0
5268,F,Ship,6,2,301,5,medium,M,3,1844,1
6981,A,Road,4,1,205,5,low,M,10,4944,0
9626,F,Ship,7,4,301,4,low,F,1,1150,0
9438,F,Road,5,5,275,3,low,F,9,1691,1
5405,C,Ship,4,3,190,4,medium,M,4,4102,1
4178,F,Ship,4,5,149,3,low,M,9,4953,1
1313,C,Ship,2,2,139,3,medium,F,23,1283,1
1003,D,Ship,3,3,241,5,low,M,8,2182,1
3353,C,Ship,4,3,244,2,low,M,10,4486,1
122,F,Road,3,3,205,3,medium,F,19,2167,1
6493,D,Ship,6,1,300,5,low,F,10,1787,0
2484,F,Ship,6,3,167,6,low,F,15,1278,1
1818,F,Ship,4,1,144,4,low,F,63,1881,1
2854,B,Road,4,4,158,3,low,F,61,1507,1
594,F,Ship,3,2,200,2,medium,F,46,3174,1
2410,B,Ship,3,2,180,2,low,F,6,1811,1
5482,B,Flight,3,5,162,3,medium,M,1,4480,0
4653,A,Road,5,1,238,4,medium,M,10,4668,0
1809,A,Ship,4,1,151,5,high,M,28,1148,1
186,F,Ship,3,2,209,3,medium,M,54,3001,1
8413,D,Ship,4,4,273,2,low,M,1,5759,1
8891,C,Road,6,5,282,4,low,M,4,1035,0
8251,D,Ship,5,1,184,3,low,F,10,4674,1
8889,A,Road,4,1,231,5,medium,F,10,1144,0
8274,F,Ship,7,2,247,4,medium,F,9,1096,1
5667,A,Ship,5,3,280,4,medium,F,4,5192,0
10106,F,Ship,5,5,265,3,low,M,3,5637,0
2501,C,Ship,4,3,209,6,low,F,59,2622,1
7423,D,Ship,6,1,255,4,low,M,9,1575,0
9986,F,Road,4,4,233,3,low,M,9,4300,1
10686,F,Flight,3,5,133,4,low,M,10,4151,0
10620,F,Ship,4,1,270,2,low,M,4,4369,0
2169,A,Road,3,1,164,2,low,M,2,1104,1
7753,D,Ship,5,5,272,5,medium,F,5,1868,1
1253,C,Ship,5,5,226,3,medium,F,65,3840,1
7586,F,Ship,5,5,260,3,medium,M,8,4586,1
8937,A,Ship,4,3,225,5,medium,M,3,1224,0
2153,C,Ship,4,2,191,2,low,M,11,3985,1
4128,F,Ship,5,2,176,4,low,M,2,4893,0
7525,D,Road,4,3,165,2,medium,M,10,4351,0
684,F,Flight,4,5,137,4,high,M,29,1262,1
177,A,Ship,4,5,192,3,high,M,20,3872,1
3453,A,Ship,5,1,123,2,low,F,9,5497,0
10415,C,Flight,4,5,259,5,medium,M,2,1066,1
6383,C,Ship,4,1,214,2,low,F,10,4447,0
6694,B,Road,3,5,213,4,medium,M,9,5550,1
10255,D,Road,3,5,217,3,medium,M,3,5433,0
7070,F,Ship,4,3,143,2,medium,M,1,4402,1
10514,F,Ship,3,4,205,3,low,F,7,4490,0
9967,D,Ship,6,5,310,4,medium,F,10,1553,0
10747,D,Ship,4,4,252,5,medium,M,1,1539,1
4527,A,Flight,4,1,148,8,medium,M,5,4851,1
8493,A,Flight,4,5,150,3,low,M,5,4512,0
3707,C,Flight,3,2,274,2,medium,M,5,5161,0
3185,C,Ship,4,3,159,5,low,M,4,4666,1
851,C,Ship,4,2,170,2,low,F,1,1446,1
2281,D,Ship,4,4,223,10,low,M,24,3271,1
5757,A,Flight,6,1,266,4,medium,F,2,1862,1
3790,B,Ship,3,1,154,10,medium,F,3,4524,0
1262,F,Ship,4,1,258,3,medium,F,4,3686,1
9442,B,Road,4,1,238,5,medium,F,3,1913,0
7176,F,Ship,4,4,242,6,low,F,9,1192,1
304,B,Ship,4,3,222,2,medium,M,55,3833,1
4107,A,Flight,6,1,274,5,low,F,8,4292,1
10741,D,Ship,4,3,192,4,low,F,3,1406,1
3379,D,Ship,4,2,161,4,low,F,10,5322,0
9912,F,Ship,5,5,267,5,low,F,1,1352,1
7410,F,Flight,5,4,266,5,medium,M,8,1592,1
3133,D,Road,3,5,251,3,low,F,21,2476,1
2121,A,Ship,5,4,177,2,low,M,14,1735,1
956,F,Flight,4,5,209,8,medium,F,59,2948,1
2454,F,Road,4,5,184,3,low,F,64,3812,1
9309,A,Road,4,4,155,3,medium,F,6,5778,1
8732,F,Ship,5,2,238,2,low,M,5,5703,0
5758,B,Flight,4,2,233,4,low,M,7,1861,0
11,C,Flight,3,4,189,2,medium,M,12,2888,1
4981,D,Ship,3,1,165,3,high,F,10,4208,0
10026,F,Ship,3,4,189,3,high,M,2,5464,0
1514,F,Flight,3,5,130,5,low,F,27,1891,1
5457,A,Road,3,5,240,8,low,M,9,4436,1
6392,F,Ship,3,2,239,3,low,F,10,4486,0
5369,C,Ship,3,4,175,2,medium,M,9,5643,1
2771,C,Ship,4,4,132,4,medium,F,44,1692,1
2552,F,Ship,3,5,270,2,medium,F,46,2716,1
2237,C,Ship,4,2,275,3,medium,M,26,2449,1
2653,D,Ship,3,3,158,3,low,F,20,1431,1
9879,A,Flight,4,2,258,5,medium,M,2,1494,0
10563,A,Flight,3,5,190,5,high,F,7,4457,0
8491,D,Flight,4,1,194,2,medium,F,1,4198,0
9166,B,Road,5,2,227,6,medium,F,6,1620,0
2641,D,Ship,4,5,137,2,medium,F,14,1796,1
5483,C,Flight,5,4,217,2,medium,M,4,4380,1
4660,B,Flight,5,3,191,2,medium,M,7,5783,1
6573,A,Flight,7,5,302,4,low,M,3,1597,1
6305,C,Flight,6,5,252,4,low,F,2,1249,0
1898,F,Road,4,1,226,7,low,M,41,2964,1
10034,F,Ship,4,2,198,2,high,M,2,5662,0
7367,C,Ship,5,3,251,3,medium,F,8,4228,1
9813,A,Ship,4,3,253,3,low,F,5,5703,0
5011,D,Ship,4,3,196,3,low,F,10,4194,1
314,F,Ship,4,3,272,3,medium,M,38,3705,1
4296,F,Ship,6,5,185,3,high,F,1,5399,1
9917,C,Ship,6,2,298,4,low,M,2,1648,0
5803,D,Ship,3,4,187,3,low,M,7,5417,0
8957,C,Ship,3,5,218,4,low,M,4,5330,0
2104,B,Ship,3,1,231,3,medium,F,33,2755,1
7082,F,Ship,4,3,260,3,low,F,5,5540,0
8252,F,Ship,5,3,226,2,high,F,6,5033,0
7333,D,Ship,3,3,218,3,medium,M,6,5288,1
10873,D,Ship,3,4,177,2,medium,M,3,4240,1
4248,F,Flight,3,5,161,3,low,M,2,4475,0
3261,A,Ship,4,5,273,3,low,F,1,5043,1
7248,F,Road,3,2,185,4,low,F,8,5545,0
5362,B,Ship,4,2,251,2,low,F,10,4898,1
9860,F,Flight,4,4,160,4,low,M,1,5520,1
682,B,Flight,3,4,273,2,medium,F,39,2651,1
7494,F,Ship,3,3,239,3,low,F,4,1399,0
7360,B,Ship,3,5,241,4,low,F,3,5051,0
8529,A,Ship,5,3,230,3,medium,F,7,4844,0
7411,D,Flight,6,4,290,4,low,F,3,1544,1
8394,F,Ship,6,4,152,3,low,M,10,4376,1
8604,F,Ship,6,5,308,4,low,M,4,1202,0
9527,C,Ship,4,2,241,6,medium,M,5,4880,1
10589,C,Ship,4,1,193,3,low,F,3,5919,0
5518,B,Ship,7,4,291,4,high,M,4,1248,1
1208,F,Road,3,1,100,3,low,F,17,1129,1
3599,C,Ship,3,4,183,2,low,M,3,4179,1
2196,F,Flight,3,5,169,3,medium,M,13,1934,1
8361,A,Flight,6,2,243,4,high,M,2,1665,1
834,F,Flight,3,4,145,6,medium,M,57,1949,1
7911,A,Ship,4,4,254,3,low,M,7,5637,0
106,B,Ship,4,2,144,3,medium,M,59,1588,1
4373,C,Road,3,3,190,3,medium,M,2,4468,1
4083,A,Ship,6,2,144,7,high,M,1,5501,0
1905,A,Road,4,5,277,5,medium,F,32,1055,1
5615,C,Flight,3,2,257,5,low,M,5,4130,1
1615,D,Ship,5,2,111,5,medium,M,3,1711,1
9027,A,Road,3,4,162,5,low,F,1,4240,1
4223,C,Road,5,4,168,4,medium,M,5,5580,0
6895,D,Ship,6,5,308,4,low,M,2,1125,1
523,D,Road,6,5,212,2,medium,M,38,2359,1
10687,D,Flight,5,4,184,5,low,F,5,4782,0
9888,F,Ship,5,2,243,5,medium,F,4,1385,0
5473,D,Road,4,1,241,3,low,M,4,4493,1
6870,F,Ship,4,2,273,5,low,F,4,1223,1
8813,C,Ship,3,1,242,8,medium,F,8,5401,0
2949,A,Ship,5,2,198,3,low,F,44,3706,1
8991,A,Ship,4,2,239,4,low,F,10,5528,1
6614,F,Ship,5,1,276,5,medium,M,5,1358,1
1255,D,Ship,3,1,203,4,medium,M,12,2779,1
3695,C,Flight,3,1,138,3,medium,F,7,5534,0
2900,F,Ship,3,2,175,2,medium,F,12,1817,1
3042,F,Ship,4,3,220,4,low,M,19,3602,1
7348,B,Ship,3,3,232,2,low,M,5,4255,1
10078,B,Ship,4,2,162,3,low,M,7,5614,0
2442,F,Road,4,5,133,3,medium,M,3,1403,1
959,C,Flight,4,1,161,2,high,F,21,1075,1
4964,F,Ship,5,1,164,3,low,M,7,4540,1
1744,B,Ship,6,2,143,5,low,M,17,1955,1
8729,C,Ship,3,4,238,2,medium,M,7,5974,0
556,B,Flight,5,4,189,5,low,M,3,3301,1
4656,F,Flight,5,2,102,5,medium,F,3,4784,0
9001,D,Ship,5,3,150,2,high,F,9,4446,0
7806,F,Flight,3,2,219,6,low,F,9,5263,1
5129,C,Ship,3,3,271,4,high,M,3,4006,1
2500,B,Ship,3,4,240,2,low,M,8,3883,1
678,F,Road,6,4,160,2,low,F,31,1689,1
8794,B,Ship,3,5,268,2,medium,F,10,5895,0
8624,F,Road,5,1,239,5,low,F,6,1815,0
3677,C,Road,4,2,273,5,low,F,1,5012,0
6819,A,Ship,4,5,223,5,medium,F,6,1579,1
7118,F,Road,6,5,247,6,medium,M,3,4832,0
4859,C,Ship,5,4,193,4,high,F,4,5757,1
10983,A,Ship,5,1,275,5,low,M,7,1623,1
9320,F,Flight,4,1,189,3,medium,M,5,4133,0
2891,C,Flight,4,5,187,5,medium,M,16,3781,1
7585,D,Ship,3,5,146,5,low,F,3,5489,0
9993,A,Road,6,3,223,2,medium,M,7,5007,0
1117,D,Ship,4,2,182,3,low,M,58,3943,1
7756,B,Ship,6,3,250,4,low,M,9,1618,0
1510,B,Flight,3,3,223,2,medium,M,30,3622,1
10792,B,Ship,4,2,259,5,medium,M,7,1042,1
9976,B,Road,4,2,238,5,medium,M,9,4618,0
6274,B,Ship,6,5,251,4,low,F,8,1038,0
6094,B,Ship,4,2,183,2,low,F,8,4921,0
2021,C,Ship,3,5,212,3,low,F,2,2456,1
625,D,Ship,4,3,265,3,low,F,65,3578,1
6123,A,Ship,5,4,275,2,medium,M,10,5395,1
7870,B,Ship,4,5,240,2,medium,M,6,5045,1
1499,C,Road,4,5,162,2,medium,M,62,1650,1
5081,C,Flight,5,3,217,2,low,F,4,5588,0
776,F,Ship,3,1,270,3,medium,F,61,3582,1
4528,B,Flight,3,1,174,6,medium,F,4,4910,1
3626,F,Ship,3,4,165,2,medium,F,8,4280,1
9956,F,Ship,4,3,264,5,low,F,2,1541,0
4961,C,Ship,2,4,158,5,medium,F,2,4303,1
5732,F,Road,3,4,191,5,medium,F,4,4243,1
660,F,Road,5,3,138,2,low,M,13,1056,1
9210,F,Ship,5,3,227,5,medium,F,9,4990,0
4469,C,Ship,3,1,193,3,medium,M,3,5154,0
4230,F,Road,5,4,172,4,medium,F,10,4659,1
10332,F,Ship,4,5,161,3,medium,F,2,5378,0
9505,D,Ship,4,4,251,3,medium,F,9,5350,1
10789,D,Ship,4,3,241,5,low,M,6,1324,0
2879,C,Flight,3,2,224,3,medium,M,63,2085,1
10581,A,Ship,3,1,235,3,low,F,9,5735,0
9620,F,Ship,6,5,117,7,medium,M,6,5529,1
1239,A,Flight,3,5,183,3,medium,F,44,3158,1
2431,D,Ship,3,5,113,2,low,F,19,1660,1
4887,A,Ship,4,2,160,2,high,F,5,4343,0
10286,F,Flight,4,2,107,2,low,F,8,4460,0
9933,A,Ship,4,2,228,5,low,F,3,1473,1
1096,B,Flight,4,2,199,3,low,M,23,2994,1
3763,D,Ship,6,4,237,5,medium,F,2,5437,1
896,F,Ship,4,3,170,3,low,F,21,1588,1
6825,A,Road,5,3,240,6,medium,F,3,1321,0
10916,F,Ship,4,4,220,10,medium,F,7,4598,0
3289,D,Flight,3,2,152,4,medium,F,7,5943,1
6985,D,Flight,4,4,215,2,low,F,7,5151,1
5097,A,Ship,5,3,273,4,medium,M,2,4186,1
7016,F,Ship,4,1,249,3,low,M,4,5253,1
8193,A,Ship,4,5,201,3,low,M,7,4048,0
4719,A,Ship,3,4,225,4,low,F,8,5209,0
4096,B,Road,4,2,239,2,medium,F,9,4360,0
5103,A,Ship,2,4,126,5,medium,M,2,5461,0
6898,B,Ship,4,2,264,5,medium,F,6,1736,1
4471,D,Ship,6,5,213,4,medium,F,3,5549,0
5915,C,Ship,4,5,205,4,medium,F,5,5264,0
6752,F,Ship,3,5,109,2,high,M,2,5978,1
1469,C,Ship,5,5,224,3,medium,F,48,2298,1
8950,B,Ship,5,1,241,3,low,M,7,5342,0
1181,C,Ship,5,2,191,2,high,F,6,2059,1
2193,A,Flight,4,4,252,3,medium,F,7,2477,1
7264,B,Flight,6,2,169,2,medium,M,9,5580,0
5861,C,Ship,5,3,138,3,low,F,5,5687,1
8112,F,Ship,3,3,217,4,medium,F,3,5602,0
3699,A,Flight,3,5,169,3,high,F,5,5750,0
1329,A,Ship,5,1,201,3,medium,F,65,2488,1
1055,C,Ship,2,4,191,3,low,F,58,2586,1
6424,B,Road,4,3,149,4,medium,M,1,4678,0
9791,C,Ship,3,2,162,3,medium,M,4,4812,1
7430,F,Ship,3,5,194,2,medium,F,7,4809,0
5368,B,Ship,5,2,203,6,medium,F,7,5289,0
8750,F,Road,4,2,133,3,medium,F,5,5950,0
9538,B,Ship,3,3,275,3,medium,M,7,4968,0
73,D,Ship,5,5,232,3,medium,F,33,2998,1
4131,A,Ship,6,3,100,4,low,M,3,5756,0
190,B,Ship,2,4,134,3,low,F,42,1415,1
2498,F,Ship,2,1,229,4,low,M,6,3757,1
1901,C,Road,4,4,192,3,medium,M,39,2943,1
7607,C,Ship,5,2,173,3,low,M,8,4797,1
9259,D,Ship,5,1,176,4,low,F,1,4270,1
8031,A,Ship,5,5,238,6,low,F,3,1965,1
3620,F,Ship,3,1,210,2,low,M,9,4580,0
9630,F,Ship,5,5,238,6,low,M,3,1351,0
2961,A,Ship,3,4,212,8,low,F,56,3337,1
93,A,Ship,4,4,175,2,medium,F,7,1188,1
4311,A,Ship,6,2,246,6,low,F,1,4846,0
2874,F,Flight,4,4,233,2,medium,M,39,2291,1
3679,D,Road,3,3,158,3,low,F,2,5205,1
7514,F,Road,6,1,253,4,low,M,10,1962,0
8798,F,Ship,3,3,150,2,medium,M,9,4100,0
187,D,Ship,5,4,134,2,medium,F,55,1386,1
10843,D,Ship,5,5,251,2,medium,F,5,5178,1
9574,B,Road,4,4,204,3,low,F,9,4757,0
5599,D,Road,4,2,245,3,medium,F,2,4835,1
10325,C,Ship,4,1,269,3,low,F,7,5211,1
10988,F,Ship,5,3,242,5,low,F,10,1846,1
6247,D,Ship,3,3,126,10,low,M,10,4128,0
3961,D,Road,4,2,237,3,low,M,1,5114,0
7713,A,Ship,6,2,269,4,medium,F,3,1665,0
9858,F,Road,4,5,270,3,low,M,1,4131,0
389,C,Road,4,3,225,3,low,F,62,2587,1
1503,A,Flight,3,4,135,3,low,M,11,1740,1
6808,B,Ship,3,3,151,6,low,F,6,4279,0
7636,B,Ship,2,4,193,2,low,F,5,5706,0
6446,F,Flight,4,3,224,2,medium,M,8,5961,1
9182,F,Flight,7,3,247,4,medium,M,5,1060,0
592,B,Ship,3,3,281,2,medium,M,55,3047,1
3714,F,Flight,3,1,192,2,low,M,6,4056,0
3325,D,Ship,3,2,237,3,low,M,8,5287,1
7107,A,Road,5,4,243,5,low,F,5,1118,0
9466,B,Flight,5,1,207,3,low,F,1,4112,0
5695,D,Ship,5,3,142,4,medium,F,4,5116,1
1425,A,Ship,4,5,253,7,medium,F,11,3825,1
4332,F,Ship,5,5,192,3,medium,M,3,4015,1
1806,F,Ship,4,1,151,2,medium,M,6,1114,1
3400,B,Road,3,4,213,3,low,F,5,4535,1
1042,B,Ship,3,1,236,3,medium,M,28,3290,1
9335,C,Ship,5,4,242,4,medium,F,5,5375,0
566,F,Ship,4,3,216,2,low,M,52,3578,1
9510,F,Ship,5,2,149,2,low,F,6,4661,0
2747,C,Flight,5,2,171,3,high,M,34,1029,1
1594,B,Ship,4,2,173,3,medium,F,63,1220,1
5598,F,Road,5,2,251,3,low,M,9,4298,1
6872,F,Ship,5,2,266,5,low,F,10,1274,1
3768,F,Ship,5,4,189,3,low,M,7,4741,1
4881,A,Ship,3,3,218,3,low,F,4,5086,1
3039,A,Ship,4,3,276,4,low,F,3,3889,1
957,A,Flight,4,1,208,7,high,F,65,2674,1
9366,F,Ship,4,5,219,3,low,F,1,5221,0
39,A,Ship,5,1,215,4,low,F,56,3905,1
7373,C,Road,2,1,130,4,medium,F,10,4726,0
6786,F,Ship,4,3,189,2,low,F,7,4765,0
8433,A,Ship,4,1,188,2,low,M,10,5085,1
1449,A,Ship,5,3,177,3,low,F,1,1916,1
45,A,Ship,3,1,151,2,low,M,29,1328,1
3557,C,Road,5,2,244,2,low,M,10,5696,0
6612,F,Ship,7,1,244,4,low,M,8,1817,1
6190,B,Ship,4,4,274,2,low,F,3,4257,0
6170,F,Flight,3,4,172,2,medium,F,5,4647,0
5139,A,Ship,4,2,136,2,medium,F,7,4305,1
5902,B,Flight,3,5,271,3,low,F,9,5328,0
1760,F,Road,5,4,195,2,low,M,4,3108,1
181,D,Ship,4,1,161,7,medium,F,18,1294,1
463,D,Ship,3,4,244,8,low,M,1,2703,1
9399,A,Ship,7,3,267,4,medium,F,10,1548,0
8309,C,Ship,4,1,263,5,low,M,3,1777,0
8630,F,Flight,6,4,258,4,low,F,7,1726,1
5734,B,Road,3,2,170,2,low,M,2,4214,1
630,F,Ship,4,5,245,2,low,F,19,2616,1
7704,F,Ship,5,5,269,5,low,F,6,1630,0
10948,B,Road,4,1,232,5,medium,M,9,1145,0
2669,C,Ship,4,3,154,3,low,M,33,1101,1
1964,F,Ship,3,3,181,2,high,M,65,3234,1
8178,F,Ship,5,2,139,3,low,M,9,5920,0
9233,C,Ship,3,3,264,2,low,M,6,4102,0
7008,F,Ship,3,2,126,5,low,F,6,4372,1
10244,F,Ship,3,3,197,3,low,F,4,4858,1
9752,F,Ship,4,3,212,3,low,F,1,4518,0
4728,F,Ship,4,5,259,2,medium,F,4,4092,1
9208,B,Ship,5,2,229,3,low,F,3,4916,0
4685,C,Ship,4,3,261,3,low,F,9,5994,1
10951,D,Road,4,3,228,5,medium,M,8,1753,1
9115,D,Ship,3,1,249,2,medium,F,1,5190,1
9459,A,Flight,5,1,271,5,low,M,4,1353,0
111,A,Road,3,1,158,2,low,M,2,1284,1
5067,A,Flight,4,2,236,3,medium,M,9,4725,0
7600,B,Ship,5,3,245,4,low,M,1,5743,0
9734,F,Flight,5,2,251,2,low,M,2,4245,1
3273,A,Road,5,4,171,4,low,M,7,5359,1
8554,B,Ship,5,4,232,5,low,M,10,1512,0
734,F,Ship,4,4,197,7,medium,F,22,2065,1
6630,F,Ship,2,5,180,6,medium,F,7,4907,1
10692,F,Flight,3,4,223,10,low,F,9,4337,0
8590,B,Ship,3,2,195,10,low,F,9,4256,0
3771,A,Ship,3,5,157,3,low,M,7,5100,0
9430,B,Road,4,2,274,5,low,F,8,1246,0
2892,F,Flight,3,2,150,2,low,M,53,1319,1
8476,B,Road,4,3,232,2,low,M,1,5398,0
5267,C,Ship,6,2,304,5,medium,M,6,1178,1
5198,F,Road,3,1,221,10,medium,M,10,5473,0
