ID,calls,rating,purchases,gender,status
2843,5,5,172,F,1
2844,5,2,160,M,1
2845,3,2,206,F,1
2846,4,5,146,F,1
2847,2,1,257,F,1
2848,5,5,219,M,1
2849,4,2,274,M,1
2850,2,2,177,M,1
2851,4,3,209,M,1
2852,4,1,207,M,1
2853,4,4,153,F,1
2854,4,4,158,F,1
2855,3,4,261,F,1
2856,4,1,182,M,1
2857,2,3,128,F,1
2858,2,1,178,M,1
2859,2,4,198,M,1
2860,4,3,137,M,1
2861,4,1,168,F,1
2862,3,3,248,F,1
2863,5,2,225,F,1
2864,5,4,239,M,1
2865,5,4,256,F,1
2866,5,1,109,M,1
2867,3,3,274,F,1
2868,5,4,157,F,1
2869,3,2,125,F,1
2870,4,5,203,F,1
2871,3,3,120,F,1
2872,3,5,194,F,1
2873,4,2,257,M,1
2874,4,4,233,M,1
2875,5,2,193,F,1
2876,5,3,202,F,1
2877,4,5,270,M,1
2878,5,5,240,F,1
2879,3,2,224,M,1
2880,4,1,195,M,1
2881,3,2,165,M,1
2882,4,1,164,F,1
2883,3,1,105,M,1
2884,3,1,248,M,1
2885,4,3,269,M,1
2886,4,1,253,M,1
2887,3,1,231,F,1
2888,3,1,164,F,1
2889,3,3,176,M,1
2890,4,3,149,M,1
2891,4,5,187,M,1
2892,3,2,150,M,1
2893,3,2,190,M,1
2894,4,1,226,M,1
2895,3,4,98,F,1
2896,3,5,152,F,1
2897,2,2,173,M,1
2898,4,1,160,F,1
2899,4,2,180,M,1
2900,3,2,175,F,1
2901,3,3,274,M,1
2902,4,1,216,M,1
2903,6,2,283,F,1
2904,6,4,192,F,1
2905,3,4,236,F,1
2906,4,2,232,M,1
2907,2,3,204,F,1
2908,3,2,138,F,1
2909,3,4,154,M,1
2910,4,3,244,M,1
2911,3,2,144,F,1
2912,3,4,274,M,1
2913,3,2,182,F,1
2914,6,1,250,F,1
2915,4,4,207,F,1
2916,3,4,242,M,1
2917,5,1,154,M,1
2918,4,4,176,M,1
2919,3,5,252,M,1
2920,4,1,147,M,1
2921,5,3,157,M,1
2922,3,1,257,M,1
2923,4,3,172,F,1
2924,4,3,134,F,1
2925,2,2,152,F,1
2926,3,1,161,F,1
2927,3,1,269,M,1
2928,2,3,164,M,1
2929,5,3,114,F,1
2930,6,5,213,M,1
2931,4,4,255,F,1
2932,3,3,135,F,1
2933,3,2,155,F,1
2934,6,3,273,F,1
2935,4,3,135,F,1
2936,4,4,170,M,1
2937,6,4,138,F,1
2938,3,2,213,M,1
2939,4,5,156,F,1
2940,3,1,139,M,1
2941,3,1,263,M,1
2942,2,3,160,F,1
2943,3,3,148,M,1
2944,4,3,259,M,1
2945,5,4,273,F,1
2946,3,2,212,F,1
2947,3,5,144,F,1
2948,2,2,193,M,1
2949,5,2,198,F,1
2950,3,5,207,F,1
2951,6,1,236,F,1
2952,4,2,165,M,1
2953,3,3,162,M,1
2954,4,2,184,F,1
2955,5,5,145,M,1
2956,3,3,228,M,1
2957,5,5,213,M,1
2958,2,2,146,F,1
2959,4,2,220,F,1
2960,3,4,231,F,1
2961,3,4,212,F,1
2962,4,3,202,F,1
2963,5,5,208,M,1
2964,3,3,200,M,1
2965,3,2,250,F,1
2966,3,5,126,F,1
2967,4,1,222,F,1
2968,6,2,236,F,1
2969,4,3,165,M,1
2970,3,4,162,M,1
2971,4,3,184,F,1
2972,5,3,145,M,1
2973,3,4,228,M,1
2974,5,3,213,F,1
2975,2,3,146,M,1
2976,4,1,220,M,1
2977,3,4,231,M,1
2978,3,4,212,F,1
2979,4,5,202,F,1
2980,5,2,208,M,1
2981,3,3,200,M,1
2982,3,1,250,F,1
2983,3,5,126,F,1
2984,4,3,222,M,1
2985,3,3,273,M,1
2986,6,5,161,F,1
2987,5,1,236,F,1
2988,6,3,281,F,1
2989,5,3,168,M,1
2990,5,1,206,M,1
2991,4,1,144,M,1
2992,5,3,239,F,1
2993,3,5,129,F,1
2994,4,5,201,M,1
2995,5,5,160,M,1
2996,6,5,130,F,1
2997,3,1,132,M,1
2998,4,2,185,F,1
2999,5,1,271,F,1
3000,5,2,168,M,1
3001,5,5,154,F,1
3002,3,3,203,M,1
3003,3,1,274,M,1
3004,5,4,280,F,1
3005,4,5,196,M,1
3006,5,2,159,F,1
3007,5,4,269,M,1
3008,4,3,161,F,1
3009,3,1,159,F,1
3010,5,4,147,F,1
3011,3,3,214,F,1
3012,4,5,157,F,1
3013,5,5,147,M,1
3014,5,4,182,F,1
3015,3,5,188,F,1
3016,3,1,104,M,1
3017,5,5,195,M,1
3018,4,1,235,M,1
3019,4,5,219,F,1
3020,4,5,253,F,1
3021,3,3,253,F,1
3022,4,1,167,M,1
3023,4,2,211,F,1
3024,3,4,155,M,1
3025,6,1,231,F,1
3026,5,4,182,M,1
3027,3,5,212,M,1
3028,3,1,107,F,1
3029,5,2,172,F,1
3030,3,2,224,M,1
3031,3,4,209,F,1
3032,4,5,268,M,1
3033,3,2,141,M,1
3034,4,4,260,M,1
3035,5,4,151,M,1
3036,5,2,184,M,1
3037,5,1,270,M,1
3038,5,4,135,F,1
3039,4,3,276,F,1
3040,4,4,177,M,1
3041,3,2,149,F,1
3042,4,3,220,M,1
3043,4,5,267,F,1
3044,3,2,274,F,1
3045,4,4,243,M,1
3046,5,1,166,M,1
3047,5,2,225,M,1
3048,3,3,138,F,1
3049,4,3,141,F,1
3050,3,4,271,F,1
3051,6,5,243,F,1
3052,3,3,231,M,1
3053,5,4,168,M,1
3054,5,3,264,F,1
3055,4,3,233,M,1
3056,4,2,247,F,1
3057,3,4,176,F,1
3058,5,5,257,M,1
3059,3,1,147,M,1
3060,5,5,195,F,1
3061,2,4,153,F,1
3062,3,5,237,M,1
3063,6,4,217,F,1
3064,5,1,140,M,1
3065,2,5,164,M,1
3066,3,3,243,F,1
3067,3,4,158,M,1
3068,5,5,180,M,1
3069,4,3,139,M,1
3070,4,4,162,M,1
3071,5,3,206,M,1
3072,3,2,238,M,1
3073,5,3,254,M,1
3074,5,3,270,M,1
3075,3,2,255,M,1
3076,4,4,182,F,1
3077,3,3,149,M,1
3078,4,1,221,M,1
3079,4,5,135,M,1
3080,3,1,188,F,1
3081,5,5,194,M,1
3082,4,3,134,F,1
3083,3,4,210,M,1
3084,4,2,169,M,1
3085,3,3,147,F,1
3086,4,1,213,F,1
3087,3,2,223,M,1
3088,4,1,233,F,1
3089,4,2,218,M,1
3090,4,5,219,M,1
3091,3,2,145,F,1
3092,3,3,257,M,1
3093,3,1,238,F,1
3094,4,1,145,M,1
3095,4,4,243,F,1
3096,4,4,179,M,1
3097,2,3,188,M,1
3098,4,4,168,M,1
3099,5,4,157,M,1
3100,3,4,172,M,1
3101,5,1,195,M,1
3102,3,2,225,F,1
3103,3,3,227,F,1
3104,3,5,159,M,1
3105,2,2,273,M,1
3106,5,2,214,F,1
3107,4,2,175,F,1
3108,3,5,213,F,1
3109,4,3,190,M,1
3110,4,2,265,F,1
3111,4,4,146,M,1
3112,5,4,229,F,1
3113,3,5,195,F,1
3114,2,5,151,M,1
3115,4,2,217,M,1
3116,4,4,134,F,1
3117,3,5,195,F,1
3118,4,3,142,M,1
3119,2,4,182,M,1
3120,4,2,155,F,1
3121,3,5,238,F,1
3122,4,1,182,F,1
3123,4,1,237,F,1
3124,4,4,222,F,1
3125,5,4,177,F,1
3126,4,4,197,F,1
3127,3,1,224,F,1
3128,3,3,193,M,1
3129,3,1,169,M,1
3130,3,4,248,F,1
3131,6,5,246,M,1
3132,4,1,232,M,1
3133,3,5,251,F,1
3134,3,4,163,M,1
3135,6,4,201,M,1
3136,6,5,141,M,0
3137,3,3,219,M,0
3138,4,3,161,M,0
3139,4,5,225,M,0
3140,5,3,277,M,1
3141,3,3,256,M,0
3142,6,2,153,F,1
3143,4,4,135,F,1
3144,3,3,253,M,0
3145,4,5,139,M,0
3146,3,5,136,F,0
3147,4,1,172,M,0
3148,4,2,272,F,0
3149,3,3,207,M,1
3150,2,3,134,M,0
3151,3,3,238,F,0
3152,2,4,274,M,1
3153,4,2,237,F,0
3154,3,2,153,M,0
3155,4,1,223,F,1
3156,3,4,149,M,1
3157,3,5,132,M,1
3158,4,2,246,F,0
3159,4,2,159,F,1
3160,3,1,162,F,0
3161,3,3,123,F,0
3162,5,1,231,F,0
3163,3,1,213,M,0
3164,5,2,160,M,0
3165,4,4,225,M,1
3166,3,1,178,M,0
3167,4,1,273,M,0
3168,3,2,129,M,1
3169,3,1,273,F,1
3170,6,3,161,M,0
3171,4,5,139,F,1
3172,3,2,136,F,1
3173,4,4,172,F,0
3174,4,2,272,M,0
3175,3,2,207,F,1
3176,2,3,134,M,1
3177,3,2,238,M,1
3178,2,1,274,F,0
3179,4,3,237,M,0
3180,3,2,153,F,0
3181,4,2,223,M,1
3182,3,5,149,F,0
3183,3,3,132,M,1
3184,4,3,246,F,0
3185,4,3,159,M,1
3186,3,3,162,F,0
3187,3,1,123,F,0
3188,5,5,231,M,0
3189,3,3,213,M,0
3190,5,1,160,M,1
3191,4,3,225,M,0
3192,3,5,178,F,0
3193,4,5,273,M,0
3194,3,3,129,M,1
3195,3,1,273,M,0
3196,6,4,161,M,1
3197,5,2,206,M,0
3198,4,5,296,M,0
3199,3,2,249,F,0
3200,4,4,301,M,0
3201,4,3,296,M,0
3202,3,5,205,M,0
3203,3,3,132,F,1
3204,4,2,223,M,0
3205,3,1,190,F,0
3206,5,3,194,F,0
3207,2,4,176,F,0
3208,6,4,227,F,0
3209,5,1,149,M,0
3210,5,2,173,M,0
3211,3,2,181,F,0
3212,3,5,251,M,0
3213,4,5,243,F,0
3214,3,4,210,M,1
3215,5,2,145,F,0
3216,3,1,196,M,0
3217,3,4,154,M,1
3218,4,1,164,M,1
3219,4,2,210,F,1
3220,5,3,212,F,0
3221,3,1,263,M,1
3222,3,4,155,M,1
3223,3,4,223,M,0
3224,5,4,269,F,0
3225,3,4,117,F,0
3226,4,4,151,M,1
3227,4,2,271,M,1
3228,3,3,205,M,0
3229,5,3,210,M,1
3230,4,1,133,M,0
3231,5,2,215,F,1
3232,2,3,140,F,0
3233,3,3,255,M,1
3234,2,5,159,M,0
3235,5,3,169,M,1
3236,5,4,182,M,1
3237,2,5,231,F,1
3238,3,4,177,F,0
3239,4,3,250,F,1
3240,4,2,145,F,1
3241,2,5,117,F,1
3242,3,4,170,M,1
3243,4,4,173,F,1
3244,4,2,232,M,1
3245,3,2,231,M,0
3246,3,4,136,M,1
3247,4,1,189,M,1
3248,5,4,222,M,0
3249,4,3,148,F,1
3250,5,2,265,F,1
3251,4,1,181,F,0
3252,6,5,189,M,1
3253,3,2,160,F,1
3254,3,3,235,F,0
3255,3,4,100,M,0
3256,5,5,135,F,1
3257,5,2,137,M,0
3258,4,2,222,F,0
3259,5,1,246,F,1
3260,3,3,202,F,1
3261,4,5,273,F,1
3262,5,1,248,F,1
3263,4,4,199,F,0
3264,4,3,209,M,1
3265,4,5,216,M,0
3266,4,2,227,M,1
3267,3,1,216,F,0
3268,2,3,242,F,1
3269,5,4,217,F,1
3270,2,2,160,F,0
3271,5,3,141,M,0
3272,5,4,263,F,0
3273,5,4,171,M,1
3274,3,5,195,F,0
3275,3,5,237,M,1
3276,2,5,241,F,1
3277,3,4,134,F,1
3278,5,5,156,F,1
3279,3,4,211,M,0
3280,3,2,243,F,0
3281,4,3,196,F,1
3282,3,3,242,F,0
3283,3,4,175,F,0
3284,2,2,155,M,0
3285,4,1,200,F,1
3286,3,3,191,M,0
3287,4,5,221,F,0
3288,3,1,135,M,0
3289,3,2,152,F,1
3290,2,5,172,M,0
3291,5,2,253,F,1
3292,5,1,270,M,0
3293,2,4,139,M,0
3294,5,2,257,M,0
3295,4,1,155,F,1
3296,3,5,125,M,1
3297,5,4,233,F,1
3298,3,3,205,M,1
3299,5,4,243,M,1
3300,4,4,208,F,0
3301,3,1,230,F,0
3302,4,5,205,M,1
3303,3,4,170,F,0
3304,4,2,222,M,0
3305,5,4,186,M,0
3306,5,1,208,F,0
3307,4,3,223,F,0
3308,5,3,154,M,0
3309,5,3,235,F,0
3310,4,3,271,M,0
3311,4,5,250,F,0
3312,4,2,206,M,0
3313,3,1,153,M,1
3314,4,4,212,F,1
3315,6,4,168,M,0
3316,3,1,171,M,1
3317,3,5,132,M,1
3318,5,3,141,M,0
3319,3,2,254,M,0
3320,4,4,159,F,0
3321,2,4,194,F,1
3322,4,3,178,M,0
3323,3,4,151,M,1
3324,5,1,244,F,1
3325,3,2,237,M,1
3326,3,1,241,M,0
3327,4,2,156,M,0
3328,4,3,243,M,0
3329,5,5,219,M,0
3330,4,5,168,M,0
3331,6,3,224,M,0
3332,4,4,216,M,1
3333,3,1,187,F,0
3334,5,3,204,F,1
3335,6,5,266,M,0
3336,3,4,179,F,1
3337,3,4,184,M,0
3338,6,2,204,F,0
3339,3,4,255,F,1
3340,4,1,272,F,0
3341,4,3,186,M,1
3342,5,4,147,M,0
3343,3,4,145,M,1
3344,5,1,255,F,0
3345,3,4,133,F,0
3346,4,1,155,F,0
3347,4,5,151,M,0
3348,4,2,270,F,1
3349,3,1,234,M,0
3350,3,5,186,M,0
3351,4,5,157,M,0
3352,4,4,268,M,0
3353,4,3,244,M,1
3354,4,5,190,M,0
3355,4,4,161,M,0
3356,2,4,162,F,1
3357,4,3,163,F,0
3358,3,3,211,M,1
3359,3,4,205,M,1
3360,3,5,150,F,1
3361,2,5,209,F,1
3362,5,2,250,F,0
3363,3,2,206,F,1
3364,5,2,244,M,0
3365,2,1,180,M,1
3366,4,4,256,M,1
3367,5,4,273,F,1
3368,4,1,178,F,0
3369,4,2,296,F,0
3370,3,3,249,F,0
3371,4,5,151,M,0
3372,4,3,270,F,0
3373,3,2,234,F,1
3374,3,4,186,F,0
3375,4,1,157,M,0
3376,4,2,268,F,1
3377,4,1,244,F,1
3378,4,4,190,M,0
3379,4,2,161,F,0
3380,2,2,162,M,1
3381,4,1,163,F,1
3382,3,2,211,F,0
3383,3,4,205,F,1
3384,3,3,150,M,0
3385,2,5,209,F,0
3386,5,3,250,M,0
3387,3,1,206,F,1
3388,5,5,244,M,0
3389,2,2,180,M,1
3390,4,5,256,M,1
3391,5,4,273,M,1
3392,4,2,178,M,1
3393,4,3,296,F,1
3394,4,2,275,M,1
3395,5,5,270,M,1
3396,6,5,224,M,0
3397,2,4,172,M,0
3398,4,4,176,F,0
3399,6,2,240,M,0
3400,3,4,213,F,1
3401,4,2,197,F,0
3402,4,5,167,F,1
3403,5,1,180,F,1
3404,3,1,119,F,1
3405,5,5,232,M,0
3406,3,5,139,M,0
3407,3,2,272,M,1
3408,3,2,253,F,0
3409,3,2,188,M,0
3410,3,4,202,M,0
3411,3,1,134,F,1
3412,3,5,110,M,1
3413,3,2,172,F,1
3414,3,1,188,M,0
3415,3,1,258,F,1
3416,5,3,234,M,0
3417,3,4,148,F,0
3418,5,3,194,F,0
3419,4,4,266,F,1
3420,5,5,158,M,1
3421,5,1,228,M,1
3422,4,5,159,M,0
3423,3,4,255,M,0
3424,3,4,213,F,1
3425,3,4,148,F,1
3426,4,5,219,M,1
3427,3,5,168,M,1
3428,4,3,148,F,0
3429,3,4,149,F,0
3430,3,5,245,M,0
3431,3,1,200,M,1
3432,3,1,228,M,0
3433,4,1,175,M,0
3434,3,3,201,M,1
3435,4,3,267,M,0
3436,3,4,217,F,0
3437,2,3,160,M,0
3438,4,4,264,F,1
3439,3,1,179,M,1
3440,4,5,259,M,1
3441,4,5,178,M,0
3442,3,2,242,M,0
3443,4,4,235,M,0
3444,4,1,247,F,0
3445,2,2,240,M,1
3446,3,1,252,M,0
3447,5,4,237,M,1
3448,4,2,161,F,0
3449,2,3,144,F,0
3450,4,1,163,M,1
3451,4,3,246,F,0
3452,3,2,213,M,1
3453,5,1,123,F,0
3454,4,3,192,M,1
3455,4,4,149,F,1
3456,5,3,206,F,0
3457,6,4,243,M,0
3458,4,5,136,F,1
3459,4,1,170,F,0
3460,2,4,180,F,1
3461,3,5,220,F,0
3462,3,3,144,M,1
3463,3,4,271,M,0
3464,4,4,186,F,1
3465,2,5,247,M,1
3466,4,4,202,M,1
3467,4,3,143,F,1
3468,3,1,180,F,0
3469,4,5,221,F,1
3470,4,3,173,F,1
3471,2,5,107,M,0
3472,3,4,259,F,1
3473,5,4,134,M,0
3474,3,2,204,M,0
3475,2,2,161,M,0
3476,6,4,100,F,1
3477,5,2,260,F,0
3478,5,2,196,F,0
3479,5,2,260,M,1
3480,3,1,193,M,0
3481,4,1,258,M,0
3482,4,3,254,M,0
3483,3,5,216,F,0
3484,4,1,273,F,0
3485,4,4,223,M,0
3486,4,1,182,F,0
3487,3,4,201,F,1
3488,4,3,249,F,1
3489,5,4,152,M,1
3490,3,1,244,M,1
3491,3,1,256,F,1
3492,4,2,223,M,0
3493,3,2,185,F,1
3494,3,1,166,M,0
3495,3,4,113,M,1
3496,4,1,134,F,0
3497,4,3,228,F,1
3498,3,4,204,F,1
3499,3,1,152,F,0
3500,3,2,195,M,1
3501,4,2,192,F,0
3502,4,2,247,M,0
3503,3,1,135,M,0
3504,4,2,209,F,0
3505,2,4,173,M,0
3506,4,4,222,M,0
3507,4,3,192,F,1
3508,3,5,206,F,0
3509,3,3,275,M,1
3510,2,3,192,F,1
3511,6,3,121,F,0
3512,4,2,177,M,0
3513,3,1,243,F,0
3514,3,2,262,M,1
3515,2,4,189,M,1
3516,5,4,178,F,0
3517,3,4,232,F,1
3518,4,5,254,M,1
3519,3,1,148,M,1
3520,4,3,253,M,1
3521,4,5,223,F,1
3522,2,2,190,M,0
3523,5,3,181,F,0
3524,2,3,226,M,0
3525,3,4,182,M,0
3526,2,4,191,F,0
3527,3,1,223,M,0
3528,4,5,274,M,0
3529,4,4,218,M,0
3530,3,5,197,M,0
3531,4,2,137,F,0
3532,2,1,163,F,1
3533,4,4,218,M,1
3534,5,1,245,M,1
3535,3,5,181,M,0
3536,6,3,222,F,0
3537,4,5,259,M,1
3538,3,4,157,F,1
3539,4,3,137,F,1
3540,3,3,242,F,0
3541,4,5,154,M,0
3542,3,2,150,F,0
3543,5,3,174,F,1
3544,5,5,265,F,1
3545,3,4,248,M,0
3546,4,3,186,M,1
3547,4,2,152,M,1
3548,3,3,163,M,1
3549,4,5,168,M,1
3550,4,3,102,F,1
3551,3,1,169,F,1
3552,6,1,163,M,1
3553,2,1,154,F,0
3554,3,5,271,F,0
3555,3,4,182,F,1
3556,4,1,173,F,0
3557,5,2,244,M,0
3558,4,5,214,M,0
3559,4,4,210,M,0
3560,5,3,194,F,0
3561,4,3,185,F,1
3562,3,3,121,M,1
3563,3,1,203,F,0
3564,2,5,134,M,0
3565,3,3,263,F,1
3566,5,1,279,F,1
3567,4,5,222,F,0
3568,4,1,233,M,1
3569,4,4,271,M,0
3570,3,4,118,M,0
3571,3,4,183,M,1
3572,3,4,217,F,0
3573,3,5,245,M,1
3574,3,4,143,M,1
3575,3,3,149,F,0
3576,4,5,275,M,1
3577,4,5,168,F,1
3578,4,1,102,M,0
3579,3,2,169,F,1
3580,6,5,163,M,1
3581,2,3,154,M,0
3582,3,3,271,F,1
3583,3,4,182,F,1
3584,4,5,173,F,0
3585,5,5,244,M,0
3586,4,5,214,M,0
3587,4,2,210,F,1
3588,5,1,194,M,0
3589,4,3,185,M,0
3590,3,1,121,M,1
3591,3,4,203,M,0
3592,2,3,134,F,0
3593,3,2,263,M,1
3594,5,2,279,M,0
3595,4,2,222,F,0
3596,4,2,233,F,0
3597,4,2,271,M,0
3598,3,5,118,F,1
3599,3,4,183,M,1
3600,3,4,217,F,1
3601,3,4,245,M,0
3602,3,2,143,F,0
3603,3,2,149,F,1
3604,4,2,275,M,0
3605,7,4,282,M,0
3606,4,1,276,M,0
3607,4,5,244,M,1
3608,5,5,258,M,0
3609,3,5,257,M,0
3610,4,2,195,M,1
3611,2,2,152,M,1
3612,2,1,100,M,1
3613,4,1,248,M,0
3614,4,5,274,F,1
3615,3,3,203,M,0
3616,6,5,194,F,0
3617,3,3,142,F,0
3618,4,5,208,F,0
3619,4,5,237,F,0
3620,3,1,210,M,0
3621,3,3,158,M,1
3622,3,3,148,M,0
3623,3,2,146,F,1
3624,3,3,155,F,0
3625,2,5,233,M,1
3626,3,4,165,F,1
3627,4,3,227,F,1
3628,5,3,197,F,0
3629,4,1,134,M,0
3630,5,2,134,M,0
3631,4,5,194,M,1
3632,3,4,172,F,0
3633,3,1,205,F,0
3634,3,1,191,F,1
3635,3,3,225,M,0
3636,5,5,152,M,1
3637,5,3,249,M,1
3638,5,5,136,M,1
3639,3,5,146,F,0
3640,5,2,259,M,0
3641,3,2,159,M,1
3642,5,1,162,M,1
3643,4,4,205,F,0
3644,5,5,155,F,1
3645,4,5,171,F,0
3646,3,1,244,F,1
3647,5,5,135,M,1
3648,4,2,147,F,0
3649,3,2,245,F,1
3650,5,4,266,F,0
3651,3,5,165,M,0
3652,4,3,226,M,1
3653,5,4,185,F,0
3654,5,3,267,M,1
3655,5,3,169,F,1
3656,4,1,191,F,1
3657,3,1,187,M,1
3658,3,2,265,M,0
3659,3,2,243,F,0
3660,6,3,166,F,0
3661,5,3,249,M,0
3662,4,1,271,F,0
3663,4,3,272,F,1
3664,4,3,226,F,0
3665,3,3,250,M,1
3666,2,5,135,F,1
3667,4,4,274,F,1
3668,4,4,184,F,1
3669,2,1,139,F,1
3670,3,3,198,M,1
3671,4,2,168,M,0
3672,4,4,245,M,1
3673,4,1,251,F,1
3674,4,1,153,M,0
3675,5,1,142,F,1
3676,4,5,148,M,0
3677,4,2,273,F,0
3678,3,1,180,M,1
3679,3,3,158,F,1
3680,4,3,240,F,0
3681,4,1,174,M,1
3682,4,2,186,M,0
3683,5,5,174,F,1
3684,4,1,260,M,1
3685,4,3,258,F,0
3686,4,2,262,M,1
3687,4,2,197,M,0
3688,4,1,238,M,1
3689,3,3,168,F,0
3690,4,3,266,M,1
3691,4,4,251,F,0
3692,3,5,272,M,1
3693,5,3,203,M,1
3694,5,5,168,M,0
3695,3,1,138,F,0
3696,3,1,129,M,1
3697,4,4,178,F,1
3698,5,1,211,M,1
3699,3,5,169,F,0
3700,3,2,267,M,0
3701,3,4,183,F,1
3702,3,1,194,M,1
3703,5,3,151,M,0
3704,6,3,225,M,1
3705,5,2,184,M,1
3706,3,2,269,F,0
3707,3,2,274,M,0
3708,5,4,142,M,0
3709,4,1,140,M,0
3710,4,1,219,M,0
3711,2,3,237,M,0
3712,3,5,140,M,1
3713,5,5,105,F,1
3714,3,1,192,M,0
3715,3,4,154,F,1
3716,5,5,165,M,1
3717,5,1,197,F,1
3718,3,5,274,F,0
3719,3,5,193,F,1
3720,3,1,252,M,0
3721,4,5,224,M,0
3722,5,2,230,F,1
3723,4,2,174,F,0
3724,3,2,226,M,1
3725,5,1,245,M,0
3726,5,1,206,M,0
3727,3,5,241,M,1
3728,3,4,148,F,0
3729,5,2,181,M,0
3730,4,3,146,F,1
3731,3,3,115,F,0
3732,4,5,201,F,1
3733,5,5,273,M,1
3734,5,5,228,F,0
3735,4,5,185,F,1
3736,6,1,170,F,0
3737,4,4,156,M,0
3738,4,4,159,M,0
3739,5,4,263,F,0
3740,3,5,159,F,1
3741,5,2,241,F,1
3742,5,1,167,M,1
3743,4,5,231,M,1
3744,4,2,233,F,0
3745,6,4,256,M,0
3746,3,1,205,F,0
3747,2,2,180,M,0
3748,2,3,187,F,0
3749,3,4,250,M,1
3750,4,4,273,M,0
3751,3,5,224,F,0
3752,3,2,195,M,0
3753,4,2,148,M,0
3754,3,4,181,F,0
3755,5,1,111,F,1
3756,3,2,181,F,0
3757,3,2,108,F,0
3758,4,5,188,F,1
3759,6,3,231,F,1
3760,2,3,230,F,0
3761,4,3,197,M,0
3762,3,1,252,F,0
3763,6,4,237,F,1
3764,4,4,182,F,1
3765,5,4,241,M,0
3766,4,4,247,F,1
3767,5,2,156,M,0
3768,5,4,189,M,1
3769,4,1,240,M,1
3770,3,1,196,M,0
3771,3,5,157,M,0
3772,2,2,203,M,0
3773,3,5,156,F,1
3774,3,3,172,F,1
3775,4,2,204,F,0
3776,4,2,283,F,1
3777,4,4,257,M,0
3778,2,4,147,M,1
3779,4,2,229,F,1
3780,2,1,111,F,1
3781,3,3,231,F,0
3782,4,1,197,F,0
3783,4,1,157,F,0
3784,3,3,201,M,0
3785,4,3,247,M,0
3786,5,5,184,F,0
3787,3,2,144,F,0
3788,3,4,245,M,0
3789,3,3,163,M,0
3790,3,1,154,F,0
3791,4,2,245,M,1
3792,3,3,268,M,1
3793,4,1,180,F,0
3794,2,2,230,F,0
3795,4,1,197,F,0
3796,3,5,252,F,0
3797,6,4,237,F,0
3798,4,2,182,M,1
3799,5,1,241,M,1
3800,4,3,247,F,1
3801,5,4,156,M,1
3802,5,2,189,F,0
3803,4,1,240,F,1
3804,3,4,196,M,0
3805,3,3,157,M,1
3806,2,1,203,F,0
3807,3,2,156,M,1
3808,3,4,172,F,0
3809,4,1,204,M,0
3810,4,3,283,F,1
3811,4,3,257,F,1
3812,2,5,147,F,0
3813,4,3,229,M,1
3814,2,5,111,M,1
3815,3,4,231,F,0
3816,4,2,197,M,1
3817,4,4,157,M,0
3818,3,4,201,F,0
3819,4,3,247,M,0
3820,5,5,184,F,0
3821,3,4,144,M,0
3822,3,4,245,M,1
3823,3,5,163,M,0
3824,3,3,154,F,1
3825,4,2,245,M,0
3826,3,2,268,M,0
3827,4,3,180,M,0
3828,3,3,182,M,1
3829,4,2,164,F,0
3830,6,4,136,M,0
3831,6,2,290,M,1
3832,6,1,134,M,1
3833,4,1,215,F,1
3834,4,4,213,M,1
3835,5,2,132,F,1
3836,3,5,220,M,0
3837,3,4,215,F,0
3838,6,5,212,F,1
3839,4,1,190,F,1
3840,5,2,171,M,1
3841,4,2,153,F,1
3842,3,1,164,M,0
3843,5,4,172,M,1
3844,3,1,199,F,0
3845,3,2,163,M,0
3846,5,2,263,M,1
3847,3,4,156,M,0
3848,4,3,206,M,1
3849,3,4,224,M,0
3850,3,3,221,F,1
3851,4,3,221,F,0
3852,2,3,263,F,0
3853,6,4,148,F,0
3854,3,3,232,F,1
3855,3,1,139,F,1
3856,3,3,185,F,0
3857,3,2,183,M,0
3858,5,1,245,F,1
3859,3,3,159,M,0
3860,5,2,249,M,0
3861,4,5,233,M,1
3862,4,5,226,M,1
3863,5,1,152,F,0
3864,2,4,143,F,0
3865,6,2,218,M,1
3866,3,4,209,M,0
3867,2,2,157,M,0
3868,4,3,218,M,1
3869,4,3,235,F,0
3870,5,5,253,F,0
3871,3,2,211,M,1
3872,4,2,265,M,1
3873,4,2,201,M,1
3874,4,5,216,M,1
3875,2,5,176,F,0
3876,4,5,155,M,0
3877,4,4,266,F,0
3878,4,3,250,M,1
3879,5,2,205,M,0
3880,5,2,175,M,0
3881,3,2,260,F,0
3882,3,2,157,F,0
3883,5,3,282,M,1
3884,3,4,238,F,1
3885,3,4,187,M,1
3886,3,3,104,F,0
3887,5,4,230,M,0
3888,4,3,174,M,0
3889,5,3,237,M,0
3890,3,1,202,F,1
3891,3,1,204,M,1
3892,3,4,243,M,0
3893,4,1,165,F,1
3894,2,4,169,F,1
3895,2,3,197,F,0
3896,5,5,263,M,0
3897,4,1,247,M,0
3898,4,4,207,M,0
3899,4,4,155,F,1
3900,4,5,174,M,0
3901,3,2,220,M,0
3902,5,5,192,M,1
3903,5,3,231,F,0
3904,4,1,237,F,0
3905,4,1,187,M,0
3906,5,4,141,F,1
3907,4,4,272,F,0
3908,3,1,229,M,1
3909,4,2,173,M,0
3910,2,1,271,M,0
3911,4,5,246,F,0
3912,4,3,104,M,0
3913,4,4,121,F,1
3914,3,3,212,F,0
3915,3,1,139,F,0
3916,3,4,250,M,0
3917,4,4,272,M,1
