인허가일자,상세영업상태코드,폐업일자,소재지전체주소,사업장명,업태구분명,구명,동명
20080808,1,20211130,서울특별시 동대문구 휘경동 산 6-2번지 삼육서울병원 본관 1층,제이피케이터링(JP Catering),제과점영업,동대문구,휘경동
20081015,1,20211130,서울특별시 동대문구 전농동 295-101번지 (지상1층),코코호도 전농점,제과점영업,동대문구,전농동
20081113,1,20211130,"서울특별시 동대문구 청량리동 296번지 ,299(지상1층)",그랑프리빵,제과점영업,동대문구,청량리동
20000721,1,20211130,서울특별시 동대문구 제기동 1212번지 (고산자로290) 상가동 105호,이에나파이,제과점영업,동대문구,제기동
20010516,1,20211130,서울특별시 동대문구 전농동 10-0번지 SK아파트 주상가동 101호 롯데슈퍼내,빵들의수다,제과점영업,동대문구,전농동
20020902,1,20211130,"서울특별시 동대문구 청량리동 235-4번지 A동 109호, 22-1호",파리바게뜨청량리점,제과점영업,동대문구,청량리동
20060714,1,20211130,"서울특별시 마포구 망원동 472-10번지 1,2층",뚜레쥬르,제과점영업,마포구,망원동
20060817,1,20211130,서울특별시 마포구 구수동 55번지,파리바게뜨광흥창역점,제과점영업,마포구,구수동
19980224,1,20211130,서울특별시 마포구 신공덕동 15-15번지,파리바게트공덕점,제과점영업,마포구,신공덕동
19980619,1,20211130,서울특별시 마포구 중동 64-14번지 78호,마르메종과자점,제과점영업,마포구,중동
20140312,1,20211130,서울특별시 마포구 서교동 490번지,퐁포네뜨,제과점영업,마포구,서교동
20160125,1,20211130,서울특별시 강동구 성내동 449-2번지,토비아스,제과점영업,강동구,성내동
20160701,1,20211130,서울특별시 강동구 상일동 149,가드니아 여주제빵소,제과점영업,강동구,상일동
20160530,1,20211130,서울특별시 마포구 서교동 447-1번지,(주)원앤온니에이엠씨,제과점영업,마포구,서교동
19880706,1,20211130,서울특별시 강서구 공항동 52-11번지 (지상 1층),김용기과자점,제과점영업,강서구,공항동
20140626,1,20211130,서울특별시 강서구 마곡동 731-227번지 마곡엠밸리1단지 (지상 1층) 상가동 103호,뚜레쥬르신방화마곡점,제과점영업,강서구,마곡동
20140709,1,20211130,서울특별시 강서구 화곡동 1008-37 1층 106호,산토리니의아침(우장산역점),제과점영업,강서구,화곡동
20120730,1,20211130,서울특별시 마포구 공덕동 384-19번지,파리바게트마포오거리점,제과점영업,마포구,공덕동
20131128,1,20211130,서울특별시 마포구 연남동 366-19번지,피오니,제과점영업,마포구,연남동
20090427,1,20211130,서울특별시 동대문구 제기동 655-1번지,경동제과,제과점영업,동대문구,제기동
20090703,1,20211130,서울특별시 동대문구 이문동 289-1번지 지상1층,뽀르뚜아과자점,제과점영업,동대문구,이문동
20160802,1,20211130,서울특별시 강동구 천호동 455-8 현대백화점 천호점 지하2층,그래인스,제과점영업,강동구,천호동
20160819,1,20211130,서울특별시 강동구 암사동 479번지,바른종베이커리,제과점영업,강동구,암사동
20160824,1,20211130,서울특별시 강동구 둔촌동 148-2번지,블랑제리 진(Boulangerie Jin),제과점영업,강동구,둔촌동
20160905,1,20211130,서울특별시 강동구 명일동 327-1번지,브레드앤밀,제과점영업,강동구,명일동
20160621,1,20211130,서울특별시 마포구 망원동 517 마포영화블렌하임,버터림,제과점영업,마포구,망원동
19990819,1,20211130,서울특별시 강동구 암사동 502-18번지,파리바게뜨,제과점영업,강동구,암사동
19990909,1,20211130,서울특별시 강동구 명일동 48-3,던킨도너츠,제과점영업,강동구,명일동
20151016,1,20211130,서울특별시 마포구 공덕동 477번지 공덕자이파크 201동 19호,달콤베이킹스튜디오&Dessert,제과점영업,마포구,공덕동
20151023,1,20211130,서울특별시 마포구 서교동 345-21번지,스윗비,제과점영업,마포구,서교동
20151023,1,20211130,서울특별시 마포구 도화동 25-2번지 1층일부,오늘의빵,제과점영업,마포구,도화동
20151029,1,20211130,서울특별시 마포구 연남동 385-1번지 1층,에스에프베이글(SF Bagels),제과점영업,마포구,연남동
20101018,1,20211130,서울특별시 강동구 암사동 473-3,베이커리(BAKERY) 암사점,제과점영업,강동구,암사동
20101020,1,20211130,서울특별시 강동구 길동 79-4번지,뚜레쥬르(길동신명점),제과점영업,강동구,길동
20101022,1,20211130,서울특별시 강동구 천호동 454-15 동원천호빌딩,뚜레쥬르 천호역점,제과점영업,강동구,천호동
20101028,1,20211130,서울특별시 강동구 천호동 432-2번지,파리바게뜨 천호중앙점,제과점영업,강동구,천호동
20090226,1,20211130,서울특별시 동대문구 전농동 90번지 서울시립대학교42-법학관및웰니스센터(지상3층),파리바게뜨 서울시립대점,제과점영업,동대문구,전농동
20090302,1,20211130,서울특별시 동대문구 제기동 136-54번지,파리바게뜨,제과점영업,동대문구,제기동
20090317,1,20211130,서울특별시 동대문구 이문동 292-10,데이앤데이 이문점,제과점영업,동대문구,이문동
20091008,1,20211130,서울특별시 동대문구 용두동 90-1번지,파리바게뜨 제기동역점,제과점영업,동대문구,용두동
20100211,1,20211130,서울특별시 동대문구 이문동 247-1,뚜레쥬르 신이문점,제과점영업,동대문구,이문동
20100416,1,20211130,서울특별시 동대문구 장안동 321-9번지 1층,파리바게뜨 장안2동점,제과점영업,동대문구,장안동
20061121,1,20211130,서울특별시 강동구 성내동 539-3,파리바게뜨 강동구청점,제과점영업,강동구,성내동
20070626,1,20211130,서울특별시 강동구 명일동 327-1번지 (101-111호),코코호도(명일점),제과점영업,강동구,명일동
20070706,1,20211130,서울특별시 강동구 명일동 47-5번지,뚜레쥬르 고덕점,제과점영업,강동구,명일동
20051205,1,20211130,서울특별시 강서구 내발산동 653-0번지 외 1필지 솔레드림빌딩 (지상 1층) 107호,뚜레쥬르,제과점영업,강서구,내발산동
20060126,1,20211130,서울특별시 강서구 내발산동 659-18번지 혜성빌딩 (지상 1층) 101호,Bread Factory(브레드팩토리),제과점영업,강서구,내발산동
20060223,1,20211130,"서울특별시 강서구 방화동 830-1번지 에어뷰21-2상가 120,121호",파리바게트(방화역점),제과점영업,강서구,방화동
20060607,1,20211130,서울특별시 강서구 등촌동 628-0 등촌동노블리움오피스텔 (지상 1층) 104~105호,파리바게뜨 가양역점,제과점영업,강서구,등촌동
20170313,1,20211130,서울특별시 강서구 방화동 482-2번지 외 1필지 갤럭시빌 (지상 1층) 101호,느헤미야52,제과점영업,강서구,방화동
20040504,1,20211130,서울특별시 강서구 화곡동 1117-19번지 1층,파리바게뜨 강서구청점,제과점영업,강서구,화곡동
20040624,1,20211130,서울특별시 강서구 화곡동 1065-14번지 (지상 1층) 102호 일부~103호,파리바게트 화곡역점,제과점영업,강서구,화곡동
20041004,1,20211130,서울특별시 강서구 염창동 252-5번지,던킨도너츠,제과점영업,강서구,염창동
20041228,1,20211130,서울특별시 강서구 염창동 250-17번지 (지상 1층),파리바게뜨,제과점영업,강서구,염창동
20050415,1,20211130,서울특별시 강서구 염창동 282-22번지 1~2층,파리바게뜨 염창역점,제과점영업,강서구,염창동
20050627,1,20211130,서울특별시 강서구 화곡동 798-20번지 (지상 1층),주원베이커리,제과점영업,강서구,화곡동
20120807,1,20211130,서울특별시 강동구 성내동 442-16 진스빌딩 101호,경성빵공장 올림픽공원점,제과점영업,강동구,성내동
20121113,1,20211130,서울특별시 강동구 길동 391-2 홈플러스익스프레스길동점 1층,베이커리(BAKERY) 길동점,제과점영업,강동구,길동
20160622,1,20211130,서울특별시 마포구 동교동 152-1번지 1층일부,버터베이커리,제과점영업,마포구,동교동
19991119,1,20211130,서울특별시 강동구 둔촌동 622번지,뚜레쥬르,제과점영업,강동구,둔촌동
20170113,1,20211130,서울특별시 강동구 고덕동 688 래미안힐스테이트고덕,파리바게뜨 고덕래미안힐스점,제과점영업,강동구,고덕동
20170113,1,20211130,서울특별시 강동구 고덕동 688 래미안힐스테이트고덕,파리바게뜨 고덕래미안힐스I점,제과점영업,강동구,고덕동
20110311,1,20211130,서울특별시 구로구 신도림동 400-3번지,파리바게트 엘림점,제과점영업,구로구,신도림동
20110428,1,20211130,서울특별시 구로구 구로동 1125-2 일진빌딩,파리바게뜨 구로제일점,제과점영업,구로구,구로동
20110526,1,20211130,"서울특별시 구로구 온수동 52 세건빌딩 101,102",파리바게뜨온수남부점,제과점영업,구로구,온수동
20110526,1,20211130,서울특별시 구로구 온수동 51-1번지,뚜레쥬르(온수역남부점),제과점영업,구로구,온수동
20110826,1,20211130,서울특별시 구로구 신도림동 337 신도림푸르지오1차 지하 홈플러스 신도림점 내,몽블랑제 신도림3호점,제과점영업,구로구,신도림동
20110826,1,20211130,서울특별시 구로구 신도림동 337 신도림푸르지오1차 홈플러스 신도림점 내,몽블랑제 신도림2호점,제과점영업,구로구,신도림동
20110826,1,20211130,서울특별시 구로구 신도림동 337 신도림푸르지오1차 지하 홈플러스 신도림점 내,몽블랑제 신도림1호점,제과점영업,구로구,신도림동
20091005,1,20211130,서울특별시 강서구 화곡동 24-167번지 (지상1층),뚜레쥬르,제과점영업,강서구,화곡동
20110802,1,20211130,서울특별시 마포구 망원동 420-13번지 1층,쁘띠보뇌르,제과점영업,마포구,망원동
20140911,1,20211130,서울특별시 마포구 상수동 334-13 석진스토리,코운코운,제과점영업,마포구,상수동
20141016,1,20211130,서울특별시 마포구 아현동 635번지 마포래미안푸르지오아파트상가 4-141호,뚜레쥬르마포아현점,제과점영업,마포구,아현동
20141022,1,20211130,서울특별시 마포구 서교동 408-8번지 1층전체,피오니,제과점영업,마포구,서교동
20040116,1,20211130,서울특별시 마포구 연남동 369-6번지 1층,뚜레쥬르,제과점영업,마포구,연남동
20040228,1,20211130,서울특별시 마포구 서교동 342-4 두리하우스,퐁포네뜨,제과점영업,마포구,서교동
20161128,1,20211130,서울특별시 강서구 가양동 18-24번지 (지상1층),앤티앤즈 가양점,제과점영업,강서구,가양동
20100707,1,20211130,서울특별시 강서구 등촌동 699-0 (지상1층),몽블랑제 등촌점,제과점영업,강서구,등촌동
20130207,1,20211130,서울특별시 강동구 길동 390-7번지,엔젤 라투라레,제과점영업,강동구,길동
20130208,1,20211130,서울특별시 강동구 암사동 472-8번지,하에레츠(HaereTz),제과점영업,강동구,암사동
20150430,1,20211130,서울특별시 강동구 고덕동 655-3,베이커리 미카,제과점영업,강동구,고덕동
20060310,1,20211130,서울특별시 마포구 상수동 72-1번지 홍익대학교체육관1층,르방,제과점영업,마포구,상수동
20101123,1,20211130,서울특별시 강서구 방화동 830-1번지 에어뷰21-2 오피스텔 (지상1층) 119호,코코호도 방화역점,제과점영업,강서구,방화동
20101203,1,20211130,서울특별시 강서구 화곡동 410-70번지 (지상 1층),한마음세상,제과점영업,강서구,화곡동
20180620,1,20211130,서울특별시 마포구 상암동 1258번지,미지엄,제과점영업,마포구,상암동
20180625,1,20211130,서울특별시 마포구 서교동 490번지 메세나폴리스,롤링핀 합정메세나폴리스점,제과점영업,마포구,서교동
20180626,1,20211130,"서울특별시 마포구 상암동 1596번지 상암DMC푸르지오시티, S-City",아토치즈케이크,제과점영업,마포구,상암동
20180702,1,20211130,서울특별시 마포구 신수동 88-32번지,봉쥬르 마카롱,제과점영업,마포구,신수동
20180724,1,20211130,서울특별시 마포구 신공덕동 167번지 메트로디오빌빌딩,황인상 브레드,제과점영업,마포구,신공덕동
20080717,1,20211130,서울특별시 강서구 방화동 890-3번지 (지상1층),파리바게뜨 신방화,제과점영업,강서구,방화동
20090112,1,20211130,서울특별시 강서구 가양동 18-24 지하2층,베이커리(BAKERY),제과점영업,강서구,가양동
20070515,1,20211130,서울특별시 강서구 화곡동 1052-9번지,뚜레쥬르화곡역점,제과점영업,강서구,화곡동
20131115,1,20211130,서울특별시 강동구 상일동 373-1 104호,뚜레쥬르 상일세종점,제과점영업,강동구,상일동
20031030,1,20211130,서울특별시 마포구 합정동 373-20번지,파리바게트(합정역사거리점),제과점영업,마포구,합정동
20180102,1,20211130,서울특별시 마포구 연남동 227-2번지,빵길따라(Along bread),제과점영업,마포구,연남동
20180102,1,20211130,서울특별시 마포구 망원동 400-1,어글리베이커리(Ugly Bakery),제과점영업,마포구,망원동
20180115,1,20211130,서울특별시 마포구 창전동 386번지 1층일부,베이커리복.bock,제과점영업,마포구,창전동
20180205,1,20211130,서울특별시 마포구 서교동 486번지 서교푸르지오지층 105호,강남식빵,제과점영업,마포구,서교동
20180212,1,20211130,서울특별시 마포구 신수동 81-54,갸또미르(gateau mir),제과점영업,마포구,신수동
20180213,1,20211130,서울특별시 마포구 망원동 467-31번지 효성빌딩,반반(vanvan),제과점영업,마포구,망원동
19960129,1,20211130,서울특별시 강동구 둔촌동 75-6번지,파리바게뜨,제과점영업,강동구,둔촌동
20110923,1,20211130,서울특별시 마포구 공덕동 188-108번지 현대상가 2층 209호,비다펠리즈,제과점영업,마포구,공덕동
19960621,1,20211130,서울특별시 강서구 화곡동 343-2 (지상 1층),파리바게뜨 까치산역점,제과점영업,강서구,화곡동
19970225,1,20211130,서울특별시 강서구 화곡동 110-65번지 외 2필지 (지상 1층),파리바게뜨 화곡본동점,제과점영업,강서구,화곡동
20090331,1,20211130,서울특별시 강서구 염창동 240-21번지 외 1필지 우림블루나인비즈니스센터 (지상 1층) A동 107-1호,파리바게뜨강서블루나인점,제과점영업,강서구,염창동
20090501,1,20211130,서울특별시 강서구 내발산동 750-10 웨스트엔드중정 (지상 1층),몽블랑제 발산점,제과점영업,강서구,내발산동
20120720,1,20211130,서울특별시 마포구 상암동 1751번지,파리바게뜨 상암점,제과점영업,마포구,상암동
20080102,1,20211130,서울특별시 강서구 가양동 1488-0 가양프라자 (지상 1층) 101~102동,뚜레쥬르 가양프라자점,제과점영업,강서구,가양동
20080116,1,20211130,"서울특별시 강서구 내발산동 750-11번지 신원메디칼프라자 (지상 1층) 103,106호",파리바게뜨 내발산,제과점영업,강서구,내발산동
20080123,1,20211130,서울특별시 강서구 화곡동 1159-1번지 우장산아이파크이편한세상 (지상 1층) 상가동 116~117호,뚜레쥬르 우장산역점,제과점영업,강서구,화곡동
20130214,1,20211130,서울특별시 강서구 방화동 886-0 김포공항 국제선청사 (지상 2층),(주)파리크라상 파리바게뜨 김포공항점,제과점영업,강서구,방화동
20130409,1,20211130,서울특별시 강서구 등촌동 531-1번지 주원베르빌 101동 101호,보나세라오가닉베이커리,제과점영업,강서구,등촌동
20111216,1,20211130,서울특별시 강서구 등촌동 639-11 홈플러스 강서점 (지상 2층),베이커리 강서점 행사매대1,제과점영업,강서구,등촌동
20130102,1,20211130,서울특별시 강서구 등촌동 524-6번지 1층,오 빵 이씨(Oh! pain ici),제과점영업,강서구,등촌동
20010222,1,20211130,서울특별시 강동구 상일동 282,두리앙과자점,제과점영업,강동구,상일동
19960209,1,20211130,서울특별시 강동구 길동 391-5,파리바게트길동점,제과점영업,강동구,길동
20091123,1,20211130,"서울특별시 강서구 가양동 1479-4번지 시드프라자(지하 1층 ~ 지상 1층), 지하110호, 지상105호",파리바게트 가양시드점,제과점영업,강서구,가양동
20100205,1,20211130,서울특별시 강서구 내발산동 678-9번지 (지상 1층),파리바게뜨발산중앙점,제과점영업,강서구,내발산동
20100302,1,20211130,서울특별시 강서구 화곡동 339-14번지 (지상 1층),뚜레쥬르까치산점,제과점영업,강서구,화곡동
19840512,1,20211130,서울특별시 동대문구 장안동 392-1번지 (장안벌길53),부산뉴욕제과,제과점영업,동대문구,장안동
20080515,1,20211130,서울특별시 마포구 서교동 394-55번지,합정본점호밀밭의호두꾼(호밀호두),제과점영업,마포구,서교동
20080523,1,20211130,"서울특별시 마포구 서교동 392-2번지 (1, 2층)",파리바게뜨합정역점,제과점영업,마포구,서교동
20000714,1,20211130,서울특별시 마포구 창전동 2-36번지,파리바게뜨  신촌숲길점,제과점영업,마포구,창전동
20080331,1,20211130,"서울특별시 마포구 서교동 358-125번지 지층, 1층좌측",쇼콜라윰,제과점영업,마포구,서교동
20010711,1,20211130,"서울특별시 강동구 암사동 502-5번지 1층, 2층",브래드 가든,제과점영업,강동구,암사동
20101217,1,20211130,서울특별시 강서구 방화동 495-2번지 101호(지상1층),빚은 개화산역점,제과점영업,강서구,방화동
20101224,1,20211130,서울특별시 강서구 가양동 449-19 가양이마트 (지상 1층),데이앤데이 가양점 행사,제과점영업,강서구,가양동
20120523,1,20211130,서울특별시 강서구 공항동 693-9번지 (지상 1층),브레드엣홈(Bread at home),제과점영업,강서구,공항동
20100427,1,20211130,서울특별시 강서구 등촌동 674-0번지 세민빌딩 (지상 1층),파리바게뜨 발산역점,제과점영업,강서구,등촌동
20110328,1,20211130,서울특별시 강서구 화곡동 1095-0 그랜드아이파크 (지상 1층) 101~104호,몽블랑제 강서점,제과점영업,강서구,화곡동
19991014,1,20211130,서울특별시 마포구 동교동 205-3번지,파리바게뜨,제과점영업,마포구,동교동
19991213,1,20211130,서울특별시 마포구 대흥동 585,르네상스,제과점영업,마포구,대흥동
20000219,1,20211130,서울특별시 마포구 동교동 200-24번지 1층동,뽀르뚜아과자점,제과점영업,마포구,동교동
20090813,1,20211130,서울특별시 강서구 화곡동 341-1 (지상 1층),글로리아제과점,제과점영업,강서구,화곡동
20090824,1,20211130,서울특별시 강서구 등촌동 662-14번지 녹십자훼미리타운 1층 101호,쥬떼므과자점,제과점영업,강서구,등촌동
20161201,1,20211130,서울특별시 강동구 고덕동 643-3번지,팡쥬르,제과점영업,강동구,고덕동
20161207,1,20211130,서울특별시 강동구 천호동 455-8번지,나폴레옹제과점,제과점영업,강동구,천호동
20161212,1,20211130,서울특별시 강동구 암사동 502-21번지,르빵나무,제과점영업,강동구,암사동
20170102,1,20211130,서울특별시 강동구 암사동 487-30번지,블롱쉬,제과점영업,강동구,암사동
20170102,1,20211130,서울특별시 강동구 성내동 194 에스케이허브진,파리바게뜨 강동성내점,제과점영업,강동구,성내동
20030703,1,20211130,"서울특별시 강동구 명일동 48-12번지 1층105,106,113호",(주)파리바게뜨,제과점영업,강동구,명일동
19991224,1,20211130,서울특별시 강동구 천호동 454-1,(주)신세계푸드 베이커리 천호점,제과점영업,강동구,천호동
19950518,1,20211130,서울특별시 마포구 신수동 288-8번지 1층,쉐프 장과자점,제과점영업,마포구,신수동
20081121,1,20211130,서울특별시 마포구 성산동 515,몽블랑제월드컵점,제과점영업,마포구,성산동
20010502,1,20211130,서울특별시 마포구 대흥동 38-1,파리바게트,제과점영업,마포구,대흥동
20121206,1,20211130,서울특별시 마포구 서교동 490번지,앤티앤스 메세나폴리스점,제과점영업,마포구,서교동
20161005,1,20211130,서울특별시 강동구 길동 366-5번지,바나프레소 길동역점,제과점영업,강동구,길동
20161017,1,20211130,서울특별시 강동구 성내동 446-24번지,세이버리 베이커리(Savory bakery),제과점영업,강동구,성내동
20130417,1,20211130,서울특별시 마포구 성산동 293-9번지,키다리아저씨,제과점영업,마포구,성산동
20130507,1,20211130,서울특별시 마포구 구수동 70-3,(주)퍼블리크,제과점영업,마포구,구수동
20120911,1,20211130,서울특별시 강서구 내발산동 750-10번지 웨스트앤드중정 (지상 1층) 101-1~3호,뚜레쥬르 강서수명산 파크,제과점영업,강서구,내발산동
20120920,1,20211130,서울특별시 강서구 외발산동 426-0번지 메이필드호텔 (지상 1층) 호텔동,델리스(Delice),제과점영업,강서구,외발산동
20110524,1,20211130,서울특별시 강서구 등촌동 507-11 천우네오젠아파트 (지상 1층) 101호,모에뜨,제과점영업,강서구,등촌동
20070914,1,20211130,서울특별시 마포구 성산동 263-1번지 1층,파리바게뜨 성산행복점,제과점영업,마포구,성산동
20131122,1,20211130,서울특별시 마포구 서교동 474-1번지,Grain ble 그랭블레,제과점영업,마포구,서교동
20100723,1,20211130,서울특별시 강서구 화곡동 339-15 (지상 1층),브라운베이커리,제과점영업,강서구,화곡동
20170925,1,20211130,서울특별시 마포구 성산동 200-222번지,김수광통밀빵,제과점영업,마포구,성산동
20171012,1,20211130,서울특별시 마포구 연남동 381-6번지 1층일부,리틀빅토리(LITTLE VICTORY),제과점영업,마포구,연남동
20180125,1,20211130,서울특별시 강동구 암사동 465-24번지,루틴,제과점영업,강동구,암사동
20160212,1,20211130,서울특별시 마포구 대흥동 500-10번지 1층일부,알토브레드(ALTO BREAD),제과점영업,마포구,대흥동
20151123,1,20211130,서울특별시 강동구 명일동 257번지,엘마론 바겟트,제과점영업,강동구,명일동
20151208,1,20211130,서울특별시 강동구 명일동 243번지,라베이크,제과점영업,강동구,명일동
20160225,1,20211130,서울특별시 마포구 도화동 571번지 나눔빌딩 109호,브레드시오,제과점영업,마포구,도화동
20100621,1,20211130,서울특별시 구로구 개봉동 173-1,파리바게뜨개봉역북부점,제과점영업,구로구,개봉동
20100824,1,20211130,서울특별시 구로구 구로동 569-25 1층 3호,파리바게트 구로역점,제과점영업,구로구,구로동
20101021,1,20211130,서울특별시 구로구 신도림동 437-1번지,파리바게뜨(구로대림),제과점영업,구로구,신도림동
20101102,1,20211130,서울특별시 구로구 구로동 650-4 SK허브수 A동 105호,파리바게트 구일역점,제과점영업,구로구,구로동
20101213,1,20211130,서울특별시 구로구 오류동 37-2번지 1층,파리바게트오류역점,제과점영업,구로구,오류동
20100803,1,20211130,서울특별시 강서구 화곡동 1068-32번지 (지상 1층),파리바게뜨(화곡3동점),제과점영업,강서구,화곡동
20101001,1,20211130,서울특별시 강서구 등촌동 509-2번지 (지상 1층),뚜레쥬르(등촌역점),제과점영업,강서구,등촌동
20101018,1,20211130,서울특별시 강서구 내발산동 650-16번지 (지상 1층),아벵브레드,제과점영업,강서구,내발산동
20110921,1,20211130,서울특별시 강서구 내발산동 723-0번지 연세내외과의원 (지상 1층) 9호,옛날빵집,제과점영업,강서구,내발산동
20160908,1,20211130,서울특별시 마포구 서교동 468-2번지 1층,로아베이커리,제과점영업,마포구,서교동
20040317,1,20211130,"서울특별시 강서구 염창동 292번지 ,292-1 동아아파트상가 110호",빵굼터,제과점영업,강서구,염창동
20121212,1,20211130,서울특별시 동대문구 전농동 645-2번지,파리바게뜨 전농동아점,제과점영업,동대문구,전농동
20130308,1,20211130,서울특별시 동대문구 이문동 82-42번지,브레드원,제과점영업,동대문구,이문동
20130626,1,20211130,서울특별시 동대문구 휘경동 150-25번지 1층,떡카페시혁(Tteok Cafe C.Hyuk),제과점영업,동대문구,휘경동
20160322,1,20211130,서울특별시 마포구 연남동 567-17번지 2층일부,레또르떼,제과점영업,마포구,연남동
20160421,1,20211130,서울특별시 마포구 상암동 1587번지 스탠포드호텔코리아 1층일부,소호커피&베이커리(SOHO Coffee&Bakery),제과점영업,마포구,상암동
20170508,1,20211130,서울특별시 강서구 마곡동 776-6번지 새싹타워 (지상 1층),뚜레쥬르 양천향교역점,제과점영업,강서구,마곡동
20170510,1,20211130,"서울특별시 강서구 방화동 533-9번지 1층, 2동",리얼 베이커리카페 리베카,제과점영업,강서구,방화동
20170605,1,20211130,서울특별시 강서구 방화동 281-38번지 1층 가운데,달퐁,제과점영업,강서구,방화동
20170627,1,20211130,서울특별시 강서구 마곡동 748-0번지 마곡13단지힐스테이트마스터 (지상 1층) 근린생활시설-1동 113~114호,파리바게뜨마곡힐스테이트,제과점영업,강서구,마곡동
20170714,1,20211130,서울특별시 강서구 마곡동 739-4 마곡헤리움1차 (지상 1층) 117호,도깨비 베이커리,제과점영업,강서구,마곡동
20170727,1,20211130,서울특별시 강서구 가양동 1480-0번지 영보빌딩 (지상 1층),뚜레쥬르 가양역점,제과점영업,강서구,가양동
20170804,1,20211130,서울특별시 강서구 화곡동 84-23번지 (지하1층~지상 1층),모모밀 베이커리,제과점영업,강서구,화곡동
20130708,1,20211130,서울특별시 마포구 동교동 153-5번지 1층,스퀘어 이미,제과점영업,마포구,동교동
20160704,1,20211130,서울특별시 마포구 도화동 160번지 마포역(5호선)지1층 1004호,브레댄코(bread&co)마포역점,제과점영업,마포구,도화동
20160726,1,20211130,서울특별시 마포구 연남동 252-18번지 1층,딩가케이크(DingaCake),제과점영업,마포구,연남동
20080227,1,20211130,서울특별시 강동구 천호동 395-36번지,그랑프리베이커리,제과점영업,강동구,천호동
20141104,1,20211130,서울특별시 마포구 성산동 533-1번지 다농마트D-2호,밀종베이커리,제과점영업,마포구,성산동
20111124,1,20211130,서울특별시 강서구 방화동 886-0번지 외 6필지 김포공항 스카이파크 (지하 2층),행운식품롯데몰,제과점영업,강서구,방화동
20111206,1,20211130,서울특별시 강서구 방화동 886-0번지 외 6필지 김포공항 스카이파크 (지하 2층),안스베이커리,제과점영업,강서구,방화동
20050311,1,20211130,서울특별시 강동구 성내동 319-33번지,던킨도너츠강동구청점,제과점영업,강동구,성내동
19970714,1,20211130,"서울특별시 강동구 성내동 429-2번지 1층 6호, 7호",파리바게트성내점,제과점영업,강동구,성내동
20140926,1,20211130,"서울특별시 강동구 명일동 44번지 신동아아파트 108,109호 상가동",라베이크,제과점영업,강동구,명일동
20141015,1,20211130,서울특별시 강동구 명일동 70번지 1층,베이커리휴고,제과점영업,강동구,명일동
20170227,1,20211130,서울특별시 강서구 화곡동 1098-16번지 1층,엣지브라운(Edge Brown),제과점영업,강서구,화곡동
20170228,1,20211130,서울특별시 강서구 화곡동 1165-1번지 강서힐스테이트 (지상 1층) 상가동 114호,빵장수 단팥방 우장산점,제과점영업,강서구,화곡동
20180528,1,20211130,서울특별시 강서구 방화동 168-13 1층,하코카빔,제과점영업,강서구,방화동
20180608,1,20211130,서울특별시 강서구 방화동 614-20번지 (지하 1층),미미헌브레드,제과점영업,강서구,방화동
20180608,1,20211130,서울특별시 강서구 마곡동 797-14번지 힐스테이트에코마곡 (지상 1층) 117-1호,마므레,제과점영업,강서구,마곡동
20141201,1,20211130,서울특별시 강서구 방화동 829-4번지 금강프라자 101호,마타디베이커리 방화역점,제과점영업,강서구,방화동
20150119,1,20211130,"서울특별시 강서구 마곡동 798-3 747 1층 111,112호",파리바게뜨 마곡사거리점,제과점영업,강서구,마곡동
20150216,1,20211130,서울특별시 강서구 마곡동 776-4번지 외 1필지 엠코지니어스타 (지상 1층) A동 108호,브레드 더 밀,제과점영업,강서구,마곡동
20150312,1,20211130,서울특별시 강서구 화곡동 1065-1번지 1층 101호,즉석빵집,제과점영업,강서구,화곡동
20091123,1,20211130,서울특별시 강서구 등촌동 655-38 외 1필지 (지상 1층),파리바게트강서하이웨이점,제과점영업,강서구,등촌동
20110825,1,20211130,서울특별시 강동구 천호동 42 홈플러스 강동점 B2,베이커리(BAKERY),제과점영업,강동구,천호동
20110829,1,20211130,"서울특별시 강동구 강일동 675-1 102,103호",파리바게트 강일리버파크점,제과점영업,강동구,강일동
19990226,1,20211130,서울특별시 강동구 길동 390-1번지 서암빌딩1층,뚜레쥬르길동역점,제과점영업,강동구,길동
20140109,1,20211130,서울특별시 강동구 암사동 414-18번지,라베이크,제과점영업,강동구,암사동
20081107,1,20211130,"서울특별시 강동구 암사동 414-2번지 상가145,146호",파리바게뜨,제과점영업,강동구,암사동
20120522,1,20211130,서울특별시 마포구 동교동 173-14번지,블랑(Blanc),제과점영업,마포구,동교동
20120525,1,20211130,서울특별시 마포구 상암동 1740,몽블랑제베이커리상암점,제과점영업,마포구,상암동
20141118,1,20211130,서울특별시 마포구 상암동 1683번지 상암타워클리닉 1층 103호,빠띠시에,제과점영업,마포구,상암동
20050511,1,20211130,서울특별시 마포구 공덕동 461번지,뚜레쥬르공덕역점,제과점영업,마포구,공덕동
20050604,1,20211130,서울특별시 마포구 성산동 591-1번지,파리바게트,제과점영업,마포구,성산동
20041002,1,20211130,서울특별시 동대문구 장안동 188-8 (한천로86),파리바게트동답한신,제과점영업,동대문구,장안동
20150302,1,20211130,"서울특별시 강동구 명일동 48-7번지 101,102호",빠네렌토((PANE LENTO),제과점영업,강동구,명일동
20161205,1,20211130,서울특별시 강서구 염창동 299번지 (지하1층),곰세마리 수제식빵 전문점,제과점영업,강서구,염창동
