name,temp,rain_1h,snow_1h,clouds_all,weather_main,year,month,hour,weekday,traffic_volume
A,292.25,0.25,0.0,90,Mist,2015,9,19,Wed,101040
B,258.22,0.0,0.0,5,Clear,2017,2,7,Fri,192630
B,295.38,0.0,0.0,24,Clouds,2016,9,15,Sat,134670
A,289.52,0.0,0.0,0,Clear,2013,7,7,Thu,195240
B,271.48,0.0,0.0,90,Mist,2017,12,19,Fri,108930
B,274.88,0.0,0.0,1,Clear,2017,11,3,Fri,12150
A,288.32,0.69,0.0,68,Rain,2013,6,3,Mon,9690
A,274.29,0.0,0.0,1,Clear,2017,11,3,Tue,11430
B,295.01,0.25,0.0,1,Rain,2018,9,23,Sat,58350
B,281.95,0.0,0.0,90,Mist,2017,5,23,Sat,61680
B,278.11,0.0,0.0,90,Clouds,2012,10,19,Sun,101460
B,257.22,0.0,0.0,5,Clear,2017,1,19,Sat,90750
A,265.41,0.0,0.0,90,Snow,2017,12,19,Wed,91830
B,283.66,0.0,0.0,90,Clouds,2014,4,19,Sat,100710
A,259.27,0.0,0.0,90,Clouds,2013,1,15,Mon,134490
A,274.95,0.0,0.0,90,Rain,2015,10,19,Wed,95160
B,270.01,0.0,0.0,40,Clouds,2017,11,11,Sun,125850
B,289.22,0.0,0.0,90,Rain,2017,6,11,Sun,102030
A,287.15,0.0,0.0,5,Fog,2018,7,7,Mon,189390
A,290.86,0.76,0.0,90,Rain,2015,9,7,Thu,180720
B,272.87,0.0,0.0,1,Clear,2017,10,3,Sat,11280
A,267.15,0.0,0.0,90,Snow,2016,12,19,Thu,100860
A,278.38,0.0,0.0,90,Clouds,2012,11,15,Tue,179190
A,275.75,0.0,0.0,90,Snow,2017,10,11,Mon,137070
A,295.83,0.0,0.0,75,Clouds,2018,9,3,Mon,10320
B,293.22,0.0,0.0,1,Clear,2017,7,3,Sun,14580
A,275.7,0.0,0.0,1,Clear,2014,4,23,Tue,36120
B,290.8,0.0,0.0,90,Rain,2013,5,3,Sat,10560
A,290.92,0.0,0.0,90,Mist,2017,10,19,Mon,78930
A,278.39,0.0,0.0,90,Rain,2013,4,23,Mon,33720
B,280.08,0.0,0.0,90,Clouds,2018,9,3,Sun,10920
B,273.0,0.0,0.0,90,Drizzle,2018,3,3,Sun,12600
A,299.22,0.0,0.0,1,Clear,2018,8,11,Thu,137220
A,293.25,0.0,0.0,36,Clouds,2013,8,3,Tue,10980
B,275.63,0.0,0.0,20,Clouds,2012,11,3,Sat,11130
B,272.91,0.0,0.0,90,Snow,2016,1,7,Fri,178800
A,282.24,2.79,0.0,20,Mist,2018,9,7,Thu,195780
A,264.95,0.0,0.0,1,Clear,2016,2,23,Tue,28950
A,281.26,0.0,0.0,75,Clouds,2016,5,7,Tue,208560
B,269.66,0.0,0.0,5,Clear,2013,4,7,Sat,58590
A,285.82,0.25,0.0,75,Rain,2014,3,19,Mon,93630
A,290.14,0.0,0.0,1,Clear,2013,10,23,Thu,41130
A,249.47,0.0,0.0,90,Clouds,2013,12,7,Mon,145650
B,255.63,0.0,0.0,64,Clouds,2014,1,23,Sat,46980
A,284.43,0.25,0.0,75,Rain,2014,5,3,Tue,10590
A,286.21,0.0,0.0,90,Rain,2015,10,23,Wed,28560
A,291.27,0.0,0.0,75,Clouds,2016,5,11,Tue,141750
B,274.0,0.0,0.0,90,Mist,2012,12,23,Sat,57510
A,275.07,0.0,0.0,90,Clouds,2013,4,7,Thu,214500
A,297.407,0.0,0.0,8,Clear,2018,5,3,Mon,9960
A,274.91,0.0,0.0,99,Clear,2012,11,7,Tue,185430
A,293.02,0.46,0.0,76,Rain,2013,6,15,Thu,182550
A,289.48,0.0,0.0,40,Clouds,2017,6,3,Mon,10290
A,288.58,0.0,0.0,1,Clear,2016,8,7,Thu,187680
B,274.42,0.0,0.0,90,Snow,2017,10,7,Fri,167460
A,280.75,0.0,0.0,40,Clouds,2017,11,11,Tue,148020
B,268.5,0.0,0.0,90,Clouds,2014,3,15,Sun,134310
A,287.65,0.0,0.0,90,Rain,2013,9,19,Tue,102150
A,272.55,0.0,0.0,90,Haze,2017,1,15,Mon,145560
A,299.81,0.0,0.0,92,Rain,2016,6,11,Wed,148710
B,275.85,0.0,0.0,90,Snow,2012,10,15,Fri,181800
A,279.58,0.0,0.0,1,Clear,2016,11,3,Mon,10620
A,287.62,0.0,0.0,90,Clouds,2018,8,3,Thu,12090
A,287.15,0.0,0.0,75,Clouds,2014,7,23,Mon,33150
B,294.72,0.0,0.0,1,Clear,2018,8,3,Sat,10860
B,297.48,0.0,0.0,1,Clear,2015,7,11,Sun,98850
B,289.47,0.0,0.0,40,Clouds,2014,7,7,Fri,189450
B,279.21,0.0,0.0,90,Clouds,2014,4,7,Fri,199620
A,294.8,0.0,0.0,90,Rain,2018,6,15,Mon,170730
B,255.22,0.0,0.0,1,Clear,2018,2,11,Fri,147960
B,270.4,0.0,0.0,1,Clear,2014,4,3,Sat,11310
A,290.79,0.0,0.0,1,Mist,2017,7,7,Mon,196860
A,271.72,0.0,0.0,90,Mist,2017,12,23,Mon,52890
A,290.15,0.0,0.0,1,Clear,2017,5,15,Mon,163860
A,273.43,0.0,0.0,90,Clouds,2017,11,19,Thu,106140
B,263.55,0.0,0.0,90,Clouds,2014,2,15,Sat,140820
B,279.08,0.0,0.0,1,Clear,2017,10,23,Fri,66090
B,283.805,0.0,0.0,56,Clouds,2016,10,3,Sat,19320
B,267.53,0.0,0.0,64,Mist,2013,12,7,Fri,121110
B,270.74,0.0,0.0,90,Clouds,2014,4,3,Fri,10650
A,297.29,0.0,0.0,1,Clear,2017,9,19,Tue,108120
A,299.06,0.0,0.0,36,Thunderstorm,2013,6,15,Tue,190500
B,270.75,0.0,0.0,90,Clouds,2017,1,15,Sat,142920
A,260.74,0.0,0.0,99,Clouds,2013,2,19,Mon,87360
A,278.59,1.06,0.0,90,Rain,2014,4,15,Wed,168990
A,288.82,0.0,0.0,1,Clear,2018,8,23,Thu,41370
B,300.73,0.0,0.0,48,Clouds,2013,7,23,Sun,37920
A,268.36,0.0,0.0,90,Haze,2017,12,3,Tue,11820
B,268.04,0.0,0.0,40,Clouds,2014,4,7,Sat,59160
A,291.08,0.0,0.0,1,Mist,2014,5,23,Tue,75120
A,287.69,0.0,0.0,1,Haze,2017,7,3,Mon,10830
B,270.22,0.0,0.0,90,Snow,2018,2,7,Fri,157200
A,285.03,2.79,0.0,1,Rain,2018,9,3,Thu,10110
A,273.93,0.0,0.0,90,Clouds,2018,4,11,Tue,141420
A,267.15,0.0,0.0,20,Clouds,2013,1,15,Mon,164820
A,260.57,0.0,0.0,75,Snow,2016,2,3,Thu,10260
A,290.16,0.0,0.0,1,Fog,2017,7,3,Tue,9840
B,286.71,0.0,0.0,1,Clear,2015,9,3,Fri,11160
A,274.48,0.0,0.0,90,Mist,2015,10,23,Wed,28050
A,294.91,7.62,0.0,90,Rain,2016,7,19,Tue,84630
B,267.72,0.0,0.0,75,Clouds,2014,3,3,Sat,10650
A,259.58,0.0,0.0,1,Clear,2016,2,23,Wed,30030
B,247.37,0.0,0.0,1,Clear,2017,12,11,Sun,102120
A,286.45,0.0,0.0,90,Clouds,2013,5,15,Mon,114360
B,276.44,0.0,0.0,1,Haze,2016,2,3,Fri,10320
B,255.35,0.0,0.0,90,Snow,2016,1,11,Sat,126210
B,273.58,0.0,0.0,90,Mist,2016,3,11,Fri,156570
B,271.07,0.0,0.0,5,Clear,2017,1,19,Fri,111870
A,261.23,0.0,0.0,90,Clouds,2013,2,15,Mon,162900
B,276.02,0.0,0.0,90,Rain,2017,3,11,Sun,111030
A,260.42,0.0,0.0,1,Clear,2016,12,23,Tue,36150
B,294.93,0.0,0.0,12,Clouds,2013,6,7,Fri,195210
B,290.49,0.0,0.0,1,Fog,2015,7,3,Sat,10230
A,292.3,0.0,0.0,20,Clouds,2016,5,23,Tue,33870
A,275.15,0.0,0.0,90,Fog,2018,1,23,Wed,33450
A,255.41,0.0,0.0,20,Clouds,2014,2,7,Tue,184530
A,258.9,0.0,0.0,64,Mist,2014,1,3,Wed,10920
A,274.82,0.0,0.0,90,Mist,2016,11,15,Wed,158370
B,290.15,0.0,0.0,90,Rain,2017,6,23,Sat,62880
B,276.66,2.34,0.0,90,Rain,2014,4,7,Sun,28170
B,265.78,0.0,0.0,90,Mist,2016,12,19,Sun,81360
A,293.11,12.45,0.0,90,Rain,2014,5,11,Tue,136470
B,282.86,0.0,0.0,1,Clear,2013,4,15,Fri,187020
B,284.35,1.02,0.0,90,Thunderstorm,2016,4,11,Sun,117870
B,293.65,0.0,0.0,75,Rain,2017,8,15,Sun,141240
B,258.17,0.25,0.0,64,Mist,2014,1,23,Sat,57660
B,279.03,0.0,0.0,1,Clear,2018,9,7,Fri,192030
A,289.0,1.1,0.0,90,Rain,2018,9,11,Thu,137760
A,292.7,0.0,0.0,40,Clouds,2013,6,15,Tue,179370
A,293.22,4.57,0.0,90,Haze,2015,7,15,Mon,156150
A,294.9,0.0,0.0,90,Rain,2013,6,19,Thu,104610
B,285.37,0.0,0.0,1,Clear,2016,9,7,Sun,53820
A,283.73,0.0,0.0,44,Clouds,2014,5,15,Thu,186720
A,303.15,0.0,0.0,75,Clouds,2018,7,15,Mon,162870
B,287.09,0.0,0.0,40,Clouds,2017,6,23,Sun,37650
A,254.8,0.0,0.0,40,Snow,2013,12,11,Mon,124290
A,283.88,0.0,0.0,90,Drizzle,2017,4,15,Mon,160230
B,251.77,0.0,0.0,83,Clouds,2013,2,15,Fri,181110
A,274.55,0.0,0.0,1,Clear,2017,11,23,Tue,28380
A,287.89,0.0,0.0,1,Clear,2017,6,3,Tue,9840
B,296.65,0.0,0.0,1,Clear,2013,9,23,Fri,58140
A,274.62,0.0,0.0,90,Clouds,2014,3,23,Mon,30000
A,279.71,0.59,0.0,90,Rain,2014,4,23,Mon,98490
B,253.01,0.0,0.0,1,Clear,2018,2,11,Sun,103560
A,289.88,0.0,0.0,1,Fog,2015,6,3,Mon,9780
A,286.78,0.0,0.0,1,Clear,2017,6,3,Wed,10710
B,279.89,0.0,0.0,1,Clear,2013,5,7,Fri,191160
B,297.41,0.0,0.0,0,Clear,2013,7,7,Sat,60840
B,289.22,0.0,0.0,20,Clouds,2018,4,15,Sun,145980
A,283.79,0.0,0.0,90,Drizzle,2012,10,19,Thu,105000
A,282.15,0.0,0.0,90,Mist,2015,10,23,Tue,31260
A,269.95,0.0,0.0,20,Clouds,2013,2,19,Wed,92940
B,296.95,0.0,0.0,44,Clouds,2013,6,15,Sun,131910
A,293.56,0.0,0.0,90,Mist,2017,5,23,Tue,41820
A,294.3,0.0,0.0,1,Clear,2015,9,11,Mon,133230
A,261.12,0.0,0.0,90,Clouds,2014,2,19,Tue,92370
A,285.89,0.0,0.0,1,Clear,2013,4,3,Mon,8220
B,292.27,0.0,0.0,75,Clouds,2013,6,11,Sun,125520
A,278.01,0.0,0.0,1,Clear,2014,4,3,Tue,10380
A,281.85,0.0,0.0,1,Clear,2013,4,7,Tue,216510
B,280.26,0.0,0.0,90,Rain,2012,11,3,Sun,9930
B,263.62,0.0,0.0,64,Snow,2014,1,11,Sat,108210
A,270.5,0.0,0.0,90,Mist,2018,4,19,Tue,55020
B,273.39,0.0,0.0,90,Mist,2013,4,11,Fri,152130
A,290.95,0.0,0.0,1,Rain,2018,6,7,Thu,196710
A,260.03,0.0,0.0,1,Clear,2018,2,19,Mon,92940
B,245.7,0.0,0.0,0,Clear,2013,2,7,Sat,57270
A,290.46,0.0,0.0,40,Rain,2018,5,19,Tue,98220
A,273.23,0.0,0.0,90,Mist,2015,12,23,Wed,31980
B,275.65,0.0,0.0,75,Clouds,2016,1,11,Sun,110520
B,256.01,0.0,0.0,1,Clear,2014,2,19,Sun,80220
A,293.45,0.0,0.0,0,Clear,2014,7,7,Mon,184080
B,299.39,0.0,0.0,0,Clear,2013,7,11,Sat,114720
B,258.43,0.0,0.0,40,Clouds,2018,2,19,Fri,114120
B,287.87,0.0,0.0,40,Rain,2018,5,19,Sat,91800
B,290.37,0.0,0.0,0,Clear,2014,5,23,Fri,60960
B,291.03,1.02,0.0,90,Fog,2018,8,7,Sat,80160
B,271.01,0.0,0.0,90,Snow,2018,4,15,Sun,65130
A,281.71,0.0,0.0,90,Clouds,2018,9,3,Wed,10740
A,294.26,0.0,0.0,1,Clear,2015,9,3,Tue,10140
A,289.01,0.0,0.0,1,Clear,2016,6,3,Wed,10110
B,276.15,0.0,0.0,1,Clear,2017,3,19,Sat,107880
B,288.72,0.0,0.0,1,Clear,2016,4,7,Sun,52020
A,288.74,0.0,0.0,20,Clouds,2018,7,7,Tue,169650
B,273.4,0.0,0.0,90,Snow,2016,12,7,Sun,31710
A,277.58,0.0,0.0,1,Clear,2017,11,19,Wed,111480
A,290.79,0.0,0.0,90,Rain,2018,6,7,Tue,190500
A,276.0,0.0,0.0,90,Rain,2017,5,7,Mon,188790
B,297.53,0.0,0.0,92,Rain,2013,7,19,Sun,100830
B,286.15,0.0,0.0,90,Rain,2017,10,23,Fri,83280
B,283.88,0.0,0.0,90,Clouds,2017,10,11,Sat,152070
A,272.31,0.0,0.0,1,Clear,2012,10,3,Wed,10140
A,293.59,0.0,0.0,40,Clouds,2014,4,19,Wed,99480
B,275.4,0.0,0.0,1,Clear,2012,11,7,Fri,206400
A,259.37,0.0,0.0,64,Clouds,2013,12,15,Thu,167460
B,278.15,0.0,0.0,1,Clear,2016,3,19,Sun,104100
A,280.34,0.0,0.0,1,Clear,2017,10,11,Tue,142680
A,288.46,0.0,0.0,75,Clouds,2012,11,15,Thu,92040
B,295.84,0.0,0.0,1,Clear,2018,7,23,Sun,37320
B,271.33,0.0,0.0,90,Mist,2016,1,19,Fri,96990
A,302.15,0.0,0.0,40,Clouds,2018,7,19,Tue,99240
A,281.21,0.0,0.0,90,Fog,2017,4,7,Mon,196170
A,265.69,0.0,0.0,75,Snow,2015,12,23,Thu,48750
A,253.51,0.0,0.0,1,Clear,2013,1,23,Mon,25770
B,289.56,0.0,0.0,75,Drizzle,2016,8,11,Sat,117720
A,295.6,0.0,0.0,90,Rain,2014,6,15,Thu,177570
B,266.58,0.0,0.0,40,Clouds,2015,11,11,Fri,110160
B,265.48,0.0,0.0,90,Clouds,2016,1,7,Sat,45240
A,276.11,0.0,0.0,1,Mist,2015,10,7,Wed,181620
A,265.54,0.0,0.0,75,Clouds,2014,2,15,Wed,180810
A,290.88,10.6,0.0,90,Mist,2018,9,19,Thu,88710
A,268.01,0.0,0.0,1,Clear,2018,3,7,Thu,188250
A,283.66,0.0,0.0,90,Drizzle,2015,10,15,Mon,161520
B,265.9,0.0,0.0,75,Clouds,2013,1,19,Sun,75360
B,292.0,0.0,0.0,20,Mist,2018,7,7,Sat,59730
A,262.6,0.0,0.0,90,Snow,2013,2,19,Tue,93780
A,271.95,0.0,0.0,1,Clear,2017,1,23,Tue,31440
A,304.53,0.0,0.0,20,Clouds,2017,7,19,Wed,96180
B,298.16,0.0,0.0,0,Clear,2013,7,11,Sat,137430
A,280.48,0.0,0.0,90,Clouds,2018,3,19,Wed,101760
A,295.78,0.0,0.0,0,Clear,2016,7,23,Wed,36270
B,275.22,0.0,0.0,90,Clouds,2017,2,7,Sat,37470
A,298.02,0.0,0.0,90,Drizzle,2017,6,15,Wed,169350
A,280.69,0.0,0.0,1,Clear,2015,10,3,Thu,10860
A,272.02,0.0,0.0,90,Rain,2017,1,23,Mon,23490
A,251.39,0.0,0.0,40,Clouds,2014,1,19,Thu,85710
A,301.9,0.0,0.0,1,Clear,2016,8,15,Mon,149040
A,290.34,0.0,0.0,90,Drizzle,2013,9,7,Wed,178530
A,291.1,0.0,0.0,75,Clouds,2016,9,15,Tue,164010
A,271.87,0.0,0.0,90,Mist,2018,4,11,Tue,107610
A,281.15,0.0,0.0,1,Clear,2014,3,15,Thu,176520
B,278.209,0.0,0.0,12,Clouds,2016,10,23,Fri,60300
A,297.36,0.0,0.0,40,Clouds,2017,7,19,Mon,96900
A,276.43,0.0,0.0,64,Clouds,2013,11,11,Tue,140130
B,298.18,0.0,0.0,75,Clouds,2016,6,15,Fri,156570
B,277.81,0.0,0.0,40,Clouds,2017,4,11,Fri,158040
A,253.92,0.0,0.0,1,Clear,2018,2,7,Thu,189090
A,289.37,0.0,0.0,1,Clear,2015,10,19,Tue,103740
B,275.22,0.0,0.0,75,Clouds,2018,1,11,Sun,110580
A,289.36,0.0,0.0,1,Clear,2018,6,3,Thu,11400
B,286.75,0.0,0.0,90,Clouds,2013,5,11,Fri,157890
A,287.54,0.0,0.0,90,Rain,2013,5,19,Tue,93510
A,293.17,0.0,0.0,20,Clouds,2016,5,3,Mon,10170
B,287.12,0.0,0.0,90,Mist,2014,5,3,Fri,11280
B,296.71,8.4,0.0,90,Thunderstorm,2015,9,7,Sun,38700
A,280.9,0.0,0.0,1,Clear,2017,4,3,Mon,10290
B,287.3,0.0,0.0,1,Clear,2018,7,3,Sun,16380
B,298.68,0.0,0.0,40,Clouds,2018,7,15,Sat,118440
B,281.44,0.0,0.0,90,Clouds,2017,5,7,Sat,63390
A,294.01,0.0,0.0,1,Mist,2018,8,7,Tue,197190
A,287.28,0.0,0.0,90,Rain,2013,5,15,Wed,180480
B,280.74,0.0,0.0,90,Clouds,2014,4,23,Sat,62820
B,294.04,1.4,0.0,90,Rain,2018,8,3,Fri,11340
B,284.1,0.0,0.0,90,Clouds,2014,5,15,Fri,181860
A,276.95,0.0,0.0,90,Drizzle,2017,5,11,Mon,136050
A,291.05,0.0,0.0,1,Clear,2016,9,19,Wed,94620
A,257.12,0.0,0.0,75,Clouds,2012,12,3,Thu,9090
A,261.64,0.0,0.0,1,Mist,2016,1,3,Mon,12300
A,266.09,0.0,0.0,1,Clear,2018,4,23,Wed,32910
A,261.43,0.0,0.0,1,Clear,2016,1,3,Wed,10350
B,298.56,0.0,0.0,40,Thunderstorm,2015,7,23,Sun,39300
B,277.96,0.0,0.0,64,Mist,2013,11,3,Sun,9990
A,267.39,0.0,0.0,90,Haze,2016,1,3,Thu,9570
A,294.81,0.0,0.0,90,Clouds,2016,7,3,Tue,9360
A,256.01,0.76,0.0,90,Snow,2013,12,15,Mon,126990
A,285.31,0.25,0.0,90,Mist,2018,8,3,Wed,11160
A,264.65,0.0,0.0,1,Clear,2016,3,3,Wed,13620
A,286.35,0.0,0.0,1,Clear,2018,5,23,Wed,43980
A,305.34,0.0,0.0,0,Clear,2013,8,19,Mon,102750
A,280.89,0.0,0.0,40,Clouds,2017,3,15,Tue,171270
A,280.15,0.0,0.0,90,Mist,2017,11,3,Wed,10620
B,267.88,0.0,0.0,90,Clouds,2017,12,7,Fri,189210
A,297.15,0.0,0.0,1,Clear,2013,7,11,Mon,145890
A,288.74,0.0,0.0,1,Clear,2016,7,3,Mon,8100
B,290.91,0.0,0.0,1,Clear,2018,9,11,Sun,127560
A,269.64,0.0,0.0,1,Clear,2016,1,7,Wed,201480
B,295.07,0.0,0.0,90,Rain,2013,6,19,Sat,98280
B,278.84,0.97,0.0,32,Rain,2013,10,15,Sat,146550
A,288.38,0.0,0.0,1,Mist,2014,8,3,Wed,12030
A,274.51,0.0,0.0,90,Clouds,2018,2,15,Thu,175320
B,250.02,0.0,0.0,1,Clear,2018,2,7,Fri,175290
A,290.86,1.33,0.0,90,Rain,2015,8,15,Tue,164040
B,274.71,0.0,0.0,90,Mist,2017,1,3,Sat,11640
B,273.72,0.0,0.0,90,Mist,2017,10,11,Fri,141150
B,287.71,0.0,0.0,90,Rain,2013,10,7,Sat,71880
B,254.67,0.0,0.0,59,Clouds,2013,2,11,Sun,106650
B,297.62,0.0,0.0,75,Clouds,2015,8,15,Fri,177420
B,260.88,0.0,0.0,64,Clouds,2013,12,19,Fri,104100
A,279.76,0.0,0.0,5,Clear,2016,3,15,Thu,178290
B,252.77,0.0,0.0,90,Clouds,2014,2,7,Fri,189240
A,285.29,0.0,0.0,90,Thunderstorm,2017,5,23,Mon,28650
A,255.03,0.0,0.0,20,Clouds,2014,2,7,Mon,180180
B,272.62,0.0,0.0,90,Mist,2013,4,23,Fri,50850
B,259.29,0.0,0.0,1,Clear,2016,12,3,Sat,10950
A,281.91,0.0,0.0,1,Clear,2013,5,3,Tue,9570
A,271.15,0.0,0.0,20,Clouds,2013,1,15,Wed,171000
A,276.82,0.0,0.0,90,Clouds,2014,3,19,Wed,97350
A,267.45,0.0,0.0,90,Clouds,2015,12,15,Mon,160650
A,289.64,4.98,0.0,92,Rain,2013,6,11,Thu,152640
B,290.24,0.0,0.0,20,Clouds,2016,4,15,Sun,140850
A,290.36,0.0,0.0,90,Mist,2018,5,19,Mon,93390
B,307.32,0.0,0.0,20,Clouds,2016,7,15,Fri,156030
B,271.01,0.0,0.0,90,Clouds,2017,12,11,Sun,120750
A,284.27,0.25,0.0,75,Rain,2014,5,7,Thu,183240
A,290.18,0.93,0.0,90,Mist,2018,8,11,Tue,140340
A,285.8,0.0,0.0,90,Rain,2012,10,15,Thu,176640
B,288.04,0.0,0.0,75,Clouds,2016,6,23,Sat,72540
B,282.75,0.0,0.0,90,Clouds,2015,10,23,Sat,60510
A,267.45,0.0,0.0,75,Mist,2018,2,15,Mon,102780
B,296.2,0.0,0.0,12,Clouds,2013,7,7,Sun,33840
B,287.93,0.0,0.0,90,Clouds,2013,5,19,Sun,77610
A,291.68,0.38,0.0,90,Rain,2015,9,23,Wed,29520
B,298.66,0.0,0.0,75,Clouds,2015,9,11,Sun,117810
A,289.66,0.51,0.0,92,Haze,2014,5,11,Tue,145830
A,292.61,0.0,0.0,8,Clear,2016,6,23,Wed,42540
A,283.77,0.0,0.0,90,Mist,2016,4,7,Wed,215760
B,275.8,0.0,0.0,1,Clear,2018,3,19,Fri,120120
A,298.64,0.0,0.0,40,Clouds,2017,8,11,Tue,143370
A,288.46,0.0,0.0,40,Clouds,2016,8,7,Mon,186030
A,272.6,0.0,0.0,5,Clear,2018,1,11,Thu,141180
A,293.15,0.0,0.0,90,Rain,2018,5,23,Tue,29070
B,277.572,0.0,0.0,0,Clear,2016,10,23,Fri,52980
A,285.28,0.64,0.0,90,Mist,2014,5,23,Mon,28110
A,289.26,0.25,0.0,0,Rain,2016,9,11,Mon,130290
B,288.41,0.0,0.0,5,Clear,2015,11,15,Sun,117990
A,289.94,0.0,0.0,5,Clear,2017,9,19,Wed,109860
A,272.29,0.0,0.0,90,Fog,2018,4,15,Tue,140670
B,274.29,0.0,0.0,90,Mist,2016,12,19,Sat,77190
A,255.75,0.0,0.0,90,Haze,2017,12,7,Mon,28260
B,287.69,0.0,0.0,75,Clouds,2018,5,11,Sun,119490
A,301.01,0.0,0.0,20,Clouds,2016,7,15,Wed,154110
A,265.74,0.0,0.0,5,Clear,2016,1,19,Mon,85020
A,269.94,0.0,0.0,1,Clear,2018,3,7,Thu,196110
A,264.89,0.0,0.0,90,Snow,2016,12,19,Wed,98280
A,262.65,0.0,0.0,90,Haze,2016,2,11,Mon,126870
B,292.5,0.0,0.0,1,Clear,2017,9,7,Fri,202320
B,254.82,0.0,0.0,1,Clear,2016,1,15,Sun,108030
A,285.61,0.0,0.0,90,Clouds,2012,10,23,Tue,30630
B,261.93,0.0,0.0,75,Clouds,2013,11,23,Fri,101520
B,292.31,0.0,0.0,1,Clear,2015,7,3,Fri,12300
B,284.65,0.0,0.0,1,Clear,2016,11,11,Sat,132450
B,269.79,0.0,0.0,90,Snow,2018,2,3,Fri,11040
A,297.69,0.0,0.0,1,Thunderstorm,2017,7,23,Tue,32070
A,294.44,0.0,0.0,75,Clouds,2018,6,11,Thu,155010
B,293.31,0.0,0.0,20,Mist,2017,9,7,Sun,43710
A,268.28,0.0,0.0,64,Clouds,2013,11,19,Wed,100410
B,274.79,0.0,0.0,90,Clouds,2013,4,19,Sun,76530
A,286.22,0.0,0.0,90,Drizzle,2017,9,11,Mon,130470
B,256.94,0.0,0.0,75,Mist,2016,2,7,Fri,191700
A,276.29,0.0,0.0,90,Rain,2017,4,19,Wed,103170
A,279.27,0.96,0.0,90,Rain,2014,4,15,Mon,166860
A,281.27,0.0,0.0,90,Clouds,2017,3,15,Thu,173850
A,285.54,0.0,0.0,90,Clouds,2017,5,11,Wed,136230
B,280.1,0.0,0.0,92,Rain,2012,10,23,Fri,61530
A,274.22,0.0,0.0,90,Drizzle,2017,1,3,Mon,10170
A,272.41,0.0,0.0,90,Fog,2012,12,11,Mon,112830
B,294.36,0.0,0.0,1,Rain,2015,8,11,Sat,122220
B,278.58,0.0,0.0,90,Clouds,2014,3,19,Sun,96900
B,281.379,0.0,0.0,64,Rain,2016,10,23,Sat,64020
B,287.03,0.0,0.0,1,Clear,2018,5,23,Sun,33210
B,257.72,0.0,0.0,1,Clear,2018,2,11,Fri,147390
B,278.083,0.0,0.0,0,Clear,2016,10,3,Fri,12780
B,271.14,0.0,0.0,40,Clouds,2017,11,7,Sun,37200
B,289.35,0.0,0.0,1,Clear,2017,4,19,Fri,118770
B,296.48,0.0,0.0,48,Clouds,2013,7,23,Fri,64740
B,274.52,0.0,0.0,90,Drizzle,2012,12,19,Sun,77910
B,294.5,0.0,0.0,5,Clear,2018,9,19,Sat,101970
A,264.09,0.0,0.0,1,Clear,2015,12,3,Thu,10740
A,294.0,0.0,0.0,0,Clear,2013,8,23,Mon,35490
A,298.69,0.0,0.0,75,Clouds,2018,8,15,Thu,175440
B,285.12,0.0,0.0,12,Clouds,2016,9,23,Sun,37830
A,253.31,0.0,0.0,1,Clear,2018,1,19,Mon,65970
B,295.88,1.02,0.0,40,Rain,2015,6,19,Fri,108360
A,273.15,0.0,0.0,1,Clear,2017,3,15,Wed,178680
B,291.53,0.0,0.0,1,Mist,2015,8,3,Sat,13380
A,282.43,0.0,0.0,90,Mist,2016,5,7,Wed,207870
A,279.21,0.0,0.0,90,Drizzle,2012,11,23,Thu,36660
B,270.68,0.0,0.0,90,Snow,2016,3,3,Sat,11550
A,292.44,0.0,0.0,75,Thunderstorm,2015,9,19,Wed,104910
A,257.41,0.0,0.0,1,Clear,2013,2,19,Wed,97020
B,289.37,0.0,0.0,90,Clouds,2017,9,7,Sun,44040
B,289.75,0.0,0.0,5,Clear,2017,6,7,Sat,60480
A,259.92,0.0,0.0,40,Clouds,2018,1,19,Thu,74400
B,251.77,0.0,0.0,1,Clear,2014,2,23,Sun,93330
B,279.54,0.0,0.0,90,Rain,2012,10,3,Fri,11400
A,262.52,0.0,0.0,64,Clouds,2013,11,3,Tue,9720
B,296.61,0.0,0.0,56,Clouds,2013,7,3,Sun,11790
B,286.267,0.0,0.0,88,Clouds,2017,2,19,Sun,93270
A,273.52,0.0,0.1,90,Mist,2016,1,23,Thu,37230
A,291.67,0.0,0.0,88,Clouds,2016,6,7,Wed,190680
B,289.6,0.0,0.0,1,Clear,2013,9,23,Sun,51360
A,255.62,0.0,0.0,64,Clouds,2014,1,19,Wed,63630
A,267.79,0.25,0.0,64,Rain,2014,1,23,Wed,28680
B,289.43,0.0,0.0,1,Clear,2017,5,23,Fri,61260
B,288.3,0.0,0.0,1,Clear,2014,4,15,Sun,126960
A,297.62,0.0,0.0,90,Thunderstorm,2018,7,15,Wed,92100
A,282.382,0.0,0.0,0,Clear,2016,10,3,Mon,9060
B,285.93,1.66,0.0,90,Drizzle,2014,6,11,Sat,149730
B,275.21,0.0,0.0,90,Mist,2017,1,11,Sat,140370
A,257.16,0.0,0.0,64,Clouds,2014,1,15,Tue,150390
B,251.93,0.0,0.0,1,Clear,2017,12,15,Sun,109050
A,287.65,0.0,0.0,90,Mist,2013,9,19,Tue,102150
A,280.03,0.0,0.0,40,Clouds,2012,11,7,Mon,204930
B,281.38,0.0,0.0,90,Rain,2016,3,15,Sat,129570
B,260.55,0.0,0.0,1,Clear,2017,3,3,Sat,13080
