연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
708,5,2529,마포,2023-03,862359
709,5,2530,공덕(5),2023-03,879263
710,5,2531,애오개,2023-03,405787
711,5,2532,충정로(5),2023-03,273907
712,5,2533,서대문,2023-03,1178152
713,5,2534,광화문,2023-03,1967321
714,5,2535,종로3가(5),2023-03,892019
715,5,2536,을지로4가(5),2023-03,389665
716,5,2537,동대문역사문화공원(5),2023-03,200169
717,5,2538,청구(5),2023-03,230699
718,5,2539,신금호,2023-03,403601
719,5,2540,행당,2023-03,471211
720,5,2541,왕십리(5),2023-03,305091
721,5,2542,마장,2023-03,356531
722,5,2543,답십리,2023-03,977794
723,5,2544,장한평,2023-03,1151276
724,5,2545,군자(5),2023-03,768818
725,5,2546,아차산,2023-03,945723
726,5,2547,광나루,2023-03,845698
727,5,2548,천호(5),2023-03,1172080
728,5,2549,강동,2023-03,1101422
729,5,2550,길동,2023-03,504306
730,5,2551,굽은다리,2023-03,582348
731,5,2552,명일,2023-03,565477
732,5,2553,고덕,2023-03,611601
733,5,2554,상일동,2023-03,866171
734,5,2555,둔촌동,2023-03,551715
735,5,2556,올림픽공원(5),2023-03,323830
736,5,2557,방이,2023-03,455700
737,5,2558,오금(5),2023-03,220452
738,5,2559,개롱,2023-03,410337
739,5,2560,거여,2023-03,617487
740,5,2561,마천,2023-03,463234
741,5,2562,강일,2023-03,322057
742,5,2563,미사,2023-03,1071258
743,5,2564,하남풍산,2023-03,271503
744,5,2565,하남시청,2023-03,482937
745,5,2566,하남검단산,2023-03,403473
746,6,2611,응암,2023-03,1089890
747,6,2612,역촌,2023-03,248859
748,6,2613,불광(6),2023-03,281731
749,6,2614,독바위,2023-03,174949
750,6,2616,구산,2023-03,430710
751,6,2617,새절,2023-03,775538
752,6,2618,증산,2023-03,628015
753,6,2619,디지털미디어시티(6),2023-03,926572
754,6,2620,월드컵경기장,2023-03,380552
755,6,2621,마포구청,2023-03,836405
756,6,2622,망원,2023-03,949077
757,6,2623,합정(6),2023-03,871294
758,6,2624,상수,2023-03,686917
759,6,2625,광흥창,2023-03,550469
760,6,2626,대흥,2023-03,606452
761,6,2627,공덕(6),2023-03,1109627
762,6,2628,효창공원앞,2023-03,453321
763,6,2629,삼각지(6),2023-03,428932
764,6,2630,녹사평,2023-03,322285
765,6,2631,이태원,2023-03,735196
766,6,2632,한강진,2023-03,703623
767,6,2633,버티고개,2023-03,135778
768,6,2634,약수(6),2023-03,225534
769,6,2635,청구(6),2023-03,232042
770,6,2636,신당(6),2023-03,512730
771,6,2637,동묘앞(6),2023-03,546420
772,6,2638,창신,2023-03,214068
773,6,2639,보문,2023-03,472601
774,6,2640,안암,2023-03,930084
775,6,2641,고려대,2023-03,570912
776,6,2642,월곡,2023-03,790521
777,6,2643,상월곡,2023-03,397922
778,6,2644,돌곶이,2023-03,590094
779,6,2645,석계(6),2023-03,796308
780,6,2646,태릉입구(6),2023-03,377491
781,6,2647,화랑대,2023-03,695704
782,6,2648,봉화산,2023-03,539932
783,7,2711,장암,2023-03,116058
784,7,2712,도봉산(7),2023-03,634924
785,7,2713,수락산,2023-03,801259
786,7,2714,마들,2023-03,787039
787,7,2715,노원(7),2023-03,1283902
788,7,2716,중계,2023-03,880558
789,7,2717,하계,2023-03,1099388
790,7,2718,공릉,2023-03,780947
791,7,2719,태릉입구(7),2023-03,588629
792,7,2720,먹골,2023-03,628326
793,7,2721,중화,2023-03,659030
794,7,2722,상봉(7),2023-03,1030200
795,7,2723,면목,2023-03,969930
796,7,2724,사가정,2023-03,1008659
797,7,2725,용마산,2023-03,366644
798,7,2726,중곡,2023-03,643363
799,7,2727,군자(7),2023-03,835746
800,7,2728,어린이대공원,2023-03,1135195
801,7,2729,건대입구(7),2023-03,897292
802,7,2730,뚝섬유원지,2023-03,646239
803,7,2731,청담,2023-03,1215261
804,7,2732,강남구청,2023-03,1034297
805,7,2733,학동,2023-03,1425232
806,7,2734,논현,2023-03,1090004
807,7,2735,반포,2023-03,378205
808,7,2736,고속터미널(7),2023-03,967772
809,7,2737,내방,2023-03,893249
810,7,2738,이수(7),2023-03,960118
811,7,2739,남성,2023-03,689720
812,7,2740,숭실대입구,2023-03,997571
813,7,2741,상도,2023-03,775190
814,7,2742,장승배기,2023-03,553926
815,7,2743,신대방삼거리,2023-03,907960
816,7,2744,보라매,2023-03,444039
817,7,2745,신풍,2023-03,699103
818,7,2746,대림(7),2023-03,543140
819,7,2747,남구로,2023-03,915461
820,7,2748,가산디지털단지(7),2023-03,2443612
821,7,2749,철산,2023-03,1321005
822,7,2750,광명사거리,2023-03,1305625
823,7,2751,천왕,2023-03,684116
824,7,2752,온수(7),2023-03,625446
825,8,2811,암사,2023-03,1085352
826,8,2812,천호(8),2023-03,984031
827,8,2813,강동구청,2023-03,639004
828,8,2814,몽촌토성,2023-03,412415
829,8,2815,잠실(8),2023-03,1049394
830,8,2816,석촌(8),2023-03,531401
831,8,2817,송파,2023-03,544604
832,8,2818,가락시장(8),2023-03,497562
833,8,2819,문정,2023-03,1240039
834,8,2820,장지,2023-03,1044499
835,8,2821,복정(8),2023-03,550041
836,8,2822,산성,2023-03,338113
837,8,2823,남한산성입구,2023-03,878489
838,8,2824,단대오거리,2023-03,767423
839,8,2825,신흥,2023-03,330611
840,8,2826,수진,2023-03,330595
841,8,2827,모란(8),2023-03,294779
842,8,2828,남위례,2023-03,419544
843,9,4126,언주,2023-03,374956
844,9,4127,선정릉,2023-03,340496
845,9,4128,삼성중앙,2023-03,259255
846,9,4129,봉은사,2023-03,698629
847,9,4130,종합운동장(9),2023-03,167709
848,9,4131,삼전,2023-03,276486
849,9,4132,석촌고분,2023-03,253083
850,9,4133,석촌(9),2023-03,343685
851,9,4134,송파나루,2023-03,214844
852,9,4135,한성백제,2023-03,110004
853,9,4136,올림픽공원(9),2023-03,339076
854,9,4137,둔촌오륜,2023-03,48386
855,9,4138,중앙보훈병원,2023-03,405543
856,1,150,서울역(1),2023-04,3036803
857,1,151,시청(1),2023-04,1486480
858,1,152,종각,2023-04,2109681
859,1,153,종로3가(1),2023-04,1524047
860,1,154,종로5가,2023-04,1449489
861,1,155,동대문(1),2023-04,710143
862,1,156,신설동(1),2023-04,801679
863,1,157,제기동,2023-04,1034975
864,1,158,청량리,2023-04,1208382
865,1,159,동묘앞(1),2023-04,634048
866,2,201,시청(2),2023-04,1369227
867,2,202,을지로입구,2023-04,2649995
868,2,203,을지로3가(2),2023-04,1370658
869,2,204,을지로4가(2),2023-04,788905
870,2,205,동대문역사문화공원(2),2023-04,953705
871,2,206,신당(2),2023-04,890314
872,2,207,상왕십리,2023-04,818998
873,2,208,왕십리(2),2023-04,901103
874,2,209,한양대,2023-04,788487
875,2,210,뚝섬,2023-04,1437805
876,2,211,성수,2023-04,2311972
877,2,212,건대입구(2),2023-04,2304455
878,2,213,구의,2023-04,1366532
879,2,214,강변,2023-04,1832462
880,2,215,잠실나루,2023-04,844595
881,2,216,잠실(2),2023-04,4743988
882,2,217,잠실새내,2023-04,1355292
883,2,218,종합운동장(2),2023-04,983386
884,2,219,삼성,2023-04,3096489
885,2,220,선릉,2023-04,2829554
886,2,221,역삼,2023-04,2887775
887,2,222,강남,2023-04,4422759
888,2,223,교대(2),2023-04,1937556
889,2,224,서초,2023-04,1244860
890,2,225,방배,2023-04,1079297
891,2,226,사당(2),2023-04,2501889
892,2,227,낙성대,2023-04,1624130
893,2,228,서울대입구,2023-04,2750828
894,2,229,봉천,2023-04,1359476
895,2,230,신림,2023-04,3292739
896,2,231,신대방,2023-04,1515409
897,2,232,구로디지털단지,2023-04,3267007
898,2,233,대림(2),2023-04,1478658
899,2,234,신도림,2023-04,2926849
900,2,235,문래,2023-04,1244321
901,2,236,영등포구청(2),2023-04,1240664
902,2,237,당산,2023-04,1195141
903,2,238,합정(2),2023-04,2063479
904,2,239,홍대입구,2023-04,4217566
905,2,240,신촌,2023-04,2317886
906,2,241,이대,2023-04,1078889
907,2,242,아현,2023-04,624620
908,2,243,충정로(2),2023-04,587079
909,2,244,용답,2023-04,190686
910,2,245,신답,2023-04,104082
911,2,246,신설동(2),2023-04,235514
912,2,247,도림천,2023-04,78595
913,2,248,양천구청,2023-04,424449
914,2,249,신정네거리,2023-04,619406
915,2,250,용두,2023-04,141756
916,3,309,지축,2023-04,376660
917,3,310,구파발,2023-04,1243218
918,3,311,연신내(3),2023-04,2025371
919,3,312,불광(3),2023-04,1022104
920,3,313,녹번,2023-04,872705
921,3,314,홍제,2023-04,1061755
922,3,315,무악재,2023-04,254775
923,3,316,독립문,2023-04,457691
924,3,317,경복궁,2023-04,1591378
925,3,318,안국,2023-04,1640318
926,3,319,종로3가(3),2023-04,655870
927,3,320,을지로3가(3),2023-04,649492
928,3,322,동대입구,2023-04,698531
929,3,323,약수(3),2023-04,758577
930,3,324,금호,2023-04,458242
931,3,325,옥수,2023-04,547120
932,3,326,압구정,2023-04,1893244
933,3,327,신사,2023-04,1662326
934,3,328,잠원,2023-04,288716
935,3,329,고속터미널(3),2023-04,2861947
936,3,330,교대(3),2023-04,726780
937,3,331,남부터미널,2023-04,1704030
938,3,332,양재,2023-04,2177522
939,3,333,매봉,2023-04,681681
940,3,334,도곡,2023-04,321417
941,3,335,대치,2023-04,675765
942,3,336,학여울,2023-04,152974
943,3,337,대청,2023-04,581338
944,3,338,일원,2023-04,606680
945,3,339,수서,2023-04,1114049
946,3,340,가락시장(3),2023-04,515379
947,3,341,경찰병원,2023-04,414996
948,3,342,오금(3),2023-04,354430
949,4,409,당고개,2023-04,544340
950,4,410,상계,2023-04,1113896
951,4,411,노원(4),2023-04,1201723
952,4,412,창동,2023-04,1532291
953,4,413,쌍문,2023-04,1644091
954,4,414,수유,2023-04,2041791
955,4,415,미아,2023-04,891603
956,4,416,미아사거리,2023-04,1569133
957,4,417,길음,2023-04,1290569
958,4,418,성신여대입구,2023-04,1261000
959,4,419,한성대입구,2023-04,866187
960,4,420,혜화,2023-04,2151848
961,4,421,동대문(4),2023-04,1159886
962,4,422,동대문역사문화공원(4),2023-04,1015372
963,4,423,충무로(4),2023-04,1734740
964,4,424,명동,2023-04,1960796
965,4,425,회현,2023-04,1566498
966,4,426,서울역(4),2023-04,964320
967,4,427,숙대입구,2023-04,879634
968,4,428,삼각지(4),2023-04,372811
969,4,429,신용산,2023-04,1066311
970,4,430,이촌,2023-04,543519
971,4,431,동작,2023-04,133993
972,4,432,이수(총신대입구),2023-04,1169049
973,4,433,사당(4),2023-04,1526305
974,4,434,남태령,2023-04,76647
975,5,2511,방화,2023-04,394302
976,5,2512,개화산,2023-04,331430
977,5,2513,김포공항(5),2023-04,459562
978,5,2514,송정,2023-04,371383
979,5,2515,마곡,2023-04,609540
980,5,2516,발산,2023-04,1240254
981,5,2517,우장산,2023-04,849811
982,5,2518,화곡,2023-04,1636860
983,5,2519,까치산(5),2023-04,1646202
984,5,2520,신정,2023-04,714348
985,5,2521,목동,2023-04,998918
986,5,2522,오목교,2023-04,1294392
987,5,2523,양평(5),2023-04,411543
988,5,2524,영등포구청(5),2023-04,248516
989,5,2525,영등포시장,2023-04,655212
990,5,2526,신길(5),2023-04,276217
991,5,2527,여의도(5),2023-04,1606984
992,5,2528,여의나루,2023-04,1183450
993,5,2529,마포,2023-04,819494
994,5,2530,공덕(5),2023-04,836814
995,5,2531,애오개,2023-04,383145
996,5,2532,충정로(5),2023-04,257417
997,5,2533,서대문,2023-04,1092925
998,5,2534,광화문,2023-04,1858199
999,5,2535,종로3가(5),2023-04,876432
1000,5,2536,을지로4가(5),2023-04,364332
1001,5,2537,동대문역사문화공원(5),2023-04,180887
1002,5,2538,청구(5),2023-04,218576
1003,5,2539,신금호,2023-04,379441
1004,5,2540,행당,2023-04,447481
1005,5,2541,왕십리(5),2023-04,285969
1006,5,2542,마장,2023-04,342289
1007,5,2543,답십리,2023-04,918886
1008,5,2544,장한평,2023-04,1084998
1009,5,2545,군자(5),2023-04,722173
1010,5,2546,아차산,2023-04,909492
1011,5,2547,광나루,2023-04,809791
1012,5,2548,천호(5),2023-04,1118139
1013,5,2549,강동,2023-04,1042074
1014,5,2550,길동,2023-04,479668
1015,5,2551,굽은다리,2023-04,550464
1016,5,2552,명일,2023-04,535645
1017,5,2553,고덕,2023-04,573134
1018,5,2554,상일동,2023-04,815986
1019,5,2555,둔촌동,2023-04,520833
1020,5,2556,올림픽공원(5),2023-04,297271
1021,5,2557,방이,2023-04,432542
1022,5,2558,오금(5),2023-04,208288
1023,5,2559,개롱,2023-04,390121
1024,5,2560,거여,2023-04,582056
1025,5,2561,마천,2023-04,436435
1026,5,2562,강일,2023-04,307235
1027,5,2563,미사,2023-04,1017880
1028,5,2564,하남풍산,2023-04,259597
1029,5,2565,하남시청,2023-04,456438
1030,5,2566,하남검단산,2023-04,383890
1031,6,2611,응암,2023-04,1046211
1032,6,2612,역촌,2023-04,237974
1033,6,2613,불광(6),2023-04,270028
1034,6,2614,독바위,2023-04,167098
1035,6,2616,구산,2023-04,405660
1036,6,2617,새절,2023-04,742355
1037,6,2618,증산,2023-04,595478
1038,6,2619,디지털미디어시티(6),2023-04,872872
1039,6,2620,월드컵경기장,2023-04,367557
1040,6,2621,마포구청,2023-04,798758
1041,6,2622,망원,2023-04,916224
1042,6,2623,합정(6),2023-04,833234
1043,6,2624,상수,2023-04,662683
1044,6,2625,광흥창,2023-04,520554
1045,6,2626,대흥,2023-04,565641
1046,6,2627,공덕(6),2023-04,1053841
1047,6,2628,효창공원앞,2023-04,427061
1048,6,2629,삼각지(6),2023-04,415633
1049,6,2630,녹사평,2023-04,315946
1050,6,2631,이태원,2023-04,740798
1051,6,2632,한강진,2023-04,680514
1052,6,2633,버티고개,2023-04,127498
1053,6,2634,약수(6),2023-04,217834
1054,6,2635,청구(6),2023-04,220681
1055,6,2636,신당(6),2023-04,509011
1056,6,2637,동묘앞(6),2023-04,519211
1057,6,2638,창신,2023-04,200529
1058,6,2639,보문,2023-04,449316
1059,6,2640,안암,2023-04,806529
1060,6,2641,고려대,2023-04,532613
1061,6,2642,월곡,2023-04,723566
1062,6,2643,상월곡,2023-04,378082
1063,6,2644,돌곶이,2023-04,562482
1064,6,2645,석계(6),2023-04,747130
1065,6,2646,태릉입구(6),2023-04,354907
1066,6,2647,화랑대,2023-04,653394
1067,6,2648,봉화산,2023-04,504026
1068,7,2711,장암,2023-04,113493
1069,7,2712,도봉산(7),2023-04,608261
1070,7,2713,수락산,2023-04,752924
1071,7,2714,마들,2023-04,741728
1072,7,2715,노원(7),2023-04,1204836
1073,7,2716,중계,2023-04,840184
1074,7,2717,하계,2023-04,1045977
1075,7,2718,공릉,2023-04,728832
1076,7,2719,태릉입구(7),2023-04,549868
1077,7,2720,먹골,2023-04,593120
1078,7,2721,중화,2023-04,622612
1079,7,2722,상봉(7),2023-04,982188
1080,7,2723,면목,2023-04,917951
1081,7,2724,사가정,2023-04,952580
1082,7,2725,용마산,2023-04,348944
1083,7,2726,중곡,2023-04,606999
1084,7,2727,군자(7),2023-04,792590
1085,7,2728,어린이대공원,2023-04,1078612
1086,7,2729,건대입구(7),2023-04,839984
1087,7,2730,뚝섬유원지,2023-04,663206
1088,7,2731,청담,2023-04,1147473
1089,7,2732,강남구청,2023-04,967326
1090,7,2733,학동,2023-04,1305837
1091,7,2734,논현,2023-04,999909
1092,7,2735,반포,2023-04,357157
1093,7,2736,고속터미널(7),2023-04,945018
1094,7,2737,내방,2023-04,823457
1095,7,2738,이수(7),2023-04,907362
1096,7,2739,남성,2023-04,650223
1097,7,2740,숭실대입구,2023-04,915532
1098,7,2741,상도,2023-04,717689
1099,7,2742,장승배기,2023-04,526196
1100,7,2743,신대방삼거리,2023-04,853523
1101,7,2744,보라매,2023-04,419746
1102,7,2745,신풍,2023-04,665185
1103,7,2746,대림(7),2023-04,534250
1104,7,2747,남구로,2023-04,865531
1105,7,2748,가산디지털단지(7),2023-04,2257363
1106,7,2749,철산,2023-04,1244355
1107,7,2750,광명사거리,2023-04,1225063
1108,7,2751,천왕,2023-04,646257
1109,7,2752,온수(7),2023-04,586296
1110,8,2811,암사,2023-04,1027305
1111,8,2812,천호(8),2023-04,935880
1112,8,2813,강동구청,2023-04,601727
1113,8,2814,몽촌토성,2023-04,398981
1114,8,2815,잠실(8),2023-04,1026624
1115,8,2816,석촌(8),2023-04,521057
1116,8,2817,송파,2023-04,520748
1117,8,2818,가락시장(8),2023-04,467087
1118,8,2819,문정,2023-04,1159131
1119,8,2820,장지,2023-04,970726
1120,8,2821,복정(8),2023-04,521186
1121,8,2822,산성,2023-04,321429
1122,8,2823,남한산성입구,2023-04,822956
1123,8,2824,단대오거리,2023-04,722381
1124,8,2825,신흥,2023-04,312009
1125,8,2826,수진,2023-04,317744
1126,8,2827,모란(8),2023-04,279175
1127,8,2828,남위례,2023-04,400828
1128,9,4126,언주,2023-04,353683
1129,9,4127,선정릉,2023-04,322716
1130,9,4128,삼성중앙,2023-04,247103
1131,9,4129,봉은사,2023-04,674821
1132,9,4130,종합운동장(9),2023-04,170187
1133,9,4131,삼전,2023-04,259329
1134,9,4132,석촌고분,2023-04,242615
1135,9,4133,석촌(9),2023-04,335480
1136,9,4134,송파나루,2023-04,207528
1137,9,4135,한성백제,2023-04,112053
1138,9,4136,올림픽공원(9),2023-04,307365
1139,9,4137,둔촌오륜,2023-04,44323
1140,9,4138,중앙보훈병원,2023-04,381178
1141,1,150,서울역(1),2023-05,3142642
1142,1,151,시청(1),2023-05,1547133
1143,1,152,종각,2023-05,2203119
1144,1,153,종로3가(1),2023-05,1593751
1145,1,154,종로5가,2023-05,1525964
1146,1,155,동대문(1),2023-05,734335
1147,1,156,신설동(1),2023-05,821902
1148,1,157,제기동,2023-05,1055077
1149,1,158,청량리,2023-05,1249130
1150,1,159,동묘앞(1),2023-05,631388
1151,2,201,시청(2),2023-05,1425837
1152,2,202,을지로입구,2023-05,2712944
1153,2,203,을지로3가(2),2023-05,1384011
1154,2,204,을지로4가(2),2023-05,812392
1155,2,205,동대문역사문화공원(2),2023-05,990860
1156,2,206,신당(2),2023-05,908827
1157,2,207,상왕십리,2023-05,834915
1158,2,208,왕십리(2),2023-05,923037
1159,2,209,한양대,2023-05,837614
1160,2,210,뚝섬,2023-05,1415851
1161,2,211,성수,2023-05,2410741
1162,2,212,건대입구(2),2023-05,2397141
1163,2,213,구의,2023-05,1394115
1164,2,214,강변,2023-05,1918049
1165,2,215,잠실나루,2023-05,862788
1166,2,216,잠실(2),2023-05,4606353
1167,2,217,잠실새내,2023-05,1378804
1168,2,218,종합운동장(2),2023-05,939415
1169,2,219,삼성,2023-05,3147470
1170,2,220,선릉,2023-05,2880251
1171,2,221,역삼,2023-05,2898594
1172,2,222,강남,2023-05,4492087
1173,2,223,교대(2),2023-05,1945153
1174,2,224,서초,2023-05,1223236
1175,2,225,방배,2023-05,1097862
1176,2,226,사당(2),2023-05,2502220
1177,2,227,낙성대,2023-05,1637874
1178,2,228,서울대입구,2023-05,2788757
1179,2,229,봉천,2023-05,1371646
1180,2,230,신림,2023-05,3341365
1181,2,231,신대방,2023-05,1530419
1182,2,232,구로디지털단지,2023-05,3292850
1183,2,233,대림(2),2023-05,1491083
1184,2,234,신도림,2023-05,2943949
1185,2,235,문래,2023-05,1254232
1186,2,236,영등포구청(2),2023-05,1252765
1187,2,237,당산,2023-05,1201997
1188,2,238,합정(2),2023-05,2061237
1189,2,239,홍대입구,2023-05,4348190
1190,2,240,신촌,2023-05,2385828
1191,2,241,이대,2023-05,1122399
1192,2,242,아현,2023-05,643891
1193,2,243,충정로(2),2023-05,595992
1194,2,244,용답,2023-05,192021
1195,2,245,신답,2023-05,105257
1196,2,246,신설동(2),2023-05,231335
1197,2,247,도림천,2023-05,75782
1198,2,248,양천구청,2023-05,432568
1199,2,249,신정네거리,2023-05,628410
1200,2,250,용두,2023-05,145051
1201,3,309,지축,2023-05,391067
1202,3,310,구파발,2023-05,1289879
1203,3,311,연신내(3),2023-05,2074390
1204,3,312,불광(3),2023-05,1050126
1205,3,313,녹번,2023-05,903924
1206,3,314,홍제,2023-05,1093477
1207,3,315,무악재,2023-05,265484
1208,3,316,독립문,2023-05,483580
1209,3,317,경복궁,2023-05,1638760
1210,3,318,안국,2023-05,1637491
1211,3,319,종로3가(3),2023-05,683734
1212,3,320,을지로3가(3),2023-05,668099
1213,3,322,동대입구,2023-05,750680
1214,3,323,약수(3),2023-05,778949
1215,3,324,금호,2023-05,465977
1216,3,325,옥수,2023-05,561335
1217,3,326,압구정,2023-05,1932390
1218,3,327,신사,2023-05,1669890
1219,3,328,잠원,2023-05,295671
1220,3,329,고속터미널(3),2023-05,3069324
1221,3,330,교대(3),2023-05,752263
1222,3,331,남부터미널,2023-05,1769956
1223,3,332,양재,2023-05,2195603
1224,3,333,매봉,2023-05,681976
1225,3,334,도곡,2023-05,317171
1226,3,335,대치,2023-05,712423
1227,3,336,학여울,2023-05,142464
1228,3,337,대청,2023-05,588357
1229,3,338,일원,2023-05,614321
1230,3,339,수서,2023-05,1131035
1231,3,340,가락시장(3),2023-05,520547
1232,3,341,경찰병원,2023-05,421295
1233,3,342,오금(3),2023-05,363011
1234,4,409,당고개,2023-05,562959
1235,4,410,상계,2023-05,1137142
1236,4,411,노원(4),2023-05,1260060
1237,4,412,창동,2023-05,1582150
1238,4,413,쌍문,2023-05,1684834
1239,4,414,수유,2023-05,2094220
1240,4,415,미아,2023-05,923477
1241,4,416,미아사거리,2023-05,1615735
1242,4,417,길음,2023-05,1346166
1243,4,418,성신여대입구,2023-05,1329743
1244,4,419,한성대입구,2023-05,908820
1245,4,420,혜화,2023-05,2306144
1246,4,421,동대문(4),2023-05,1263752
1247,4,422,동대문역사문화공원(4),2023-05,1057573
1248,4,423,충무로(4),2023-05,1802636
1249,4,424,명동,2023-05,1977046
1250,4,425,회현,2023-05,1673861
1251,4,426,서울역(4),2023-05,985999
1252,4,427,숙대입구,2023-05,903800
1253,4,428,삼각지(4),2023-05,378878
1254,4,429,신용산,2023-05,1112203
1255,4,430,이촌,2023-05,577307
1256,4,431,동작,2023-05,144649
1257,4,432,이수(총신대입구),2023-05,1194974
1258,4,433,사당(4),2023-05,1533142
1259,4,434,남태령,2023-05,76598
1260,5,2511,방화,2023-05,403146
1261,5,2512,개화산,2023-05,338004
1262,5,2513,김포공항(5),2023-05,484109
1263,5,2514,송정,2023-05,375651
1264,5,2515,마곡,2023-05,630944
1265,5,2516,발산,2023-05,1273569
1266,5,2517,우장산,2023-05,879079
1267,5,2518,화곡,2023-05,1668426
1268,5,2519,까치산(5),2023-05,1669720
1269,5,2520,신정,2023-05,735441
1270,5,2521,목동,2023-05,1017363
1271,5,2522,오목교,2023-05,1315746
1272,5,2523,양평(5),2023-05,409531
1273,5,2524,영등포구청(5),2023-05,256248
1274,5,2525,영등포시장,2023-05,653188
1275,5,2526,신길(5),2023-05,272639
1276,5,2527,여의도(5),2023-05,1587490
1277,5,2528,여의나루,2023-05,1003519
1278,5,2529,마포,2023-05,826500
1279,5,2530,공덕(5),2023-05,840328
1280,5,2531,애오개,2023-05,388684
1281,5,2532,충정로(5),2023-05,259837
1282,5,2533,서대문,2023-05,1120774
1283,5,2534,광화문,2023-05,1929790
1284,5,2535,종로3가(5),2023-05,915301
1285,5,2536,을지로4가(5),2023-05,376425
1286,5,2537,동대문역사문화공원(5),2023-05,181455
1287,5,2538,청구(5),2023-05,224893
1288,5,2539,신금호,2023-05,391300
1289,5,2540,행당,2023-05,457275
1290,5,2541,왕십리(5),2023-05,289981
1291,5,2542,마장,2023-05,342323
1292,5,2543,답십리,2023-05,913823
1293,5,2544,장한평,2023-05,1105698
1294,5,2545,군자(5),2023-05,739725
1295,5,2546,아차산,2023-05,915489
1296,5,2547,광나루,2023-05,828577
1297,5,2548,천호(5),2023-05,1147229
1298,5,2549,강동,2023-05,1059294
1299,5,2550,길동,2023-05,493425
1300,5,2551,굽은다리,2023-05,558073
1301,5,2552,명일,2023-05,542337
1302,5,2553,고덕,2023-05,591398
1303,5,2554,상일동,2023-05,837375
1304,5,2555,둔촌동,2023-05,525302
1305,5,2556,올림픽공원(5),2023-05,311399
1306,5,2557,방이,2023-05,433590
1307,5,2558,오금(5),2023-05,214167
1308,5,2559,개롱,2023-05,393728
1309,5,2560,거여,2023-05,594063
1310,5,2561,마천,2023-05,441404
1311,5,2562,강일,2023-05,316549
1312,5,2563,미사,2023-05,1040751
1313,5,2564,하남풍산,2023-05,261732
1314,5,2565,하남시청,2023-05,468983
1315,5,2566,하남검단산,2023-05,396918
1316,6,2611,응암,2023-05,1049332
1317,6,2612,역촌,2023-05,245992
1318,6,2613,불광(6),2023-05,273931
1319,6,2614,독바위,2023-05,169813
1320,6,2616,구산,2023-05,412286
1321,6,2617,새절,2023-05,748198
1322,6,2618,증산,2023-05,604697
1323,6,2619,디지털미디어시티(6),2023-05,890287
1324,6,2620,월드컵경기장,2023-05,404431
1325,6,2621,마포구청,2023-05,812599
1326,6,2622,망원,2023-05,932942
1327,6,2623,합정(6),2023-05,836586
1328,6,2624,상수,2023-05,694722
1329,6,2625,광흥창,2023-05,527184
1330,6,2626,대흥,2023-05,582797
1331,6,2627,공덕(6),2023-05,1064407
1332,6,2628,효창공원앞,2023-05,436953
1333,6,2629,삼각지(6),2023-05,436636
1334,6,2630,녹사평,2023-05,325469
1335,6,2631,이태원,2023-05,762673
1336,6,2632,한강진,2023-05,686323
1337,6,2633,버티고개,2023-05,131410
1338,6,2634,약수(6),2023-05,223887
1339,6,2635,청구(6),2023-05,226952
1340,6,2636,신당(6),2023-05,523689
1341,6,2637,동묘앞(6),2023-05,526780
1342,6,2638,창신,2023-05,205081
1343,6,2639,보문,2023-05,466117
1344,6,2640,안암,2023-05,896594
1345,6,2641,고려대,2023-05,564780
1346,6,2642,월곡,2023-05,753863
1347,6,2643,상월곡,2023-05,394810
1348,6,2644,돌곶이,2023-05,585452
1349,6,2645,석계(6),2023-05,774831
1350,6,2646,태릉입구(6),2023-05,473645
1351,6,2647,화랑대,2023-05,675918
1352,6,2648,봉화산,2023-05,519458
1353,7,2711,장암,2023-05,117800
1354,7,2712,도봉산(7),2023-05,629111
1355,7,2713,수락산,2023-05,777718
1356,7,2714,마들,2023-05,765574
1357,7,2715,노원(7),2023-05,1272672
1358,7,2716,중계,2023-05,865643
1359,7,2717,하계,2023-05,1083751
1360,7,2718,공릉,2023-05,753882
1361,7,2719,태릉입구(7),2023-05,707096
1362,7,2720,먹골,2023-05,645698
1363,7,2721,중화,2023-05,674288
1364,7,2722,상봉(7),2023-05,1006006
1365,7,2723,면목,2023-05,932863
1366,7,2724,사가정,2023-05,986666
1367,7,2725,용마산,2023-05,355850
1368,7,2726,중곡,2023-05,622381
1369,7,2727,군자(7),2023-05,809932
1370,7,2728,어린이대공원,2023-05,1136686
1371,7,2729,건대입구(7),2023-05,888407
1372,7,2730,뚝섬유원지,2023-05,726487
1373,7,2731,청담,2023-05,1155414
1374,7,2732,강남구청,2023-05,980930
1375,7,2733,학동,2023-05,1320451
1376,7,2734,논현,2023-05,1016396
1377,7,2735,반포,2023-05,371256
1378,7,2736,고속터미널(7),2023-05,992035
1379,7,2737,내방,2023-05,854044
1380,7,2738,이수(7),2023-05,934501
1381,7,2739,남성,2023-05,670630
1382,7,2740,숭실대입구,2023-05,943984
1383,7,2741,상도,2023-05,744862
1384,7,2742,장승배기,2023-05,541011
1385,7,2743,신대방삼거리,2023-05,875758
1386,7,2744,보라매,2023-05,434436
1387,7,2745,신풍,2023-05,675726
1388,7,2746,대림(7),2023-05,556032
1389,7,2747,남구로,2023-05,880589
1390,7,2748,가산디지털단지(7),2023-05,2330598
1391,7,2749,철산,2023-05,1277005
