인허가일자,상태코드,폐업일자,사업장명,구명,동명,설립년도,폐업년도,영업기간,영업일수
20141113,1,20211130,홈앤브레드,영등포구,양평동4가,2014,2021,8,2574
20141117,1,20211130,파리바게뜨선유도역,영등포구,양평동4가,2014,2021,8,2570
20141212,1,20211130,크롬미(CROME),영등포구,당산동5가,2014,2021,8,2545
20141218,1,20211130,엘.피(L.P),영등포구,양평동1가,2014,2021,8,2539
20180201,1,20211130,브레드클럽,중랑구,면목동,2018,2021,4,1398
20130329,1,20211130,뚜레쥬르대림우성점,영등포구,대림동,2013,2021,9,3168
20130403,1,20211130,파리크라상여의도점,영등포구,여의도동,2013,2021,9,3163
20140729,1,20211130,안스베이커리,영등포구,영등포동,2014,2021,8,2681
20120514,1,20211130,파리바게뜨 양재역,서초구,양재동,2012,2021,10,3487
20130610,1,20211130,블랑제리 왕십리점,성동구,행당동,2013,2021,9,3095
20080723,1,20211130,(주)신세계푸드 베이커리 청계천점,중구,황학동,2008,2021,14,4878
20140225,1,20211130,보난자(BONANZA),성동구,성수동1가,2014,2021,8,2835
20140307,1,20211130,뺑드미,성동구,행당동,2014,2021,8,2825
20140512,1,20211130,별앤별,성동구,행당동,2014,2021,8,2759
20141208,1,20211130,노아베이커리 잠실엘스점,송파구,잠실동,2014,2021,8,2549
20141226,1,20211130,파리바게뜨 위례호수공원점,송파구,장지동,2014,2021,8,2531
20150102,1,20211130,델디아,송파구,잠실동,2015,2021,7,2524
20140415,1,20211130,르 보네르,송파구,석촌동,2014,2021,8,2786
20140424,1,20211130,즉석빵,송파구,풍납동,2014,2021,8,2777
20140430,1,20211130,이성당 잠실점,송파구,잠실동,2014,2021,8,2771
20010929,1,20211130,삼삼,종로구,관철동,2001,2021,21,7367
20090515,1,20211130,(주)올가홀푸드 방이점,송파구,방이동,2009,2021,13,4582
20090603,1,20211130,파리바게뜨 파크리오 2호점,송파구,신천동,2009,2021,13,4563
20090624,1,20211130,빵이가득한마을,송파구,마천동,2009,2021,13,4542
20090729,1,20211130,파리바게뜨 잠실스타,송파구,삼전동,2009,2021,13,4507
20150210,1,20211130,이성당 카페,송파구,신천동,2015,2021,7,2485
20000928,1,20211130,파리바게뜨(가락시장역점),송파구,가락동,2000,2021,22,7733
20170918,1,20211130,핫브레드 송파역점,송파구,가락동,2017,2021,5,1534
20170928,1,20211130,더 베이크(THE BAKE),송파구,신천동,2017,2021,5,1524
20171016,1,20211130,나폴레옹 과자점,송파구,장지동,2017,2021,5,1506
20090522,1,20211130,파리바게뜨답십리역점,성동구,용답동,2009,2021,13,4575
20010929,1,20211130,로얄,종로구,당주동,2001,2021,21,7367
20030221,1,20211130,뚜레쥬르 종로점,종로구,종로2가,2003,2021,19,6857
20030306,1,20211130,서울빵집,종로구,낙원동,2003,2021,19,6844
20030318,1,20211130,성심식품,종로구,명륜4가,2003,2021,19,6832
20030411,1,20211130,풀무원 푸드앤 컬처,종로구,세종로,2003,2021,19,6808
20090630,1,20211130,파리바게트(응봉점),성동구,응봉동,2009,2021,13,4536
20091105,1,20211130,행복한빵집,성동구,사근동,2009,2021,13,4408
20100531,1,20211130,블랑제리 성수점,성동구,성수동2가,2010,2021,12,4201
20100222,1,20211130,파리바게뜨 서울역 YTN점,중구,남대문로5가,2010,2021,12,4299
20100504,1,20211130,파리바게트 카페약수점,중구,신당동,2010,2021,12,4228
20100519,1,20211130,(주)파리크라상 리나스 숭례문점,중구,봉래동1가,2010,2021,12,4213
20100607,1,20211130,빵고을,중구,황학동,2010,2021,12,4194
20110921,1,20211130,파리바게뜨 잠실리센츠점,송파구,잠실동,2011,2021,11,3723
20111116,1,20211130,뚜레쥬르,송파구,방이동,2011,2021,11,3667
20121126,1,20211130,라이스파이,서초구,양재동,2012,2021,10,3291
20121130,1,20211130,SPC삼립 답례떡 전문 빚은 양재점,서초구,양재동,2012,2021,10,3287
20121206,1,20211130,이츠 브레드,서초구,양재동,2012,2021,10,3281
20121214,1,20211130,던킨도너츠 양재사옥점,서초구,양재동,2012,2021,10,3273
20120221,1,20211130,태순당 즉석빵,송파구,가락동,2012,2021,10,3570
20130104,1,20211130,이츠 브래드,서초구,반포동,2013,2021,9,3252
20050105,1,20211130,파리바게뜨 잠실 월드비전점,송파구,잠실동,2005,2021,17,6173
20141006,1,20211130,뺑도르,송파구,석촌동,2014,2021,8,2612
20141007,1,20211130,포숑,송파구,신천동,2014,2021,8,2611
20141007,1,20211130,경주황남빵 롯데월드몰,송파구,신천동,2014,2021,8,2611
20150129,1,20211130,파리바게트 신금호역점,성동구,금호동2가,2015,2021,7,2497
20150129,1,20211130,파리바게트 신금호역점,성동구,금호동2가,2015,2021,7,2497
20130206,1,20211130,어니스크,서초구,방배동,2013,2021,9,3219
20150521,1,20211130,오륜 브레드(ORYUN BREAD),송파구,방이동,2015,2021,7,2385
20150526,1,20211130,홈플러스 베이커리 송파점,송파구,송파동,2015,2021,7,2380
19940816,1,20211130,코른베르그,송파구,문정동,1994,2021,28,9968
19940826,1,20211130,잠실 제빵소,송파구,잠실동,1994,2021,28,9958
20190207,1,20211130,마카롱스퀘어,동작구,상도동,2019,2021,3,1027
20190327,1,20211130,루루네,노원구,상계동,2019,2021,3,979
20190401,1,20211130,라뚜셩트(La Touchante),마포구,서교동,2019,2021,3,974
20190325,1,20211130,프로머스 베이크샵(Fromers bakeshop),동대문구,장안동,2019,2021,3,981
20190401,1,20211130,이그렉,송파구,문정동,2019,2021,3,974
20190307,1,20211130,미네뜨(MINETTE),강서구,마곡동,2019,2021,3,999
20190304,1,20211130,달렘(Dal:lem),관악구,봉천동,2019,2021,3,1002
20190313,1,20211130,순화동빵집,중구,순화동,2019,2021,3,993
20190313,1,20211130,호두까까,서초구,양재동,2019,2021,3,993
20190304,1,20211130,파리바게뜨신길대신,영등포구,신길동,2019,2021,3,1002
20190218,1,20211130,파리바게뜨 도림푸르지오점,영등포구,도림동,2019,2021,3,1016
20190403,1,20211130,(주)현대그린푸드 신한카드,중구,을지로2가,2019,2021,3,972
20190423,1,20211130,델,서초구,방배동,2019,2021,3,952
20190418,1,20211130,일식코코엔,양천구,목동,2019,2021,3,957
20100617,1,20211130,맛있는빵집,도봉구,방학동,2010,2021,12,4184
20190403,1,20211130,달마이어(Dallmayr),용산구,원효로4가,2019,2021,3,972
20190403,1,20211130,스윗디,마포구,마포동,2019,2021,3,972
20190416,1,20211130,파리바게뜨 강남역점,강남구,역삼동,2019,2021,3,959
20190416,1,20211130,파리바게뜨 헬리오시티점,송파구,가락동,2019,2021,3,959
20190415,1,20211130,파리바게뜨여의경도상가,영등포구,여의도동,2019,2021,3,960
20190418,1,20211130,도레도레 용산아이파크몰점,용산구,한강로3가,2019,2021,3,957
20190418,1,20211130,일릴리,광진구,구의동,2019,2021,3,957
20190415,1,20211130,마카롱데이,중랑구,면목동,2019,2021,3,960
20190426,1,20211130,파리크라상 이대서울병원점,강서구,마곡동,2019,2021,3,949
20190429,1,20211130,한나식빵 명지대점,서대문구,남가좌동,2019,2021,3,946
20190503,1,20211130,언덕마을 식빵,은평구,응암동,2019,2021,3,942
20190408,1,20211130,우부래도,동작구,상도1동,2019,2021,3,967
20190603,1,20211130,데이앤데이,동대문구,이문동,2019,2021,3,911
20190603,1,20211130,달다루,마포구,노고산동,2019,2021,3,911
20190408,1,20211130,스마일명품꽈배기,중랑구,면목동,2019,2021,3,967
20190503,1,20211130,아뜰리에 이곶,서초구,우면동,2019,2021,3,942
20190521,1,20211130,팡쥬르,성동구,금호동2가,2019,2021,3,924
20190528,1,20211130,간결한 대답,강남구,압구정동,2019,2021,3,917
20190604,1,20211130,마닐다닐,양천구,신정동,2019,2021,3,910
20190411,1,20211130,아임오케익,강서구,등촌동,2019,2021,3,964
20190412,1,20211130,페이브베이커리 연남점,마포구,연남동,2019,2021,3,963
20190507,1,20211130,노블베이커리,서대문구,남가좌동,2019,2021,3,938
20190411,1,20211130,신월당,양천구,신월동,2019,2021,3,964
20190528,1,20211130,RIBBON Stage (리본 스테이지),송파구,풍납동,2019,2021,3,917
20190410,1,20211130,스위트 셉템버,용산구,한강로1가,2019,2021,3,965
20190411,1,20211130,하니지니,광진구,구의동,2019,2021,3,964
20190604,1,20211130,케이크케이크,강동구,암사동,2019,2021,3,910
20190528,1,20211130,바이랩커피,용산구,한강로2가,2019,2021,3,917
20190528,1,20211130,와이딘,용산구,한강로2가,2019,2021,3,917
20190521,1,20211130,카페코너스(몽블랑제 상봉점),중랑구,상봉동,2019,2021,3,924
20190521,1,20211130,콕시 가로수점,강남구,신사동,2019,2021,3,924
20190527,1,20211130,코코호도상암DMC점,마포구,상암동,2019,2021,3,918
20190429,1,20211130,뚜레쥬르 강동성심병원점,강동구,길동,2019,2021,3,946
20190508,1,20211130,쏘옥(SSO-OK),서초구,서초동,2019,2021,3,937
20190425,1,20211130,따팡,용산구,후암동,2019,2021,3,950
20190529,1,20211130,감구당,성북구,정릉동,2019,2021,3,916
20190429,1,20211130,하르딘리코,양천구,신정동,2019,2021,3,946
20190529,1,20211130,뚜레쥬르광장힐스테이트점,광진구,광장동,2019,2021,3,916
20190520,1,20211130,뚜레쥬르 CJ ENM 커머스부문점,서초구,방배동,2019,2021,3,925
20190531,1,20211130,나르다720(NARDA720),관악구,봉천동,2019,2021,3,914
20190530,1,20211130,디저트 온(Dessert 온),강서구,마곡동,2019,2021,3,915
20190502,1,20211130,롤링핀 DDP점,중구,을지로7가,2019,2021,3,943
20190513,1,20211130,주식회사 브랜뉴하이몬드,강동구,성내동,2019,2021,3,932
20190417,1,20211130,인디오븐,금천구,시흥동,2019,2021,3,958
20190417,1,20211130,릴리브 연남점(relieve),마포구,동교동,2019,2021,3,958
20190513,1,20211130,뚜레쥬르문래6가점,영등포구,문래동6가,2019,2021,3,932
20190513,1,20211130,"내일, 마카롱",구로구,개봉동,2019,2021,3,932
20190419,1,20211130,팡 더 레체,금천구,시흥동,2019,2021,3,956
20190502,1,20211130,Kim's bread(수제식빵 전문점),송파구,가락동,2019,2021,3,943
20190502,1,20211130,쇼토(Shoto),강남구,신사동,2019,2021,3,943
20170227,1,20211130,쥬마뺄(Je mappelle),마포구,동교동,2017,2021,5,1737
20190610,1,20211130,빽다방 신사사거리점,서초구,잠원동,2019,2021,3,904
20190610,1,20211130,빽다방 신논현역점,서초구,반포동,2019,2021,3,904
20190510,1,20211130,파리바게뜨,광진구,구의동,2019,2021,3,935
20190605,1,20211130,다락방케이크,성북구,정릉동,2019,2021,3,909
20190510,1,20211130,파리바게트 은평뉴타운3지구점,은평구,진관동,2019,2021,3,935
20190405,1,20211130,뚜레쥬르 곰달래점,강서구,화곡동,2019,2021,3,970
20190402,1,20211130,(주)현대그린푸드한국교직원공제회,영등포구,여의도동,2019,2021,3,973
20190402,1,20211130,베즐리,영등포구,여의도동,2019,2021,3,973
20190405,1,20211130,(주)현대그린푸드 카페베즐리 오토웨이타워점,강남구,대치동,2019,2021,3,970
20190510,1,20211130,뚜레쥬르 면목점,중랑구,면목동,2019,2021,3,935
20190611,1,20211130,러스틱오븐,용산구,용산동5가,2019,2021,3,903
20190614,1,20211130,모노슬로,송파구,석촌동,2019,2021,3,900
20190621,1,20211130,나폴레옹제과점 롯데강남점,강남구,대치동,2019,2021,3,893
20190515,1,20211130,뚜레쥬르 문래6가점,영등포구,문래동6가,2019,2021,3,930
20190523,1,20211130,빵드몽,송파구,거여동,2019,2021,3,922
20190617,1,20211130,오헨,영등포구,여의도동,2019,2021,3,897
20190515,1,20211130,몽블랑제 4층 코너스,강서구,등촌동,2019,2021,3,930
20190515,1,20211130,몽블랑제 1층 코너스,강서구,등촌동,2019,2021,3,930
20190430,1,20211130,폼베르,마포구,상암동,2019,2021,3,945
20190523,1,20211130,브레드원,노원구,상계동,2019,2021,3,922
20190523,1,20211130,굿브레드,용산구,이태원동,2019,2021,3,922
20110209,1,20211130,파리바게뜨 송파센트레빌점,송파구,석촌동,2011,2021,11,3947
20110311,1,20211130,파리바게뜨 방이사거리점,송파구,송파동,2011,2021,11,3917
19950706,1,20211130,파리바게뜨 방이시장점,송파구,방이동,1995,2021,27,9644
19990521,1,20211130,김태우과자점,송파구,송파동,1999,2021,23,8229
19990612,1,20211130,쥬벨베이커리,송파구,잠실동,1999,2021,23,8207
20110415,1,20211130,빵사랑베이커리,송파구,방이동,2011,2021,11,3882
20110826,1,20211130,몽블랑제 잠실점,송파구,신천동,2011,2021,11,3749
20170417,1,20211130,넓은평야,양천구,목동,2017,2021,5,1688
20120904,1,20211130,빵파라다이스,양천구,신월동,2012,2021,10,3374
20080722,1,20211130,파리바게뜨 대방역점,영등포구,신길동,2008,2021,14,4879
19970730,1,20211130,파리바게뜨 오목교점,양천구,신정동,1997,2021,25,8889
20121115,1,20211130,베이커리(BAKERY)목동2호점,양천구,목동,2012,2021,10,3302
20170201,1,20211130,우리동네식빵,양천구,목동,2017,2021,5,1763
20170223,1,20211130,파티세리 몽슈슈 현대백화점 목동점,양천구,목동,2017,2021,5,1741
20081118,1,20211130,뚜레쥬르(문래 하이테크점),영등포구,문래동3가,2008,2021,14,4760
20090416,1,20211130,코코호도 당산점,영등포구,당산동5가,2009,2021,13,4611
20090504,1,20211130,홈플러스신길3점,영등포구,신길동,2009,2021,13,4593
19980820,1,20211130,김성환베이커리,양천구,신정동,1998,2021,24,8503
20071127,1,20211130,팡코,양천구,목동,2007,2021,15,5117
20120427,1,20211130,도로시,양천구,신월동,2012,2021,10,3504
20120702,1,20211130,그래인스,송파구,잠실동,2012,2021,10,3438
20120709,1,20211130,신아보호작업장(신아해피베이커리),송파구,거여동,2012,2021,10,3431
20080402,1,20211130,파리바게뜨 잠실장미점,송파구,신천동,2008,2021,14,4990
19990629,1,20211130,파리바게뜨 풍납사랑점,송파구,풍납동,1999,2021,23,8190
20171107,1,20211130,쁘띠그랑,성동구,성수동1가,2017,2021,5,1484
20171211,1,20211130,TOMO(토모),성동구,성수동1가,2017,2021,5,1450
20171214,1,20211130,도쿄 크레팡,성동구,금호동1가,2017,2021,5,1447
20180126,1,20211130,뺑드에코,성동구,성수동2가,2018,2021,4,1404
20180202,1,20211130,마블트리(Mable Tree),성동구,상왕십리동,2018,2021,4,1397
20180223,1,20211130,침착하고느린손,성동구,금호동2가,2018,2021,4,1376
20180412,1,20211130,연디저트,성동구,행당동,2018,2021,4,1328
20130225,1,20211130,빵굼터(제조),성동구,행당동,2013,2021,9,3200
20170705,1,20211130,모찌모찌,성동구,옥수동,2017,2021,5,1609
19990903,1,20211130,모닝베이커리,종로구,창신동,1999,2021,23,8124
19991025,1,20211130,얌샘,종로구,효제동,1999,2021,23,8072
19991223,1,20211130,파리 바게트(동대문역점),종로구,창신동,1999,2021,23,8013
20110906,1,20211130,꾸리찌바,성동구,송정동,2011,2021,11,3738
20111110,1,20211130,파리바게뜨까페(옥수역점),성동구,옥수동,2011,2021,11,3673
20010324,1,20211130,멜피아이스크림,종로구,홍지동,2001,2021,21,7556
20080929,1,20211130,코코호도 서소문점,중구,서소문동,2008,2021,14,4810
20081103,1,20211130,델리카티슨,중구,장충동2가,2008,2021,14,4775
20081125,1,20211130,델리카한스(Delica Hans),중구,소공동,2008,2021,14,4753
20090526,1,20211130,실란트로베이커리,중구,남대문로5가,2009,2021,13,4571
20090707,1,20211130,브레댄코 동대입구점,중구,장충동2가,2009,2021,13,4529
20000525,1,20211130,파리바게뜨 석촌점,송파구,송파동,2000,2021,22,7859
20081031,1,20211130,파리바게뜨 올림픽,송파구,방이동,2008,2021,14,4778
20170724,1,20211130,브레드 앤 밀,성동구,행당동,2017,2021,5,1590
20170801,1,20211130,르 빵 티65 (Le Pain T65),성동구,도선동,2017,2021,5,1582
20000725,1,20211130,오늘은빵굽는날,종로구,종로3가,2000,2021,22,7798
20000725,1,20211130,던킨도너츠,종로구,재동,2000,2021,22,7798
20010202,1,20211130,종로복떡방,종로구,홍지동,2001,2021,21,7606
20130424,1,20211130,앤티앤스 아산병원점,송파구,풍납동,2013,2021,9,3142
20040105,1,20211130,파리바게뜨 성동구민회관점,성동구,행당동,2004,2021,18,6539
20080731,1,20211130,파리바게뜨문정중앙점,송파구,문정동,2008,2021,14,4870
20080903,1,20211130,레스쁘아 플러스 (Le'spoir plus),송파구,신천동,2008,2021,14,4836
20170821,1,20211130,빵(zip),성동구,금호동3가,2017,2021,5,1562
20100518,1,20211130,프랑제리 NC송파,송파구,문정동,2010,2021,12,4214
20100524,1,20211130,파리바게뜨 풍납초교점,송파구,풍납동,2010,2021,12,4208
20180503,1,20211130,빵샘 제빵소,성동구,성수동1가,2018,2021,4,1307
20170217,1,20211130,HANS(한스),송파구,장지동,2017,2021,5,1747
20170404,1,20211130,파리바게뜨 문정컬쳐밸리점,송파구,문정동,2017,2021,5,1701
20170407,1,20211130,뚜레쥬르 문정법조단지점,송파구,문정동,2017,2021,5,1698
20170411,1,20211130,이복근 베이커리,송파구,가락동,2017,2021,5,1694
20170412,1,20211130,팥고당 (잠실점),송파구,잠실동,2017,2021,5,1693
20000613,1,20211130,케익오페라,서초구,반포동,2000,2021,22,7840
20000614,1,20211130,케익앤플라워,서초구,양재동,2000,2021,22,7839
20001004,1,20211130,더 메나쥬리 강남점,서초구,반포동,2000,2021,22,7727
20001007,1,20211130,사랑의베이커리,서초구,서초동,2000,2021,22,7724
20001207,1,20211130,코스트코홀세일 베이커리,서초구,양재동,2000,2021,22,7663
20160113,1,20211130,빵의정석,성동구,성수동1가,2016,2021,6,2148
20160229,1,20211130,빵언니의식빵공장,성동구,상왕십리동,2016,2021,6,2101
20111116,1,20211130,뚜레쥬르(성수역점),성동구,성수동2가,2011,2021,11,3667
20160405,1,20211130,뚜레쥬르 잠실점,송파구,삼전동,2016,2021,6,2065
20160407,1,20211130,뚜레쥬르 위례아이파크점,송파구,장지동,2016,2021,6,2063
20160429,1,20211130,식빵 이야기,송파구,잠실동,2016,2021,6,2041
20160503,1,20211130,파리바게뜨 레이크펠리스점,송파구,삼전동,2016,2021,6,2037
20160503,1,20211130,파리바게뜨 레이크펠리스점,송파구,삼전동,2016,2021,6,2037
20160509,1,20211130,뚜레쥬르 배명사거리,송파구,석촌동,2016,2021,6,2031
20071128,1,20211130,코코호도성수점,성동구,성수동2가,2007,2021,15,5116
20080115,1,20211130,뚜레쥬르,성동구,행당동,2008,2021,14,5068
20080313,1,20211130,뚜레쥬르,성동구,금호동3가,2008,2021,14,5010
20080410,1,20211130,파리바게트(왕십리무학점),성동구,하왕십리동,2008,2021,14,4982
20060413,1,20211130,파리바게뜨(문정현대점),송파구,가락동,2006,2021,16,5710
20170412,1,20211130,아우어베이커리 롯데잠실점,송파구,잠실동,2017,2021,5,1693
20170412,1,20211130,공주떡집,송파구,잠실동,2017,2021,5,1693
20170413,1,20211130,hoophoop 베이글(hoophoop bagel),송파구,잠실동,2017,2021,5,1692
20170424,1,20211130,이베이커리 가든파이브점,송파구,문정동,2017,2021,5,1681
20160310,1,20211130,블랑제리 성수점,성동구,성수동2가,2016,2021,6,2091
20160310,1,20211130,블랑제리 왕십리점,성동구,행당동,2016,2021,6,2091
20160407,1,20211130,왕십리텐즈힐 파리바게트,성동구,하왕십리동,2016,2021,6,2063
20160804,1,20211130,성수동 밀도,성동구,성수동1가,2016,2021,6,1944
20160822,1,20211130,파리바게뜨 금호1가점,성동구,금호동1가,2016,2021,6,1926
20161018,1,20211130,파리바게뜨 뚝섬역점,성동구,성수동1가,2016,2021,6,1869
20060120,1,20211130,파리바게뜨 마장역점,성동구,마장동,2006,2021,16,5793
20060515,1,20211130,샹도르,성동구,성수동2가,2006,2021,16,5678
20100824,1,20211130,이즈브레드,송파구,신천동,2010,2021,12,4116
20171024,1,20211130,베이커 길드,송파구,가락동,2017,2021,5,1498
20171113,1,20211130,식빵은 여기 메가커피,송파구,잠실동,2017,2021,5,1478
20171130,1,20211130,홍종흔 베이커리(올림픽점),송파구,방이동,2017,2021,5,1461
20180103,1,20211130,파리바게뜨 송파래미안점,송파구,송파동,2018,2021,4,1427
19890125,1,20211130,킹베이커리,송파구,거여동,1989,2021,33,11997
20100824,1,20211130,더 쟁이,송파구,잠실동,2010,2021,12,4116
20101014,1,20211130,단하나 케이크,송파구,잠실동,2010,2021,12,4065
20150921,1,20211130,파리마들렌(왕십리),성동구,행당동,2015,2021,7,2262
20151029,1,20211130,브레드 앤 밀,성동구,행당동,2015,2021,7,2224
20151116,1,20211130,뚜레쥬르 왕십리민자역사점,성동구,행당동,2015,2021,7,2206
20130225,1,20211130,빵굼터착한빵집,성동구,행당동,2013,2021,9,3200
20130429,1,20211130,파리바게뜨(옥수점)-제조,성동구,옥수동,2013,2021,9,3137
20060620,1,20211130,신라명과(송파점),송파구,송파동,2006,2021,16,5642
20151029,1,20211130,브레드 솜,송파구,거여동,2015,2021,7,2224
20151123,1,20211130,그레인 제빵소,송파구,송파동,2015,2021,7,2199
20180117,1,20211130,뚜레쥬르 올림픽공원역점,송파구,방이동,2018,2021,4,1413
20090508,1,20211130,베즐리베이커리,송파구,풍납동,2009,2021,13,4589
20170612,1,20211130,해피브레드,송파구,잠실동,2017,2021,5,1632
20170619,1,20211130,토시리,송파구,장지동,2017,2021,5,1625
20170623,1,20211130,(주)지에스리테일 GS수퍼 송파위례점,송파구,장지동,2017,2021,5,1621
20170718,1,20211130,파리바게뜨 올림픽점,송파구,방이동,2017,2021,5,1596
20170720,1,20211130,잠실밀도,송파구,잠실동,2017,2021,5,1594
20180524,1,20211130,던킨 CF 연세세브란스빌딩,중구,남대문로5가,2018,2021,4,1286
20081212,1,20211130,파리바게뜨 잠실엘스점,송파구,잠실동,2008,2021,14,4736
20090210,1,20211130,파리바게뜨 잠실파크리오점,송파구,신천동,2009,2021,13,4676
20131024,1,20211130,브래드림,송파구,오금동,2013,2021,9,2959
20010901,1,20211130,파리바게뜨 풍납점,송파구,풍납동,2001,2021,21,7395
20170814,1,20211130,MIN Bakery(민 베이커리),송파구,풍납동,2017,2021,5,1569
20170911,1,20211130,라온,송파구,삼전동,2017,2021,5,1541
20170822,1,20211130,옥수동 밀도,성동구,옥수동,2017,2021,5,1561
20111017,1,20211130,비알코리아(주) 던킨도너츠 양재역사점,서초구,서초동,2011,2021,11,3697
20111025,1,20211130,리블랑제,서초구,방배동,2011,2021,11,3689
20020402,1,20211130,파리바게뜨 신천역점,송파구,잠실동,2002,2021,20,7182
20140619,1,20211130,도노(Dono),송파구,잠실동,2014,2021,8,2721
20140625,1,20211130,Le pain(르빵),송파구,송파동,2014,2021,8,2715
20040819,1,20211130,파리바게뜨오금역점,송파구,가락동,2004,2021,18,6312
20041213,1,20211130,파리바게뜨 방이역점,송파구,방이동,2004,2021,18,6196
20041228,1,20211130,파리바게뜨(거여역점),송파구,거여동,2004,2021,18,6181
20100420,1,20211130,파리바게뜨 갤러리아팰리스점,송파구,잠실동,2010,2021,12,4242
20180425,1,20211130,시그니엘 페이스트리 살롱,송파구,신천동,2018,2021,4,1315
20180525,1,20211130,파리바게뜨 문정카페점,송파구,문정동,2018,2021,4,1285
20180615,1,20211130,빵터진 유명인,송파구,석촌동,2018,2021,4,1264
20040112,1,20211130,뚜레쥬르마천사거리점,송파구,마천동,2004,2021,18,6532
19980414,1,20211130,파리바게뜨마천점,송파구,마천동,1998,2021,24,8631
19980513,1,20211130,뚜레쥬르,송파구,풍납동,1998,2021,24,8602
19980515,1,20211130,빠띠시에,송파구,오금동,1998,2021,24,8600
19990213,1,20211130,마고,송파구,거여동,1999,2021,23,8326
19990406,1,20211130,파리바게뜨삼전점,송파구,삼전동,1999,2021,23,8274
20040127,1,20211130,파리바게뜨 개롱역점,송파구,가락동,2004,2021,18,6517
20040409,1,20211130,뚜레쥬르센티움점,송파구,가락동,2004,2021,18,6444
20040426,1,20211130,파리바게뜨문정동점,송파구,문정동,2004,2021,18,6427
20141014,1,20211130,크리스피크림 잠실롯데월드몰점,송파구,신천동,2014,2021,8,2604
19910131,1,20211130,나폴레옹제과점,송파구,잠실동,1991,2021,31,11261
19910309,1,20211130,엘샤다이과자점,송파구,잠실동,1991,2021,31,11224
19910814,1,20211130,파리바게뜨방이점,송파구,방이동,1991,2021,31,11066
19930927,1,20211130,밀라노베이커리,종로구,이화동,1993,2021,29,10291
19940131,1,20211130,크라운베이커리독립문,종로구,교북동,1994,2021,28,10165
19941215,1,20211130,이삭,종로구,예지동,1994,2021,28,9847
19970429,1,20211130,파리바게뜨(청와대점),종로구,신교동,1997,2021,25,8981
20180612,1,20211130,뚜레쥬르 금호힐스테이트점,성동구,금호동4가,2018,2021,4,1267
20130426,1,20211130,츄로빅 롯데월드 어드벤쳐점,송파구,잠실동,2013,2021,9,3140
20160520,1,20211130,파리바게뜨 위례아이파크점,송파구,장지동,2016,2021,6,2020
20130708,1,20211130,이슬베이커리,송파구,마천동,2013,2021,9,3067
20130822,1,20211130,나폴레옹제과점,송파구,신천동,2013,2021,9,3022
20130828,1,20211130,파리바게뜨 송파푸르지오점,송파구,문정동,2013,2021,9,3016
19811224,1,20211130,파리바게뜨 잠실우성점,송파구,잠실동,1981,2021,41,14586
19841016,1,20211130,뚜레쥬르 송파황실점,송파구,삼전동,1984,2021,38,13559
19841020,1,20211130,파리바게트 잠실5단지점,송파구,잠실동,1984,2021,38,13555
19850218,1,20211130,오챠드마마,송파구,송파동,1985,2021,37,13434
20150623,1,20211130,부케도르,송파구,잠실동,2015,2021,7,2352
20161107,1,20211130,퀸타일아저씨,성동구,하왕십리동,2016,2021,6,1849
20161129,1,20211130,빵선생 행당점,성동구,행당동,2016,2021,6,1827
20150727,1,20211130,마로니에,송파구,가락동,2015,2021,7,2318
20150813,1,20211130,던킨도너츠 송파장지역점,송파구,문정동,2015,2021,7,2301
20180404,1,20211130,마호가니 커피 홈플러스 잠실점,송파구,신천동,2018,2021,4,1336
20180420,1,20211130,에잇비돌체 월드타워점,송파구,잠실동,2018,2021,4,1320
20170102,1,20211130,파리바게뜨 금호역점,성동구,금호동4가,2017,2021,5,1793
20170209,1,20211130,핫브레드 성수역점,성동구,성수동2가,2017,2021,5,1755
20170309,1,20211130,엣지 브라운,성동구,하왕십리동,2017,2021,5,1727
20170327,1,20211130,(주)하루노유키,성동구,성수동1가,2017,2021,5,1709
20130510,1,20211130,파리바게뜨왕십리민자역사점,성동구,행당동,2013,2021,9,3126
20150827,1,20211130,빠삐용베이커리(PAPILLON BAKERY),성동구,마장동,2015,2021,7,2287
20150911,1,20211130,오! 파이,성동구,성수동1가,2015,2021,7,2272
20180124,1,20211130,이미선의 빵아틀리에,송파구,석촌동,2018,2021,4,1406
20180328,1,20211130,시그니엘 페이스트리 살롱 주방,송파구,신천동,2018,2021,4,1343
20151020,1,20211130,프소미,송파구,오금동,2015,2021,7,2233
19880906,1,20211130,델리카한스,송파구,잠실동,1988,2021,34,12138
19880906,1,20211130,델리카한스,송파구,잠실동,1988,2021,34,12138
19971029,1,20211130,파리바게뜨종로5가점,종로구,효제동,1997,2021,25,8798
19971226,1,20211130,져먼베이커리,종로구,통인동,1997,2021,25,8740
20100120,1,20211130,파리바게뜨 송파한양점,송파구,송파동,2010,2021,12,4332
20100211,1,20211130,부케도르,송파구,잠실동,2010,2021,12,4310
20100217,1,20211130,루시카토,송파구,잠실동,2010,2021,12,4304
20141127,1,20211130,본노엘(BON NOEL),성동구,성수동1가,2014,2021,8,2560
20101019,1,20211130,파리바게트,성동구,성수동2가,2010,2021,12,4060
20110110,1,20211130,파리바게뜨 마장대로점,성동구,마장동,2011,2021,11,3977
20110318,1,20211130,파리바게뜨 성동금호점,성동구,금호동4가,2011,2021,11,3910
20110905,1,20211130,뚜레쥬르,송파구,마천동,2011,2021,11,3739
