year,type,subject,score
2007,영양사                                  ,단체급식관리,50
2007,영양사                                  ,식품학 및 조리원리,50
2007,위생사                                  ,환경위생학,60
2007,위생사                                  ,위생곤충학,30
2007,위생사                                  ,위생관계법규,30
2007,위생사                                  ,공중보건학,40
2007,위생사                                  ,식품위생학,50
2007,위생사                                  ,실기시험,100
2007,응급구조사1급                           ,1급응급구조사 실기,60
2007,응급구조사1급                           ,기초의학,40
2007,응급구조사1급                           ,응급환자관리,40
2007,응급구조사1급                           ,전문응급처치학총론,40
2007,응급구조사1급                           ,전문응급처치학각론,90
2007,응급구조사1급                           ,응급의료관련법령,30
2007,응급구조사2급                           ,2급응급구조사 실기,60
2007,응급구조사2급                           ,기본응급처치학총론,30
2007,응급구조사2급                           ,기본응급환자관리,30
2007,응급구조사2급                           ,응급의료관련법령,20
2007,응급구조사2급                           ,기본응급처치학각론,50
2007,응급구조사2급                           ,응급의료장비,20
2007,의사                                    ,의학총론1,80
2007,의사                                    ,의학총론2,38
2007,의사                                    ,의학각론2,40
2007,의사                                    ,보건의약관계 법규,12
2007,의사                                    ,의학각론3,66
2007,의사                                    ,의학각론4,66
2007,의사                                    ,의학각론5,66
2007,의사                                    ,의학각론6,66
2007,의사                                    ,의학각론7,66
2007,의사                                    ,의학총론2(R형),8
2007,의사                                    ,의학각론1(R형),30
2007,의지보조기기사                          ,의지보조기기사 주관식 실기,100
2007,의지보조기기사                          ,운동·생체역학,20
2007,의지보조기기사                          ,재활공학·재료학,20
2007,의지보조기기사                          ,보건의료 관계 법규,20
2007,의지보조기기사                          ,보조기학,60
2007,의지보조기기사                          ,해부·생리학,30
2007,의지보조기기사                          ,재활의학,40
2007,의지보조기기사                          ,의지학,60
2007,임상병리사                              ,의료관계법규,20
2007,임상병리사                              ,임상화학,40
2007,임상병리사                              ,임상미생물학,40
2007,임상병리사                              ,혈액학,25
2007,임상병리사                              ,공중보건학 개론,20
2007,임상병리사                              ,해부생리학 개론,20
2007,임상병리사                              ,조직병리학,20
2007,임상병리사                              ,임상생리학,15
2007,임상병리사                              ,임상병리사 실기,100
2007,작업치료사                              ,의료관계법규,20
2007,작업치료사                              ,공중보건학 개론,20
2007,작업치료사                              ,해부생리학 개론,35
2007,작업치료사                              ,수예 및 공작,15
2007,작업치료사                              ,작업치료학,80
2007,작업치료사                              ,일상생활동작,30
2007,작업치료사                              ,작업치료사 실기,100
2007,조산사                                  ,신생아간호학,35
2007,조산사                                  ,모자보건학,20
2007,조산사                                  ,모자보건법,10
2007,치과기공사                              ,치과기공 주관식 실기,100
2007,치과기공사                              ,의료관계법규,20
2007,치과기공사                              ,구강해부학 개론,35
2007,치과기공사                              ,공중구강보건학 개론,15
2007,치과기공사                              ,치과재료학 개론,40
2007,치과기공사                              ,가철성치열교정장치기공학,15
2007,치과기공사                              ,관교의치기공학,35
2007,치과기공사                              ,치과충전기공학,15
2007,치과기공사                              ,총의치기공학,25
2007,치과기공사                              ,국부의치기공학,25
2007,치과위생사                              ,치과위생사 주관식 실기,100
2007,치과위생사                              ,구강생물학 개론,40
2007,치과위생사                              ,의료관계법규,20
2007,치과위생사                              ,치과임상학,40
2007,치과위생사                              ,치과방사선학 개론,20
2007,치과위생사                              ,구강위생학 개론,80
2007,치과의사                                ,구강내과학,15
2007,치과의사                                ,치과교정학,33
2007,치과의사                                ,구강병리학,15
2007,치과의사                                ,구강생물학,24
2007,치과의사                                ,치과보철학,40
2007,치과의사                                ,소아치과학,26
2007,치과의사                                ,구강악안면방사선학,26
2007,치과의사                                ,치주과학,26
2007,치과의사                                ,구강악안면외과학,40
2007,치과의사                                ,치과보존학,40
2007,치과의사                                ,구강보건학,20
2007,치과의사                                ,치과재료학,15
2007,치과의사                                ,보건의약관계 법규,20
2007,한약사                                  ,한약의 생산 및 제조,40
2007,한약사                                  ,한약감정,35
2007,한약사                                  ,한약학의 기초,45
2007,한약사                                  ,한약의 보관 및 유통,20
2007,한의사                                  ,내과학Ⅰ,100
2007,한의사                                  ,내과학Ⅱ,40
2007,한의사                                  ,보건의약관계 법규,20
2007,한의사                                  ,침구학,60
2007,한의사                                  ,외과학,20
2007,한의사                                  ,신경정신과학,20
2007,한의사                                  ,안이비인후과학,20
2007,한의사                                  ,부인과학,40
2007,한의사                                  ,소아과학,30
2007,한의사                                  ,예방의학,30
2007,한의사                                  ,한방생리학,20
2007,한의사                                  ,본초학,20
2008,간호사                                  ,성인간호학,80
2008,간호사                                  ,모성간호학,40
2008,간호사                                  ,아동간호학,40
2008,간호사                                  ,지역사회간호학,40
2008,간호사                                  ,정신간호학,40
2008,간호사                                  ,간호관리학,40
2008,간호사                                  ,기본간호학,30
2008,간호사                                  ,보건의약관계 법규,20
2008,물리치료사                              ,의료관계법규,20
2008,물리치료사                              ,공중보건학 개론,20
2008,물리치료사                              ,해부생리학 개론,35
2008,물리치료사                              ,질환별 물리치료학 개요,25
2008,물리치료사                              ,물리치료학 개요,50
2008,물리치료사                              ,운동치료학 개요,50
2008,물리치료사                              ,물리치료사 실기,100
2008,방사선사                                ,의료관계법규,20
2008,방사선사                                ,공중보건학 개론,20
2008,방사선사                                ,해부생리학 개론,20
2008,방사선사                                ,방사선이론,40
2008,방사선사                                ,방사선응용,30
2008,방사선사                                ,영상진단기술학,40
2008,방사선사                                ,방사선치료기술학,15
2008,방사선사                                ,핵의학기술학,15
2008,방사선사                                ,방사선사 실기,100
2008,보건의료정보관리사                      ,의료관계법규,20
2008,보건의료정보관리사                      ,공중보건학 개론,20
2008,보건의료정보관리사                      ,의학용어,60
2008,보건의료정보관리사                      ,의무기록관리학,100
2008,보건의료정보관리사                      ,의무기록사 실기,100
2008,안경사                                  ,의료관계법규,20
2008,안경사                                  ,안광학,30
2008,안경사                                  ,안경학,50
2008,안경사                                  ,안과학,30
2008,안경사                                  ,안경사 실기,100
2008,약사(4년제),정성분석학,25
2008,약사(4년제),정량분석학,25
2008,약사(4년제),약제학,25
2008,약사(4년제),약전,25
2008,약사(4년제),약물학,25
2008,약사(4년제),생화학,25
2008,약사(4년제),위생화학,25
2008,약사(4년제),미생물학,25
2008,약사(4년제),유기약품제조학,25
2008,약사(4년제),무기약품제조학,25
2008,약사(4년제),생약학,25
2008,약사(4년제),약사 및 마약류 관리에 관한 법령,25
2008,영양사                                  ,영양학,60
2008,영양사                                  ,생화학,20
2008,영양사                                  ,생리학,20
2008,영양사                                  ,식품위생학,20
2008,영양사                                  ,영양교육,20
2008,영양사                                  ,식품위생 관계 법규,20
2008,영양사                                  ,식사요법,40
2008,영양사                                  ,단체급식관리,50
2008,영양사                                  ,식품학 및 조리원리,50
2008,위생사                                  ,환경위생학,60
2008,위생사                                  ,위생곤충학,30
2008,위생사                                  ,위생 관계 법령,30
2008,위생사                                  ,공중보건학,40
2008,위생사                                  ,식품위생학,50
2008,위생사                                  ,실기시험,100
2008,응급구조사1급                           ,1급응급구조사 실기,60
2008,응급구조사1급                           ,기초의학,40
2008,응급구조사1급                           ,응급환자관리,40
2008,응급구조사1급                           ,전문응급처치학총론,40
2008,응급구조사1급                           ,전문응급처치학각론,90
2008,응급구조사1급                           ,응급의료관련법령,30
2008,응급구조사2급                           ,2급응급구조사 실기,60
2008,응급구조사2급                           ,기본응급처치학총론,30
2008,응급구조사2급                           ,기본응급환자관리,30
2008,응급구조사2급                           ,응급의료관련법령,20
2008,응급구조사2급                           ,기본응급처치학각론,50
2008,응급구조사2급                           ,응급의료장비,20
2008,의사                                    ,의학총론1,80
2008,의사                                    ,의학총론2,37
2008,의사                                    ,의학각론2,40
2008,의사                                    ,보건의약관계 법규,12
2008,의사                                    ,의학각론3,65
2008,의사                                    ,의학각론4,65
2008,의사                                    ,의학각론5,65
2008,의사                                    ,의학각론6,65
2008,의사                                    ,의학각론7,65
2008,의사                                    ,의학총론2(R형),9
2008,의사                                    ,의학각론1(R형),35
2008,의지보조기기사                          ,의지보조기기사 주관식 실기,100
2008,의지보조기기사                          ,운동·생체역학,20
2008,의지보조기기사                          ,재활공학·재료학,20
2008,의지보조기기사                          ,보건의료 관계 법규,20
2008,의지보조기기사                          ,보조기학,60
2008,의지보조기기사                          ,해부·생리학,30
2008,의지보조기기사                          ,재활의학,40
2008,의지보조기기사                          ,의지학,60
2008,임상병리사                              ,의료관계법규,20
2008,임상병리사                              ,임상화학,40
2008,임상병리사                              ,임상미생물학,40
2008,임상병리사                              ,혈액학,25
2008,임상병리사                              ,공중보건학 개론,20
2008,임상병리사                              ,해부생리학 개론,20
2008,임상병리사                              ,조직병리학,20
2008,임상병리사                              ,임상생리학,15
2008,임상병리사                              ,임상병리사 실기,100
2008,작업치료사                              ,의료관계법규,20
2008,작업치료사                              ,공중보건학 개론,20
2008,작업치료사                              ,해부생리학 개론,35
2008,작업치료사                              ,수예 및 공작,15
2008,작업치료사                              ,작업치료학,80
2008,작업치료사                              ,일상생활동작,30
2008,작업치료사                              ,작업치료사 실기,100
2008,조산사                                  ,신생아간호학,35
2008,조산사                                  ,모자보건학,20
2008,조산사                                  ,모자보건법,10
2008,치과기공사                              ,치과기공 주관식 실기,100
2008,치과기공사                              ,의료관계법규,20
2008,치과기공사                              ,구강해부학 개론,35
2008,치과기공사                              ,공중구강보건학 개론,15
2008,치과기공사                              ,치과재료학 개론,40
2008,치과기공사                              ,가철성치열교정장치기공학,15
2008,치과기공사                              ,관교의치기공학,35
2008,치과기공사                              ,치과충전기공학,15
2008,치과기공사                              ,총의치기공학,25
2008,치과기공사                              ,국부의치기공학,25
2008,치과위생사                              ,치과위생사 주관식 실기,100
2008,치과위생사                              ,구강생물학 개론,40
2008,치과위생사                              ,의료관계법규,20
2008,치과위생사                              ,치과임상학,40
2008,치과위생사                              ,치과방사선학 개론,20
2008,치과위생사                              ,구강위생학 개론,80
2008,치과의사                                ,구강내과학,15
2008,치과의사                                ,치과교정학,33
2008,치과의사                                ,구강병리학,15
2008,치과의사                                ,구강생물학,24
2008,치과의사                                ,치과보철학,40
2008,치과의사                                ,소아치과학,26
2008,치과의사                                ,구강악안면방사선학,26
2008,치과의사                                ,치주과학,26
2008,치과의사                                ,구강악안면외과학,40
2008,치과의사                                ,치과보존학,40
2008,치과의사                                ,구강보건학,20
2008,치과의사                                ,치과재료학,15
2008,치과의사                                ,보건의약관계 법규,20
2008,한약사                                  ,한약의 생산 및 제조,40
2008,한약사                                  ,한약감정,35
2008,한약사                                  ,한약학의 기초,45
2008,한약사                                  ,한약의 보관 및 유통,20
2008,한의사                                  ,내과학Ⅰ,100
2008,한의사                                  ,내과학Ⅱ,40
2008,한의사                                  ,보건의약관계 법규,20
2008,한의사                                  ,침구학,60
2008,한의사                                  ,외과학,20
2008,한의사                                  ,신경정신과학,20
2008,한의사                                  ,안이비인후과학,20
2008,한의사                                  ,부인과학,40
2008,한의사                                  ,소아과학,30
2008,한의사                                  ,예방의학,30
2008,한의사                                  ,한방생리학,20
2008,한의사                                  ,본초학,20
2009,간호사                                  ,성인간호학,80
2009,간호사                                  ,모성간호학,40
2009,간호사                                  ,아동간호학,40
2009,간호사                                  ,지역사회간호학,40
2009,간호사                                  ,정신간호학,40
2009,간호사                                  ,간호관리학,40
2009,간호사                                  ,기본간호학,30
2009,간호사                                  ,보건의약관계 법규,20
2009,물리치료사                              ,의료관계법규,20
2009,물리치료사                              ,공중보건학 개론,20
2009,물리치료사                              ,해부생리학 개론,35
2009,물리치료사                              ,질환별 물리치료학 개요,25
2009,물리치료사                              ,물리치료학 개요,50
2009,물리치료사                              ,운동치료학 개요,50
2009,물리치료사                              ,물리치료사 실기,100
2009,방사선사                                ,의료관계법규,20
2009,방사선사                                ,공중보건학 개론,20
2009,방사선사                                ,해부생리학 개론,20
2009,방사선사                                ,방사선이론,40
2009,방사선사                                ,방사선응용,30
2009,방사선사                                ,영상진단기술학,40
2009,방사선사                                ,방사선치료기술학,15
2009,방사선사                                ,핵의학기술학,15
2009,방사선사                                ,방사선사 실기,100
2009,보건의료정보관리사                      ,의료관계법규,20
2009,보건의료정보관리사                      ,공중보건학 개론,20
2009,보건의료정보관리사                      ,의학용어,60
2009,보건의료정보관리사                      ,의무기록관리학,100
2009,보건의료정보관리사                      ,의무기록사 실기,100
2009,안경사                                  ,의료관계법규,20
2009,안경사                                  ,안광학,30
2009,안경사                                  ,안경학,50
2009,안경사                                  ,안과학,30
2009,안경사                                  ,안경사 실기,100
2009,약사(4년제),정성분석학,23
2009,약사(4년제),정량분석학,23
2009,약사(4년제),약제학,23
2009,약사(4년제),대한약전,23
2009,약사(4년제),약물학,23
2009,약사(4년제),생화학,23
2009,약사(4년제),위생화학,23
2009,약사(4년제),미생물학,23
2009,약사(4년제),약사 및 마약류 관리에 관한 법령,25
2009,약사(4년제),유기약품제조학,23
2009,약사(4년제),무기약품제조학,23
2009,약사(4년제),생약학,23
2009,약사(4년제),정성분석학(R형),2
2009,약사(4년제),정량분석학(R형),2
2009,약사(4년제),약제학(R형),2
2009,약사(4년제),대한약전(R형),2
2009,약사(4년제),약물학(R형),2
2009,약사(4년제),생화학(R형),2
2009,약사(4년제),위생화학(R형),2
2009,약사(4년제),미생물학(R형),2
2009,약사(4년제),유기약품제조학(R형),2
2009,약사(4년제),무기약품제조학(R형),2
2009,약사(4년제),생약학(R형),2
2009,영양사                                  ,영양학,60
2009,영양사                                  ,생화학,20
2009,영양사                                  ,생리학,20
2009,영양사                                  ,식품위생학,20
2009,영양사                                  ,영양교육,20
2009,영양사                                  ,식품위생 관계 법규,20
2009,영양사                                  ,식사요법,40
2009,영양사                                  ,단체급식관리,50
2009,영양사                                  ,식품학 및 조리원리,50
2009,위생사                                  ,환경위생학,60
2009,위생사                                  ,위생곤충학,30
2009,위생사                                  ,위생 관계 법령,30
2009,위생사                                  ,공중보건학,40
2009,위생사                                  ,식품위생학,50
2009,위생사                                  ,실기시험,100
2009,응급구조사1급                           ,1급응급구조사 실기,60
2009,응급구조사1급                           ,기초의학,40
2009,응급구조사1급                           ,응급환자관리,40
2009,응급구조사1급                           ,전문응급처치학총론,40
2009,응급구조사1급                           ,전문응급처치학각론,90
2009,응급구조사1급                           ,응급의료관련법령,30
2009,응급구조사2급                           ,2급응급구조사 실기,60
2009,응급구조사2급                           ,기본응급처치학총론,30
2009,응급구조사2급                           ,기본응급환자관리,30
2009,응급구조사2급                           ,응급의료관련법령,20
2009,응급구조사2급                           ,기본응급처치학각론,50
2009,응급구조사2급                           ,응급의료장비,20
2009,의사                                    ,의학총론1,80
2009,의사                                    ,의학총론2,34
2009,의사                                    ,의학각론2,37
2009,의사                                    ,보건의약관계 법규,12
2009,의사                                    ,의학각론3,65
2009,의사                                    ,의학각론4,65
2009,의사                                    ,의학각론5,65
2009,의사                                    ,의학각론6,65
2009,의사                                    ,의학각론7,65
2009,의사                                    ,의학총론2(R형),12
2009,의사                                    ,의학각론1(R형),38
2009,의지보조기기사                          ,의지보조기기사 주관식 실기,100
2009,의지보조기기사                          ,운동·생체역학,20
2009,의지보조기기사                          ,재활공학·재료학,20
2009,의지보조기기사                          ,보건의료 관계 법규,20
2009,의지보조기기사                          ,보조기학,60
2009,의지보조기기사                          ,해부·생리학,30
2009,의지보조기기사                          ,재활의학,40
2009,의지보조기기사                          ,의지학,60
2009,임상병리사                              ,의료관계법규,20
2009,임상병리사                              ,임상화학,40
2009,임상병리사                              ,임상미생물학,40
2009,임상병리사                              ,혈액학,25
2009,임상병리사                              ,공중보건학 개론,20
2009,임상병리사                              ,해부생리학 개론,20
2009,임상병리사                              ,조직병리학,20
2009,임상병리사                              ,임상생리학,15
2009,임상병리사                              ,임상병리사 실기,100
2009,작업치료사                              ,의료관계법규,20
2009,작업치료사                              ,의료관계법규,20
2009,작업치료사                              ,공중보건학 개론,20
2009,작업치료사                              ,공중보건학 개론,20
2009,작업치료사                              ,해부생리학 개요,35
2009,작업치료사                              ,해부생리학 개요,35
2009,작업치료사                              ,수예 및 공작,15
2009,작업치료사                              ,수예 및 공작,15
2009,작업치료사                              ,작업치료 개론,80
2009,작업치료사                              ,작업치료 개론,80
2009,작업치료사                              ,일상생활동작,30
2009,작업치료사                              ,일상생활동작,30
2009,작업치료사                              ,작업치료사 실기,100
2009,작업치료사                              ,작업치료사 실기,100
2009,조산사                                  ,신생아간호학,35
2009,조산사                                  ,모자보건학,20
2009,조산사                                  ,모자보건법,10
2009,치과기공사                              ,치과기공 주관식 실기,100
2009,치과기공사                              ,의료관계법규,20
2009,치과기공사                              ,구강해부학 개론,35
2009,치과기공사                              ,공중구강보건학 개론,15
2009,치과기공사                              ,치과재료학 개론,40
2009,치과기공사                              ,가철성치열교정장치기공학,15
2009,치과기공사                              ,관교의치기공학,35
2009,치과기공사                              ,치과충전기공학,15
2009,치과기공사                              ,총의치기공학,25
2009,치과기공사                              ,국부의치기공학,25
2009,치과위생사                              ,치과위생사 주관식 실기,100
2009,치과위생사                              ,구강생물학 개론,40
2009,치과위생사                              ,의료관계법규,20
2009,치과위생사                              ,치과임상학,40
2009,치과위생사                              ,치과방사선학 개론,20
2009,치과위생사                              ,구강위생학 개론,80
2009,치과의사                                ,구강내과학,15
2009,치과의사                                ,치과교정학,33
2009,치과의사                                ,구강병리학,15
2009,치과의사                                ,구강생물학,24
2009,치과의사                                ,치과보철학,40
2009,치과의사                                ,소아치과학,26
2009,치과의사                                ,구강악안면방사선학,26
2009,치과의사                                ,치주과학,26
2009,치과의사                                ,구강악안면외과학,40
2009,치과의사                                ,치과보존학,40
2009,치과의사                                ,구강보건학,20
2009,치과의사                                ,치과재료학,15
2009,치과의사                                ,보건의약관계 법규,20
2009,한약사                                  ,한약의 생산 및 제조,40
2009,한약사                                  ,한약감정,35
2009,한약사                                  ,한약학의 기초,45
2009,한약사                                  ,한약의 보관 및 유통,20
2009,한약조제자격                            ,본초학,60
2009,한약조제자격                            ,방제학,60
2009,한약조제자격                            ,한약조제지침서,60
2009,한약조제자격                            ,50종 이상의 한약재 감별능력,60
2009,한의사                                  ,내과학Ⅰ,100
2009,한의사                                  ,내과학Ⅱ,40
2009,한의사                                  ,보건의약관계 법규,20
2009,한의사                                  ,침구학,60
2009,한의사                                  ,외과학,20
2009,한의사                                  ,신경정신과학,20
2009,한의사                                  ,안이비인후과학,20
2009,한의사                                  ,부인과학,40
2009,한의사                                  ,소아과학,30
2009,한의사                                  ,예방의학,30
2009,한의사                                  ,한방생리학,20
2009,한의사                                  ,본초학,20
2010,간호사                                  ,성인간호학,80
2010,간호사                                  ,모성간호학,40
2010,간호사                                  ,아동간호학,40
2010,간호사                                  ,지역사회간호학,40
2010,간호사                                  ,정신간호학,40
2010,간호사                                  ,간호관리학,40
2010,간호사                                  ,기본간호학,30
2010,간호사                                  ,보건의약관계 법규,20
2010,물리치료사                              ,의료관계법규,20
2010,물리치료사                              ,공중보건학 개론,20
2010,물리치료사                              ,해부생리학 개론,35
2010,물리치료사                              ,질환별 물리치료학 개요,25
2010,물리치료사                              ,물리치료학 개요,50
2010,물리치료사                              ,운동치료학 개요,50
2010,물리치료사                              ,물리치료사 실기,100
2010,방사선사                                ,의료관계법규,20
2010,방사선사                                ,의료관계법규,20
2010,방사선사                                ,공중보건학 개론,20
2010,방사선사                                ,공중보건학 개론,20
2010,방사선사                                ,해부생리학 개론,20
2010,방사선사                                ,해부생리학 개론,20
2010,방사선사                                ,방사선이론,40
2010,방사선사                                ,방사선이론,40
2010,방사선사                                ,방사선응용,30
2010,방사선사                                ,방사선응용,30
2010,방사선사                                ,영상진단기술학,40
2010,방사선사                                ,영상진단기술학,40
2010,방사선사                                ,방사선치료기술학,15
2010,방사선사                                ,방사선치료기술학,15
2010,방사선사                                ,핵의학기술학,15
2010,방사선사                                ,핵의학기술학,15
2010,방사선사                                ,방사선사 실기,100
2010,방사선사                                ,방사선사 실기,100
2010,보건교육사 2급                          ,보건프로그램 개발 및 평가,40
2010,보건교육사 2급                          ,보건교육방법론,20
2010,보건교육사 2급                          ,보건사업관리,20
2010,보건교육사 2급                          ,보건의료법규,10
2010,보건교육사 2급                          ,조사방법론,30
2010,보건교육사 2급                          ,보건의사소통,30
2010,보건교육사 2급                          ,보건학,20
2010,보건교육사 2급                          ,보건교육학,30
2010,보건교육사 3급                          ,보건프로그램 개발 및 평가,20
2010,보건교육사 3급                          ,보건학,30
2010,보건교육사 3급                          ,보건교육학,40
2010,보건교육사 3급                          ,보건의료법규,10
2010,보건의료정보관리사                      ,의료관계법규,20
2010,보건의료정보관리사                      ,공중보건학 개론,20
2010,보건의료정보관리사                      ,의학용어,60
2010,보건의료정보관리사                      ,의무기록관리학,100
2010,보건의료정보관리사                      ,의무기록사 실기,100
2010,안경사                                  ,의료관계법규,20
2010,안경사                                  ,의료관계법규,20
2010,안경사                                  ,안광학,30
2010,안경사                                  ,안경학,80
2010,안경사                                  ,안경학,50
2010,안경사                                  ,안과학,30
2010,안경사                                  ,안광학,75
2010,안경사                                  ,안경사 실기,100
2010,안경사                                  ,안과학,45
2010,약사(4년제),정성분석학,23
2010,약사(4년제),정량분석학,23
2010,약사(4년제),약제학,23
2010,약사(4년제),대한약전,23
2010,약사(4년제),약물학,23
2010,약사(4년제),생화학,23
2010,약사(4년제),위생화학,23
2010,약사(4년제),미생물학,23
2010,약사(4년제),약사 및 마약류 관리에 관한 법령,25
2010,약사(4년제),유기약품제조학,23
2010,약사(4년제),무기약품제조학,23
2010,약사(4년제),생약학,23
2010,약사(4년제),정성분석학(R형),2
2010,약사(4년제),정량분석학(R형),2
2010,약사(4년제),약제학(R형),2
2010,약사(4년제),대한약전(R형),2
2010,약사(4년제),약물학(R형),2
2010,약사(4년제),생화학(R형),2
2010,약사(4년제),위생화학(R형),2
2010,약사(4년제),미생물학(R형),2
2010,약사(4년제),유기약품제조학(R형),2
2010,약사(4년제),무기약품제조학(R형),2
2010,약사(4년제),생약학(R형),2
2010,영양사                                  ,영양학,60
2010,영양사                                  ,생화학,20
2010,영양사                                  ,생리학,20
2010,영양사                                  ,식품위생학,20
2010,영양사                                  ,영양교육,20
2010,영양사                                  ,식품위생 관계 법규,20
2010,영양사                                  ,식사요법,40
2010,영양사                                  ,단체급식관리,50
2010,영양사                                  ,식품학 및 조리원리,50
2010,요양보호사                              ,요양보호론,40
2010,요양보호사                              ,요양보호론,40
2010,요양보호사                              ,실기시험,40
2010,요양보호사                              ,실기시험,40
2010,위생사                                  ,위생 관계 법령,30
2010,위생사                                  ,환경위생학,60
2010,위생사                                  ,위생곤충학,30
2010,위생사                                  ,공중보건학,40
2010,위생사                                  ,식품위생학,50
2010,위생사                                  ,실기시험,100
2010,응급구조사1급                           ,1급응급구조사 실기,60
2010,응급구조사1급                           ,기초의학,40
2010,응급구조사1급                           ,응급환자관리,40
2010,응급구조사1급                           ,전문응급처치학총론,40
2010,응급구조사1급                           ,전문응급처치학각론,90
2010,응급구조사1급                           ,응급의료관련법령,30
2010,응급구조사2급                           ,2급응급구조사 실기,60
2010,응급구조사2급                           ,기본응급처치학총론,30
2010,응급구조사2급                           ,기본응급환자관리,30
2010,응급구조사2급                           ,응급의료관련법령,20
2010,응급구조사2급                           ,기본응급처치학각론,50
2010,응급구조사2급                           ,응급의료장비,20
2010,의사                                    ,의학총론1,80
2010,의사                                    ,의학총론2,23
2010,의사                                    ,의학각론2,37
2010,의사                                    ,보건의약관계 법규,10
2010,의사                                    ,의학각론3,58
2010,의사                                    ,의학각론4,58
2010,의사                                    ,의학각론5,58
2010,의사                                    ,의학각론6,58
2010,의사                                    ,의학각론7,58
2010,의사                                    ,의학총론2(R형),12
2010,의사                                    ,의학각론1(R형),38
2010,의지보조기기사                          ,의지보조기기사 주관식 실기,100
2010,의지보조기기사                          ,운동·생체역학,20
2010,의지보조기기사                          ,재활공학·재료학,20
2010,의지보조기기사                          ,보건의료 관계 법규,20
2010,의지보조기기사                          ,보조기학,60
2010,의지보조기기사                          ,해부·생리학,30
2010,의지보조기기사                          ,재활의학,40
2010,의지보조기기사                          ,의지학,60
2010,임상병리사                              ,의료관계법규,20
2010,임상병리사                              ,공중보건학 개론,20
2010,임상병리사                              ,해부생리학 개론,20
2010,임상병리사                              ,임상생리학,30
2010,임상병리사                              ,조직병리학,35
2010,임상병리사                              ,혈액학,40
2010,임상병리사                              ,임상화학,45
2010,임상병리사                              ,임상미생물학,50
2010,작업치료사                              ,의료관계법규,20
2010,작업치료사                              ,공중보건학 개론,20
2010,작업치료사                              ,해부생리학 개요,35
2010,작업치료사                              ,수예 및 공작,15
2010,작업치료사                              ,작업치료 개론,80
2010,작업치료사                              ,일상생활동작,30
2010,작업치료사                              ,작업치료사 실기,100
2010,조산사                                  ,신생아간호학,35
2010,조산사                                  ,모자보건학,20
2010,조산사                                  ,모자보건법,10
2010,치과기공사                              ,치과기공 주관식 실기,100
2010,치과기공사                              ,의료관계법규,20
2010,치과기공사                              ,구강해부학 개론,35
2010,치과기공사                              ,공중구강보건학 개론,15
2010,치과기공사                              ,치과재료학 개론,40
2010,치과기공사                              ,가철성치열교정장치기공학,15
2010,치과기공사                              ,관교의치기공학,35
2010,치과기공사                              ,치과충전기공학,15
2010,치과기공사                              ,총의치기공학,25
2010,치과기공사                              ,국부의치기공학,25
2010,치과위생사                              ,치과위생사 주관식 실기,100
2010,치과위생사                              ,의료관계법규,20
2010,치과위생사                              ,구강생물학 개론,40
2010,치과위생사                              ,치과임상학,40
2010,치과위생사                              ,치과방사선학 개론,20
2010,치과위생사                              ,구강위생학 개론,80
2010,치과의사                                ,구강내과학,15
2010,치과의사                                ,치과보철학,40
2010,치과의사                                ,소아치과학,26
2010,치과의사                                ,치과교정학,33
2010,치과의사                                ,구강병리학,15
2010,치과의사                                ,구강생물학,24
2010,치과의사                                ,구강악안면방사선학,26
2010,치과의사                                ,치주과학,26
2010,치과의사                                ,구강악안면외과학,40
2010,치과의사                                ,치과보존학,40
2010,치과의사                                ,구강보건학,20
2010,치과의사                                ,치과재료학,15
2010,치과의사                                ,보건의약관계 법규,20
2010,한약사                                  ,한약의 생산 및 제조,40
2010,한약사                                  ,한약감정,35
2010,한약사                                  ,한약학의 기초,45
2010,한약사                                  ,한약의 보관 및 유통,20
2010,한의사                                  ,내과학Ⅰ,100
2010,한의사                                  ,내과학Ⅱ,40
2010,한의사                                  ,보건의약관계 법규,20
2010,한의사                                  ,침구학,60
2010,한의사                                  ,외과학,20
2010,한의사                                  ,신경정신과학,20
2010,한의사                                  ,안이비인후과학,20
2010,한의사                                  ,부인과학,40
2010,한의사                                  ,소아과학,30
2010,한의사                                  ,예방의학,30
2010,한의사                                  ,한방생리학,20
2010,한의사                                  ,본초학,20
2011,간호사                                  ,성인간호학,80
2011,간호사                                  ,모성간호학,40
2011,간호사                                  ,아동간호학,40
