datetime,temperature,illumination,noise,co2,humidity,pm25
2021-04-05 18:00:00,25.989999999999995,646.89,42.98,624.25,32.05,26.62
2021-04-06 00:00:00,,628.55,41.77,878.74,41.06,19.78
2021-04-06 06:00:00,21.01,493.6,55.96,781.84,42.96,16.0
2021-04-06 12:00:00,24.21,503.38,36.11,560.76,35.52,9.11
2021-04-06 18:00:00,,485.04,40.21,707.21,40.09,13.2
2021-04-07 00:00:00,23.36,549.6,49.05,595.78,45.79,14.53
2021-04-07 06:00:00,25.33,700.54,50.0,1249.42,35.01,10.5
2021-04-07 12:00:00,22.78,,41.17,908.77,41.28,13.71
2021-04-07 18:00:00,23.52,294.9,62.42,,48.74,24.01
2021-04-08 00:00:00,23.52,593.78,55.41,681.71,50.8,18.85
2021-04-08 06:00:00,23.0,559.01,39.0,958.55,42.15,10.31
2021-04-08 12:00:00,26.13000000000001,340.81,,1043.88,32.43,21.59
2021-04-08 18:00:00,27.059999999999995,511.17,49.06,483.66,41.68,11.88
2021-04-09 00:00:00,,346.38,,662.46,,23.76
2021-04-09 06:00:00,26.649999999999995,519.73,,635.71,26.82,15.22
2021-04-09 12:00:00,27.97,383.28,49.85,769.39,58.86,16.48
2021-04-09 18:00:00,26.33,511.01,,941.36,40.66,21.22
2021-04-10 00:00:00,21.97,607.96,52.15,543.11,29.22,22.31
2021-04-10 06:00:00,24.84,534.51,52.83,643.96,35.36,20.23
2021-04-10 12:00:00,,532.55,54.0,650.72,44.11,17.97
2021-04-10 18:00:00,,711.75,41.87,732.32,47.43,26.59
2021-04-11 00:00:00,25.47,511.78,41.17,,35.95,21.19
2021-04-11 06:00:00,26.6,639.97,43.8,872.46,41.32,10.53
2021-04-11 12:00:00,25.12,,55.69,1019.14,52.34,16.15
2021-04-11 18:00:00,,433.66,46.48,736.25,46.33,25.45
2021-04-12 00:00:00,24.63000000000001,505.38,43.13,791.9,42.46,27.06
2021-04-12 06:00:00,26.48,518.68,54.93,867.21,41.25,10.49
2021-04-12 12:00:00,26.5,,52.66,750.78,49.07,18.17
2021-04-12 18:00:00,23.14,541.73,49.36,733.74,52.32,14.84
2021-04-13 00:00:00,23.27,571.03,32.77,557.63,43.55,12.75
2021-04-13 06:00:00,23.43,628.03,48.12,529.59,56.54,19.3
2021-04-13 12:00:00,26.52,555.57,44.24,958.84,50.66,16.21
2021-04-13 18:00:00,23.48,508.2,33.97,546.76,39.2,18.34
2021-04-14 00:00:00,,594.64,48.24,667.75,47.84,6.69
2021-04-14 06:00:00,28.37,508.29,35.4,819.98,51.18,15.69
2021-04-14 12:00:00,24.93,733.46,42.56,695.11,50.28,22.57
2021-04-14 18:00:00,25.450000000000006,319.63,67.88,793.03,54.33,13.91
2021-04-15 00:00:00,27.809999999999995,428.45,44.79,841.28,42.56,11.96
2021-04-15 06:00:00,27.200000000000006,353.64,62.49,958.27,49.98,25.72
2021-04-15 12:00:00,25.09,589.88,71.04,753.39,34.04,20.5
2021-04-15 18:00:00,23.59,552.87,45.63,737.33,40.3,22.25
2021-04-16 00:00:00,,417.53,45.83,884.67,50.51,16.17
2021-04-16 06:00:00,23.34,507.58,37.53,910.8,60.96,18.28
2021-04-16 12:00:00,23.44,527.74,36.58,937.17,42.32,23.15
2021-04-16 18:00:00,27.35,341.05,53.02,991.06,43.25,27.43
2021-04-17 00:00:00,26.540000000000006,658.91,52.42,821.4,52.16,17.96
2021-04-17 06:00:00,24.3,,,486.82,,14.55
2021-04-17 12:00:00,25.18,,65.23,942.1,40.37,
2021-04-17 18:00:00,,641.34,35.62,622.0,49.34,17.25
2021-04-18 00:00:00,26.55,567.26,50.86,700.22,41.06,11.53
2021-04-18 06:00:00,25.03,473.05,,911.67,40.51,19.74
2021-04-18 12:00:00,25.48,291.85,55.35,1006.26,36.21,23.07
2021-04-18 18:00:00,25.27,497.03,29.69,634.92,37.41,11.88
2021-04-19 00:00:00,26.91,,56.86,765.16,55.0,15.28
2021-04-19 06:00:00,24.309999999999647,,47.83,994.28,43.88,13.17
2021-04-19 12:00:00,24.71,524.51,36.04,998.4,44.26,15.62
2021-04-19 18:00:00,26.13000000000001,611.58,53.71,694.48,53.75,11.4
2021-04-20 00:00:00,23.53,813.51,,801.01,48.67,26.8
2021-04-20 06:00:00,25.01,367.25,44.91,803.72,28.48,25.3
2021-04-20 12:00:00,24.83,470.9,46.24,608.35,47.77,17.01
2021-04-20 18:00:00,24.62,392.03,45.48,602.95,30.03,12.9
2021-04-21 00:00:00,24.52,532.16,43.77,1012.67,57.24,28.02
2021-04-21 06:00:00,26.19,495.1,41.63,1103.31,45.97,
2021-04-21 12:00:00,23.86,538.66,50.34,,40.47,8.7
2021-04-21 18:00:00,22.040000000000006,563.85,60.34,894.12,48.01,15.13
2021-04-22 00:00:00,24.64,411.61,,733.15,50.15,8.7
2021-04-22 06:00:00,23.36,659.63,38.7,471.17,47.42,21.7
2021-04-22 12:00:00,24.73,488.43,58.59,763.66,36.2,18.81
2021-04-22 18:00:00,24.059999999999995,496.53,52.9,628.45,49.16,11.13
2021-04-23 00:00:00,24.200000000000006,355.82,46.82,546.93,39.26,21.28
2021-04-23 06:00:00,,331.31,53.74,652.46,53.29,17.84
2021-04-23 12:00:00,26.48,781.21,53.29,,45.01,6.8
2021-04-23 18:00:00,,571.56,55.01,717.15,41.71,16.85
2021-04-24 00:00:00,24.989999999999995,514.87,44.47,457.55,51.39,21.0
2021-04-24 06:00:00,23.89,378.83,48.31,723.23,31.48,24.14
2021-04-24 12:00:00,21.55,562.22,55.05,834.03,48.44,8.21
2021-04-24 18:00:00,24.92,700.79,47.42,829.93,51.9,14.22
2021-04-25 00:00:00,24.62,561.85,35.9,884.38,36.75,14.41
2021-04-25 06:00:00,24.8,472.45,42.33,588.32,49.99,16.07
2021-04-25 12:00:00,21.48,258.28,56.32,952.87,37.86,15.83
2021-04-25 18:00:00,26.08,519.69,48.53,574.79,38.09,22.1
2021-04-26 00:00:00,23.97,490.13,56.95,767.99,32.55,25.19
2021-04-26 06:00:00,22.559999999999995,639.2,43.62,458.72,48.61,22.17
2021-04-26 12:00:00,26.55,402.82,34.55,1018.18,50.78,15.87
2021-04-26 18:00:00,24.950000000000006,397.13,,505.42,47.61,20.09
2021-04-27 00:00:00,22.67,583.85,46.76,559.38,47.25,11.31
2021-04-27 06:00:00,25.809999999999995,504.36,43.7,920.17,47.61,24.23
2021-04-27 12:00:00,22.540000000000006,631.4,51.02,762.71,31.82,21.22
2021-04-27 18:00:00,,357.01,50.37,767.47,48.04,19.25
2021-04-28 00:00:00,24.63000000000001,454.03,49.83,897.47,46.54,
2021-04-28 06:00:00,,594.56,38.57,1044.08,43.81,9.6
2021-04-28 12:00:00,23.94,458.95,60.81,776.3,47.11,
2021-04-28 18:00:00,24.63000000000001,499.45,43.55,1087.53,50.2,24.44
2021-04-29 00:00:00,24.68,536.96,45.58,770.19,55.86,16.83
2021-04-29 06:00:00,23.3,550.1,45.67,746.71,37.48,26.81
2021-04-29 12:00:00,24.23,646.51,57.58,629.66,50.41,18.47
2021-04-29 18:00:00,23.899999999999995,630.89,45.26,350.01,46.64,10.15
2021-04-30 00:00:00,24.67,607.12,37.2,637.06,43.48,11.48
2021-04-30 06:00:00,25.26,517.66,38.12,797.2,38.1,16.31
2021-04-30 12:00:00,25.059999999999995,529.84,38.75,885.42,59.94,18.08
2021-04-30 18:00:00,23.53,599.12,43.18,516.03,47.71,20.99
2021-05-01 00:00:00,,680.97,44.68,823.36,44.37,21.93
2021-05-01 06:00:00,25.18,,45.83,768.22,46.46,14.11
2021-05-01 12:00:00,26.989999999999995,642.05,41.45,703.34,43.19,15.58
2021-05-01 18:00:00,,472.7,45.43,569.41,44.36,25.8
2021-05-02 00:00:00,27.950000000000006,512.34,65.22,,43.2,18.22
2021-05-02 06:00:00,,488.9,42.5,659.48,49.47,26.59
2021-05-02 12:00:00,26.44,561.83,50.15,428.38,41.76,13.8
2021-05-02 18:00:00,26.01,420.69,55.55,802.08,57.85,15.47
2021-05-03 00:00:00,23.13000000000001,584.23,53.54,627.74,46.46,22.32
2021-05-03 06:00:00,25.69,582.55,34.23,669.6,53.0,21.83
2021-05-03 12:00:00,27.21,580.05,51.15,812.62,33.86,13.55
2021-05-03 18:00:00,22.290000000000006,814.19,,402.81,41.28,15.79
2021-05-04 00:00:00,26.69,534.43,35.67,,48.29,22.18
2021-05-04 06:00:00,26.17,475.76,46.86,996.39,35.28,17.51
2021-05-04 12:00:00,24.37,650.43,37.67,888.78,43.25,22.2
2021-05-04 18:00:00,24.35,629.81,40.29,745.15,51.53,15.49
2021-05-05 00:00:00,25.92,643.78,,820.07,53.3,11.08
2021-05-05 06:00:00,26.8,251.32,54.04,694.17,45.89,14.62
2021-05-05 12:00:00,24.58,735.85,40.72,697.9,48.28,18.15
2021-05-05 18:00:00,23.85,,44.68,598.49,39.81,24.89
