Gender,Bank_Loan,Capital_Loan,Region_Code,Year
M,32470000,2080000,4146510700,2024
M,22680000,19450000,4280000000,2021
F,32550000,3450000,GANGWON,2020
F,18560000,29760000,4399000000,2021
M,38060000,7600000,4273000000,2023
F,26500000,25030000,4291000000,2024
M,21240000,1730000,4279000000,2020
M,44120000,5350000,4111100000,2021
M,1470000,11800000,4279000000,2024
F,9950000,6770000,4399000000,2022
F,15000000,8530000,4399000000,2021
M,25850000,5550000,GYEONGGI,2021
M,33950000,7080000,4280000000,2023
M,26200000,6820000,4280000000,2022
M,28040000,11760000,4211000000,2023
F,9550000,14710000,4273000000,2022
F,24330000,14880000,4146510700,2021
M,14720000,12360000,4146510700,2023
M,14160000,22980000,4399000000,2024
F,40480000,9050000,4111100000,2022
F,9830000,4790000,GANGWON,2021
M,2100000,17030000,4146510700,2020
M,40470000,15440000,4146510700,2022
M,9320000,17140000,4111100000,2022
F,18160000,3100000,4273000000,2024
F,45750000,22170000,4291000000,2022
F,45010000,710000,4280000000,2022
M,36400000,18650000,GYEONGGI,2024
M,13970000,20770000,GYEONGGI,2024
F,18890000,26150000,GYEONGGI,2023
F,5550000,1050000,4111100000,2021
M,3670000,19130000,GYEONGGI,2021
F,38110000,3480000,4399000000,2023
F,15070000,2080000,4211000000,2021
M,39780000,27130000,4111100000,2022
F,21770000,25440000,4111100000,2023
M,9680000,27000000,4280000000,2023
M,6970000,15950000,GYEONGGI,2021
M,30450000,21490000,4279000000,2020
M,48790000,5240000,4291000000,2021
M,43750000,27840000,4211000000,2020
M,44050000,11060000,4111100000,2023
M,42160000,24440000,4211000000,2020
F,26150000,11110000,4111100000,2022
M,8540000,16900000,4273000000,2024
M,30880000,19420000,4280000000,2020
F,29850000,4860000,4399000000,2024
F,41090000,17570000,4273000000,2022
F,11550000,2050000,GANGWON,2024
M,42400000,18710000,GYEONGGI,2022
F,15270000,27570000,GANGWON,2024
M,2680000,27700000,4291000000,2024
M,33740000,24960000,4279000000,2021
M,17010000,23220000,4399000000,2020
M,40840000,25390000,4273000000,2024
F,14390000,2070000,4211000000,2023
F,19630000,28810000,4211000000,2021
M,44670000,5460000,4291000000,2020
M,30000000,14270000,4111100000,2021
M,45540000,25150000,4211000000,2020
F,34300000,21320000,GYEONGGI,2022
M,17290000,10860000,4279000000,2024
M,45870000,22880000,4280000000,2023
F,28380000,1200000,GYEONGGI,2021
F,48380000,15110000,4279000000,2021
M,31580000,25650000,4291000000,2021
F,2330000,12370000,GYEONGGI,2021
F,27490000,22990000,4280000000,2024
M,38630000,29130000,4280000000,2020
F,22040000,1760000,4146510700,2024
M,33010000,25460000,4111100000,2022
F,31260000,14750000,4291000000,2024
M,9040000,6130000,GYEONGGI,2024
M,2250000,15590000,4399000000,2022
M,43940000,11470000,4399000000,2024
F,10390000,12520000,4291000000,2020
M,41840000,16670000,GYEONGGI,2023
F,49400000,23120000,4273000000,2022
M,42390000,23210000,4273000000,2021
M,30890000,13660000,4111100000,2020
F,41280000,4140000,GYEONGGI,2023
M,1470000,2200000,4280000000,2020
M,4470000,17840000,4211000000,2020
F,13240000,21190000,4399000000,2021
M,32460000,10420000,GYEONGGI,2023
M,3520000,26400000,GYEONGGI,2020
M,33240000,3300000,4211000000,2021
M,38360000,23040000,4211000000,2022
F,33420000,19730000,4279000000,2021
F,39830000,29970000,4146510700,2024
M,46130000,7490000,4111100000,2021
F,45750000,22160000,4399000000,2021
M,32450000,17170000,4211000000,2021
F,43150000,6180000,4273000000,2020
M,46500000,15280000,4291000000,2023
M,1190000,3790000,4273000000,2021
M,43090000,1730000,4279000000,2021
M,27140000,24510000,4279000000,2024
M,30420000,6110000,4211000000,2024
M,37450000,16460000,4279000000,2022
F,24160000,16070000,4280000000,2022
M,3380000,20360000,GANGWON,2024
F,19520000,2410000,GYEONGGI,2023
M,45430000,17300000,GYEONGGI,2022
F,9660000,23530000,4211000000,2023
F,45270000,2920000,4279000000,2024
F,41750000,29070000,4291000000,2022
M,8180000,9140000,4280000000,2021
M,24840000,15040000,4111100000,2024
F,46470000,17380000,4279000000,2022
M,10190000,18110000,4280000000,2023
F,12980000,23600000,4146510700,2023
M,30030000,10590000,4111100000,2022
F,37910000,7680000,GYEONGGI,2023
F,48430000,22890000,4146510700,2022
M,19570000,7200000,4211000000,2022
F,12760000,5150000,4399000000,2023
M,32020000,4820000,4211000000,2020
F,25430000,5210000,4291000000,2021
F,21840000,17910000,4280000000,2024
M,38640000,24130000,4399000000,2021
M,570000,5560000,4111100000,2024
M,6610000,2950000,4111100000,2024
F,47790000,18940000,4146510700,2021
M,7580000,290000,4291000000,2022
F,45280000,6500000,GYEONGGI,2023
F,16540000,1550000,4279000000,2020
M,21910000,6130000,4279000000,2020
M,810000,27420000,4399000000,2020
F,22080000,19150000,4291000000,2021
F,48160000,9240000,4291000000,2021
M,16400000,500000,4111100000,2022
M,12660000,28940000,GYEONGGI,2020
M,28040000,12350000,4280000000,2022
M,19710000,230000,GYEONGGI,2020
M,16190000,28820000,4273000000,2021
F,38700000,9450000,4291000000,2023
F,34970000,19920000,4211000000,2023
F,3680000,21320000,GANGWON,2023
F,21170000,16630000,4291000000,2023
M,20470000,20800000,4399000000,2024
M,10670000,10070000,4211000000,2020
M,30800000,29000000,4399000000,2023
F,3640000,4160000,4146510700,2024
F,39980000,27890000,GANGWON,2024
M,32990000,10190000,GANGWON,2024
M,4070000,15070000,4111100000,2022
F,5350000,90000,4291000000,2022
F,23550000,22110000,4111100000,2024
M,2180000,25370000,4279000000,2023
M,15860000,2360000,4399000000,2020
F,9930000,26590000,4273000000,2021
M,9950000,13440000,4273000000,2022
M,47040000,20840000,4279000000,2023
M,14020000,28550000,4146510700,2023
F,47950000,2280000,4273000000,2021
F,28550000,1530000,4399000000,2021
F,47420000,780000,4273000000,2023
F,40540000,11290000,4279000000,2021
F,9140000,7590000,4211000000,2023
F,35630000,10450000,4111100000,2021
F,33120000,16190000,4280000000,2021
M,2140000,16420000,4399000000,2023
M,3140000,13110000,4111100000,2024
M,17060000,770000,GANGWON,2023
M,18740000,23870000,GYEONGGI,2020
M,45960000,9300000,4273000000,2021
M,18170000,16990000,4273000000,2022
M,42610000,13890000,4146510700,2021
F,2190000,4510000,4111100000,2020
F,43530000,6630000,GYEONGGI,2022
M,46950000,3520000,4273000000,2022
M,47400000,11610000,GANGWON,2023
F,19750000,26610000,4146510700,2024
M,18180000,22250000,4111100000,2023
M,27840000,29650000,4146510700,2022
F,5050000,6570000,4111100000,2022
M,14350000,9280000,4291000000,2024
F,49880000,14190000,4291000000,2021
M,28580000,4440000,4279000000,2024
F,2460000,17420000,4399000000,2023
F,40110000,12910000,4146510700,2021
F,15130000,2900000,4279000000,2023
M,5630000,28330000,4146510700,2024
F,47490000,22640000,4273000000,2021
M,2900000,24840000,4280000000,2024
M,15780000,4560000,4146510700,2020
M,43460000,19240000,4273000000,2022
M,1720000,19910000,GYEONGGI,2021
F,27680000,27540000,4291000000,2022
F,46610000,18420000,4279000000,2020
M,30990000,18120000,4280000000,2021
M,19640000,26020000,GANGWON,2022
F,6880000,21870000,4291000000,2022
M,24720000,2230000,4279000000,2021
F,40470000,580000,4280000000,2022
M,40080000,4560000,GANGWON,2022
M,22140000,1420000,4211000000,2021
F,44830000,10600000,4273000000,2022
M,12370000,25880000,4211000000,2022
F,23530000,28660000,4273000000,2023
M,8340000,28670000,4111100000,2023
M,44040000,8350000,4399000000,2020
M,22300000,22640000,4280000000,2023
F,41570000,15800000,4211000000,2023
M,41000000,25510000,4399000000,2020
M,28330000,27160000,4280000000,2022
M,3880000,1480000,4279000000,2022
M,38090000,16940000,4111100000,2023
F,4730000,21060000,4279000000,2020
F,44610000,3990000,4273000000,2022
M,15160000,27590000,4399000000,2024
F,22140000,21430000,4280000000,2021
M,30440000,26040000,4146510700,2021
M,25500000,16160000,4399000000,2021
M,17270000,5910000,GYEONGGI,2023
F,20130000,27300000,GANGWON,2021
F,17640000,25260000,4211000000,2021
F,49820000,13900000,4280000000,2024
F,38360000,28830000,4291000000,2022
F,47300000,24770000,4291000000,2024
F,3110000,29750000,GANGWON,2023
F,18130000,7960000,4273000000,2021
F,11680000,6960000,4399000000,2022
F,13430000,21890000,4399000000,2021
M,25090000,18320000,4291000000,2021
F,18070000,15390000,4399000000,2023
F,22860000,19840000,GANGWON,2021
F,19350000,17160000,4399000000,2020
F,44310000,21400000,4273000000,2022
F,43300000,26860000,4211000000,2022
F,4510000,7620000,GYEONGGI,2020
F,30990000,12200000,4211000000,2023
F,26450000,29970000,GYEONGGI,2021
F,36120000,13320000,4146510700,2021
F,45590000,1350000,4211000000,2022
F,48170000,11800000,GANGWON,2023
M,46420000,29310000,4111100000,2023
M,9170000,3730000,4146510700,2023
F,3280000,8420000,GYEONGGI,2021
F,1010000,26420000,GYEONGGI,2023
M,8450000,9440000,4146510700,2020
F,26270000,12890000,GYEONGGI,2024
M,31590000,10260000,4280000000,2023
M,2330000,13290000,4111100000,2024
M,32270000,28750000,GANGWON,2021
M,17580000,20620000,4280000000,2023
M,20690000,13990000,GYEONGGI,2022
F,39600000,7790000,4211000000,2021
M,43550000,11810000,4280000000,2020
F,15900000,2820000,4211000000,2020
F,26870000,15090000,4146510700,2024
M,48730000,27030000,4399000000,2024
M,31750000,10280000,4279000000,2022
F,730000,920000,GYEONGGI,2022
M,36460000,24430000,4279000000,2020
M,7840000,22230000,4111100000,2023
F,9090000,16300000,4211000000,2020
F,5930000,17480000,4280000000,2020
M,4510000,23090000,4279000000,2022
F,42620000,4220000,4273000000,2024
M,26220000,19080000,GYEONGGI,2022
M,47110000,28390000,4279000000,2022
M,11360000,19370000,4280000000,2022
F,44550000,12350000,4280000000,2020
F,44690000,26170000,4111100000,2023
F,14630000,3940000,4291000000,2020
F,30160000,7430000,GANGWON,2021
F,24340000,9110000,4273000000,2022
M,7700000,21420000,4279000000,2022
M,35930000,19770000,GANGWON,2021
M,6990000,3660000,4273000000,2022
M,31330000,10410000,4291000000,2022
F,4530000,990000,4279000000,2022
M,24350000,16100000,4273000000,2021
F,27990000,15480000,GANGWON,2020
M,31190000,3670000,4211000000,2022
F,2360000,4740000,4280000000,2023
F,5680000,24080000,4399000000,2021
M,19470000,2210000,4146510700,2024
M,32550000,21140000,GYEONGGI,2021
M,44150000,20390000,4399000000,2020
M,35900000,28110000,4279000000,2021
F,46520000,1380000,4279000000,2024
M,42360000,10690000,4273000000,2023
M,8270000,14170000,4280000000,2024
F,17060000,25450000,4291000000,2021
M,32280000,12640000,4111100000,2024
M,19970000,7330000,4273000000,2021
M,10030000,2040000,4111100000,2023
M,19380000,2460000,4146510700,2023
M,18660000,13300000,GANGWON,2020
F,5300000,19810000,4273000000,2023
M,35000000,1040000,4146510700,2022
M,5810000,1280000,GYEONGGI,2024
M,24010000,4670000,4273000000,2024
M,12560000,26720000,4280000000,2021
M,29020000,780000,4280000000,2023
F,25050000,4500000,4279000000,2020
M,6470000,16410000,GYEONGGI,2020
F,23380000,6960000,4279000000,2020
F,18270000,5550000,4111100000,2022
M,14210000,29130000,4399000000,2023
M,15910000,1480000,4291000000,2020
M,34230000,18610000,GYEONGGI,2022
M,370000,26360000,GANGWON,2024
F,34080000,27810000,4291000000,2021
M,7030000,16890000,4291000000,2023
M,8360000,15750000,4211000000,2023
M,42490000,5120000,4273000000,2024
M,20910000,9670000,GANGWON,2023
M,17050000,11590000,GYEONGGI,2023
M,31690000,10990000,4279000000,2023
F,25940000,17510000,4111100000,2023
F,37920000,560000,4273000000,2022
M,13720000,11500000,4211000000,2022
M,30100000,25470000,4111100000,2021
M,40730000,13530000,GYEONGGI,2023
F,40980000,12580000,4399000000,2024
M,19970000,18430000,4291000000,2020
F,21730000,9930000,4211000000,2021
M,47110000,1800000,4111100000,2020
M,17530000,3750000,4279000000,2020
M,20030000,27470000,4211000000,2023
M,25050000,7910000,4111100000,2024
F,22430000,19800000,4211000000,2020
F,20540000,11230000,4279000000,2020
M,16920000,14200000,4279000000,2021
M,29860000,16920000,GANGWON,2024
F,44370000,13010000,4280000000,2024
F,17030000,24450000,4291000000,2020
F,41410000,250000,4273000000,2024
F,48540000,21610000,4273000000,2021
M,27080000,10940000,GYEONGGI,2021
F,7970000,4810000,4146510700,2021
M,28480000,5630000,GYEONGGI,2023
F,29530000,4920000,4146510700,2020
F,35790000,15600000,4211000000,2024
F,44490000,1840000,4146510700,2021
F,760000,22570000,4280000000,2020
F,23400000,24680000,4280000000,2020
M,14790000,21080000,4291000000,2023
M,300000,9400000,4111100000,2024
F,11360000,15020000,4273000000,2024
F,740000,7320000,4291000000,2021
M,45570000,17250000,4280000000,2021
F,27220000,5580000,4111100000,2020
F,49990000,29340000,GYEONGGI,2024
M,47050000,23920000,4273000000,2024
F,730000,14310000,GANGWON,2021
F,32770000,28050000,4273000000,2022
M,9680000,25230000,4211000000,2020
M,9420000,28370000,4399000000,2024
M,42540000,7250000,4273000000,2023
F,6190000,1190000,4280000000,2023
M,42490000,1190000,4211000000,2022
M,48250000,1790000,4279000000,2021
M,39570000,7050000,4146510700,2021
M,39740000,19100000,GYEONGGI,2021
M,26760000,9610000,GANGWON,2023
M,5310000,26120000,GYEONGGI,2021
F,32480000,14770000,4279000000,2023
F,19740000,8860000,4399000000,2022
M,10730000,26590000,4273000000,2020
M,11150000,11370000,4291000000,2024
M,28680000,6010000,4211000000,2022
F,37500000,4200000,GANGWON,2023
F,33670000,17270000,4279000000,2022
F,25430000,16990000,4399000000,2024
F,49390000,25710000,GYEONGGI,2020
F,43690000,4420000,4279000000,2024
F,39830000,10710000,GANGWON,2023
F,40330000,27250000,GANGWON,2024
F,20650000,14930000,4399000000,2022
F,21650000,24140000,GYEONGGI,2021
M,47620000,8350000,4280000000,2022
M,32290000,9810000,GANGWON,2023
M,45170000,29000000,4211000000,2020
M,2590000,3850000,4211000000,2024
F,49690000,2320000,4146510700,2020
F,33260000,14780000,GYEONGGI,2023
M,39450000,14360000,4279000000,2024
F,49530000,21980000,4211000000,2022
M,38990000,26550000,4399000000,2022
F,29140000,920000,4279000000,2023
M,43330000,25750000,GYEONGGI,2024
F,46610000,600000,4399000000,2022
F,28080000,13120000,4273000000,2023
M,36210000,70000,4111100000,2023
F,46990000,23140000,4211000000,2020
M,23500000,22320000,4211000000,2022
M,40800000,3520000,4146510700,2024
M,19690000,20920000,4280000000,2022
M,34530000,27010000,4146510700,2022
F,26020000,29850000,GYEONGGI,2022
F,30270000,27410000,4146510700,2023
F,13330000,2590000,4280000000,2021
M,10620000,12410000,4280000000,2021
F,45550000,19890000,GANGWON,2020
M,49850000,3600000,GANGWON,2022
F,43090000,23230000,4111100000,2021
F,5290000,27960000,4399000000,2020
F,32650000,28330000,4273000000,2023
M,12290000,9460000,4280000000,2022
F,32220000,13880000,4273000000,2024
F,40480000,26890000,4211000000,2023
M,49550000,11670000,4291000000,2020
F,44850000,29930000,4111100000,2023
M,1820000,10050000,GYEONGGI,2024
F,36920000,8900000,4279000000,2023
M,29690000,13860000,4273000000,2020
M,30230000,21900000,4146510700,2024
F,1570000,4370000,4280000000,2024
M,40980000,3830000,4273000000,2023
M,25070000,18140000,4279000000,2024
M,18120000,7530000,4280000000,2023
M,45440000,13110000,GYEONGGI,2022
M,46520000,26390000,4291000000,2024
M,11190000,5420000,4146510700,2023
F,5440000,7220000,4273000000,2022
M,48720000,18730000,GANGWON,2024
M,7080000,3000000,4111100000,2022
F,48490000,25930000,4273000000,2024
F,26630000,20290000,4273000000,2020
F,46430000,9420000,4279000000,2020
F,30110000,27310000,4279000000,2023
F,19670000,19850000,4111100000,2021
F,25050000,25380000,4273000000,2020
F,36750000,16920000,4399000000,2021
M,31390000,8440000,GYEONGGI,2022
M,9310000,2200000,4279000000,2022
F,23280000,16260000,4279000000,2021
M,44970000,1210000,4399000000,2023
M,35000000,28030000,4280000000,2024
M,32050000,20140000,4273000000,2021
F,21940000,27480000,4111100000,2021
F,44450000,25120000,4279000000,2021
M,420000,7310000,4111100000,2021
F,27700000,21910000,4111100000,2021
M,30240000,13780000,GYEONGGI,2023
M,11100000,23650000,GANGWON,2020
M,25770000,9100000,4279000000,2024
M,49200000,22630000,4146510700,2020
F,40000000,2270000,4280000000,2021
F,31270000,4890000,4111100000,2020
F,38810000,21260000,4279000000,2023
M,13610000,26000000,4280000000,2022
F,8520000,26520000,4146510700,2020
M,18550000,26330000,4279000000,2024
F,21970000,8770000,4273000000,2023
M,42630000,22720000,4111100000,2022
M,33830000,10150000,4146510700,2023
M,40210000,16810000,4273000000,2021
F,14280000,10000,4111100000,2022
F,48120000,24190000,4211000000,2024
F,39380000,2570000,4291000000,2022
F,25820000,19330000,4399000000,2024
M,18430000,6960000,4111100000,2021
F,43420000,13040000,4146510700,2024
F,48960000,12540000,4146510700,2023
M,7080000,5470000,4291000000,2020
M,16410000,24570000,4279000000,2023
M,29320000,10200000,4399000000,2023
F,49100000,14090000,4280000000,2022
M,17250000,21690000,4111100000,2021
M,26560000,880000,4279000000,2020
M,1900000,4490000,4273000000,2024
F,39200000,25900000,4280000000,2022
M,46200000,6350000,4399000000,2021
F,32790000,3800000,4279000000,2020
F,30970000,16450000,GANGWON,2023
M,24530000,17420000,4280000000,2021
M,7390000,25370000,GYEONGGI,2021
F,38130000,28500000,GYEONGGI,2021
M,44230000,22900000,4111100000,2023
M,47270000,28800000,4111100000,2024
F,44850000,8410000,4111100000,2022
F,7870000,3400000,4399000000,2024
M,18310000,20600000,GANGWON,2020
F,5870000,21390000,4279000000,2022
M,46500000,16970000,4273000000,2020
M,29480000,16070000,4211000000,2023
M,42610000,20850000,4146510700,2024
F,27050000,25580000,4273000000,2021
M,34640000,27960000,4279000000,2022
M,4300000,27540000,GANGWON,2021
M,48630000,20500000,4399000000,2020
F,6760000,20060000,4280000000,2021
F,48710000,16550000,4273000000,2021
F,40170000,13270000,4280000000,2023
F,1630000,7760000,4211000000,2023
F,15120000,24890000,4279000000,2024
M,25870000,25110000,GANGWON,2020
F,49870000,21530000,4279000000,2023
F,17570000,14930000,4146510700,2023
F,10110000,23380000,4399000000,2024
M,24140000,26380000,4146510700,2022
F,34590000,18470000,4279000000,2024
F,25580000,11260000,4146510700,2021
M,9030000,21170000,4291000000,2021
F,7610000,6490000,4279000000,2023
M,32980000,24410000,GANGWON,2023
M,42710000,11490000,4273000000,2024
M,20480000,25500000,GANGWON,2024
M,13720000,26620000,4291000000,2020
M,14370000,2940000,4273000000,2021
F,32430000,18820000,4291000000,2024
M,31760000,11400000,4273000000,2022
M,32960000,4930000,GANGWON,2020
F,5270000,1150000,4279000000,2024
M,26370000,4920000,4111100000,2023
F,40820000,150000,GYEONGGI,2024
F,15020000,10060000,GYEONGGI,2023
F,1760000,9010000,4291000000,2023
M,3540000,16130000,GYEONGGI,2021
M,8430000,20540000,GANGWON,2021
M,24160000,20820000,4280000000,2024
F,4610000,10390000,4291000000,2024
M,37690000,6180000,4273000000,2022
M,49540000,14920000,4399000000,2020
M,5350000,26440000,4146510700,2020
F,13690000,8200000,GANGWON,2024
F,39940000,21940000,4273000000,2021
M,35330000,13450000,4280000000,2022
M,14900000,4460000,4399000000,2020
M,38460000,28530000,GYEONGGI,2024
M,9010000,13770000,4280000000,2021
F,8300000,1800000,4291000000,2021
F,44310000,950000,4211000000,2021
F,45780000,20430000,4211000000,2023
F,32580000,29190000,GYEONGGI,2021
M,6670000,20530000,4211000000,2024
M,5730000,25950000,4211000000,2022
M,22800000,26430000,4273000000,2024
F,14770000,26920000,4273000000,2021
M,220000,20880000,4146510700,2022
F,48440000,25450000,4279000000,2020
F,6690000,29510000,GYEONGGI,2020
M,16960000,26760000,4211000000,2024
M,47420000,1710000,4146510700,2022
M,37180000,29110000,GYEONGGI,2024
F,21380000,21820000,4211000000,2022
M,27940000,28640000,GANGWON,2022
F,14100000,6840000,4111100000,2024
M,19310000,11630000,GANGWON,2022
F,29720000,21670000,4399000000,2021
F,29530000,26610000,GYEONGGI,2022
M,13580000,24740000,4279000000,2022
F,5590000,25290000,4399000000,2024
F,33070000,11340000,4146510700,2020
M,3290000,16550000,4146510700,2023
F,17460000,21460000,4211000000,2022
M,34350000,6840000,4399000000,2023
F,26270000,10270000,4211000000,2022
M,35560000,9070000,GYEONGGI,2024
M,23610000,22360000,4146510700,2024
F,38020000,20740000,4111100000,2022
F,47110000,130000,4146510700,2024
F,140000,20580000,4273000000,2024
F,3790000,24410000,4280000000,2022
F,43670000,29700000,4279000000,2020
M,33690000,9850000,4399000000,2022
F,5250000,270000,4211000000,2020
M,37700000,14290000,4280000000,2024
M,14400000,21390000,4280000000,2020
F,39230000,28560000,GANGWON,2024
M,27140000,1390000,4291000000,2020
M,5140000,4140000,GANGWON,2020
M,12310000,22630000,GANGWON,2022
M,3310000,780000,4279000000,2020
F,40000,7870000,4273000000,2024
M,44300000,10100000,4146510700,2022
F,29570000,27600000,GANGWON,2020
F,12030000,16230000,GYEONGGI,2022
M,33320000,17490000,4146510700,2023
F,18800000,5750000,4273000000,2022
F,18580000,13080000,4211000000,2023
F,31670000,17110000,4291000000,2023
M,1940000,24640000,4146510700,2022
F,31450000,11560000,4399000000,2024
F,43330000,2760000,4279000000,2024
F,30350000,15580000,4280000000,2024
M,33210000,2850000,4211000000,2021
F,6330000,19010000,4273000000,2023
M,21580000,18790000,GANGWON,2022
M,45500000,23690000,GYEONGGI,2024
M,15540000,11180000,GYEONGGI,2024
M,23800000,10800000,4291000000,2022
M,29190000,21020000,4273000000,2023
M,40000,15720000,4211000000,2022
F,32300000,3890000,4399000000,2021
M,41630000,27980000,4280000000,2021
F,20080000,5680000,GANGWON,2022
F,38950000,27940000,4279000000,2023
M,3230000,1250000,4111100000,2024
F,1090000,29420000,4111100000,2021
F,26000000,18890000,GANGWON,2021
F,23260000,6620000,4211000000,2023
F,23730000,18390000,GANGWON,2021
M,40780000,14010000,4273000000,2021
F,12080000,29610000,4111100000,2023
M,18380000,27520000,4291000000,2022
F,24960000,23780000,4273000000,2024
F,41820000,24340000,4111100000,2024
M,1530000,18910000,4399000000,2021
F,49670000,5020000,4280000000,2024
F,37960000,9300000,GYEONGGI,2022
F,48590000,25450000,4273000000,2021
M,42170000,10920000,GYEONGGI,2024
F,2070000,18420000,GYEONGGI,2020
M,7460000,23830000,4111100000,2020
F,18240000,29030000,4273000000,2020
M,11030000,18960000,4280000000,2020
M,48190000,4780000,4399000000,2020
F,38550000,20540000,4146510700,2021
F,20460000,1290000,4291000000,2023
M,24430000,16570000,GYEONGGI,2023
M,1420000,13640000,4280000000,2021
F,35300000,1430000,4279000000,2021
M,16440000,25080000,4279000000,2022
F,26610000,26700000,4146510700,2023
F,21670000,12100000,4146510700,2020
F,47550000,26850000,4146510700,2021
F,14570000,3240000,4291000000,2020
M,8460000,8650000,4291000000,2023
F,24250000,18380000,4399000000,2024
M,13830000,12590000,GYEONGGI,2024
F,14740000,5380000,4211000000,2021
M,47980000,17820000,4279000000,2022
F,10020000,25240000,4111100000,2020
M,33510000,29450000,4111100000,2021
M,30740000,2660000,4146510700,2022
F,48520000,28700000,GANGWON,2020
F,21220000,18210000,4279000000,2023
F,38670000,29800000,4211000000,2024
F,37640000,12180000,4211000000,2022
M,23040000,20840000,4111100000,2020
F,38180000,15420000,GANGWON,2021
M,920000,4350000,4211000000,2020
M,42540000,1950000,4279000000,2021
F,15760000,15000000,GYEONGGI,2024
M,47450000,23270000,4280000000,2024
M,48590000,970000,GANGWON,2020
M,11910000,12850000,4211000000,2020
M,41700000,24470000,GANGWON,2021
F,35730000,27530000,GANGWON,2021
F,48110000,12250000,GYEONGGI,2022
F,19260000,26060000,4279000000,2022
F,36890000,27840000,4111100000,2022
M,28530000,1310000,GYEONGGI,2020
M,30470000,980000,4211000000,2022
F,530000,4440000,4146510700,2020
F,43940000,20770000,GYEONGGI,2024
F,28860000,480000,4146510700,2023
M,9940000,26470000,4273000000,2024
F,3660000,7720000,4111100000,2020
F,36270000,6540000,4279000000,2020
F,43790000,24770000,4280000000,2023
M,21560000,29190000,GANGWON,2021
M,33240000,5270000,4146510700,2021
M,6630000,8910000,4280000000,2021
M,6830000,24410000,4280000000,2022
M,44100000,12430000,4146510700,2021
M,32140000,24270000,4280000000,2022
M,38200000,11400000,GANGWON,2022
M,41980000,5100000,4399000000,2021
F,4620000,14880000,4273000000,2021
F,40790000,26570000,4146510700,2023
M,35670000,9790000,GANGWON,2023
M,41190000,29220000,4111100000,2022
F,10450000,20000,4146510700,2023
M,23690000,28870000,GANGWON,2022
M,29140000,15120000,GANGWON,2020
M,28650000,13410000,GYEONGGI,2022
F,21280000,18420000,4399000000,2022
F,290000,15640000,4146510700,2023
F,1380000,27040000,4279000000,2020
F,40170000,16980000,GANGWON,2024
F,1870000,23820000,4273000000,2024
M,41090000,8910000,GYEONGGI,2024
F,3950000,17750000,GANGWON,2020
M,46690000,17340000,4146510700,2021
M,49030000,10720000,4211000000,2020
F,2880000,25100000,GANGWON,2023
F,2460000,1260000,4291000000,2022
M,28070000,3680000,4211000000,2022
M,6470000,13090000,GANGWON,2023
M,690000,2020000,4280000000,2023
F,16160000,4630000,GANGWON,2022
F,2570000,25210000,4111100000,2021
F,7490000,8370000,4280000000,2021
F,4670000,2210000,4146510700,2021
F,19870000,19300000,4273000000,2023
M,13170000,19970000,4211000000,2022
F,13050000,16830000,4279000000,2022
M,40730000,10470000,GYEONGGI,2022
M,20580000,21150000,4273000000,2020
M,33160000,14040000,4280000000,2020
F,20590000,5600000,GYEONGGI,2024
F,14020000,9180000,4211000000,2020
F,39150000,14630000,4279000000,2021
M,31690000,19710000,4291000000,2021
M,36020000,4930000,4291000000,2021
M,13430000,14100000,4279000000,2021
M,48470000,26620000,GYEONGGI,2024
M,25040000,29900000,4146510700,2021
M,25460000,24830000,GYEONGGI,2023
F,34260000,22490000,GANGWON,2023
F,28840000,8950000,GYEONGGI,2023
F,18640000,22630000,4146510700,2020
F,25420000,7760000,4273000000,2022
M,4390000,13420000,4211000000,2024
M,22660000,14740000,GYEONGGI,2023
F,120000,26410000,4211000000,2023
M,37770000,14260000,4280000000,2021
F,17390000,29240000,4291000000,2023
F,16790000,22870000,4291000000,2021
F,3550000,15430000,4146510700,2021
M,6500000,27330000,4280000000,2022
F,36040000,2590000,4291000000,2020
F,2000000,9970000,4146510700,2021
F,1550000,17790000,GYEONGGI,2021
M,39710000,29470000,4280000000,2022
M,29760000,25550000,GANGWON,2021
F,20200000,6770000,GANGWON,2024
M,12850000,7100000,GANGWON,2020
M,9210000,11810000,4273000000,2024
M,28190000,29670000,GANGWON,2023
M,21300000,21000000,4280000000,2020
M,8510000,17890000,4111100000,2023
M,17910000,9130000,4291000000,2021
M,27410000,3250000,GANGWON,2022
M,240000,20400000,4280000000,2024
M,42520000,12330000,4399000000,2023
M,16860000,27150000,GYEONGGI,2021
F,39550000,6520000,4273000000,2024
F,23210000,22110000,4211000000,2024
M,25440000,18960000,4146510700,2023
F,37210000,4800000,4399000000,2021
F,12810000,25700000,4399000000,2022
M,25130000,3480000,4273000000,2023
M,10770000,17550000,4146510700,2024
M,19360000,260000,4273000000,2024
F,24880000,470000,GANGWON,2020
F,46780000,4520000,4211000000,2021
M,22920000,10640000,4146510700,2020
M,24330000,21320000,4280000000,2022
M,18600000,13930000,4291000000,2023
F,41270000,12970000,4273000000,2024
F,41700000,18600000,4211000000,2021
F,9770000,10450000,GYEONGGI,2024
F,27660000,4770000,4111100000,2020
M,29840000,12230000,GYEONGGI,2020
M,4760000,4180000,4111100000,2023
M,15510000,9600000,4279000000,2021
M,31270000,3090000,4280000000,2021
F,29270000,9640000,4279000000,2023
F,49350000,16680000,4273000000,2020
M,17260000,23540000,4273000000,2020
M,4030000,3560000,4111100000,2020
