회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기
857,724,130,11.0,가공식품,부평점,24,2.375,0.385964912,13
858,59,59,,화장품,잠실점,1,1.0,0.0,0
859,2191,452,116.0,골프,본  점,33,2.454545455,0.962962963,10
860,4826,367,391.0,디자이너,잠실점,51,1.450980392,0.162162162,6
861,38,21,,아동,영등포점,1,2.0,1.0,0
862,136,70,,가공식품,분당점,11,5.818181818,0.34375,25
863,2,2,,수산품,분당점,1,2.0,0.0,0
864,17,11,,시티웨어,안양점,2,1.0,0.0,10
865,1562,179,4.0,가공식품,대전점,31,2.387096774,0.459459459,10
866,10900,977,744.0,아동,본  점,74,2.716216216,0.109452736,4
867,491,86,22.0,가공식품,잠실점,28,3.071428571,0.709302326,12
868,877,304,,기타,분당점,75,3.586666667,0.442379182,4
869,101,101,,화장품,동래점,1,1.0,1.0,0
870,413,79,36.0,일용잡화,강남점,15,5.0,0.173333333,23
871,566,456,,화장품,본  점,4,2.25,0.222222222,31
872,58,35,,일용잡화,본  점,2,4.5,0.0,125
873,4653,1145,,디자이너,부산본점,16,2.3125,0.162162162,20
874,248,78,,기타,분당점,34,3.823529412,0.161538462,10
875,295,104,,시티웨어,본  점,5,1.6,0.5,59
876,770,272,,기타,분당점,7,2.428571429,0.0,43
877,151,130,,가공식품,본  점,2,7.0,0.357142857,34
878,196,106,,시티웨어,분당점,5,1.8,0.0,46
879,5,3,,가공식품,부평점,2,5.0,0.0,12
880,1424,361,,화장품,본  점,25,2.12,0.226415094,12
881,363,240,,남성정장,대전점,2,1.5,0.0,2
882,33,20,,주방용품,본  점,2,1.5,0.0,17
883,286,96,,가공식품,일산점,15,2.066666667,0.258064516,20
884,125,20,,수산품,청량리점,17,4.823529412,0.43902439,21
885,505,76,,농산물,분당점,65,5.0,0.101538462,5
886,1795,232,,수산품,본  점,17,4.941176471,0.44047619,21
887,18,18,,피혁잡화,영등포점,1,1.0,0.0,0
888,567,95,52.0,수산품,미아점,54,5.018518519,0.383763838,6
889,1836,365,315.0,기타,본  점,63,3.158730159,0.155778894,5
890,75,28,,일용잡화,분당점,9,2.777777778,0.44,34
891,10191,1250,,트래디셔널,잠실점,23,2.565217391,0.711864407,15
892,221,72,,농산물,잠실점,11,6.454545455,0.197183099,32
893,15,8,,주방용품,본  점,1,2.0,0.0,0
894,151,124,,수산품,잠실점,3,3.0,0.222222222,86
895,907,246,,골프,잠실점,9,1.555555556,0.571428571,12
896,29,150,150.0,모피/피혁,본  점,2,1.5,0.0,1
897,1210,425,15.0,가공식품,잠실점,14,2.857142857,0.15,4
898,2,2,,섬유잡화,본  점,1,1.0,0.0,0
899,4836,555,1394.0,기타,본  점,108,2.444444444,0.295454545,3
900,1489,219,199.0,디자이너,본  점,38,2.394736842,0.164835165,9
901,34,20,,모피/피혁,강남점,1,4.0,0.0,0
902,1933,345,228.0,골프,대전점,18,2.833333333,0.215686275,18
903,474,91,15.0,가공식품,부산본점,83,4.469879518,0.167115903,4
904,2167,371,130.0,농산물,분당점,72,5.333333333,0.1640625,4
905,317,95,5.0,가공식품,포항점,14,3.357142857,0.446808511,22
906,225,68,,가공식품,분당점,7,2.428571429,0.352941176,28
907,691,73,24.0,농산물,본  점,47,4.340425532,0.401960784,7
908,5,5,,육류,안양점,1,1.0,0.0,0
909,557,90,34.0,화장품,본  점,16,2.3125,0.27027027,21
910,316,61,,가공식품,부산본점,10,3.8,0.0,30
911,1729,676,275.0,기타,분당점,36,8.111111111,0.229452055,9
912,292,292,,대형가전,본  점,1,1.0,0.0,0
913,369,93,123.0,가공식품,잠실점,34,2.176470588,0.324324324,10
914,599,379,,골프,본  점,5,3.0,0.666666667,50
915,1160,91,136.0,기타,강남점,40,3.2,0.4375,8
916,1945,220,93.0,기타,분당점,56,2.75,0.24025974,6
917,483,396,45.0,시티웨어,노원점,4,1.5,0.0,55
918,30,22,15.0,모피/피혁,영등포점,3,4.0,0.416666667,18
919,17,16,,스포츠,부산본점,1,2.0,0.0,0
920,31,31,,화장품,노원점,1,1.0,1.0,0
921,2,2,,가공식품,청량리점,1,6.0,0.0,0
922,71,40,,건강식품,본  점,2,1.0,0.5,6
923,4,2,,농산물,강남점,1,7.0,0.0,0
924,21,20,,스포츠,영등포점,1,2.0,1.0,0
925,27,13,,농산물,본  점,4,3.0,0.0,67
926,2089,253,,화장품,분당점,27,1.777777778,0.333333333,13
927,6670,541,976.0,농산물,미아점,111,3.684684685,0.28606357,3
928,158,30,,기타,미아점,12,2.416666667,0.379310345,26
929,155,118,,시티웨어,광주점,2,1.5,0.0,106
930,108,58,,가공식품,본  점,11,2.545454545,0.535714286,24
931,674,232,,디자이너,본  점,4,2.5,0.8,43
932,973,129,,농산물,본  점,38,3.315789474,0.031746032,9
933,24,12,,섬유잡화,잠실점,2,2.0,1.0,41
934,128,43,,가공식품,강남점,10,2.8,0.25,21
935,772,246,,농산물,잠실점,45,5.466666667,0.365853659,7
936,813,223,,기타,본  점,11,2.090909091,0.652173913,28
937,4459,319,153.0,기타,노원점,116,6.267241379,0.244841816,3
938,1528,253,49.0,기타,일산점,20,3.8,0.289473684,12
939,722,214,,농산물,부산본점,16,4.1875,0.059701493,21
940,964,234,,가공식품,본  점,56,3.910714286,0.557077626,6
941,4,4,,농산물,본  점,1,1.0,0.0,0
942,0,0,,일용잡화,광주점,1,1.0,0.0,0
943,65,33,,수산품,본  점,4,3.0,0.5,21
944,42,42,,화장품,잠실점,1,1.0,0.0,0
945,2279,545,,명품,동래점,20,2.1,0.476190476,16
946,284,345,494.0,화장품,본  점,21,1.238095238,0.346153846,16
947,110,105,,커리어,본  점,1,2.0,0.0,0
948,287,126,,가공식품,잠실점,12,3.25,0.538461538,28
949,1081,115,70.0,기타,잠실점,12,2.75,0.303030303,24
950,3818,438,171.0,기타,인천점,83,4.722891566,0.295918367,4
951,4257,275,129.0,스포츠,잠실점,66,2.681818182,0.316384181,5
952,4575,243,1050.0,농산물,본  점,92,3.804347826,0.137142857,3
953,1257,234,17.0,시티웨어,분당점,22,2.090909091,0.391304348,14
954,63,63,,건강식품,잠실점,1,1.0,0.0,0
955,51,51,,화장품,잠실점,1,1.0,0.0,0
956,312,176,,축산가공,광주점,23,5.086956522,0.47008547,15
957,405,405,,모피/피혁,본  점,1,1.0,0.0,0
958,0,0,,캐주얼,잠실점,1,1.0,1.0,0
959,758,603,14.0,스포츠,부산본점,6,2.333333333,0.285714286,51
960,4,2,,축산가공,분당점,1,6.0,0.0,0
961,328,64,20.0,기타,본  점,57,2.035087719,0.086206897,6
962,1302,81,113.0,기타,분당점,69,10.02898551,0.23699422,5
963,361,143,,시티웨어,영등포점,5,1.6,0.625,46
964,47,47,,디자이너,영등포점,1,1.0,0.0,0
965,136,49,,가공식품,본  점,7,1.857142857,0.153846154,39
966,7,7,,농산물,영등포점,1,1.0,0.0,0
967,1933,193,103.0,기타,분당점,36,3.5,0.142857143,9
968,334,118,127.0,골프,본  점,12,2.333333333,0.035714286,25
969,2145,81,36.0,스포츠,부평점,118,2.43220339,0.358885017,3
970,202,138,,가구,영등포점,3,1.0,0.333333333,14
971,917,384,117.0,스포츠,잠실점,36,1.944444444,0.4,9
972,967,180,,남성 캐주얼,영등포점,16,1.6875,0.407407407,21
973,70,55,,가공식품,인천점,5,5.4,0.518518519,62
974,4948,388,648.0,가공식품,부평점,49,2.591836735,0.267716535,6
975,10,10,,캐주얼,잠실점,2,1.0,0.5,44
976,78,20,,섬유잡화,분당점,4,2.0,0.25,40
977,3096,189,9.0,기타,본  점,70,3.714285714,0.215384615,4
978,1541,1541,,주방가전,분당점,1,1.0,0.0,0
979,970,145,103.0,기타,잠실점,31,2.451612903,0.039473684,11
980,12,2,,농산물,관악점,2,10.5,0.0,65
981,76,38,,일용잡화,분당점,3,2.0,0.0,54
982,560,113,17.0,수산품,본  점,22,2.590909091,0.245614035,15
983,387,143,,기타,부평점,20,4.05,0.37037037,16
984,1501,176,116.0,시티웨어,잠실점,66,2.818181818,0.290322581,5
985,3724,750,,수산품,본  점,40,3.45,0.376811594,9
986,21,15,,구두,잠실점,2,1.5,0.0,17
987,41,24,,육류,분당점,5,2.2,0.363636364,49
988,505,291,312.0,스포츠,부산본점,17,2.058823529,0.2,20
989,285,159,48.0,트래디셔널,일산점,11,1.909090909,0.238095238,30
990,1437,74,120.0,캐주얼,미아점,51,3.941176471,0.646766169,6
991,9,6,,섬유잡화,분당점,1,2.0,0.0,0
992,66,40,,농산물,부산본점,3,3.0,0.222222222,74
993,12,8,,가공식품,잠실점,2,3.0,0.833333333,11
994,97,24,,캐주얼,인천점,7,2.0,0.357142857,45
995,1021,108,57.0,화장품,본  점,63,1.492063492,0.095744681,5
996,24,15,,가공식품,부평점,3,7.0,0.238095238,52
997,27,15,,기타,광주점,3,2.0,0.166666667,67
998,2,2,,농산물,본  점,1,1.0,0.0,0
999,106,41,43.0,기타,영등포점,9,1.888888889,0.235294118,37
1000,3687,174,462.0,골프,잠실점,54,3.407407407,0.559782609,6
1001,268,135,,기타,동래점,13,1.769230769,0.130434783,27
1002,8,4,,섬유잡화,부평점,1,5.0,1.0,0
1003,1845,445,7.0,명품,부산본점,11,1.909090909,0.428571429,29
1004,68,26,,구두,본  점,3,1.666666667,0.0,25
1005,467,102,34.0,시티웨어,분당점,15,2.466666667,0.594594595,19
1006,228,99,,화장품,잠실점,12,2.083333333,0.04,26
1007,755,595,,기타,일산점,9,1.777777778,0.625,30
1008,17,17,,셔츠,잠실점,1,1.0,1.0,0
1009,1871,236,,화장품,본  점,14,2.214285714,0.64516129,20
1010,69,42,,가공식품,본  점,4,4.5,0.055555556,85
1011,1351,455,,디자이너,강남점,5,2.8,0.0,62
1012,6863,892,8.0,농산물,일산점,115,3.095652174,0.283707865,3
1013,1431,103,,농산물,청량리점,122,5.803278689,0.197740113,2
1014,1548,175,60.0,농산물,광주점,52,3.692307692,0.359375,6
1015,54,50,50.0,남성 캐주얼,부산본점,5,1.2,0.166666667,62
1016,1119,110,68.0,농산물,분당점,48,12.14583333,0.902229846,7
1017,515,129,,화장품,잠실점,15,1.533333333,0.695652174,23
1018,2211,476,,가공식품,본  점,15,2.666666667,0.5,17
1019,7,3,,가공식품,본  점,2,4.5,0.0,145
1020,504,76,72.0,농산물,분당점,29,8.344827586,0.223140496,12
1021,32,25,,통신/컴퓨터,영등포점,2,1.5,0.666666667,61
1022,2,2,,스포츠,미아점,1,1.0,0.0,0
1023,165,147,,캐주얼,분당점,2,2.0,0.0,41
1024,95,79,78.0,시티웨어,노원점,4,1.5,0.0,45
1025,12,11,,섬유잡화,본  점,1,2.0,0.0,0
1026,7,4,,수산품,본  점,2,2.0,0.0,10
1027,833,159,,농산물,동래점,25,1.68,0.071428571,14
1028,931,170,,농산물,본  점,14,2.0,0.035714286,22
1029,1240,124,8.0,농산물,분당점,117,6.273504274,0.391008174,3
1030,661,189,,시티웨어,영등포점,3,3.0,0.0,83
1031,44,10,,섬유잡화,본  점,6,1.166666667,0.428571429,50
1032,163,47,,가공식품,부평점,23,5.739130435,0.060606061,15
1033,3,3,,젓갈/반찬,일산점,1,2.0,0.0,0
1034,1221,178,111.0,일용잡화,대전점,33,4.03030303,0.330827068,10
1035,99,44,,명품,본  점,7,1.857142857,0.153846154,40
1036,836,137,,농산물,분당점,19,8.157894737,0.432258065,14
1037,1625,330,866.0,농산물,분당점,63,3.650793651,0.17826087,5
1038,545,160,,화장품,본  점,10,2.2,0.318181818,31
1039,849,266,,스포츠,본  점,7,2.0,0.071428571,42
1040,459,196,6.0,모피/피혁,영등포점,13,1.923076923,0.44,25
1041,277,68,,화장품,분당점,13,3.076923077,0.1,26
1042,223,41,,기타,부산본점,15,2.533333333,0.394736842,20
1043,94,61,81.0,셔츠,잠실점,4,2.5,0.5,23
1044,169,38,,기타,본  점,5,3.0,0.133333333,31
1045,15,15,,화장품,노원점,1,1.0,0.0,0
1046,269,265,,대형가전,청량리점,2,1.0,0.0,13
1047,703,145,,화장품,잠실점,25,2.12,0.169811321,13
1048,7,3,,농산물,대전점,1,8.0,0.0,0
1049,942,137,25.0,농산물,청량리점,55,4.236363636,0.317596567,6
1050,2968,1067,34.0,농산물,일산점,42,2.714285714,0.131578947,8
1051,3313,888,127.0,농산물,본  점,91,3.197802198,0.309278351,3
1052,1084,93,318.0,아동,부산본점,39,3.025641026,0.254237288,8
1053,5367,483,,명품,잠실점,40,2.625,0.133333333,7
1054,84,38,,일용잡화,부산본점,4,3.0,0.0,13
1055,52,17,,시티웨어,노원점,5,1.4,0.857142857,51
1056,163,80,,시티웨어,잠실점,3,1.333333333,0.25,27
1057,3897,238,50.0,농산물,노원점,99,8.323232323,0.253640777,3
1058,64,18,,수산품,강남점,4,4.0,0.8125,75
1059,83,32,,수산품,영등포점,8,2.75,0.227272727,18
1060,54,52,,수산품,미아점,1,3.0,0.0,0
1061,3911,738,630.0,침구/수예,본  점,32,1.75,0.446428571,10
1062,2967,1262,169.0,디자이너,분당점,49,1.836734694,0.033333333,7
1063,64,44,,섬유잡화,잠실점,2,2.5,0.0,16
1064,101,97,,가공식품,본  점,3,2.333333333,0.0,32
1065,512,145,22.0,농산물,잠실점,13,3.230769231,0.119047619,22
1066,194,131,,기타,분당점,3,3.0,0.444444444,67
1067,702,122,,육류,부산본점,21,1.571428571,0.212121212,16
1068,9,5,,일용잡화,강남점,2,5.5,0.0,4
1069,4,1,,가공식품,분당점,1,10.0,0.0,0
1070,63,23,,가공식품,미아점,6,2.166666667,0.230769231,56
1071,36,3,,농산물,분당점,7,6.857142857,0.541666667,43
1072,565,286,,가공식품,본  점,2,2.0,0.0,1
1073,12,9,,육류,잠실점,1,2.0,0.0,0
1074,357,120,,기타,잠실점,12,2.666666667,0.34375,28
1075,1574,224,749.0,아동,본  점,81,1.888888889,0.470588235,4
1076,646,108,,기타,잠실점,13,2.615384615,0.323529412,27
1077,2110,398,,기타,본  점,8,6.0,0.479166667,37
1078,3056,375,,농산물,분당점,107,5.542056075,0.295109612,3
1079,1502,191,,건강식품,본  점,13,1.230769231,0.375,23
1080,153,96,,가공식품,강남점,11,5.454545455,0.083333333,21
1081,7,5,,젓갈/반찬,본  점,1,6.0,1.0,0
1082,703,318,,셔츠,강남점,11,1.909090909,0.666666667,29
1083,1833,307,118.0,기타,본  점,27,3.148148148,0.317647059,12
1084,3087,232,,골프,대전점,28,2.607142857,0.273972603,12
1085,45,24,,명품,본  점,3,1.666666667,0.6,73
1086,27,14,,셔츠,부산본점,2,1.0,0.5,89
1087,468,147,,화장품,부산본점,25,1.68,0.333333333,14
1088,4098,260,84.0,가공식품,동래점,89,2.966292135,0.325757576,4
1089,21,21,,건강식품,부산본점,1,1.0,1.0,0
1090,703,68,,기타,광주점,28,2.857142857,0.6,12
1091,530,90,,기타,미아점,122,4.418032787,0.176252319,2
1092,3207,801,726.0,가공식품,청량리점,117,2.811965812,0.212765957,3
1093,358,75,,화장품,부산본점,10,2.0,0.15,35
1094,366,173,,가공식품,본  점,2,3.0,0.0,33
1095,396,216,,농산물,분당점,54,6.259259259,0.313609467,6
1096,540,78,,기타,강남점,22,10.77272727,0.417721519,15
1097,1,0,,기타,분당점,1,8.0,0.0,0
1098,7,7,,시티웨어,영등포점,1,1.0,0.0,0
1099,829,191,,가공식품,본  점,14,2.428571429,0.176470588,23
1100,1,1,,차/커피,일산점,1,2.0,0.0,0
1101,1509,418,218.0,가공식품,본  점,36,3.611111111,0.238461538,9
1102,732,594,580.0,가공식품,본  점,7,3.285714286,0.217391304,1
1103,959,289,272.0,기타,광주점,32,3.65625,0.735042735,10
1104,1081,369,68.0,기타,청량리점,31,2.387096774,0.297297297,10
1105,293,80,,기타,본  점,7,2.0,0.142857143,47
1106,1484,915,,농산물,분당점,20,5.3,0.113207547,16
1107,148,112,,기타,잠실점,3,1.666666667,0.4,42
1108,795,100,,가공식품,잠실점,31,3.483870968,0.537037037,11
1109,7001,416,127.0,가공식품,본  점,145,1.855172414,0.249070632,2
1110,1,1,,기타,청량리점,1,3.0,0.0,0
1111,1449,378,,농산물,미아점,24,3.541666667,0.458823529,13
1112,861,225,108.0,농산물,분당점,14,2.928571429,0.12195122,17
1113,75,60,,화장품,본  점,2,2.0,0.0,7
1114,125,125,,화장품,본  점,1,1.0,1.0,0
1115,102,54,,화장품,본  점,3,2.666666667,0.25,66
1116,10,10,,구두,노원점,1,1.0,1.0,0
1117,3165,400,369.0,기타,본  점,69,2.768115942,0.209424084,5
1118,2605,329,322.0,농산물,분당점,49,3.673469388,0.277777778,6
1119,153,92,6.0,침구/수예,본  점,4,2.0,0.375,59
1120,372,70,,기타,본  점,21,2.142857143,0.355555556,16
1121,20,4,,수산품,광주점,10,2.9,0.206896552,34
1122,18,56,56.0,트래디셔널,본  점,2,2.0,0.25,0
1123,81,80,,골프,동래점,1,2.0,0.0,0
1124,576,149,,축산가공,일산점,9,3.555555556,0.34375,32
1125,1261,486,,디자이너,대전점,9,2.555555556,0.0,39
1126,8425,341,21.0,기타,본  점,99,3.313131313,0.192073171,3
1127,702,221,29.0,화장품,부산본점,5,2.2,0.090909091,16
1128,55,32,,캐주얼,강남점,2,2.5,0.6,25
1129,4259,736,252.0,가공식품,본  점,75,3.933333333,0.284745763,4
1130,563,223,,농산물,분당점,17,5.647058824,0.635416667,19
1131,466,297,,캐주얼,잠실점,1,3.0,0.0,0
1132,34,34,,식기,본  점,1,1.0,0.0,0
1133,4,2,,수산품,본  점,1,5.0,0.0,0
1134,48,48,,화장품,강남점,1,1.0,0.0,0
1135,5859,699,1018.0,명품,잠실점,47,2.70212766,0.511811024,7
1136,854,171,8.0,가공식품,노원점,34,1.823529412,0.241935484,10
1137,12,12,,피혁잡화,잠실점,1,1.0,1.0,0
1138,47,35,,화장품,부산본점,1,2.0,0.0,0
1139,389,155,,기타,부평점,6,2.5,0.466666667,36
1140,3813,573,1091.0,기타,광주점,62,4.258064516,0.21969697,5
1141,45,36,,구두,잠실점,2,1.0,0.0,11
1142,50,21,,기타,포항점,2,7.5,0.0,3
1143,35,35,,남성 캐주얼,안양점,1,1.0,0.0,0
1144,2740,960,333.0,농산물,분당점,26,4.461538462,0.24137931,13
1145,392,223,8.0,스포츠,부산본점,8,1.5,0.166666667,33
1146,1045,232,,일용잡화,잠실점,16,1.9375,0.064516129,21
1147,7,4,,가공식품,잠실점,4,2.5,0.0,86
1148,71,55,,수산품,본  점,6,1.833333333,0.363636364,45
1149,22,8,,농산물,본  점,1,4.0,1.0,0
1150,959,187,174.0,시티웨어,영등포점,22,2.272727273,0.24,15
1151,4610,1344,10.0,가공식품,본  점,41,2.195121951,0.3,7
1152,32,20,20.0,구두,본  점,3,2.333333333,0.142857143,107
1153,372,113,,트래디셔널,잠실점,8,1.125,0.0,27
1154,226,44,10.0,화장품,잠실점,8,3.75,0.333333333,25
1155,437,180,,가공식품,본  점,8,3.75,0.066666667,28
1156,53,53,,섬유잡화,분당점,1,1.0,1.0,0
1157,1672,386,179.0,농산물,노원점,52,4.961538462,0.197674419,6
1158,2052,437,115.0,디자이너,본  점,20,2.15,0.023255814,17
1159,4880,3821,259.0,가공식품,본  점,18,3.388888889,0.37704918,17
1160,562,98,147.0,명품,본  점,61,2.196721311,0.171641791,5
1161,1824,180,26.0,농산물,본  점,73,3.726027397,0.323529412,4
1162,11,10,,일용잡화,부산본점,2,1.5,0.333333333,32
1163,93,38,28.0,골프,본  점,5,1.0,0.4,16
1164,1622,123,,수산품,본  점,36,4.222222222,0.177631579,9
1165,124,106,,피혁잡화,동래점,2,1.0,0.5,54
1166,686,77,21.0,기타,본  점,32,2.75,0.204545455,10
1167,2361,336,32.0,기타,광주점,39,3.102564103,0.214876033,8
1168,11575,2646,1541.0,명품,광주점,86,2.465116279,0.278301887,4
1169,8618,503,2102.0,기타,대전점,176,2.772727273,0.290983607,2
1170,4378,275,406.0,기타,청량리점,66,2.560606061,0.301775148,5
1171,2432,544,,골프,본  점,21,2.142857143,0.533333333,13
1172,2053,243,68.0,농산물,동래점,35,6.085714286,0.314553991,9
1173,29,29,,주방가전,잠실점,1,1.0,0.0,0
1174,8,2,,가공식품,본  점,3,4.666666667,1.0,32
1175,409,120,55.0,남성 캐주얼,영등포점,11,2.636363636,0.24137931,25
1176,414,1035,920.0,디자이너,부산본점,8,1.75,0.0,22
1177,284,60,,기타,일산점,7,4.142857143,0.620689655,34
1178,12,12,,주방용품,대전점,1,1.0,1.0,0
1179,202,60,,캐주얼,잠실점,9,2.555555556,0.086956522,33
1180,155,31,,기타,광주점,45,4.2,0.317460317,7
1181,2704,438,,가공식품,본  점,16,5.875,0.372340426,15
1182,58,27,,일용잡화,본  점,12,1.333333333,0.625,26
1183,1129,167,55.0,기타,광주점,26,2.730769231,0.14084507,12
1184,1384,110,298.0,명품,잠실점,60,2.033333333,0.229508197,5
1185,70,70,,시티웨어,부산본점,1,1.0,1.0,0
1186,1337,473,10.0,축산가공,강남점,46,4.0,0.190217391,7
1187,1085,680,38.0,기타,분당점,38,2.552631579,0.350515464,9
1188,299,105,,수산품,본  점,21,2.142857143,0.2,14
1189,240,183,,가공식품,일산점,93,1.741935484,0.320987654,3
1190,523,210,,명품,부산본점,5,1.2,0.5,64
1191,380,34,,수산품,본  점,69,3.173913043,0.849315068,5
1192,18,18,,스포츠,본  점,1,1.0,0.0,0
1193,610,77,68.0,기타,영등포점,17,2.176470588,0.324324324,20
1194,540,146,,수산품,강남점,8,12.875,0.0,42
1195,170,55,31.0,기타,분당점,12,2.083333333,0.36,15
1196,400,184,,모피/피혁,노원점,3,2.666666667,0.875,98
1197,99,29,,란제리/내의,잠실점,6,1.166666667,0.142857143,25
1198,99,99,,주방용품,잠실점,1,1.0,1.0,0
1199,984,150,305.0,명품,영등포점,18,1.777777778,0.0625,18
1200,1013,187,27.0,농산물,부산본점,83,4.240963855,0.25,4
1201,8,8,,셔츠,본  점,1,1.0,0.0,0
1202,5,2,,축산가공,본  점,1,4.0,1.0,0
1203,1291,255,,가공식품,분당점,14,5.642857143,0.417721519,22
1204,423,175,,수산품,잠실점,10,2.6,0.192307692,30
1205,730,143,,디자이너,잠실점,8,2.625,0.428571429,35
1206,335,74,48.0,디자이너,일산점,7,2.285714286,0.0625,27
1207,101,55,,화장품,잠실점,2,2.0,0.25,26
1208,60,39,,아동,광주점,3,1.666666667,0.6,47
1209,0,42,74.0,생활잡화,본  점,2,2.0,1.0,0
1210,1696,183,82.0,가공식품,본  점,51,2.196078431,0.3125,7
1211,1187,257,,디자이너,일산점,8,2.0,0.3125,39
1212,677,80,21.0,아동,부산본점,17,1.705882353,0.482758621,18
1213,106,106,,디자이너,대전점,1,1.0,0.0,0
1214,54,34,,농산물,본  점,2,1.0,0.5,129
1215,1936,334,,기타,광주점,40,2.025,0.839506173,8
1216,115,110,,시티웨어,부평점,1,2.0,0.0,0
1217,642,338,,구두,노원점,5,4.2,0.857142857,48
1218,767,214,47.0,가공식품,본  점,15,2.6,0.128205128,22
1219,131,131,,가공식품,노원점,2,3.0,0.166666667,4
1220,1397,80,55.0,기타,잠실점,111,3.333333333,0.278378378,3
1221,10,10,,섬유잡화,본  점,1,2.0,0.0,0
1222,978,155,96.0,명품,부산본점,14,1.642857143,0.260869565,24
1223,606,202,,기타,영등포점,20,2.35,0.255319149,17
1224,108,108,,화장품,잠실점,1,1.0,0.0,0
1225,537,197,1.0,기타,본  점,15,2.733333333,0.048780488,21
1226,5,5,,섬유잡화,잠실점,1,2.0,0.0,0
1227,1196,586,,명품,본  점,5,1.6,0.0,23
1228,675,233,,농산물,분당점,26,2.230769231,0.25862069,12
1229,15,15,,스포츠,영등포점,1,1.0,0.0,0
1230,14,13,,섬유잡화,일산점,1,2.0,1.0,0
1231,1998,356,13.0,기타,동래점,34,2.323529412,0.227848101,10
1232,98,16,,기타,청량리점,22,3.818181818,0.238095238,15
1233,2,2,,일용잡화,잠실점,1,1.0,0.0,0
1234,55,21,,모피/피혁,본  점,2,2.5,0.6,46
1235,161,142,,시티웨어,잠실점,2,1.0,0.5,10
1236,571,125,2.0,농산물,미아점,23,2.956521739,0.132352941,14
1237,233,40,20.0,가공식품,본  점,14,3.642857143,0.31372549,20
1238,1295,132,10.0,시티웨어,부평점,59,2.033898305,0.358333333,6
1239,549,199,,가공식품,본  점,19,3.684210526,0.514285714,17
1240,728,147,,농산물,인천점,34,5.941176471,0.183168317,10
1241,147,147,,가공식품,본  점,1,1.0,0.0,0
1242,2400,600,21.0,기타,본  점,24,2.041666667,0.244897959,14
1243,5,5,,캐주얼,영등포점,1,2.0,0.0,0
1244,84,23,,식기,본  점,10,1.5,0.333333333,33
1245,322,128,73.0,시티웨어,잠실점,5,2.0,0.1,69
1246,53,26,,골프,부산본점,2,1.5,0.0,56
1247,1932,481,105.0,가공식품,본  점,36,7.388888889,0.180451128,9
1248,2,2,,섬유잡화,본  점,1,2.0,0.0,0
1249,40,40,,건강식품,잠실점,1,1.0,1.0,0
1250,85,69,,시티웨어,본  점,2,1.0,0.0,3
1251,123,120,,가공식품,잠실점,2,2.0,0.0,16
1252,13,12,,화장품,분당점,1,2.0,0.0,0
1253,12,9,,가공식품,부산본점,9,2.666666667,0.583333333,28
1254,1718,368,,기타,미아점,20,2.9,0.413793103,15
1255,3427,1145,231.0,가공식품,일산점,21,3.714285714,0.461538462,16
1256,756,132,344.0,가공식품,본  점,40,6.425,0.431906615,6
1257,1446,763,,캐주얼,분당점,5,1.6,0.75,45
1258,40,38,,시티웨어,청량리점,1,2.0,0.0,0
1259,2001,174,4.0,기타,미아점,41,4.243902439,0.275862069,8
1260,81,26,,가공식품,미아점,14,2.714285714,0.263157895,21
1261,75,37,,화장품,본  점,3,1.333333333,0.0,116
1262,1,1,,수산품,본  점,1,1.0,0.0,0
1263,2323,278,111.0,디자이너,잠실점,31,1.387096774,0.186046512,11
1264,1,1,,농산물,본  점,1,2.0,0.0,0
1265,72,3,,가공식품,본  점,23,5.608695652,0.201550388,15
1266,309,236,,기타,잠실점,4,1.75,0.142857143,15
1267,843,449,,가공식품,본  점,7,1.714285714,0.166666667,42
1268,1304,135,87.0,명품,본  점,44,3.022727273,0.571428571,8
1269,33,28,,스포츠,영등포점,1,5.0,0.0,0
1270,106,88,,젓갈/반찬,분당점,6,2.5,0.4,53
1271,230,39,,수산품,본  점,46,2.260869565,0.336538462,7
1272,746,161,,트래디셔널,본  점,10,2.6,0.692307692,23
1273,327,127,,시티웨어,동래점,10,1.6,0.0625,35
1274,2124,235,,기타,강남점,20,2.85,0.070175439,15
1275,4606,527,667.0,디자이너,본  점,50,2.78,0.122302158,6
1276,757,240,,기타,청량리점,39,5.282051282,0.237864078,8
1277,38,22,,모피/피혁,영등포점,2,1.5,0.0,12
1278,207,98,,란제리/내의,본  점,3,1.333333333,0.5,53
1279,18,12,,주방용품,본  점,1,2.0,1.0,0
1280,91,35,,기타,광주점,5,2.4,0.166666667,14
1281,2050,220,201.0,디자이너,광주점,56,2.25,0.166666667,6
1282,4,2,,육류,분당점,1,3.0,0.0,0
1283,488,134,23.0,기타,분당점,6,3.666666667,0.772727273,55
1284,353,196,2.0,시티웨어,본  점,4,1.5,0.333333333,45
1285,437,155,4.0,기타,잠실점,14,2.0,0.107142857,13
1286,10,3,,가공식품,전주점,4,2.0,0.75,75
1287,3,9,9.0,모피/피혁,영등포점,3,2.0,0.333333333,11
1288,1,1,,농산물,분당점,1,5.0,0.0,0
1289,1209,262,,가공식품,부평점,41,3.682926829,0.496688742,8
1290,164,120,121.0,기타,영등포점,6,1.833333333,0.181818182,9
1291,513,58,,기타,청량리점,36,3.888888889,0.264285714,9
1292,1735,320,34.0,화장품,분당점,21,2.761904762,0.362068966,16
