id,이용시간
82377,6475
82378,3707
82379,4
82380,28
82381,93
82382,78
82383,2289
82384,1422
82385,14139
82386,2832
82387,520
82388,57
82389,29
82390,146
82391,1391
82392,259
82393,35
82394,342
82395,822
82396,147
82397,163
82398,38
82399,200
82400,2066
82401,732
82402,285
82403,5564
82404,4789
82405,3383
82406,2864
82407,320
82408,266
82409,78
82410,278
82411,1206
82412,279
82413,445
82414,2610
82415,1368
82416,821
82417,757
82418,48
82419,91
82420,4618
82421,3014
82422,180
82423,159
82424,41
82425,163
82426,166
82427,99
82428,108
82429,15883
82430,3240
82431,656
82432,546
82433,90
82434,115
82435,397
82436,3799
82437,591
82438,38
82439,65
82440,1694
82441,485
82442,165
82443,4958
82444,2864
82445,2661
82446,216
82447,241
82448,30
82449,89
82450,84
82451,1798
82452,1155
82453,224
82454,92
82455,22
82456,26
82457,2746
82458,3932
82459,2680
82460,2261
82461,231
82462,17
82463,88
82464,258
82465,223
82466,1152
82467,43
82468,52
82469,3613
82470,1193
82471,435
82472,572
82473,457
82474,30
82475,1084
82476,326
82477,417
82478,891
82479,423
82480,84
82481,422
82482,3813
82483,2343
82484,2335
82485,1288
82486,215
82487,41
82488,46
82489,194
82490,296
82491,88
82492,3
82493,624
82494,846
82495,253
82496,433
82497,85
82498,5
82499,1935
82500,3467
82501,3203
82502,1424
82503,326
82504,324
82505,120
82506,46
82507,70
82508,102
82509,621
82510,5573
82511,850
82512,46
82513,112
82514,168
82515,1135
82516,436
82517,347
82518,33
82519,612
82520,283
82521,145
82522,1814
82523,1840
82524,980
82525,40
82526,0
82527,361
82528,125
82529,46
82530,146
82531,977
82532,202
82533,611
82534,3248
82535,3095
82536,1281
82537,269
82538,618
82539,170
82540,146
82541,40
82542,528
82543,412
82544,131
82545,383
82546,27
82547,3873
82548,5442
82549,23426
82550,3407
82551,698
82552,77
82553,106
82554,949
82555,4922
82556,1695
82557,44
82558,551
82559,3631
82560,674
82561,285
82562,4253
82563,759
82564,1839
82565,1023
82566,163
82567,689
82568,508
82569,45
82570,31
82571,155
82572,672
82573,2147
82574,1811
82575,566
82576,769
82577,1455
82578,2004
82579,585
82580,31
82581,10
82582,417
82583,41
82584,103
82585,233
82586,1868
82587,1150
82588,5524
82589,177
82590,93
82591,322
82592,1048
82593,444
82594,557
82595,81
82596,1389
82597,539
82598,185
82599,2301
82600,2293
82601,834
82602,238
82603,1060
82604,26
82605,596
82606,39
82607,61
82608,20
82609,170
82610,1914
82611,1139
82612,49
82613,827
82614,4429
82615,2940
82616,952
82617,106
82618,5
82619,143
82620,673
82621,90
82622,62
82623,2646
82624,271
82625,9
82626,83
82627,592
82628,233
82629,66
82630,493
82631,198
82632,107
82633,71
82634,356
82635,72
82636,213
82637,139
82638,539
82639,55
82640,257
82641,556
82642,689
82643,81
82644,17
82645,1252
82646,728
82647,1201
82648,581
82649,418
82650,99
82651,443
82652,164
82653,855
82654,349
82655,269
82656,48
82657,89
82658,2406
82659,1771
82660,4006
82661,153
82662,21
82663,198
82664,157
82665,129
82666,986
82667,92
82668,128
82669,39
82670,755
82671,3239
82672,2555
82673,374
82674,3
82675,190
82676,107
82677,248
82678,83
82679,836
82680,103
82681,113
82682,174
82683,57
82684,306
82685,1047
82686,49
82687,79
82688,2509
82689,3830
82690,1828
82691,86
82692,36
82693,66
82694,120
82695,1121
82696,1111
82697,204
82698,190
82699,17
82700,3747
82701,727
82702,112
82703,61
82704,70
82705,830
82706,5030
82707,283
82708,90
82709,120
82710,56
82711,66
82712,19
82713,1042
82714,594
82715,196
82716,6
82717,85
82718,991
82719,621
82720,524
82721,136
82722,33
82723,2785
82724,987
82725,49
82726,19
82727,287
82728,135
82729,62
82730,32
82731,35
82732,2116
82733,787
82734,697
82735,1018
82736,1803
82737,3346
82738,1137
82739,1307
82740,1055
82741,251
82742,146
82743,113
82744,39
82745,130
82746,669
82747,172
82748,168
82749,242
82750,134
82751,73
82752,3101
82753,24836
82754,2490
82755,1373
82756,82
82757,726
82758,162
82759,906
82760,5255
82761,1796
82762,1224
82763,52
82764,490
82765,2128
82766,1406
82767,699
82768,4536
82769,3043
82770,3237
82771,3135
82772,190
82773,50
82774,106
82775,172
82776,124
82777,711
82778,100
82779,167
82780,519
82781,1679
82782,788
82783,66
82784,1481
82785,3067
82786,4006
82787,888
82788,186
82789,148
82790,113
82791,284
82792,123
82793,88
82794,226
82795,2226
82796,10439
82797,3045
82798,1452
82799,204
82800,124
82801,142
82802,54
82803,465
82804,718
82805,786
82806,155
82807,621
82808,2735
82809,591
82810,289
82811,268
82812,4492
82813,3356
82814,3601
82815,260
82816,51
82817,741
82818,80
82819,369
82820,49
82821,290
82822,1335
82823,677
82824,30
82825,305
82826,3803
82827,6800
82828,1095
82829,104
82830,875
82831,54
82832,328
82833,3948
82834,95
82835,54
82836,224
82837,52
82838,642
82839,205
82840,55
82841,486
82842,2483
82843,390
82844,1899
82845,106
82846,463
82847,103
82848,5
82849,58
82850,680
82851,832
82852,49
82853,32
82854,1760
82855,682
82856,343
82857,199
82858,81
82859,994
82860,1264
82861,6609
82862,1668
82863,626
82864,299
82865,177
82866,1498
82867,57
82868,413
82869,223
82870,518
82871,67
82872,325
82873,4203
82874,2090
82875,136
82876,345
82877,34
82878,78
82879,71
82880,1630
82881,915
82882,1483
82883,206
82884,48
82885,12
82886,1693
82887,2054
82888,3965
82889,3361
82890,40
82891,169
82892,288
82893,15
82894,53
82895,66
82896,148
82897,963
82898,851
82899,1532
82900,276
82901,52
82902,30
82903,347
82904,133
82905,663
82906,586
82907,267
82908,9
82909,51
82910,80
82911,458
82912,464
82913,2570
82914,1683
82915,191
82916,82
82917,14
82918,952
82919,81
82920,88
82921,12
82922,176
82923,1097
82924,667
82925,758
82926,321
82927,55
82928,1759
82929,1328
82930,1120
82931,455
82932,114
82933,70
82934,346
82935,98
82936,70
82937,64
82938,98
82939,532
82940,1375
82941,49
82942,1060
82943,7034
82944,2135
82945,918
82946,44
82947,497
82948,180
82949,920
82950,38
82951,144
82952,2701
82953,668
82954,34
82955,180
82956,1167
82957,1198
82958,147
82959,278
82960,1871
82961,2485
82962,106
82963,489
82964,1483
82965,631
82966,413
82967,1740
82968,2396
82969,2415
82970,365
82971,900
82972,542
82973,990
82974,733
82975,172
82976,240
82977,306
82978,202
82979,98
82980,5110
82981,147
82982,2243
82983,17877
82984,2946
82985,1301
82986,149
82987,269
82988,602
82989,76
82990,131
82991,436
82992,5217
82993,2363
82994,1030
82995,126
82996,181
82997,2317
82998,575
82999,8308
83000,3032
83001,3158
83002,2130
83003,83
83004,190
83005,842
83006,217
83007,141
83008,289
83009,4148
83010,2985
83011,60
83012,253
83013,3156
83014,5058
83015,1832
83016,97
83017,139
83018,97
83019,200
83020,231
83021,326
83022,4261
83023,95
83024,1920
83025,8600
83026,2576
83027,1048
83028,110
83029,227
83030,126
83031,3017
83032,579
83033,1383
83034,8386
83035,2708
83036,428
83037,329
83038,573
83039,4159
83040,697
83041,2311
83042,8416
83043,6482
83044,83
83045,342
83046,1486
83047,123
83048,68
83049,4482
83050,3702
83051,1967
83052,1429
83053,67
83054,177
83055,226
83056,4292
83057,5744
83058,2347
83059,1576
83060,289
83061,339
83062,308
83063,305
83064,49
83065,78
83066,127
83067,282
83068,2057
83069,54
83070,1962
83071,224
83072,345
83073,406
83074,265
83075,25
83076,606
83077,2323
83078,659
83079,188
83080,1376
83081,780
83082,12
83083,6669
83084,5580
83085,3184
83086,149
83087,186
83088,157
83089,1129
83090,321
83091,367
83092,1978
83093,861
83094,117
83095,1606
83096,1124
83097,2262
83098,42
83099,250
83100,57
83101,1237
83102,1353
83103,5313
83104,585
83105,10
83106,263
83107,92
83108,142
83109,68
83110,1957
83111,863
83112,78
83113,197
83114,1575
83115,52
83116,1366
83117,10721
83118,3175
83119,4523
83120,2910
83121,12
83122,296
83123,71
83124,1099
83125,675
83126,325
83127,27
83128,45
83129,37
83130,43
83131,579
83132,794
83133,11
83134,3513
83135,3541
83136,4252
83137,641
83138,51
83139,92
83140,241
83141,72
83142,1996
83143,179
83144,13
83145,780
83146,433
83147,154
83148,381
83149,223
83150,110
83151,302
83152,2318
83153,1019
83154,74
83155,124
83156,475
83157,226
83158,942
83159,1005
83160,49
83161,147
83162,19
83163,537
83164,165
83165,113
83166,338
83167,131
83168,71
83169,110
83170,122
83171,155
83172,63
83173,6305
83174,630
83175,51
83176,520
83177,883
83178,511
83179,54
83180,3101
83181,795
83182,350
83183,106
83184,224
83185,1471
83186,147
83187,1110
83188,12176
83189,5455
83190,941
83191,174
83192,263
83193,31
83194,1809
83195,439
83196,187
83197,4496
83198,1955
83199,31
83200,2923
83201,5434
83202,1690
83203,4250
83204,584
83205,109
83206,32
83207,76
83208,388
83209,1314
83210,410
83211,401
83212,348
83213,149
83214,629
83215,119
83216,379
83217,582
83218,202
83219,56
83220,70
83221,277
83222,657
83223,220
83224,88
83225,677
83226,538
83227,234
83228,54
83229,122
83230,282
83231,819
83232,447
83233,181
83234,570
83235,73
83236,55
83237,33
83238,104
83239,67
83240,277
83241,152
83242,314
83243,77
83244,2143
83245,713
83246,1120
83247,700
83248,48
83249,271
83250,12
83251,964
83252,678
83253,93
83254,32
83255,1159
83256,589
83257,1093
83258,429
83259,124
83260,504
83261,1847
83262,762
83263,55
83264,412
83265,2
83266,103
83267,8
83268,630
83269,175
83270,15
83271,248
83272,46
83273,196
83274,1523
83275,569
83276,1011
83277,325
83278,165
83279,702
83280,712
83281,19
83282,6
83283,1143
83284,43
83285,538
83286,1270
83287,883
83288,86
83289,22
83290,46
83291,1130
83292,313
83293,4355
83294,1287
83295,231
83296,116
83297,816
83298,6
83299,67
83300,986
83301,481
83302,3
83303,44
83304,1031
83305,546
83306,369
83307,43
83308,464
83309,3289
83310,2067
83311,535
83312,670
83313,18
83314,319
83315,79
83316,394
83317,223
83318,74
83319,1472
83320,609
83321,1023
83322,127
83323,37
83324,1180
83325,3044
83326,1181
83327,381
83328,217
83329,103
83330,78
83331,912
83332,417
83333,2618
83334,24
83335,104
83336,212
83337,46
83338,281
83339,1100
83340,598
83341,665
83342,167
83343,325
83344,191
83345,980
83346,529
83347,29
83348,42
83349,42
83350,237
83351,220
83352,179
83353,123
83354,897
83355,864
83356,183
83357,41
83358,898
83359,440
83360,20
83361,7
83362,230
83363,155
83364,267
83365,576
83366,2698
83367,358
83368,361
83369,241
83370,1043
83371,82
83372,525
83373,346
83374,833
83375,7
83376,3306
83377,1739
83378,901
83379,20
83380,147
83381,105
83382,583
83383,46
83384,281
83385,172
83386,1182
83387,971
83388,584
83389,680
83390,1356
83391,1396
83392,767
83393,73
83394,239
83395,16
83396,293
83397,10
83398,90
83399,920
83400,663
83401,468
83402,486
83403,279
83404,55
83405,712
83406,193
83407,41
83408,591
83409,597
83410,207
83411,291
83412,2781
83413,2020
83414,1604
83415,1052
83416,30
83417,487
83418,160
83419,173
83420,66
83421,828
83422,1250
83423,942
83424,1001
83425,41
83426,3118
83427,208
83428,51
83429,324
83430,160
83431,840
83432,417
83433,114
83434,8
83435,365
83436,609
83437,70
83438,54
83439,270
83440,2899
83441,1350
83442,759
83443,102
83444,44
83445,378
83446,87
83447,99
83448,213
83449,1268
83450,771
83451,959
83452,336
83453,73
83454,48
83455,50
83456,1424
83457,2261
83458,355
83459,566
83460,30
83461,21
83462,254
83463,60
83464,2311
83465,466
83466,370
83467,113
83468,352
83469,159
83470,450
83471,384
83472,475
83473,19
83474,2209
83475,1142
83476,551
83477,24
83478,4
83479,18
83480,500
83481,169
83482,133
83483,1559
83484,1271
83485,118
83486,305
83487,374
83488,1482
83489,92
83490,218
83491,118
83492,371
83493,404
83494,422
83495,1375
83496,536
83497,331
83498,1035
83499,170
83500,646
83501,15
83502,23
83503,256
83504,1116
83505,14
83506,88
83507,148
83508,28
83509,593
83510,1364
83511,422
83512,43
83513,53
83514,136
83515,21
83516,86
83517,1164
83518,1385
83519,684
83520,109
83521,211
83522,265
83523,92
83524,22
83525,674
83526,425
83527,77
83528,39
83529,240
83530,461
83531,59
83532,129
83533,27
83534,528
83535,4966
83536,54
83537,13
83538,96
83539,29
83540,1625
83541,2045
83542,482
83543,16
83544,127
83545,1258
83546,2910
83547,1702
83548,1208
83549,238
83550,8
83551,13
83552,23
83553,39
83554,1181
83555,5698
83556,1273
83557,80
83558,176
83559,3
83560,716
83561,96
83562,52
83563,101
83564,25
83565,1147
83566,364
83567,128
83568,310
83569,738
83570,1177
83571,194
83572,1108
83573,187
83574,114
83575,27
83576,22
83577,66
83578,1615
83579,1017
83580,927
83581,37
83582,1297
83583,2096
83584,1250
83585,1011
83586,31
83587,124
83588,140
83589,104
83590,178
83591,3475
83592,236
83593,83
83594,216
83595,410
83596,50
83597,1214
83598,1117
83599,32
83600,437
83601,39
83602,921
83603,4769
83604,159
83605,779
83606,462
83607,77
83608,13
83609,83
83610,1803
83611,1373
83612,943
83613,707
83614,45
83615,84
83616,1704
83617,547
83618,14
83619,47
83620,463
83621,810
83622,409
83623,221
83624,68
83625,195
83626,120
83627,4926
83628,324
83629,21870
83630,240
83631,496
83632,2683
83633,674
83634,1434
83635,6775
83636,4439
83637,883
83638,329
83639,4486
83640,2617
83641,1290
83642,498
83643,1709
83644,11100
83645,6357
83646,3651
83647,4019
83648,1259
83649,276
83650,214
83651,1415
83652,1368
83653,284
83654,94
83655,320
83656,5647
83657,1377
83658,1353
83659,227
83660,133
83661,143
83662,5895
83663,3099
83664,2313
83665,1088
83666,2692
83667,588
83668,1386
83669,262
83670,356
83671,247
83672,226
83673,922
83674,237
83675,104
83676,114
83677,859
83678,139
83679,12757
83680,53
83681,8643
83682,44987
83683,10461
83684,2268
83685,82
83686,4427
83687,689
83688,85
83689,1514
83690,10807
83691,4229
83692,333
83693,40
83694,701
83695,3432
83696,275
83697,52
83698,1153
83699,11397
83700,5335
83701,3844
83702,1840
83703,64
83704,1075
83705,147
83706,39
83707,262
83708,4648
83709,3553
83710,1468
83711,262
83712,1330
83713,2624
83714,1064
83715,983
83716,2429
83717,236
83718,1874
83719,207
83720,683
83721,186
83722,675
83723,522
83724,219
83725,178
83726,421
83727,15207
83728,200
83729,13812
83730,69630
83731,11295
83732,3348
83733,344
83734,1326
83735,248
83736,4926
83737,102
83738,2346
83739,12402
83740,3065
83741,959
83742,332
83743,164
83744,1649
83745,7705
83746,2398
83747,1180
83748,683
83749,157
83750,72
83751,1061
83752,8898
83753,4148
83754,2603
83755,3111
83756,1244
83757,167
83758,120
83759,946
83760,96
83761,412
83762,4300
83763,3973
83764,1298
83765,60
83766,3703
83767,2880
83768,3480
83769,1502
83770,156
83771,453
83772,360
83773,145
83774,113
83775,257
83776,594
83777,192
83778,205
83779,486
83780,47
83781,58
83782,4796
83783,800
83784,598
83785,497
83786,35
83787,18
83788,352
83789,4
83790,48
83791,39
83792,329
83793,239
83794,232
83795,101
83796,23
83797,1430
83798,607
83799,396
83800,212
83801,91
83802,41
83803,63
83804,716
83805,588
83806,3462
83807,584
83808,274
83809,93
83810,176
83811,1574
83812,324
83813,63
83814,956
83815,623
83816,169
83817,8
83818,51
83819,2415
83820,913
83821,439
83822,149
83823,167
83824,90
83825,18
83826,25
83827,1049
83828,294
83829,7
83830,3
83831,84
83832,2475
83833,721
83834,36
83835,38
83836,53
83837,78
83838,30
83839,205
83840,431
83841,1441
83842,345
83843,87
83844,14
83845,153
83846,967
83847,695
83848,111
83849,76
83850,17
83851,177
83852,536
83853,592
83854,195
83855,2787
83856,693
83857,21
83858,173
83859,31
83860,44
83861,9
83862,67
83863,443
83864,846
83865,368
83866,35
83867,1318
83868,947
83869,1604
83870,52
83871,243
83872,82
83873,541
83874,122
83875,625
83876,590
83877,52
83878,347
83879,14
83880,523
83881,111
83882,169
83883,17
83884,3707
83885,1329
83886,98
83887,67
83888,51
83889,452
83890,21
83891,167
83892,107
83893,1540
83894,1137
83895,142
83896,2023
83897,1701
83898,819
83899,38
83900,54
83901,66
83902,533
83903,239
83904,2441
83905,850
83906,444
83907,345
83908,56
83909,76
83910,166
83911,356
83912,443
83913,44
83914,298
83915,66
83916,2080
83917,1138
83918,23
83919,40
83920,10
83921,56
83922,128
83923,22
83924,23
83925,866
83926,216
83927,211
83928,561
83929,631
83930,13
83931,546
83932,1023
83933,80
83934,219
83935,387
83936,854
83937,1473
83938,514
83939,78
83940,209
83941,287
83942,179
83943,73
83944,337
83945,207
83946,184
83947,645
83948,121
83949,229
83950,1243
83951,1056
83952,155
83953,25
83954,293
83955,118
83956,684
83957,511
83958,197
83959,11
83960,80
83961,463
83962,1464
83963,61
83964,1179
83965,147
83966,221
83967,114
83968,1043
83969,79
83970,377
83971,264
83972,91
83973,253
83974,144
83975,142
83976,19
83977,50
83978,58
83979,827
83980,105
83981,474
83982,160
83983,64
83984,155
83985,2501
83986,1671
83987,1144
83988,593
83989,52
83990,467
83991,147
83992,227
83993,764
83994,200
83995,237
83996,100
83997,69
83998,819
83999,1400
84000,70
84001,22
84002,61
84003,63
84004,1688
84005,7813
84006,2520
84007,1352
84008,316
84009,637
84010,88
84011,10
84012,458
84013,579
84014,1226
84015,306
84016,101
84017,371
84018,1570
84019,967
84020,214
84021,262
84022,48
84023,3778
84024,2076
84025,1187
84026,160
84027,111
84028,1204
84029,1562
84030,265
84031,942
84032,199
84033,2276
84034,1825
84035,2021
84036,229
84037,1808
84038,1374
84039,237
84040,430
84041,304
84042,1069
84043,176
84044,42
84045,475
84046,37
84047,905
84048,331
84049,209
84050,1046
84051,351
84052,48
84053,212
84054,4056
84055,1492
84056,264
84057,508
84058,44
84059,1446
84060,407
84061,19
84062,12
84063,2646
84064,435
84065,433
84066,33
84067,541
84068,61
84069,250
84070,281
84071,113
84072,68
84073,99
84074,1429
84075,9305
84076,1430
84077,880
84078,163
84079,185
84080,1036
84081,50
84082,65
84083,3299
84084,408
84085,313
84086,43
84087,1778
84088,917
84089,635
84090,303
84091,4449
84092,3040
84093,2345
84094,309
84095,268
84096,938
84097,266
84098,467
84099,58
84100,2892
84101,2058
84102,1724
84103,104
84104,65
84105,4499
84106,3290
84107,3770
84108,3882
84109,298
84110,63
84111,236
84112,155
84113,150
84114,118
84115,137
84116,141
84117,112
84118,46
84119,7003
84120,2604
84121,1771
84122,486
84123,205
84124,1943
84125,918
84126,649
84127,77
84128,803
84129,819
84130,56
84131,2429
84132,1876
84133,96
84134,432
84135,298
84136,54
84137,163
84138,1329
84139,591
84140,26
84141,63
84142,43
84143,1038
84144,1207
84145,1366
84146,148
84147,357
84148,85
84149,251
84150,5512
84151,1281
84152,127
84153,32
84154,153
84155,12
84156,29
84157,109
84158,2289
84159,805
84160,249
84161,77
84162,470
84163,460
84164,95
84165,604
84166,4399
84167,4182
84168,3743
84169,1866
84170,78
84171,255
84172,614
84173,559
84174,18
84175,283
84176,93
84177,89
84178,3171
84179,804
84180,53
84181,2802
84182,3470
84183,1757
84184,848
84185,98
84186,64
84187,1678
84188,66
84189,4148
84190,1655
84191,250
84192,194
84193,358
84194,138
84195,83
84196,593
84197,1068
84198,723
84199,13
84200,1283
84201,5757
84202,2152
84203,1989
84204,13
84205,241
84206,355
84207,1916
84208,1094
84209,206
84210,13
84211,172
84212,30
84213,885
84214,1139
84215,643
84216,70
84217,20
84218,1664
84219,2147
84220,1811
84221,2463
84222,1018
84223,11
84224,18
84225,227
84226,77
84227,118
84228,156
84229,2377
84230,948
84231,485
84232,86
84233,136
84234,169
84235,104
84236,5
84237,661
84238,351
84239,417
84240,399
84241,19
84242,187
84243,5807
84244,478
84245,1139
84246,12
84247,45
84248,290
84249,8
84250,1122
84251,929
84252,1115
84253,207
84254,154
84255,1582
84256,1602
84257,850
84258,19
84259,84
84260,494
84261,1721
84262,824
84263,260
84264,64
84265,61
84266,11
84267,130
84268,265
84269,899
84270,376
84271,56
84272,322
84273,47
84274,9
84275,569
84276,1233
84277,603
84278,118
84279,359
84280,106
84281,52
84282,74
84283,725
84284,985
84285,465
84286,1390
84287,956
84288,164
84289,166
84290,73
84291,44
84292,1785
84293,72
84294,11
84295,175
84296,16
84297,704
84298,74
84299,627
84300,286
84301,60
84302,1091
84303,788
84304,11
84305,78
84306,58
84307,655
84308,103
84309,25
84310,321
84311,302
84312,280
84313,9
84314,22
84315,22
84316,643
84317,911
84318,350
84319,3
84320,156
84321,64
84322,74
84323,182
84324,123
84325,264
84326,2240
84327,56
84328,7
84329,3064
84330,606
84331,305
84332,57
84333,131
84334,29
84335,315
84336,44
84337,3468
84338,1329
84339,347
84340,1297
84341,112
84342,378
84343,5437
84344,2789
84345,1229
84346,428
84347,273
84348,49
84349,126
84350,84
84351,278
84352,3052
84353,2338
84354,193
84355,47
84356,1791
84357,3071
84358,983
84359,705
84360,220
84361,221
84362,692
84363,839
84364,1148
84365,298
84366,75
84367,381
84368,71
84369,278
84370,1243
84371,255
84372,38
84373,1428
84374,261
84375,49
84376,31
84377,1151
84378,3759
84379,1841
84380,661
84381,288
84382,133
84383,798
84384,275
84385,260
84386,163
84387,2192
84388,880
84389,533
84390,100
84391,169
84392,2673
84393,2031
84394,1001
84395,19
84396,5
84397,298
84398,48
84399,796
84400,58
84401,297
84402,2568
84403,1352
84404,14
84405,49
84406,1075
84407,231
84408,77
84409,116
84410,188
84411,1386
84412,1006
84413,2132
84414,605
84415,121
84416,177
84417,294
84418,249
84419,59
84420,383
84421,7
84422,82
84423,7
84424,644
84425,1474
84426,3100
84427,3
84428,167
84429,109
84430,128
84431,849
84432,385
84433,1350
84434,277
84435,36
84436,181
84437,175
84438,318
84439,28
84440,17
84441,128
84442,596
84443,50
84444,40
84445,56
84446,373
84447,94
84448,1153
84449,165
84450,1156
84451,136
84452,66
84453,72
84454,100
84455,561
84456,211
84457,499
84458,449
84459,541
84460,1166
84461,2172
84462,1369
84463,18
84464,242
84465,1692
84466,772
84467,252
84468,272
84469,105
84470,278
84471,1072
84472,174
84473,11074
84474,157
84475,91
84476,5979
84477,66862
84478,2562
84479,1001
84480,1893
84481,421
84482,999
84483,450
84484,96
84485,6894
84486,2566
84487,361
84488,45
84489,247
84490,10890
84491,7180
84492,641
84493,44
84494,1932
84495,24167
84496,13426
84497,6015
84498,6207
84499,2611
84500,580
84501,565
84502,2684
84503,135
84504,8910
84505,3459
84506,25
84507,6367
84508,7879
84509,5476
84510,4545
84511,1326
84512,109
84513,343
84514,669
84515,73
84516,122
84517,221
84518,321
84519,68
84520,3044
84521,16450
84522,269
84523,1145
84524,375
84525,641
84526,3114
84527,905
84528,69
84529,718
84530,2466
84531,368
84532,9527
84533,6175
84534,2375
84535,156
84536,128
84537,1630
84538,774
84539,191
84540,163
84541,575
84542,2851
84543,1731
84544,134
84545,59
84546,120
84547,21
84548,4710
84549,4799
84550,2176
84551,157
84552,55
84553,104
84554,99
84555,249
84556,172
84557,1908
84558,1787
84559,6690
84560,4198
84561,961
84562,152
84563,443
84564,5
84565,1299
84566,371
84567,281
84568,1669
84569,612
84570,177
84571,987
84572,6666
84573,3369
84574,3158
84575,3113
84576,381
84577,105
84578,141
84579,1639
84580,988
84581,83
84582,163
84583,1729
84584,1443
84585,2251
84586,1380
84587,131
84588,14
84589,137
84590,387
84591,1069
84592,6957
84593,2202
84594,101
84595,623
84596,268
84597,56
84598,1834
84599,217
84600,219
84601,1750
84602,81
84603,302
84604,2435
84605,940
84606,25
84607,699
84608,353
84609,171
84610,99
84611,6
84612,1590
84613,1057
84614,40
84615,1798
84616,3726
84617,1133
84618,10
84619,176
84620,49
84621,211
84622,1002
84623,194
84624,41
84625,190
84626,71
84627,115
84628,109
84629,1395
84630,243
84631,34
84632,727
84633,589
84634,40
84635,498
84636,5510
84637,210
84638,98
84639,223
84640,390
84641,260
84642,53
84643,83
84644,25
84645,1487
84646,767
84647,902
84648,97
84649,8
84650,1206
84651,1345
84652,1443
84653,709
84654,88
84655,25
84656,29
84657,249
84658,338
84659,59
84660,30
84661,919
84662,8038
84663,3287
84664,1526
84665,1202
84666,34
84667,162
84668,908
84669,102
84670,76
84671,149
84672,2657
84673,114
84674,974
84675,134
84676,97
84677,378
84678,432
84679,2139
84680,1615
84681,302
84682,7
84683,350
84684,955
84685,40
84686,42
84687,62
84688,1262
84689,34
84690,180
84691,1466
84692,752
84693,923
84694,1376
84695,473
84696,1215
84697,4674
84698,362
84699,542
84700,55
84701,235
84702,41
84703,541
84704,800
84705,14
84706,58
84707,444
84708,392
84709,72
84710,240
84711,143
84712,1504
84713,976
84714,66
84715,87
84716,8
84717,934
84718,75
84719,465
84720,404
84721,103
84722,11
84723,211
84724,1612
84725,1591
84726,822
84727,7
84728,109
84729,255
84730,2167
84731,775
84732,510
84733,52
84734,10
84735,10
84736,242
84737,119
84738,47
84739,46
84740,18
84741,461
84742,210
84743,220
84744,1398
84745,1828
84746,509
84747,21
84748,12
84749,837
84750,76
84751,47
84752,576
84753,834
84754,81
84755,337
84756,944
84757,1857
84758,531
84759,282
84760,151
84761,163
84762,35
84763,921
84764,1216
84765,447
84766,323
84767,76
84768,593
84769,252
84770,39
84771,40
84772,29
84773,166
84774,2371
84775,2092
84776,1314
84777,753
84778,81
84779,177
84780,1263
84781,364
84782,153
84783,656
84784,649
84785,387
84786,283
84787,58
84788,55
84789,236
84790,131
84791,1167
84792,449
84793,56
84794,13
84795,211
84796,128
84797,234
84798,18
84799,1086
84800,446
84801,251
84802,308
84803,26
84804,97
84805,17
84806,44
84807,12
84808,425
84809,13
84810,68
84811,314
84812,471
84813,474
84814,232
84815,140
84816,53
84817,255
84818,109
84819,166
84820,37
84821,202
84822,3097
84823,358
84824,352
84825,104
84826,363
84827,187
84828,22
84829,2207
84830,151
84831,7
84832,1441
84833,7227
84834,4215
84835,2402
84836,2862
84837,183
84838,49
84839,14
84840,803
84841,637
84842,5
84843,2624
84844,1489
84845,1286
84846,501
84847,139
84848,44
84849,1883
84850,4652
84851,1437
84852,628
84853,100
84854,21
84855,0
84856,92
84857,88
84858,205
84859,1151
84860,568
84861,328
84862,243
84863,68
84864,703
84865,54
84866,3004
84867,669
84868,248
84869,29
84870,1855
84871,236
84872,121
84873,46
84874,6289
84875,5759
84876,2335
84877,76
84878,9
84879,1120
84880,381
84881,585
84882,55
84883,26
84884,5
84885,2428
84886,1330
84887,904
84888,136
84889,109
84890,3780
84891,1569
84892,491
84893,3489
84894,75
84895,45
84896,86
84897,187
84898,61
84899,25
84900,3
84901,119
84902,82
84903,320
84904,16
84905,64
84906,5
84907,100
84908,1662
84909,1397
84910,844
84911,24
84912,23
84913,42
84914,837
84915,71
84916,249
84917,490
84918,192
84919,45
84920,33
84921,413
84922,465
84923,2908
84924,819
84925,190
84926,24
84927,127
84928,176
84929,48
84930,51
84931,633
84932,109
84933,118
84934,235
84935,127
84936,8
84937,153
84938,6
84939,1009
84940,2182
84941,100
84942,56
84943,35
84944,156
84945,250
84946,312
84947,499
84948,388
84949,204
84950,147
84951,64
84952,5
84953,588
84954,346
84955,330
84956,1465
84957,312
84958,1277
84959,225
84960,5930
84961,1412
84962,840
84963,210
84964,91
84965,10
84966,247
84967,125
84968,13
84969,1587
84970,568
84971,145
84972,738
84973,877
84974,74
84975,4035
84976,1573
84977,544
84978,158
84979,181
84980,266
84981,46
84982,55
84983,1654
84984,815
84985,633
84986,31
84987,1114
84988,2452
84989,1621
84990,370
84991,182
84992,27
84993,231
84994,340
84995,63
84996,9
84997,39
84998,136
84999,459
85000,382
85001,375
85002,91
85003,410
85004,1382
85005,1055
85006,2109
85007,1422
85008,41
85009,31
85010,88
85011,59
85012,54
85013,480
85014,875
85015,126
85016,435
85017,80
85018,211
85019,50
85020,362
85021,1318
85022,370
85023,208
85024,6
85025,247
85026,113
85027,95
85028,128
85029,414
85030,238
85031,153
85032,36
85033,149
