주문일시,주문번호,매출구분명,결제수단,공급가액,부가세,합계
2021-07-08,B0ZO01UG6U,카드매출,신용카드,"17,909 원","1,791 원","19,700 원"
2021-07-08,B0ZO01UTFN,카드매출,신용카드,"10,545 원","1,055 원","11,600 원"
2021-07-08,T0ZO00007D4F,카드매출,카카오페이,"9,091 원",909 원,"10,000 원"
2021-07-09,B0ZP013Z8T,기타매출,휴대폰,"13,818 원","1,382 원","15,200 원"
2021-07-09,B0ZP020PH1,기타매출,네이버페이,259 원,26 원,285 원
2021-07-09,T0ZP00004HG1,기타매출,쿠폰,"2,727 원",273 원,"3,000 원"
2021-07-09,T0ZP00008HOX,기타매출,쿠폰,"2,273 원",227 원,"2,500 원"
2021-07-09,B0ZP00ZWZY,카드매출,신용카드,"25,000 원","2,500 원","27,500 원"
2021-07-09,B0ZP020PH1,카드매출,네이버페이,"13,468 원","1,347 원","14,815 원"
2021-07-09,B0ZP00RLHB,현금매출,토스,"10,455 원","1,045 원","11,500 원"
2021-07-09,B0ZP00VXQX,현금매출,카카오페이,"12,364 원","1,236 원","13,600 원"
2021-07-09,B0ZP01SFTJ,현금매출,배민페이(계좌이체),"13,636 원","1,364 원","15,000 원"
2021-07-09,B0ZP01U3R0,현금매출,토스,"10,909 원","1,091 원","12,000 원"
2021-07-09,T0ZP00004HG1,현금매출,카카오페이,"21,636 원","2,164 원","23,800 원"
2021-07-09,T0ZP00008HOX,현금매출,배민페이(계좌이체),"10,818 원","1,082 원","11,900 원"
2021-07-10,B0ZQ02CU39,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-07-10,T0ZQ00003FRJ,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-07-10,T0ZQ000096HH,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-07-10,B0ZQ01VC5V,카드매출,신용카드,"18,818 원","1,882 원","20,700 원"
2021-07-10,B0ZQ020ZAB,카드매출,신용카드,"20,182 원","2,018 원","22,200 원"
2021-07-10,B0ZQ02AY56,카드매출,신용카드,"17,455 원","1,745 원","19,200 원"
2021-07-10,B0ZQ02GQ7G,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-07-10,B0ZQ02M7BK,카드매출,배민페이(카드결제),"18,635 원","1,864 원","20,499 원"
2021-07-10,T0ZQ000096HH,카드매출,신용카드,"12,727 원","1,273 원","14,000 원"
2021-07-10,B0ZQ01J8M4,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-07-10,B0ZQ027YXY,현금매출,카카오페이,"15,182 원","1,518 원","16,700 원"
2021-07-10,B0ZQ02CU39,현금매출,네이버페이,"18,273 원","1,827 원","20,100 원"
2021-07-10,T0ZQ00003FRJ,현금매출,카카오페이,"12,636 원","1,264 원","13,900 원"
2021-07-11,B0ZR02I7RK,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-07-11,T0ZR00006YAP,기타매출,쿠폰,"2,273 원",227 원,"2,500 원"
2021-07-11,T0ZR00007JZ8,기타매출,쿠폰,"2,273 원",227 원,"2,500 원"
2021-07-11,B0ZR00WCAF,카드매출,신용카드,"19,273 원","1,927 원","21,200 원"
2021-07-11,B0ZR01VDEA,카드매출,신용카드,"7,364 원",736 원,"8,100 원"
2021-07-11,B0ZR02I7RK,카드매출,신용카드,"11,909 원","1,191 원","13,100 원"
2021-07-11,B0ZR02POL3,카드매출,배민페이(카드결제),"23,364 원","2,336 원","25,700 원"
2021-07-11,B0ZR02Q4BN,카드매출,신용카드,"21,545 원","2,155 원","23,700 원"
2021-07-11,B0ZR02QT5K,카드매출,신용카드,"14,545 원","1,455 원","16,000 원"
2021-07-11,B0ZR02RYZ8,카드매출,신용카드,"11,455 원","1,145 원","12,600 원"
2021-07-11,T0ZR00006YAP,카드매출,배민페이(카드결제),"10,000 원","1,000 원","11,000 원"
2021-07-11,B0ZR02H4NC,현금매출,네이버페이,"15,136 원","1,514 원","16,650 원"
2021-07-11,T0ZR00007JZ8,현금매출,배민페이(계좌이체),"9,545 원",955 원,"10,500 원"
2021-07-12,B0ZS01U7HZ,카드매출,신용카드,"19,273 원","1,927 원","21,200 원"
2021-07-12,T0ZS00007IIG,카드매출,신용카드,"11,000 원","1,100 원","12,100 원"
2021-07-12,B0ZS01OERD,현금매출,배민페이(계좌이체),"10,455 원","1,045 원","11,500 원"
2021-07-13,T0ZT0000APVK,기타매출,회원포인트,75 원,7 원,82 원
2021-07-13,T0ZT0000APVK,기타매출,쿠폰,"2,273 원",227 원,"2,500 원"
2021-07-13,B0ZT01K4I3,카드매출,신용카드,"13,636 원","1,364 원","15,000 원"
2021-07-13,B0ZT01L5TQ,카드매출,신용카드,"12,364 원","1,236 원","13,600 원"
2021-07-13,B0ZT01VZCL,카드매출,신용카드,"21,727 원","2,173 원","23,900 원"
2021-07-13,B0ZT0243MC,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-07-13,T0ZT0000APVK,카드매출,배민페이(카드결제),"9,380 원",938 원,"10,318 원"
2021-07-13,B0ZT01UD6L,현금매출,토스,"11,364 원","1,136 원","12,500 원"
2021-07-14,T0ZU00004L6Q,기타매출,쿠폰,"2,273 원",227 원,"2,500 원"
2021-07-14,B0ZU01MXM0,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-07-14,T0ZU00004L6Q,카드매출,배민페이(카드결제),"10,364 원","1,036 원","11,400 원"
2021-07-14,B0ZU01INN4,현금매출,네이버페이,"11,273 원","1,127 원","12,400 원"
2021-07-15,T0ZV00009KD0,기타매출,쿠폰,"2,273 원",227 원,"2,500 원"
2021-07-15,T0ZV0000ATW5,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-07-15,B0ZV00JZX0,카드매출,신용카드,"19,818 원","1,982 원","21,800 원"
2021-07-15,B0ZV00KWZI,카드매출,신용카드,"15,182 원","1,518 원","16,700 원"
2021-07-15,B0ZV00O3OR,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-07-15,B0ZV00V1C2,카드매출,네이버페이,"13,818 원","1,382 원","15,200 원"
2021-07-15,B0ZV0175R6,카드매출,네이버페이,"14,727 원","1,473 원","16,200 원"
2021-07-15,B0ZV01K8NX,카드매출,카카오페이,"15,182 원","1,518 원","16,700 원"
2021-07-15,B0ZV025Z1F,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-07-15,T0ZV00009KD0,카드매출,배민페이(카드결제),"9,000 원",900 원,"9,900 원"
2021-07-15,T0ZV00009XIJ,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-07-15,T0ZV0000ATW5,카드매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-07-15,B0ZV00WUPG,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-07-16,T0ZW00004DED,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-07-16,T0ZW00008K6S,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-07-16,B0ZW01JEA2,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-07-16,B0ZW01X1FG,카드매출,네이버페이,"14,091 원","1,409 원","15,500 원"
2021-07-16,T0ZW00004DED,현금매출,배민페이머니,"10,000 원","1,000 원","11,000 원"
2021-07-16,T0ZW00008K6S,현금매출,카카오페이,"10,000 원","1,000 원","11,000 원"
2021-07-17,B0ZX00LSH8,기타매출,네이버페이,167 원,17 원,184 원
2021-07-17,B0ZX01PBCS,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-07-17,B0ZX02P4VT,기타매출,회원포인트,105 원,11 원,116 원
2021-07-17,T0ZX00004HUJ,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-07-17,T0ZX00007LFK,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-07-17,B0ZX00KF6E,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-07-17,B0ZX00LSH8,카드매출,네이버페이,"3,651 원",365 원,"4,016 원"
2021-07-17,B0ZX00OESJ,카드매출,신용카드,"14,091 원","1,409 원","15,500 원"
2021-07-17,B0ZX00RWNH,카드매출,네이버페이,"9,736 원",974 원,"10,710 원"
2021-07-17,B0ZX018Q34,카드매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-07-17,B0ZX018RYI,카드매출,신용카드,"15,636 원","1,564 원","17,200 원"
2021-07-17,B0ZX01PBCS,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-07-17,B0ZX02OXH1,카드매출,신용카드,"24,545 원","2,455 원","27,000 원"
2021-07-17,T0ZX00004HUJ,카드매출,신용카드,"10,000 원","1,000 원","11,000 원"
2021-07-17,T0ZX00007LFK,카드매출,배민페이(카드결제),"9,818 원",982 원,"10,800 원"
2021-07-17,T0ZX00007NNB,카드매출,배민페이(카드결제),"13,182 원","1,318 원","14,500 원"
2021-07-17,B0ZX00LSH8,현금매출,네이버페이,"9,091 원",909 원,"10,000 원"
2021-07-17,B0ZX00ZVCN,현금매출,네이버페이,"16,364 원","1,636 원","18,000 원"
2021-07-17,B0ZX02N4HD,현금매출,카카오페이,"12,364 원","1,236 원","13,600 원"
2021-07-17,B0ZX02P4VT,현금매출,배민페이(계좌이체),"10,440 원","1,044 원","11,484 원"
2021-07-18,B0ZY01IE3X,기타매출,휴대폰,"11,818 원","1,182 원","13,000 원"
2021-07-18,T0ZY00007J5V,기타매출,쿠폰,455 원,45 원,500 원
2021-07-18,T0ZY00008GBJ,기타매출,쿠폰,455 원,45 원,500 원
2021-07-18,B0ZY01CJHZ,카드매출,신용카드,"15,364 원","1,536 원","16,900 원"
2021-07-18,B0ZY01TORP,카드매출,신용카드,"23,182 원","2,318 원","25,500 원"
2021-07-18,B0ZY02D3HB,카드매출,네이버페이,"15,364 원","1,536 원","16,900 원"
2021-07-18,B0ZY02FZ44,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-07-18,B0ZY02JLSB,카드매출,신용카드,"14,545 원","1,455 원","16,000 원"
2021-07-18,B0ZY01A28K,현금매출,카카오페이,"14,091 원","1,409 원","15,500 원"
2021-07-18,T0ZY00007J5V,현금매출,카카오페이,"11,727 원","1,173 원","12,900 원"
2021-07-18,T0ZY00008GBJ,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-07-20,B10000PAQ0,기타매출,회원포인트,636 원,64 원,700 원
2021-07-20,B10000X8HJ,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-07-20,T10000008F9P,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-07-20,B10000SRNP,카드매출,신용카드,"13,636 원","1,364 원","15,000 원"
2021-07-20,B10000X8HJ,카드매출,배민페이(카드결제),"13,636 원","1,364 원","15,000 원"
2021-07-20,B100014Q5Q,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-07-20,B10001MHHM,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-07-20,T10000007PNV,카드매출,신용카드,"18,545 원","1,855 원","20,400 원"
2021-07-20,B10000PAQ0,현금매출,배민페이머니,"14,727 원","1,473 원","16,200 원"
2021-07-20,B10000QRH3,현금매출,카카오페이,"14,273 원","1,427 원","15,700 원"
2021-07-20,B100024KRI,현금매출,카카오페이,"11,818 원","1,182 원","13,000 원"
2021-07-20,T10000008F9P,현금매출,카카오페이,"11,273 원","1,127 원","12,400 원"
2021-07-21,B10100MDKP,기타매출,회원포인트,95 원,9 원,104 원
2021-07-21,B10100UKHJ,기타매출,토스,418 원,42 원,460 원
2021-07-21,B10100LSLP,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-07-21,B10100MDKP,카드매출,배민페이(카드결제),"18,633 원","1,863 원","20,496 원"
2021-07-21,B1010143PU,카드매출,네이버페이,"13,182 원","1,318 원","14,500 원"
2021-07-21,B10101RU7B,카드매출,네이버페이,"20,909 원","2,091 원","23,000 원"
2021-07-21,B10102CG8Z,카드매출,신용카드,"17,000 원","1,700 원","18,700 원"
2021-07-21,T101000044SS,카드매출,만나서결제-카드,"20,909 원","2,091 원","23,000 원"
2021-07-21,B10100UKHJ,현금매출,토스,"20,673 원","2,067 원","22,740 원"
2021-07-21,B10101CK7I,현금매출,토스,"10,455 원","1,045 원","11,500 원"
2021-07-21,T10100005J9J,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-07-22,B10201NB4M,기타매출,네이버페이,432 원,43 원,475 원
2021-07-22,B10201F3LG,카드매출,배민페이(카드결제),"12,364 원","1,236 원","13,600 원"
2021-07-22,B10201NB4M,카드매출,네이버페이,"11,818 원","1,182 원","13,000 원"
2021-07-22,B10201XZBE,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-07-22,B10200QQBK,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-07-22,B10200V71K,현금매출,네이버페이,"12,273 원","1,227 원","13,500 원"
2021-07-22,B102014RAG,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-07-22,B10201NB4M,현금매출,네이버페이,23 원,2 원,25 원
2021-07-22,B10201R5XV,현금매출,배민페이(계좌이체),"13,636 원","1,364 원","15,000 원"
2021-07-23,B10302EU06,기타매출,휴대폰,"10,455 원","1,045 원","11,500 원"
2021-07-23,B10302HWY6,기타매출,토스,209 원,21 원,230 원
2021-07-23,B10300YOZX,카드매출,네이버페이,"12,273 원","1,227 원","13,500 원"
2021-07-23,B1030237H1,카드매출,신용카드,"18,364 원","1,836 원","20,200 원"
2021-07-23,B10302AGQJ,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-07-23,B10300PZW1,현금매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-07-23,B10300SQVJ,현금매출,배민페이(계좌이체),"10,545 원","1,055 원","11,600 원"
2021-07-23,B10300VLCS,현금매출,카카오페이,"14,000 원","1,400 원","15,400 원"
2021-07-23,B10301IS3B,현금매출,카카오페이,"5,000 원",500 원,"5,500 원"
2021-07-23,B10302B460,현금매출,카카오페이,"14,273 원","1,427 원","15,700 원"
2021-07-23,B10302HWY6,현금매출,토스,"10,245 원","1,025 원","11,270 원"
2021-07-24,T10400003SOV,기타매출,카카오페이,455 원,45 원,500 원
2021-07-24,T10400009GYN,기타매출,쿠폰,"2,727 원",273 원,"3,000 원"
2021-07-24,T10400009JFF,기타매출,회원포인트,91 원,9 원,100 원
2021-07-24,T10400009JFF,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-07-24,B10400JO89,카드매출,신용카드,"7,364 원",736 원,"8,100 원"
2021-07-24,B10400LI2G,카드매출,신용카드,"13,818 원","1,382 원","15,200 원"
2021-07-24,B10400U4E0,카드매출,배민페이(카드결제),"10,545 원","1,055 원","11,600 원"
2021-07-24,B10400UQKQ,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-07-24,B1040120JE,카드매출,신용카드,"18,000 원","1,800 원","19,800 원"
2021-07-24,B10401OUBC,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-07-24,B10401WFBZ,카드매출,신용카드,"9,082 원",908 원,"9,990 원"
2021-07-24,B10401YT0R,카드매출,신용카드,"14,091 원","1,409 원","15,500 원"
2021-07-24,B10402GSOY,카드매출,신용카드,"12,818 원","1,282 원","14,100 원"
2021-07-24,B10402NYYO,카드매출,신용카드,"19,727 원","1,973 원","21,700 원"
2021-07-24,T10400003SOV,카드매출,카카오페이,"10,818 원","1,082 원","11,900 원"
2021-07-24,T10400006Q6J,카드매출,신용카드,"17,636 원","1,764 원","19,400 원"
2021-07-24,T10400009GYN,카드매출,신용카드,"20,818 원","2,082 원","22,900 원"
2021-07-24,T10400009JFF,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-07-24,B104012I1C,현금매출,배민페이머니,"19,727 원","1,973 원","21,700 원"
2021-07-24,B10402JW7T,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-07-25,B10501HFJ3,기타매출,네이버페이,552 원,55 원,607 원
2021-07-25,B10502QZVF,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-07-25,T1050000A14N,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-07-25,T1050000A14N,기타매출,회원포인트,364 원,36 원,400 원
2021-07-25,B105015ZHN,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-07-25,B1050187ND,카드매출,신용카드,"19,727 원","1,973 원","21,700 원"
2021-07-25,B10501BL58,카드매출,신용카드,"13,818 원","1,382 원","15,200 원"
2021-07-25,B10501CKQF,카드매출,신용카드,"10,309 원","1,031 원","11,340 원"
2021-07-25,B10501I795,카드매출,카카오페이,"13,727 원","1,373 원","15,100 원"
2021-07-25,B10501IX8Z,카드매출,신용카드,"13,636 원","1,364 원","15,000 원"
2021-07-25,B1050214TF,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-07-25,B10502CPKC,카드매출,배민페이(카드결제),"15,545 원","1,555 원","17,100 원"
2021-07-25,B10502TU67,카드매출,신용카드,"28,636 원","2,864 원","31,500 원"
2021-07-25,T10500006NQ2,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-07-25,T1050000A14N,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-07-25,B10501HFJ3,현금매출,네이버페이,"13,266 원","1,327 원","14,593 원"
2021-07-25,B105029A5W,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-07-25,B10502KQM4,현금매출,카카오페이,"10,636 원","1,064 원","11,700 원"
2021-07-25,B10502OZNX,현금매출,토스,"14,545 원","1,455 원","16,000 원"
2021-07-25,B10502QZVF,현금매출,배민페이(계좌이체),"11,000 원","1,100 원","12,100 원"
2021-07-27,B10700JXZF,카드매출,배민페이(카드결제),"16,364 원","1,636 원","18,000 원"
2021-07-27,B10700QLPW,카드매출,배민페이(카드결제),"16,545 원","1,655 원","18,200 원"
2021-07-27,B10700TK65,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-07-27,B10700ZED6,카드매출,신용카드,"16,091 원","1,609 원","17,700 원"
2021-07-27,B107011OC3,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-07-27,B107014Y8C,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-07-27,B107025SVG,카드매출,신용카드,"14,818 원","1,482 원","16,300 원"
2021-07-27,T10700007AUA,카드매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-07-27,T1070000A3VL,카드매출,신용카드,"16,182 원","1,618 원","17,800 원"
2021-07-27,B10700Y5MQ,현금매출,네이버페이,"11,182 원","1,118 원","12,300 원"
2021-07-28,B10800SN2Y,기타매출,휴대폰,"23,364 원","2,336 원","25,700 원"
2021-07-28,B10800ZX4L,기타매출,OK캐쉬백,"10,818 원","1,082 원","11,900 원"
2021-07-28,B10800MMK8,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-07-28,B10800PJCB,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-07-28,B10802AVQ4,카드매출,네이버페이,"15,182 원","1,518 원","16,700 원"
2021-07-28,T10800005GHG,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-07-28,B10800ZX4L,현금매출,카카오페이,136 원,14 원,150 원
2021-07-29,B10902B2Y1,기타매출,회원포인트,327 원,33 원,360 원
2021-07-29,B10900Q5OV,카드매출,배민페이(카드결제),"25,909 원","2,591 원","28,500 원"
2021-07-29,B10900YQ1J,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-07-29,B10900Z7OW,카드매출,신용카드,"25,909 원","2,591 원","28,500 원"
2021-07-29,B10900Z8EV,카드매출,신용카드,"34,545 원","3,455 원","38,000 원"
2021-07-29,T10900005Q6G,카드매출,배민페이(카드결제),"14,455 원","1,445 원","15,900 원"
2021-07-29,B10900UNKI,현금매출,배민페이(계좌이체),"13,182 원","1,318 원","14,500 원"
2021-07-29,B10902B2Y1,현금매출,카카오페이,"14,400 원","1,440 원","15,840 원"
2021-07-30,B10A00MD15,기타매출,토스,364 원,36 원,400 원
2021-07-30,B10A01Y6TH,기타매출,네이버페이,91 원,9 원,100 원
2021-07-30,B10A00OK2A,카드매출,신용카드,"18,818 원","1,882 원","20,700 원"
2021-07-30,B10A00RJZ7,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-07-30,B10A00V75E,카드매출,신용카드,"34,455 원","3,445 원","37,900 원"
2021-07-30,B10A00XI7M,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-07-30,B10A013X30,카드매출,배민페이(카드결제),"17,455 원","1,745 원","19,200 원"
2021-07-30,B10A01N44W,카드매출,네이버페이,"18,818 원","1,882 원","20,700 원"
2021-07-30,B10A01Y6TH,카드매출,네이버페이,"18,182 원","1,818 원","20,000 원"
2021-07-30,B10A0260HK,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-07-30,B10A02DTT7,카드매출,카카오페이,"11,818 원","1,182 원","13,000 원"
2021-07-30,B10A02GGDB,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-07-30,B10A00MD15,현금매출,토스,"18,000 원","1,800 원","19,800 원"
2021-07-31,B10B00X0HM,기타매출,네이버페이,162 원,16 원,178 원
2021-07-31,B10B00ZXDN,기타매출,네이버페이,"1,611 원",161 원,"1,772 원"
2021-07-31,B10B013JJU,기타매출,회원포인트,64 원,6 원,70 원
2021-07-31,B10B01ODPA,기타매출,휴대폰,"17,182 원","1,718 원","18,900 원"
2021-07-31,T10B00007TKO,기타매출,회원포인트,132 원,13 원,145 원
2021-07-31,T10B00007TKO,기타매출,쿠폰,455 원,45 원,500 원
2021-07-31,B10B013JJU,카드매출,배민페이(카드결제),"12,209 원","1,221 원","13,430 원"
2021-07-31,B10B014PXS,카드매출,네이버페이,"13,636 원","1,364 원","15,000 원"
2021-07-31,B10B01CA6S,카드매출,신용카드,"15,636 원","1,564 원","17,200 원"
2021-07-31,B10B01CIMO,카드매출,신용카드,"17,455 원","1,745 원","19,200 원"
2021-07-31,T10B00004EQ2,카드매출,배민페이(카드결제),"11,364 원","1,136 원","12,500 원"
2021-07-31,B10B00SB28,현금매출,배민페이(계좌이체),"14,909 원","1,491 원","16,400 원"
2021-07-31,B10B00X0HM,현금매출,네이버페이,"12,111 원","1,211 원","13,322 원"
2021-07-31,B10B00ZXDN,현금매출,네이버페이,"11,571 원","1,157 원","12,728 원"
2021-07-31,B10B01E4PK,현금매출,배민페이(계좌이체),"13,909 원","1,391 원","15,300 원"
2021-07-31,T10B00006T5B,현금매출,카카오페이,"35,273 원","3,527 원","38,800 원"
2021-07-31,T10B00007TKO,현금매출,배민페이(계좌이체),"10,323 원","1,032 원","11,355 원"
2021-08-01,B10C0179VE,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-08-01,B10C0179VE,기타매출,회원포인트,73 원,7 원,80 원
2021-08-01,B10C0179VE,기타매출,휴대폰,"9,927 원",993 원,"10,920 원"
2021-08-01,B10C01WZ6T,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-08-01,B10C02LTLO,기타매출,네이버페이,"10,545 원","1,055 원","11,600 원"
2021-08-01,T10C00007D2G,기타매출,쿠폰,455 원,45 원,500 원
2021-08-01,B10C01CRWS,카드매출,신용카드,"7,727 원",773 원,"8,500 원"
2021-08-01,B10C01MRGY,카드매출,배민페이(카드결제),"14,273 원","1,427 원","15,700 원"
2021-08-01,B10C01WZ6T,카드매출,네이버페이,"10,455 원","1,045 원","11,500 원"
2021-08-01,B10C02R7JU,카드매출,신용카드,"5,000 원",500 원,"5,500 원"
2021-08-01,T10C0000504I,카드매출,배민페이(카드결제),"13,636 원","1,364 원","15,000 원"
2021-08-01,T10C00007D2G,카드매출,배민페이(카드결제),"12,545 원","1,255 원","13,800 원"
2021-08-01,T10C00007NMW,카드매출,배민페이(카드결제),"11,364 원","1,136 원","12,500 원"
2021-08-01,T10C00009L5O,카드매출,배민페이(카드결제),"12,636 원","1,264 원","13,900 원"
2021-08-01,B10C0273VL,현금매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-08-01,B10C02N4H4,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-08-01,B10C02OA99,현금매출,배민페이머니,"21,273 원","2,127 원","23,400 원"
2021-08-05,T10G000072LU,기타매출,쿠폰,455 원,45 원,500 원
2021-08-05,B10G00ME1N,카드매출,배민페이(카드결제),"18,364 원","1,836 원","20,200 원"
2021-08-05,B10G00RX8W,카드매출,네이버페이,"11,273 원","1,127 원","12,400 원"
2021-08-05,B10G00UKJ9,카드매출,배민페이(카드결제),"65,455 원","6,545 원","72,000 원"
2021-08-05,B10G012XB2,카드매출,신용카드,"21,091 원","2,109 원","23,200 원"
2021-08-05,B10G02CFOE,카드매출,신용카드,"14,000 원","1,400 원","15,400 원"
2021-08-05,T10G00002FQI,카드매출,신용카드,"14,545 원","1,455 원","16,000 원"
2021-08-05,T10G00003KGC,카드매출,배민페이(카드결제),"11,727 원","1,173 원","12,900 원"
2021-08-05,T10G000072LU,카드매출,배민페이(카드결제),"14,545 원","1,455 원","16,000 원"
2021-08-05,T10G00008BGC,카드매출,신용카드,"13,091 원","1,309 원","14,400 원"
2021-08-05,B10G010Q51,현금매출,카카오페이,"9,318 원",932 원,"10,250 원"
2021-08-05,B10G01N736,현금매출,배민페이(계좌이체),"14,091 원","1,409 원","15,500 원"
2021-08-05,T10G00004WL5,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-06,B10H00Z8BW,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-08-06,B10H00Z8BW,기타매출,회원포인트,73 원,7 원,80 원
2021-08-06,B10H011Z91,기타매출,네이버페이,278 원,28 원,306 원
2021-08-06,B10H014JZN,기타매출,휴대폰,"12,273 원","1,227 원","13,500 원"
2021-08-06,B10H01OS66,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-08-06,B10H00RKWV,카드매출,배민페이(카드결제),"14,091 원","1,409 원","15,500 원"
2021-08-06,B10H00Z8BW,현금매출,배민페이(계좌이체),"9,927 원",993 원,"10,920 원"
2021-08-06,B10H011Z91,현금매출,네이버페이,"19,085 원","1,909 원","20,994 원"
2021-08-06,B10H01OS66,현금매출,배민페이(계좌이체),"11,545 원","1,155 원","12,700 원"
2021-08-06,B10H02MNRA,현금매출,카카오페이,"3,182 원",318 원,"3,500 원"
2021-08-06,B10H02OTCD,현금매출,배민페이(계좌이체),"13,818 원","1,382 원","15,200 원"
2021-08-07,B10I01XJFY,기타매출,휴대폰,"16,091 원","1,609 원","17,700 원"
2021-08-07,B10I02IP3D,기타매출,쿠폰,"2,727 원",273 원,"3,000 원"
2021-08-07,T10I00004X41,기타매출,쿠폰,455 원,45 원,500 원
2021-08-07,B10I021333,카드매출,배민페이(카드결제),"14,545 원","1,455 원","16,000 원"
2021-08-07,B10I02IP3D,카드매출,배민페이(카드결제),"5,864 원",586 원,"6,450 원"
2021-08-07,T10I00004X41,카드매출,배민페이(카드결제),"11,909 원","1,191 원","13,100 원"
2021-08-07,B10I01BY93,현금매출,카카오페이,"7,364 원",736 원,"8,100 원"
2021-08-07,B10I01QNX1,현금매출,토스,"10,545 원","1,055 원","11,600 원"
2021-08-08,B10J00O0SG,기타매출,네이버페이,"10,545 원","1,055 원","11,600 원"
2021-08-08,B10J02DU9S,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-08-08,T10J00005BIN,기타매출,쿠폰,455 원,45 원,500 원
2021-08-08,B10J00YKGL,카드매출,신용카드,"16,455 원","1,645 원","18,100 원"
2021-08-08,B10J00Z40X,카드매출,신용카드,"21,091 원","2,109 원","23,200 원"
