YEAR,REQ_DD_CNT,JOB_ORDR,FRMWK_CLSF_NM,ITEM_NM,CLSSF_NM,FRMWK_SPR_NM,GROW_ZNAR_CDCN,JOB_BGNG_YMD,FRMTM_CNSCTVLY_YN,USE_YN,SCALED_AREA,RANK_GRADE
2023,270,2,1,토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2022,270,2,1,토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2022,60,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1428571428571428,C
2025,50,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1142857142857142,C
2025,70,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1714285714285714,C
2022,30,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.0571428571428571,C
2020,60,1,2,방울토마토,과일과채류,재배관리,충북권역,311,0,Y,0.1428571428571428,C
2024,50,1,0,방울토마토,과일과채류,재배관리,충북권역,321,0,Y,0.1142857142857142,C
2023,30,1,2,방울토마토,과일과채류,재배관리,충북권역,321,0,Y,0.0571428571428571,C
2022,30,1,0,방울토마토,과일과채류,재배관리,충북권역,411,0,Y,0.0571428571428571,C
2020,40,1,2,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.0857142857142857,C
2023,180,2,0,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.4857142857142856,C
2021,120,2,0,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2022,120,2,2,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2022,30,2,0,방울토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0571428571428571,C
2024,40,2,2,방울토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0857142857142857,C
2024,50,2,2,방울토마토,과일과채류,재배관리,충북권역,521,0,Y,0.1142857142857142,C
2025,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,0,Y,0.5714285714285714,C
2020,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,0,Y,0.5714285714285714,C
2023,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,0,Y,0.5714285714285714,C
2022,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,0,Y,0.5714285714285714,C
2021,30,2,2,방울토마토,과일과채류,재배관리,강원권역,921,0,Y,0.0571428571428571,C
2024,90,1,2,방울토마토,과일과채류,재배관리,강원권역,111,1,Y,0.2285714285714285,C
2023,110,1,2,방울토마토,과일과채류,재배관리,강원권역,111,1,Y,0.2857142857142857,C
2022,100,1,0,방울토마토,과일과채류,재배관리,강원권역,121,1,Y,0.2571428571428571,C
2022,120,1,0,방울토마토,과일과채류,재배관리,강원권역,121,1,Y,0.3142857142857143,C
2023,100,1,2,방울토마토,과일과채류,재배관리,강원권역,211,0,Y,0.2571428571428571,C
2021,270,2,0,방울토마토,과일과채류,재배관리,강원권역,201,0,Y,0.7428571428571429,C
2023,280,2,0,방울토마토,과일과채류,재배관리,강원권역,211,0,Y,0.7714285714285715,C
2022,270,2,2,방울토마토,과일과채류,재배관리,강원권역,211,0,Y,0.7428571428571429,C
2021,170,3,0,꽈리고추,조미채소류,재배관리,중부권역,411,1,Y,0.4571428571428571,B
2025,170,3,2,꽈리고추,조미채소류,재배관리,중부권역,411,1,Y,0.4571428571428571,B
2021,90,3,2,꽈리고추,조미채소류,재배관리,중부권역,421,1,Y,0.2285714285714285,B
2020,250,3,0,꽈리고추,조미채소류,재배관리,중부권역,421,1,Y,0.6857142857142857,B
2020,20,3,2,꽈리고추,조미채소류,재배관리,중부권역,421,1,Y,0.0285714285714285,B
2021,160,3,2,꽈리고추,조미채소류,재배관리,중부권역,421,1,Y,0.4285714285714285,B
2023,20,3,2,꽈리고추,조미채소류,재배관리,중부권역,421,1,Y,0.0285714285714285,B
2021,20,3,2,꽈리고추,조미채소류,재배관리,중부권역,421,1,Y,0.0285714285714285,B
2024,30,3,2,꽈리고추,조미채소류,재배관리,중부권역,501,1,Y,0.0571428571428571,B
2021,20,3,2,꽈리고추,조미채소류,재배관리,중부권역,511,1,Y,0.0285714285714285,B
2022,60,3,2,꽈리고추,조미채소류,재배관리,중부권역,611,1,Y,0.1428571428571428,B
2024,130,3,1,꽈리고추,조미채소류,수확 및 출하관리,중부권역,621,1,Y,0.3428571428571428,B
2020,100,3,1,꽈리고추,조미채소류,수확 및 출하관리,중부권역,721,1,Y,0.2571428571428571,B
2025,60,4,2,꽈리고추,조미채소류,재배관리,중부권역,1001,1,Y,0.1428571428571428,B
2025,360,5,1,꽈리고추,조미채소류,수확 및 출하관리,중부권역,621,1,Y,1.0,B
2023,360,5,1,꽈리고추,조미채소류,수확 및 출하관리,중부권역,621,1,Y,1.0,B
2022,20,1,2,꽈리고추,조미채소류,재배관리,남부권역,111,1,Y,0.0285714285714285,C
2023,10,1,2,꽈리고추,조미채소류,재배관리,남부권역,121,1,Y,0.0,C
2021,20,1,2,꽈리고추,조미채소류,재배관리,남부권역,221,1,Y,0.0285714285714285,C
2022,30,2,2,꽈리고추,조미채소류,재배관리,남부권역,311,1,Y,0.0571428571428571,C
2025,30,2,2,꽈리고추,조미채소류,재배관리,남부권역,311,1,Y,0.0571428571428571,C
2023,30,2,2,꽈리고추,조미채소류,재배관리,남부권역,311,1,Y,0.0571428571428571,C
2020,50,3,2,꽈리고추,조미채소류,재배관리,남부권역,321,1,Y,0.1142857142857142,B
2023,30,3,2,꽈리고추,조미채소류,재배관리,남부권역,401,1,Y,0.0571428571428571,B
2025,90,2,2,방울토마토,과일과채류,재배관리,강원권역,301,0,Y,0.2285714285714285,C
2021,210,2,2,방울토마토,과일과채류,재배관리,강원권역,311,0,Y,0.5714285714285714,C
2022,70,2,0,방울토마토,과일과채류,재배관리,강원권역,311,0,Y,0.1714285714285714,C
2020,190,2,2,방울토마토,과일과채류,재배관리,강원권역,321,0,Y,0.5142857142857142,C
2022,90,2,2,방울토마토,과일과채류,재배관리,강원권역,321,0,Y,0.2285714285714285,C
2020,170,2,2,방울토마토,과일과채류,재배관리,강원권역,411,0,Y,0.4571428571428571,C
2022,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,0,Y,0.5714285714285714,C
2025,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,0,Y,0.5714285714285714,C
2020,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,0,Y,0.5714285714285714,C
2023,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,0,Y,0.5714285714285714,C
2023,30,2,2,방울토마토,과일과채류,재배관리,강원권역,921,0,Y,0.0571428571428571,C
2022,90,1,2,방울토마토,과일과채류,재배관리,강원권역,111,1,Y,0.2285714285714285,C
2020,110,1,2,방울토마토,과일과채류,재배관리,강원권역,111,1,Y,0.2857142857142857,C
2020,80,1,2,방울토마토,과일과채류,재배관리,강원권역,121,1,Y,0.1999999999999999,C
2020,100,1,0,방울토마토,과일과채류,재배관리,강원권역,121,1,Y,0.2571428571428571,C
2021,120,1,0,방울토마토,과일과채류,재배관리,강원권역,121,1,Y,0.3142857142857143,C
2020,90,1,2,방울토마토,과일과채류,재배관리,강원권역,121,1,Y,0.2285714285714285,C
2024,80,1,2,꽈리고추,조미채소류,재배관리,남부권역,1021,0,Y,0.1999999999999999,C
2020,100,1,2,방울토마토,과일과채류,재배관리,강원권역,201,1,Y,0.2571428571428571,C
2023,100,1,2,방울토마토,과일과채류,재배관리,강원권역,211,1,Y,0.2571428571428571,C
2023,100,1,2,방울토마토,과일과채류,재배관리,강원권역,1211,0,Y,0.2571428571428571,C
2024,270,2,0,방울토마토,과일과채류,재배관리,강원권역,201,1,Y,0.7428571428571429,C
2022,270,2,2,방울토마토,과일과채류,재배관리,강원권역,211,1,Y,0.7428571428571429,C
2021,280,2,0,방울토마토,과일과채류,재배관리,강원권역,211,1,Y,0.7714285714285715,C
2025,90,2,2,방울토마토,과일과채류,재배관리,강원권역,301,1,Y,0.2285714285714285,C
2021,70,2,0,방울토마토,과일과채류,재배관리,강원권역,311,1,Y,0.1714285714285714,C
2021,30,3,2,꽈리고추,조미채소류,재배관리,남부권역,401,1,Y,0.0571428571428571,B
2021,170,3,2,꽈리고추,조미채소류,재배관리,남부권역,401,1,Y,0.4571428571428571,B
2020,250,3,0,꽈리고추,조미채소류,재배관리,남부권역,401,1,Y,0.6857142857142857,B
2021,100,3,2,꽈리고추,조미채소류,재배관리,남부권역,401,1,Y,0.2571428571428571,B
2020,30,3,2,꽈리고추,조미채소류,재배관리,남부권역,411,1,Y,0.0571428571428571,B
2020,160,3,2,꽈리고추,조미채소류,재배관리,남부권역,411,1,Y,0.4285714285714285,B
2025,160,3,0,꽈리고추,조미채소류,재배관리,남부권역,411,1,Y,0.4285714285714285,B
2023,30,3,2,꽈리고추,조미채소류,재배관리,남부권역,421,1,Y,0.0571428571428571,B
2022,60,3,2,꽈리고추,조미채소류,재배관리,남부권역,601,1,Y,0.1428571428571428,B
2024,110,3,1,꽈리고추,조미채소류,수확 및 출하관리,남부권역,611,1,Y,0.2857142857142857,B
2022,90,3,1,꽈리고추,조미채소류,수확 및 출하관리,남부권역,711,1,Y,0.2285714285714285,B
2025,60,4,2,꽈리고추,조미채소류,재배관리,남부권역,911,1,Y,0.1428571428571428,B
2020,360,5,1,꽈리고추,조미채소류,수확 및 출하관리,남부권역,611,1,Y,1.0,B
2022,360,5,1,꽈리고추,조미채소류,수확 및 출하관리,남부권역,611,1,Y,1.0,B
2021,50,1,2,마늘,조미채소류,재배관리,대서권역,801,0,Y,0.1142857142857142,C
2023,50,1,2,마늘,조미채소류,재배관리,대서권역,901,0,Y,0.1142857142857142,C
2025,50,1,2,마늘,조미채소류,재배관리,대서권역,911,0,Y,0.1142857142857142,C
2024,50,1,2,마늘,조미채소류,재배관리,대서권역,911,0,Y,0.1142857142857142,C
2024,30,2,2,마늘,조미채소류,재배관리,대서권역,211,1,Y,0.0571428571428571,C
2021,40,2,2,마늘,조미채소류,재배관리,대서권역,411,1,Y,0.0857142857142857,C
2025,40,2,2,마늘,조미채소류,재배관리,대서권역,511,1,Y,0.0857142857142857,C
2021,40,2,1,마늘,조미채소류,수확 및 출하관리,대서권역,621,1,Y,0.0857142857142857,C
2022,60,2,1,마늘,조미채소류,수확 및 출하관리,대서권역,621,1,Y,0.1428571428571428,C
2020,50,2,1,마늘,조미채소류,수확 및 출하관리,대서권역,701,1,Y,0.1142857142857142,C
2023,50,2,1,마늘,조미채소류,수확 및 출하관리,대서권역,701,1,Y,0.1142857142857142,C
2020,210,2,2,방울토마토,과일과채류,재배관리,강원권역,311,1,Y,0.5714285714285714,C
2024,190,2,2,방울토마토,과일과채류,재배관리,강원권역,321,1,Y,0.5142857142857142,C
2024,90,2,2,방울토마토,과일과채류,재배관리,강원권역,321,1,Y,0.2285714285714285,C
2023,170,2,2,방울토마토,과일과채류,재배관리,강원권역,411,1,Y,0.4571428571428571,C
2025,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2020,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2024,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2020,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2022,30,2,2,방울토마토,과일과채류,재배관리,강원권역,921,1,Y,0.0571428571428571,C
2024,60,1,2,방울토마토,과일과채류,재배관리,전북권역,601,0,Y,0.1428571428571428,C
2024,40,1,2,방울토마토,과일과채류,재배관리,전북권역,701,0,Y,0.0857142857142857,C
2022,30,1,2,방울토마토,과일과채류,재배관리,전북권역,801,0,Y,0.0571428571428571,C
2023,30,2,2,방울토마토,과일과채류,재배관리,전북권역,501,1,Y,0.0571428571428571,C
2022,360,2,0,방울토마토,과일과채류,재배관리,전북권역,701,0,Y,1.0,C
2021,50,1,2,마늘,조미채소류,재배관리,대서권역,901,0,Y,0.1142857142857142,C
2021,340,2,2,방울토마토,과일과채류,재배관리,전북권역,801,0,Y,0.9428571428571428,C
2024,340,2,0,방울토마토,과일과채류,재배관리,전북권역,801,0,Y,0.9428571428571428,C
2020,30,2,2,방울토마토,과일과채류,재배관리,전북권역,811,0,Y,0.0571428571428571,C
2025,30,2,0,방울토마토,과일과채류,재배관리,전북권역,811,0,Y,0.0571428571428571,C
2022,190,2,2,방울토마토,과일과채류,재배관리,전북권역,821,0,Y,0.5142857142857142,C
2020,240,2,2,방울토마토,과일과채류,재배관리,전북권역,1001,0,Y,0.6571428571428571,C
2025,240,2,2,방울토마토,과일과채류,재배관리,전북권역,1001,0,Y,0.6571428571428571,C
2023,230,2,2,방울토마토,과일과채류,재배관리,전북권역,1011,0,Y,0.6285714285714286,C
2020,270,2,1,방울토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2024,270,2,1,방울토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2021,270,2,1,방울토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2021,90,1,2,방울토마토,과일과채류,재배관리,강원권역,121,1,Y,0.2285714285714285,C
2023,30,2,2,고추,조미채소류,재배관리,남부권역,311,1,Y,0.0571428571428571,C
2023,30,2,2,고추,조미채소류,재배관리,남부권역,311,1,Y,0.0571428571428571,C
2023,50,3,2,고추,조미채소류,재배관리,남부권역,321,1,Y,0.1142857142857142,B
2023,250,3,0,고추,조미채소류,재배관리,남부권역,401,1,Y,0.6857142857142857,B
2023,170,3,2,고추,조미채소류,재배관리,남부권역,401,1,Y,0.4571428571428571,B
2022,30,3,2,고추,조미채소류,재배관리,남부권역,401,1,Y,0.0571428571428571,B
2023,30,3,2,고추,조미채소류,재배관리,남부권역,401,1,Y,0.0571428571428571,B
2023,100,3,2,고추,조미채소류,재배관리,남부권역,401,1,Y,0.2571428571428571,B
2024,160,3,0,고추,조미채소류,재배관리,남부권역,411,1,Y,0.4285714285714285,B
2024,160,3,2,고추,조미채소류,재배관리,남부권역,411,1,Y,0.4285714285714285,B
2025,30,3,2,고추,조미채소류,재배관리,남부권역,411,1,Y,0.0571428571428571,B
2020,30,3,2,고추,조미채소류,재배관리,남부권역,421,1,Y,0.0571428571428571,B
2025,60,3,2,고추,조미채소류,재배관리,남부권역,601,1,Y,0.1428571428571428,B
2024,110,3,1,고추,조미채소류,수확 및 출하관리,남부권역,611,1,Y,0.2857142857142857,B
2022,90,3,1,고추,조미채소류,수확 및 출하관리,남부권역,711,1,Y,0.2285714285714285,B
2023,60,4,2,고추,조미채소류,재배관리,남부권역,911,1,Y,0.1428571428571428,B
2022,360,5,1,고추,조미채소류,수확 및 출하관리,남부권역,611,1,Y,1.0,B
2023,360,5,1,고추,조미채소류,수확 및 출하관리,남부권역,611,1,Y,1.0,B
2022,20,1,2,꽈리고추,조미채소류,재배관리,중부권역,111,1,Y,0.0285714285714285,C
2023,10,1,2,꽈리고추,조미채소류,재배관리,중부권역,201,1,Y,0.0,C
2021,20,1,2,꽈리고추,조미채소류,재배관리,중부권역,301,1,Y,0.0285714285714285,C
2023,60,1,2,꽈리고추,조미채소류,재배관리,중부권역,1111,0,Y,0.1428571428571428,C
2023,30,2,2,꽈리고추,조미채소류,재배관리,중부권역,321,1,Y,0.0571428571428571,C
2022,30,2,2,꽈리고추,조미채소류,재배관리,중부권역,321,1,Y,0.0571428571428571,C
2024,30,2,2,꽈리고추,조미채소류,재배관리,중부권역,321,1,Y,0.0571428571428571,C
2023,100,1,2,방울토마토,과일과채류,재배관리,강원권역,201,1,Y,0.2571428571428571,C
2022,100,1,2,방울토마토,과일과채류,재배관리,강원권역,211,1,Y,0.2571428571428571,C
2023,100,1,2,방울토마토,과일과채류,재배관리,강원권역,1211,0,Y,0.2571428571428571,C
2024,270,2,0,방울토마토,과일과채류,재배관리,강원권역,201,1,Y,0.7428571428571429,C
2022,280,2,0,방울토마토,과일과채류,재배관리,강원권역,211,1,Y,0.7714285714285715,C
2023,270,2,2,방울토마토,과일과채류,재배관리,강원권역,211,1,Y,0.7428571428571429,C
2025,90,2,2,방울토마토,과일과채류,재배관리,강원권역,301,1,Y,0.2285714285714285,C
2022,70,2,0,방울토마토,과일과채류,재배관리,강원권역,311,1,Y,0.1714285714285714,C
2021,210,2,2,방울토마토,과일과채류,재배관리,강원권역,311,1,Y,0.5714285714285714,C
2022,190,2,2,방울토마토,과일과채류,재배관리,강원권역,321,1,Y,0.5142857142857142,C
2024,90,2,2,방울토마토,과일과채류,재배관리,강원권역,321,1,Y,0.2285714285714285,C
2025,170,2,2,방울토마토,과일과채류,재배관리,강원권역,411,1,Y,0.4571428571428571,C
2020,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2023,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2024,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2024,210,2,1,방울토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2022,30,2,2,방울토마토,과일과채류,재배관리,강원권역,921,1,Y,0.0571428571428571,C
2020,80,1,2,방울토마토,과일과채류,재배관리,강원권역,121,0,Y,0.1999999999999999,C
2023,90,1,2,방울토마토,과일과채류,재배관리,강원권역,121,0,Y,0.2285714285714285,C
2023,100,1,2,방울토마토,과일과채류,재배관리,강원권역,201,0,Y,0.2571428571428571,C
2020,40,3,2,배추,엽경채류,재배관리,전국,821,0,Y,0.0857142857142857,B
2021,40,3,2,배추,엽경채류,재배관리,전국,821,0,Y,0.0857142857142857,B
2020,60,3,1,배추,엽경채류,수확 및 출하관리,전국,1021,0,Y,0.1428571428571428,B
2023,30,3,2,배추,엽경채류,재배관리,전국,1101,0,Y,0.0571428571428571,B
2025,50,3,2,배추,엽경채류,재배관리,전국,1101,0,Y,0.1142857142857142,B
2024,70,4,1,배추,엽경채류,수확 및 출하관리,전국,1021,0,Y,0.1714285714285714,B
2025,60,4,1,배추,엽경채류,수확 및 출하관리,전국,1021,0,Y,0.1428571428571428,B
2024,60,4,1,배추,엽경채류,수확 및 출하관리,전국,1021,0,Y,0.1428571428571428,B
2020,60,4,1,배추,엽경채류,수확 및 출하관리,전국,1021,0,Y,0.1428571428571428,B
2021,70,4,1,배추,엽경채류,수확 및 출하관리,전국,1021,0,Y,0.1714285714285714,B
2023,70,4,1,배추,엽경채류,수확 및 출하관리,전국,1021,0,Y,0.1714285714285714,B
2024,30,5,2,배추,엽경채류,재배관리,전국,1121,0,Y,0.0571428571428571,B
2023,30,5,2,배추,엽경채류,재배관리,전국,1121,0,Y,0.0571428571428571,B
2020,30,5,2,배추,엽경채류,재배관리,전국,1121,0,Y,0.0571428571428571,B
2020,30,1,2,무,근채류,재배관리,전국,621,0,Y,0.0571428571428571,C
2025,30,1,2,무,근채류,재배관리,전국,701,0,Y,0.0571428571428571,C
2025,30,1,2,무,근채류,재배관리,전국,711,0,Y,0.0571428571428571,C
2024,30,1,2,무,근채류,재배관리,전국,711,0,Y,0.0571428571428571,C
2024,30,1,2,무,근채류,재배관리,전국,711,0,Y,0.0571428571428571,C
2022,30,1,2,무,근채류,재배관리,전국,711,0,Y,0.0571428571428571,C
2025,50,1,2,무,근채류,재배관리,전국,801,0,Y,0.1142857142857142,C
2024,50,2,2,무,근채류,재배관리,전국,811,0,Y,0.1142857142857142,C
2021,90,2,0,무,근채류,재배관리,전국,811,0,Y,0.2285714285714285,C
2020,60,2,2,무,근채류,재배관리,전국,811,0,Y,0.1428571428571428,C
2023,90,2,1,무,근채류,수확 및 출하관리,전국,901,0,Y,0.2285714285714285,C
2025,90,3,1,무,근채류,수확 및 출하관리,전국,901,0,Y,0.2285714285714285,B
2022,90,3,1,무,근채류,수확 및 출하관리,전국,901,0,Y,0.2285714285714285,B
2024,90,3,1,무,근채류,수확 및 출하관리,전국,901,0,Y,0.2285714285714285,B
2021,90,3,1,무,근채류,수확 및 출하관리,전국,901,0,Y,0.2285714285714285,B
2024,120,3,1,무,근채류,수확 및 출하관리,전국,901,0,Y,0.3142857142857143,B
2022,120,3,1,무,근채류,수확 및 출하관리,전국,901,0,Y,0.3142857142857143,B
2023,120,3,1,무,근채류,수확 및 출하관리,전국,901,0,Y,0.3142857142857143,B
2023,30,4,2,무,근채류,재배관리,전국,1101,0,Y,0.0571428571428571,B
2023,30,4,2,무,근채류,재배관리,전국,1101,0,Y,0.0571428571428571,B
2020,30,1,2,당근,근채류,재배관리,전국,601,0,Y,0.0571428571428571,C
2023,30,1,2,당근,근채류,재배관리,전국,611,0,Y,0.0571428571428571,C
2020,30,1,2,당근,근채류,재배관리,전국,621,0,Y,0.0571428571428571,C
2024,30,1,2,당근,근채류,재배관리,전국,621,0,Y,0.0571428571428571,C
2022,30,1,2,당근,근채류,재배관리,전국,621,0,Y,0.0571428571428571,C
2025,30,1,2,당근,근채류,재배관리,전국,621,0,Y,0.0571428571428571,C
2021,30,1,2,당근,근채류,재배관리,전국,711,0,Y,0.0571428571428571,C
2023,30,1,2,당근,근채류,재배관리,전국,711,0,Y,0.0571428571428571,C
2021,40,1,2,당근,근채류,재배관리,전국,801,0,Y,0.0857142857142857,C
2025,250,2,0,당근,근채류,재배관리,전국,721,1,Y,0.6857142857142857,C
2020,160,2,2,당근,근채류,재배관리,전국,721,0,Y,0.4285714285714285,C
2020,40,2,2,당근,근채류,재배관리,전국,811,0,Y,0.0857142857142857,C
2022,50,2,2,당근,근채류,재배관리,전국,821,0,Y,0.1142857142857142,C
2025,50,2,2,당근,근채류,재배관리,전국,821,0,Y,0.1142857142857142,C
2023,70,2,2,무,근채류,재배관리,전국,811,0,Y,0.1714285714285714,C
2021,150,2,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,C
2023,230,2,1,방울토마토,과일과채류,수확 및 출하관리,전남권역,101,1,Y,0.6285714285714286,C
2025,40,2,2,마늘,조미채소류,재배관리,서산권역,221,1,Y,0.0857142857142857,C
2025,30,2,2,마늘,조미채소류,재배관리,서산권역,511,1,Y,0.0571428571428571,C
2022,30,2,2,마늘,조미채소류,재배관리,서산권역,521,1,Y,0.0571428571428571,C
2024,20,2,2,마늘,조미채소류,재배관리,서산권역,601,1,Y,0.0285714285714285,C
2022,20,2,1,마늘,조미채소류,수확 및 출하관리,서산권역,611,1,Y,0.0285714285714285,C
2021,40,2,1,마늘,조미채소류,수확 및 출하관리,서산권역,611,1,Y,0.0857142857142857,C
2021,280,2,1,마늘,조미채소류,수확 및 출하관리,서산권역,621,1,Y,0.7714285714285715,C
2024,280,2,1,마늘,조미채소류,수확 및 출하관리,서산권역,621,1,Y,0.7714285714285715,C
2024,250,2,0,마늘,조미채소류,재배관리,서산권역,1001,0,Y,0.6857142857142857,C
2025,250,2,2,마늘,조미채소류,재배관리,서산권역,1001,0,Y,0.6857142857142857,C
2025,260,2,0,마늘,조미채소류,재배관리,서산권역,1011,0,Y,0.7142857142857143,C
2022,240,2,2,마늘,조미채소류,재배관리,서산권역,1011,0,Y,0.6571428571428571,C
2023,30,2,2,마늘,조미채소류,재배관리,서산권역,1111,0,Y,0.0571428571428571,C
2022,40,2,2,마늘,조미채소류,재배관리,서산권역,1111,0,Y,0.0857142857142857,C
2022,40,1,2,마늘,조미채소류,재배관리,의성권역,901,0,Y,0.0857142857142857,C
2025,20,1,2,마늘,조미채소류,재배관리,의성권역,1001,0,Y,0.0285714285714285,C
2022,20,1,2,마늘,조미채소류,재배관리,의성권역,1001,0,Y,0.0285714285714285,C
2023,20,1,2,마늘,조미채소류,재배관리,의성권역,1011,0,Y,0.0285714285714285,C
2024,30,2,2,마늘,조미채소류,재배관리,의성권역,211,1,Y,0.0571428571428571,C
2023,40,2,2,마늘,조미채소류,재배관리,의성권역,221,1,Y,0.0857142857142857,C
2025,30,2,2,마늘,조미채소류,재배관리,의성권역,511,1,Y,0.0571428571428571,C
2023,30,2,2,마늘,조미채소류,재배관리,의성권역,521,1,Y,0.0571428571428571,C
2020,20,2,2,마늘,조미채소류,재배관리,의성권역,601,1,Y,0.0285714285714285,C
2020,40,2,1,마늘,조미채소류,수확 및 출하관리,의성권역,611,1,Y,0.0857142857142857,C
2023,40,2,1,마늘,조미채소류,수확 및 출하관리,의성권역,611,1,Y,0.0857142857142857,C
2024,30,2,2,방울토마토,과일과채류,재배관리,전남권역,211,1,Y,0.0571428571428571,C
2022,30,2,2,방울토마토,과일과채류,재배관리,전남권역,701,1,Y,0.0571428571428571,C
2021,350,2,0,방울토마토,과일과채류,재배관리,전남권역,901,0,Y,0.9714285714285714,C
2025,290,2,2,방울토마토,과일과채류,재배관리,전남권역,1101,0,Y,0.8,C
2023,40,2,1,마늘,조미채소류,수확 및 출하관리,서산권역,611,1,Y,0.0857142857142857,C
2022,290,2,0,방울토마토,과일과채류,재배관리,전남권역,1101,0,Y,0.8,C
2021,60,2,1,사과,과실류,수확 및 출하관리,경북권역,901,1,Y,0.1428571428571428,C
2022,60,2,1,사과,과실류,수확 및 출하관리,경북권역,901,1,Y,0.1428571428571428,C
2022,30,2,2,사과,과실류,과원관리,경북권역,1101,1,Y,0.0571428571428571,C
2020,90,1,2,사과,과실류,과원관리,경북권역,101,1,Y,0.2285714285714285,C
2024,60,1,2,사과,과실류,과원관리,경북권역,101,1,Y,0.1428571428571428,C
2023,60,1,0,사과,과실류,과원관리,경북권역,301,1,Y,0.1428571428571428,C
2022,70,1,2,토마토,과일과채류,재배관리,경기권역,201,0,Y,0.1714285714285714,C
2024,70,1,0,토마토,과일과채류,재배관리,경기권역,201,0,Y,0.1714285714285714,C
2021,70,1,2,토마토,과일과채류,재배관리,경기권역,211,0,Y,0.1714285714285714,C
2021,70,1,0,토마토,과일과채류,재배관리,경기권역,211,0,Y,0.1714285714285714,C
2024,50,1,2,토마토,과일과채류,재배관리,경기권역,221,0,Y,0.1142857142857142,C
2024,70,1,2,토마토,과일과채류,재배관리,경기권역,311,0,Y,0.1714285714285714,C
2025,180,2,0,토마토,과일과채류,재배관리,경기권역,201,0,Y,0.4857142857142856,C
2024,140,2,2,토마토,과일과채류,재배관리,경기권역,311,0,Y,0.3714285714285714,C
2025,140,2,0,토마토,과일과채류,재배관리,경기권역,311,0,Y,0.3714285714285714,C
2020,70,2,0,토마토,과일과채류,재배관리,경기권역,311,0,Y,0.1714285714285714,C
2022,70,2,2,토마토,과일과채류,재배관리,경기권역,321,0,Y,0.1714285714285714,C
2024,70,2,2,토마토,과일과채류,재배관리,경기권역,321,0,Y,0.1714285714285714,C
2020,100,2,2,토마토,과일과채류,재배관리,경기권역,411,0,Y,0.2571428571428571,C
2022,70,2,2,토마토,과일과채류,재배관리,경기권역,421,0,Y,0.1714285714285714,C
2020,50,2,2,토마토,과일과채류,재배관리,경기권역,511,0,Y,0.1142857142857142,C
2023,80,2,1,토마토,과일과채류,수확 및 출하관리,경기권역,511,0,Y,0.1999999999999999,C
2024,80,2,1,토마토,과일과채류,수확 및 출하관리,경기권역,511,0,Y,0.1999999999999999,C
2021,80,2,1,토마토,과일과채류,수확 및 출하관리,경기권역,511,0,Y,0.1999999999999999,C
2022,80,2,1,토마토,과일과채류,수확 및 출하관리,경기권역,511,0,Y,0.1999999999999999,C
2023,30,2,2,토마토,과일과채류,재배관리,경기권역,611,0,Y,0.0571428571428571,C
2022,50,1,2,토마토,과일과채류,재배관리,경기권역,201,0,Y,0.1142857142857142,C
