기준년도,시군명,지역명,학교명,설립구분명,1학년전입학생수(명),1학년전출학생수(명),1학년전체학생수(명),2학년전입학생수(명),2학년전출학생수(명),2학년전체학생수(명),3학년전입학생수(명),3학년전출학생수(명),3학년전체학생수(명),4학년전입학생수(명),4학년전출학생수(명),4학년전체학생수(명),5학년전입학생수(명),5학년전출학생수(명),5학년전체학생수(명),6학년전입학생수(명),6학년전출학생수(명),6학년전체학생수(명),전입학생수합계(명),전출학생수합계(명),전체학생수합계(명)
2020,양평군,경기도 양평군,청운중학교,공립,1,1,7,0,0,9,4,1,17,5,2,33,,,,,,,,,
2020,양평군,경기도 양평군,다문초등학교,공립,0,0,106,0,0,111,0,0,93,0,0,87,0,0,81,0,0,80,0,0,558
2020,양평군,경기도 양평군,개군중학교,사립,11,6,41,2,2,42,2,6,35,15,14,118,,,,,,,,,
2020,양평군,경기도 양평군,국수중학교,공립,0,0,22,1,1,18,0,0,29,1,1,69,,,,,,,,,
2020,양평군,경기도 양평군,양수중학교,공립,10,0,58,9,2,44,4,2,54,23,4,156,,,,,,,,,
2020,양평군,경기도 양평군,단월중학교,사립,16,16,43,11,6,32,1,11,39,28,33,114,,,,,,,,,
2020,양평군,경기도 양평군,서종중학교,사립,0,3,83,3,0,78,0,0,86,3,3,247,,,,,,,,,
2020,양평군,경기도 양평군,양동중학교,사립,1,0,12,0,1,14,10,1,14,11,2,40,,,,,,,,,
2020,양평군,경기도 양평군,양일중학교,사립,0,2,229,3,1,233,3,2,223,6,5,685,,,,,,,,,
2020,양평군,경기도 양평군,양평중학교,공립,5,9,214,11,7,195,6,5,213,22,21,622,,,,,,,,,
2020,양평군,경기도 양평군,용문중학교,사립,5,13,131,5,4,134,3,5,131,13,22,396,,,,,,,,,
2020,양평군,경기도 양평군,지평중학교,공립,3,1,52,1,0,33,1,1,40,5,2,125,,,,,,,,,
2020,양평군,경기도 양평군,정배초등학교,공립,0,0,8,1,4,12,1,1,9,1,1,8,1,2,20,0,0,17,4,8,74
2020,양평군,경기도 양평군,양동고등학교,사립,8,5,71,4,5,61,4,1,73,16,11,205,,,,,,,,,
2020,양평군,경기도 양평군,양서고등학교,사립,13,9,230,6,8,214,1,0,234,20,17,678,,,,,,,,,
2020,양평군,경기도 양평군,양일고등학교,사립,5,5,228,3,2,209,0,1,248,8,8,685,,,,,,,,,
2020,양평군,경기도 양평군,양평전자과학고등학교,공립,4,4,68,1,3,70,0,1,107,5,8,245,,,,,,,,,
2020,양평군,경기도 양평군,양평고등학교,공립,2,6,190,1,1,186,0,1,199,3,8,575,,,,,,,,,
2020,양평군,경기도 양평군,용문고등학교,사립,1,3,138,4,4,132,2,0,162,7,7,432,,,,,,,,,
2020,양평군,경기도 양평군,청운고등학교,공립,5,7,16,11,7,23,0,0,30,16,14,69,,,,,,,,,
2020,양평군,경기도 양평군,지평고등학교,공립,3,4,29,2,2,26,0,0,29,5,6,84,,,,,,,,,
2020,양평군,경기도 양평군,대아초등학교,공립,1,1,19,0,2,24,0,1,20,2,2,32,1,2,21,0,1,20,4,9,136
2020,양평군,경기도 양평군,서종초등학교,공립,4,5,50,11,3,58,9,3,63,4,0,49,11,4,49,1,2,57,40,17,326
2020,양평군,경기도 양평군,세월초등학교,공립,0,1,11,3,3,15,1,1,16,0,2,11,0,1,12,0,0,12,4,8,77
2020,양평군,경기도 양평군,수입초등학교,공립,1,0,14,2,1,14,0,1,11,0,0,14,1,4,15,0,0,17,4,6,85
2020,양평군,경기도 양평군,양동초등학교,공립,0,0,15,2,2,14,0,0,16,2,0,6,3,4,19,3,3,14,10,9,84
2020,양평군,경기도 양평군,양동초등학교고송분교장,공립,0,0,1,1,0,3,0,0,1,0,0,5,0,0,0,0,0,7,1,0,17
2020,양평군,경기도 양평군,양서초등학교,공립,0,1,11,1,2,10,1,3,16,4,0,13,1,2,6,0,0,9,7,8,65
2020,양평군,경기도 양평군,양수초등학교,공립,4,1,40,2,2,44,8,3,42,5,4,34,3,4,51,1,3,50,23,17,261
2020,양평군,경기도 양평군,양평단월초등학교,공립,0,0,13,3,1,8,0,1,15,1,1,20,2,2,16,3,0,11,9,5,83
2020,양평군,경기도 양평군,양평동초등학교,공립,7,5,98,4,10,99,4,7,87,4,4,89,2,12,89,5,9,74,26,47,536
2020,양평군,경기도 양평군,양평초등학교,공립,2,2,159,10,8,163,10,5,201,13,9,205,22,11,205,9,5,243,66,40,1176
2020,양평군,경기도 양평군,옥천초등학교,공립,2,3,68,8,2,59,5,1,71,3,4,58,1,4,59,3,4,65,22,18,380
2020,양평군,경기도 양평군,용문초등학교,공립,0,0,15,1,1,13,0,4,8,1,1,9,1,0,15,0,1,12,3,7,72
2020,양평군,경기도 양평군,원덕초등학교,공립,1,1,8,0,0,15,0,0,8,0,0,10,0,1,13,1,0,21,2,2,75
2020,양평군,경기도 양평군,조현초등학교,공립,2,3,38,4,6,45,5,2,50,2,1,38,2,4,59,0,5,62,15,21,292
2020,양평군,경기도 양평군,지평초등학교,공립,1,2,21,0,1,21,2,1,19,0,4,26,0,6,26,0,3,26,3,17,139
2020,양평군,경기도 양평군,청운초등학교,공립,0,0,17,1,0,17,1,1,7,0,1,8,1,1,9,0,3,6,3,6,64
2020,양평군,경기도 양평군,강상초등학교,공립,3,5,87,6,1,83,7,4,78,3,5,75,3,3,66,4,3,74,26,21,463
2020,양평군,경기도 양평군,강하초등학교,공립,2,3,19,2,1,21,2,2,12,0,0,13,2,0,22,0,2,15,8,8,102
2020,양평군,경기도 양평군,개군초등학교,공립,0,1,15,1,2,24,0,2,23,0,0,22,1,1,30,0,0,19,2,6,133
2020,양평군,경기도 양평군,곡수초등학교,공립,0,1,7,0,1,8,2,1,5,1,1,12,0,1,11,1,0,10,4,5,53
2020,양평군,경기도 양평군,강하중학교,공립,1,0,19,2,2,12,0,0,23,3,2,54,,,,,,,,,
2020,여주시,경기도 여주시,강천중학교,공립,1,1,24,2,0,26,0,0,25,3,1,75,,,,,,,,,
2020,여주시,경기도 여주시,흥천초등학교,공립,0,2,9,0,5,17,0,4,11,0,1,16,0,2,7,0,3,13,0,17,73
2020,여주시,경기도 여주시,상품중학교,공립,1,0,29,0,2,11,1,0,21,2,2,61,,,,,,,,,
2020,여주시,경기도 여주시,세정중학교,사립,9,2,20,5,3,13,3,3,18,17,8,51,,,,,,,,,
2020,여주시,경기도 여주시,여강중학교,사립,8,11,38,3,1,41,1,3,45,12,15,124,,,,,,,,,
2020,여주시,경기도 여주시,여주제일중학교,사립,4,4,119,2,8,119,4,1,125,10,13,363,,,,,,,,,
2020,여주시,경기도 여주시,여주여자중학교,공립,6,3,176,3,3,191,2,2,196,11,8,563,,,,,,,,,
2020,여주시,경기도 여주시,여주중학교,공립,3,7,137,1,3,145,0,1,157,4,11,439,,,,,,,,,
2020,여주시,경기도 여주시,이포중학교,공립,0,0,14,0,2,10,2,0,7,2,2,31,,,,,,,,,
2020,여주시,경기도 여주시,점동중학교,공립,0,1,23,0,0,29,0,2,24,0,3,76,,,,,,,,,
2020,여주시,경기도 여주시,창명여자중학교,사립,0,0,19,1,0,10,0,0,21,1,0,50,,,,,,,,,
2020,여주시,경기도 여주시,흥천중학교,공립,1,0,12,2,1,8,1,0,11,4,1,31,,,,,,,,,
2020,여주시,경기도 여주시,이포고등학교,공립,9,6,34,4,2,35,0,0,57,13,8,126,,,,,,,,,
2020,여주시,경기도 여주시,점동고등학교,공립,3,1,53,1,1,59,0,0,60,4,2,172,,,,,,,,,
2020,여주시,경기도 여주시,여강고등학교,사립,4,0,84,1,1,82,1,0,92,6,1,258,,,,,,,,,
2020,여주시,경기도 여주시,여주고등학교,사립,3,2,167,0,0,159,0,0,161,3,2,487,,,,,,,,,
2020,여주시,경기도 여주시,세종고등학교,공립,3,0,184,1,3,179,0,0,177,4,3,540,,,,,,,,,
2020,여주시,경기도 여주시,여주자영농업고등학교,공립,1,6,143,0,2,154,0,0,146,1,8,443,,,,,,,,,
2020,여주시,경기도 여주시,여주제일고등학교,사립,2,3,138,2,1,163,0,0,176,4,4,477,,,,,,,,,
2020,여주시,경기도 여주시,경기관광고등학교,사립,2,5,103,2,3,103,0,0,91,4,8,297,,,,,,,,,
2020,여주시,경기도 여주시,세종초등학교,공립,2,4,114,3,5,172,4,10,124,4,6,153,5,6,162,1,3,168,19,34,893
2020,여주시,경기도 여주시,세종중학교,공립,4,3,240,5,7,243,3,1,259,12,11,742,,,,,,,,,
2020,여주시,경기도 여주시,가남초등학교,공립,1,8,107,4,15,107,4,10,105,6,13,112,4,7,92,1,3,115,20,56,638
2020,여주시,경기도 여주시,강천초등학교,공립,0,0,18,2,2,5,5,0,17,0,1,18,0,0,13,1,1,22,8,4,93
2020,여주시,경기도 여주시,금당초등학교,공립,0,0,6,0,1,3,0,3,10,0,2,3,1,0,3,0,0,11,1,6,36
2020,여주시,경기도 여주시,능북초등학교,공립,2,0,3,1,1,7,2,0,5,0,0,6,1,3,7,0,0,5,6,4,33
2020,여주시,경기도 여주시,능서초등학교,공립,0,1,14,2,0,12,0,0,15,0,0,12,0,2,11,1,0,18,3,3,82
2020,여주시,경기도 여주시,대신초등학교,공립,1,0,11,3,1,21,0,2,22,0,3,21,2,1,15,0,0,12,6,7,102
2020,여주시,경기도 여주시,매류초등학교,공립,0,0,8,0,1,10,0,1,14,0,0,9,0,0,10,0,0,14,0,2,65
2020,여주시,경기도 여주시,문장초등학교,공립,0,0,6,0,0,11,1,0,6,1,0,9,0,0,10,0,0,7,2,0,49
2020,여주시,경기도 여주시,북내초등학교,공립,2,0,22,4,2,22,5,3,17,0,3,21,4,0,21,0,0,17,15,8,120
2020,여주시,경기도 여주시,북내초등학교도전분교장,공립,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,7
2020,여주시,경기도 여주시,북내초등학교운암분교장,공립,0,0,0,0,0,3,0,1,5,0,0,2,0,0,1,0,0,2,0,1,13
2020,여주시,경기도 여주시,상품초등학교,공립,0,1,20,1,0,14,2,0,15,0,1,11,1,0,10,2,0,14,6,2,84
2020,여주시,경기도 여주시,송삼초등학교,공립,0,1,7,0,0,5,0,1,4,2,2,7,1,0,7,0,0,4,3,4,34
2020,여주시,경기도 여주시,송촌초등학교,공립,0,0,11,3,0,9,4,1,8,0,1,8,4,0,7,2,2,5,13,4,48
2020,여주시,경기도 여주시,여주초등학교,공립,3,5,59,7,1,49,4,7,62,0,1,46,3,3,60,1,2,86,18,19,362
2020,여주시,경기도 여주시,여흥초등학교,공립,1,2,149,4,12,174,5,9,184,1,8,157,4,6,169,3,4,165,18,41,998
2020,여주시,경기도 여주시,연라초등학교,공립,1,1,24,2,1,24,1,3,22,1,1,21,0,1,17,0,0,15,5,7,123
2020,여주시,경기도 여주시,오산초등학교,공립,2,1,15,3,0,8,2,1,11,1,0,10,0,0,6,0,0,16,8,2,66
2020,여주시,경기도 여주시,대신고등학교,사립,3,2,85,0,1,86,0,0,92,3,3,263,,,,,,,,,
2020,여주시,경기도 여주시,오학초등학교,공립,6,2,152,14,11,167,7,6,118,8,4,147,5,6,113,1,7,119,41,36,816
2020,여주시,경기도 여주시,이포초등학교,공립,0,0,8,0,1,8,1,0,10,0,0,8,0,0,8,0,1,7,1,2,49
2020,여주시,경기도 여주시,이포초등학교하호분교장,공립,0,0,6,0,0,6,1,1,6,2,0,4,1,0,6,1,0,8,5,1,36
2020,여주시,경기도 여주시,점동초등학교,공립,0,2,14,4,1,10,3,0,17,3,1,33,2,4,24,0,2,38,12,10,136
2020,여주시,경기도 여주시,점봉초등학교,공립,5,6,68,1,2,54,0,4,65,0,1,49,1,5,60,1,2,80,8,20,376
2020,여주시,경기도 여주시,천남초등학교,공립,0,0,16,1,0,21,0,0,15,3,2,18,1,0,11,0,0,15,5,2,96
2020,여주시,경기도 여주시,대신중학교,사립,0,0,25,0,1,21,1,0,17,1,1,63,,,,,,,,,
2020,연천군,경기도 연천군,연천초등학교,공립,3,0,39,6,6,28,3,7,32,2,2,30,2,8,21,0,1,26,16,24,176
2020,연천군,경기도 연천군,은대초등학교,공립,0,0,18,3,5,21,1,3,16,0,6,7,5,8,19,2,1,18,11,23,99
2020,연천군,경기도 연천군,전곡초등학교,공립,8,8,141,3,8,155,8,16,151,17,6,142,8,12,132,5,14,153,49,64,874
2020,연천군,경기도 연천군,초성초등학교,공립,0,0,8,0,1,9,1,4,19,0,1,2,0,1,12,0,0,8,1,7,58
2020,연천군,경기도 연천군,화진초등학교,공립,0,0,15,1,1,19,0,5,27,3,3,18,1,3,29,0,2,16,5,14,124
2020,연천군,경기도 연천군,군남중학교,공립,0,0,11,3,0,14,1,0,15,4,0,40,,,,,,,,,
2020,연천군,경기도 연천군,전곡고등학교,공립,3,5,205,2,7,246,0,3,266,5,15,717,,,,,,,,,
2020,연천군,경기도 연천군,대광중학교,공립,0,0,7,0,0,6,0,1,8,0,1,21,,,,,,,,,
2020,연천군,경기도 연천군,백학중학교,공립,1,0,11,0,0,15,1,0,9,2,0,35,,,,,,,,,
2020,연천군,경기도 연천군,연천중학교,공립,0,3,38,1,1,38,1,2,26,2,6,102,,,,,,,,,
2020,연천군,경기도 연천군,전곡중학교,공립,5,7,171,4,12,192,2,4,205,11,23,568,,,,,,,,,
2020,연천군,경기도 연천군,청산중학교,공립,1,0,15,0,1,24,0,0,27,1,1,66,,,,,,,,,
2020,연천군,경기도 연천군,연천고등학교,공립,2,4,47,1,2,57,0,0,76,3,6,180,,,,,,,,,
2020,연천군,경기도 연천군,군남초등학교,공립,0,0,10,1,0,4,0,0,9,1,0,6,1,0,14,1,0,9,4,0,52
2020,연천군,경기도 연천군,궁평초등학교,공립,1,2,9,1,0,9,1,0,14,0,2,9,1,3,12,0,0,12,4,7,65
2020,연천군,경기도 연천군,대광초등학교,공립,1,0,5,0,0,5,0,0,9,1,0,10,0,0,10,0,0,15,2,0,54
2020,연천군,경기도 연천군,백의초등학교,공립,0,0,6,1,1,6,0,1,6,1,1,13,0,4,10,0,2,11,2,9,52
2020,연천군,경기도 연천군,백학초등학교,공립,0,2,7,0,0,10,1,1,11,1,2,5,1,0,14,0,0,8,3,5,55
2020,연천군,경기도 연천군,상리초등학교,공립,1,5,15,0,1,7,0,0,4,0,2,8,0,1,5,0,0,5,1,9,44
2020,연천군,경기도 연천군,연천노곡초등학교,공립,0,0,5,1,0,4,1,0,7,0,0,6,0,0,8,1,0,7,3,0,37
2020,연천군,경기도 연천군,연천왕산초등학교,공립,0,2,8,1,1,9,2,1,6,0,1,8,1,1,5,1,0,13,5,6,49
2020,오산시,경기도 오산시,세마초등학교,공립,3,6,102,89,4,80,76,4,76,61,2,59,51,3,47,40,2,40,320,21,404
2020,오산시,경기도 오산시,성호고등학교,공립,5,8,302,8,3,281,0,0,300,13,11,883,,,,,,,,,
2020,오산시,경기도 오산시,오산고등학교,사립,9,9,297,6,5,275,0,0,319,15,14,891,,,,,,,,,
2020,오산시,경기도 오산시,오산정보고등학교,공립,6,7,247,2,6,220,1,1,258,9,14,725,,,,,,,,,
2020,오산시,경기도 오산시,운천고등학교,공립,4,4,299,6,0,284,1,2,335,11,6,918,,,,,,,,,
2020,오산시,경기도 오산시,성호중학교,공립,3,6,165,7,6,187,3,4,227,13,16,579,,,,,,,,,
2020,오산시,경기도 오산시,매홀중학교,공립,17,7,152,6,1,132,10,4,136,33,12,420,,,,,,,,,
2020,오산시,경기도 오산시,오산중학교,사립,5,8,239,2,10,242,14,3,229,21,21,710,,,,,,,,,
2020,오산시,경기도 오산시,운암중학교,공립,10,7,225,5,6,212,0,5,165,15,18,602,,,,,,,,,
2020,오산시,경기도 오산시,운천중학교,공립,8,8,378,20,15,326,7,4,368,35,27,1072,,,,,,,,,
2020,오산시,경기도 오산시,오산원일초등학교,공립,5,6,173,3,13,169,8,20,180,4,9,164,4,17,186,3,13,178,27,78,1050
2020,오산시,경기도 오산시,오산원일중학교,공립,4,12,388,7,14,348,4,9,342,15,35,1078,,,,,,,,,
2020,오산시,경기도 오산시,세마고등학교,공립,2,1,291,1,2,281,0,0,296,3,3,868,,,,,,,,,
2020,오산시,경기도 오산시,세마중학교,공립,6,12,323,14,12,278,4,9,284,24,33,885,,,,,,,,,
2020,오산시,경기도 오산시,문시중학교,공립,12,22,406,5,11,307,1,7,345,18,40,1058,,,,,,,,,
2020,오산시,경기도 오산시,가수초등학교,공립,3,6,86,5,30,120,1,22,92,1,15,108,1,13,92,0,21,101,11,107,599
2020,오산시,경기도 오산시,수청초등학교,공립,2,3,85,7,9,91,2,9,115,3,7,86,5,6,96,2,5,98,21,39,571
2020,오산시,경기도 오산시,대호초등학교,공립,6,20,109,3,39,104,5,38,110,5,36,98,4,34,100,3,18,109,26,185,630
2020,오산시,경기도 오산시,대호중학교,공립,3,1,122,2,5,149,1,3,178,6,9,449,,,,,,,,,
2020,오산시,경기도 오산시,운암고등학교,공립,5,1,238,1,3,236,1,0,231,7,4,705,,,,,,,,,
2020,오산시,경기도 오산시,문시초등학교,공립,4,11,161,13,10,161,11,21,162,14,5,131,7,15,155,8,12,157,57,74,927
2020,오산시,경기도 오산시,양산초등학교,공립,5,7,157,3,11,144,7,21,164,4,13,131,4,20,127,3,19,134,26,91,857
2020,오산시,경기도 오산시,오산고현초등학교,공립,12,12,265,8,28,244,12,26,232,7,25,211,4,28,259,2,23,212,45,142,1423
2020,오산시,경기도 오산시,오산원당초등학교,공립,11,2,50,15,2,33,10,4,40,11,2,44,8,4,39,5,1,33,60,15,239
2020,오산시,경기도 오산시,세미초등학교,공립,0,0,309,1,9,249,0,13,200,0,5,152,0,13,153,3,25,131,4,65,1194
2020,오산시,경기도 오산시,필봉초등학교,공립,8,4,154,10,27,167,11,11,174,8,17,135,8,9,159,6,12,144,51,80,933
2020,오산시,경기도 오산시,금암초등학교,공립,1,16,153,8,23,135,2,25,149,4,32,136,1,16,127,1,7,126,17,119,826
2020,오산시,경기도 오산시,매홀고등학교,공립,5,1,285,3,4,254,0,1,209,8,6,748,,,,,,,,,
2020,오산시,경기도 오산시,세교고등학교,공립,9,0,311,0,2,285,0,0,351,9,2,947,,,,,,,,,
2020,오산시,경기도 오산시,오산대원초등학교,공립,6,16,114,4,7,101,5,11,129,9,8,122,4,9,112,3,7,147,31,58,725
2020,오산시,경기도 오산시,광성초등학교,공립,2,6,138,3,20,153,5,17,124,5,15,148,9,10,123,5,7,128,29,75,814
2020,오산시,경기도 오산시,매홀초등학교,공립,2,4,36,2,12,50,2,4,46,2,7,48,0,5,48,0,7,58,8,39,286
2020,오산시,경기도 오산시,삼미초등학교,공립,62,0,0,52,0,0,46,0,0,35,0,0,33,0,0,12,0,0,240,0,0
2020,오산시,경기도 오산시,성산초등학교,공립,0,0,28,0,0,30,0,0,23,0,0,28,0,0,17,0,3,24,0,3,150
2020,오산시,경기도 오산시,성호초등학교,공립,4,5,46,1,6,42,2,1,30,1,7,52,1,2,44,1,0,34,10,21,248
2020,오산시,경기도 오산시,오산초등학교,공립,3,6,108,8,10,120,3,12,108,2,9,128,1,11,123,1,9,135,18,57,722
2020,오산시,경기도 오산시,운산초등학교,공립,5,5,137,11,7,156,5,9,140,6,9,145,5,12,149,0,5,163,32,47,890
2020,오산시,경기도 오산시,운암초등학교,공립,6,5,71,2,9,71,6,11,51,1,4,53,9,5,61,5,8,71,29,42,378
2020,오산시,경기도 오산시,운천초등학교,공립,9,11,141,18,11,141,7,17,152,9,20,152,12,12,189,6,7,155,61,78,930
2020,오산시,경기도 오산시,원동초등학교,공립,0,0,165,6,7,123,4,14,134,11,10,139,2,4,143,0,0,123,23,35,827
2020,오산시,경기도 오산시,화성초등학교,공립,1,4,80,6,10,81,1,2,74,4,7,63,2,2,62,3,7,93,17,32,453
2020,오산시,경기도 오산시,다온초등학교,공립,29,2,111,29,3,105,16,2,65,27,10,97,19,7,62,7,4,55,127,28,495
2020,용인시,경기도 용인시 처인구,남곡초등학교남곡분교장,공립,0,0,0,0,0,11,0,0,6,0,1,11,0,0,11,0,0,8,0,1,47
2020,용인시,경기도 용인시 기흥구,샘말초등학교,공립,10,15,225,21,29,197,17,14,166,14,16,144,16,9,129,3,7,189,81,90,1050
2020,용인시,경기도 용인시 수지구,용인신봉초등학교,공립,7,12,158,14,11,179,14,13,169,14,6,154,12,5,166,12,7,153,73,54,979
2020,용인시,경기도 용인시 처인구,두창초등학교,공립,2,1,7,1,3,14,2,3,19,2,2,15,0,0,21,0,1,20,7,10,96
2020,용인시,경기도 용인시 수지구,매봉초등학교,공립,2,5,70,6,3,51,5,3,56,3,1,52,1,0,52,2,5,49,19,17,330
2020,용인시,경기도 용인시 수지구,수지고등학교,공립,13,7,428,2,1,394,1,0,452,16,8,1274,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,신갈고등학교,사립,8,24,301,4,21,270,1,1,292,13,46,863,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,구갈중학교,공립,6,7,196,1,5,202,2,6,183,9,18,581,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,구성중학교,공립,6,12,339,4,15,341,4,9,364,14,36,1044,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,나곡중학교,공립,13,8,194,6,3,172,8,6,173,27,17,539,,,,,,,,,
2020,용인시,경기도 용인시 처인구,남사중학교,사립,1,0,22,1,2,43,2,3,36,4,5,101,,,,,,,,,
2020,용인시,경기도 용인시 수지구,대지중학교,공립,6,7,120,7,1,134,0,1,124,13,9,378,,,,,,,,,
2020,용인시,경기도 용인시 처인구,모현중학교,공립,4,15,158,3,7,128,1,1,175,8,23,461,,,,,,,,,
2020,용인시,경기도 용인시 수지구,문정중학교,사립,17,7,163,15,4,156,7,7,168,39,18,487,,,,,,,,,
2020,용인시,경기도 용인시 처인구,백암중학교,공립,3,0,38,0,3,31,1,1,42,4,4,111,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,상갈중학교,공립,5,7,170,2,2,146,5,4,156,12,13,472,,,,,,,,,
2020,용인시,경기도 용인시 수지구,상현중학교,공립,8,6,229,5,4,203,5,8,246,18,18,678,,,,,,,,,
2020,용인시,경기도 용인시 수지구,서원중학교,공립,15,12,347,10,7,321,3,5,358,28,24,1026,,,,,,,,,
2020,용인시,경기도 용인시 수지구,성복중학교,공립,3,3,298,9,9,262,3,4,291,15,16,851,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,소현중학교,공립,6,2,165,2,1,165,2,0,130,10,3,460,,,,,,,,,
2020,용인시,경기도 용인시 처인구,송전중학교,공립,3,3,61,2,5,39,1,2,37,6,10,137,,,,,,,,,
2020,용인시,경기도 용인시 수지구,수지중학교,공립,8,4,334,1,2,338,6,10,325,15,16,997,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,신갈중학교,공립,7,6,107,4,3,78,6,3,117,17,12,302,,,,,,,,,
2020,용인시,경기도 용인시 처인구,영문중학교,공립,9,14,290,11,10,306,2,2,305,22,26,901,,,,,,,,,
2020,용인시,경기도 용인시 처인구,용동중학교,사립,7,8,180,4,8,177,5,10,201,16,26,558,,,,,,,,,
2020,용인시,경기도 용인시 처인구,용인고등학교,공립,16,6,380,10,4,378,0,0,402,26,10,1160,,,,,,,,,
2020,용인시,경기도 용인시 처인구,용인바이오고등학교,공립,1,1,50,0,0,40,0,0,75,1,1,165,,,,,,,,,
2020,용인시,경기도 용인시 처인구,덕영고등학교,사립,31,6,242,15,5,221,2,1,252,48,12,715,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,용인한얼초등학교,공립,3,7,282,13,7,160,12,3,125,6,1,106,4,5,95,2,4,59,40,27,827
2020,용인시,경기도 용인시 수지구,손곡초등학교,공립,14,12,157,7,8,144,11,14,163,7,14,194,6,5,189,2,11,192,47,64,1039
2020,용인시,경기도 용인시 기흥구,갈곡초등학교,공립,1,7,120,9,5,122,6,13,141,5,8,108,4,8,157,2,7,173,27,48,821
2020,용인시,경기도 용인시 기흥구,성지초등학교,공립,0,1,12,1,0,17,0,1,20,0,1,13,1,3,22,2,0,21,4,6,105
2020,용인시,경기도 용인시 처인구,삼가초등학교,공립,6,6,131,11,11,129,16,4,123,7,6,108,9,17,134,13,5,111,62,49,736
2020,용인시,경기도 용인시 처인구,용인성산초등학교,공립,20,8,125,16,7,107,14,9,107,17,7,101,16,7,125,16,3,131,99,41,696
2020,용인시,경기도 용인시 수지구,용인신촌초등학교,공립,5,7,181,1,15,202,7,3,167,2,9,176,4,14,186,4,9,173,23,57,1085
2020,용인시,경기도 용인시 처인구,헌산중학교,사립,7,2,20,5,2,23,2,4,29,14,8,72,,,,,,,,,
2020,용인시,경기도 용인시 수지구,현암중학교,공립,7,8,204,0,3,172,1,1,184,8,12,560,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,용인신릉중학교,공립,4,8,227,6,8,197,5,6,219,15,22,643,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,용인신촌중학교,공립,11,14,326,5,13,325,6,8,327,22,35,978,,,,,,,,,
2020,용인시,경기도 용인시 수지구,용인대덕중학교,공립,3,5,224,5,6,197,0,5,226,8,16,647,,,,,,,,,
2020,용인시,경기도 용인시 수지구,손곡중학교,공립,5,2,199,7,7,200,2,1,180,14,10,579,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,성지중학교,공립,10,5,216,10,14,198,9,3,208,29,22,622,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,언동중학교,공립,4,7,169,4,3,148,1,5,146,9,15,463,,,,,,,,,
2020,용인시,경기도 용인시 처인구,용신중학교,공립,10,12,302,5,6,303,0,5,308,15,23,913,,,,,,,,,
2020,용인시,경기도 용인시 수지구,서원고등학교,공립,9,18,379,3,1,332,1,0,374,13,19,1085,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,구성고등학교,공립,5,21,284,4,3,271,0,0,300,9,24,855,,,,,,,,,
2020,용인시,경기도 용인시 수지구,풍덕고등학교,공립,3,3,465,4,1,422,0,3,476,7,7,1363,,,,,,,,,
2020,용인시,경기도 용인시 처인구,태성고등학교,사립,16,8,249,7,4,247,1,0,252,24,12,748,,,,,,,,,
2020,용인시,경기도 용인시 수지구,죽전고등학교,공립,12,8,376,5,2,350,1,2,384,18,12,1110,,,,,,,,,
2020,용인시,경기도 용인시 처인구,용인중학교,공립,15,17,284,13,11,240,6,5,250,34,33,774,,,,,,,,,
2020,용인시,경기도 용인시 처인구,원삼중학교,공립,3,6,43,1,8,45,3,6,22,7,20,110,,,,,,,,,
2020,용인시,경기도 용인시 수지구,이현중학교,공립,9,5,347,11,7,350,3,2,345,23,14,1042,,,,,,,,,
2020,용인시,경기도 용인시 수지구,정평중학교,공립,8,6,366,2,2,339,0,7,365,10,15,1070,,,,,,,,,
2020,용인시,경기도 용인시 수지구,죽전중학교,공립,6,15,215,8,6,222,2,5,224,16,26,661,,,,,,,,,
2020,용인시,경기도 용인시 처인구,태성중학교,사립,48,14,95,16,15,95,21,24,95,85,53,285,,,,,,,,,
2020,용인시,경기도 용인시 처인구,포곡중학교,공립,6,2,215,8,5,205,5,2,173,19,9,593,,,,,,,,,
2020,용인시,경기도 용인시 수지구,홍천중학교,공립,5,4,267,5,5,266,2,1,264,12,10,797,,,,,,,,,
2020,용인시,경기도 용인시 기흥구,용인한일초등학교,공립,7,5,74,3,14,119,3,19,80,1,11,100,1,13,83,3,9,101,18,71,557
2020,용인시,경기도 용인시 기흥구,나산초등학교,공립,8,8,187,9,17,185,9,14,208,9,11,187,6,17,217,9,5,205,50,72,1189
2020,용인시,경기도 용인시 처인구,용천중학교,공립,3,8,116,2,4,109,2,6,161,7,18,386,,,,,,,,,
2020,용인시,경기도 용인시 처인구,고림중학교,공립,11,8,287,4,4,280,5,4,293,20,16,860,,,,,,,,,
