회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
530,1292000,1092000,,주류,본  점,2,2.5,0.8,58,1
531,8200000,4752000,4950000.0,기타,울산점,3,2.666666667,0.875,32,1
533,2360000,2265600,,셔츠,잠실점,1,2.0,1.0,0,1
534,91910700,76751000,,생활잡화,청량리점,6,2.666666667,0.375,46,0
536,588411060,63600000,27640000.0,골프,잠실점,34,2.088235294,0.816901408,9,0
537,1357000,1357000,,주방가전,잠실점,1,1.0,0.0,0,1
538,71145140,31200000,,농산물,노원점,30,4.633333333,0.115107914,9,1
539,900000,900000,,액세서리,본  점,1,1.0,1.0,0,1
540,10710100,5377500,,기타,부평점,17,2.823529412,0.291666667,18,0
541,197608560,56640000,2299500.0,기타,본  점,40,2.55,0.176470588,8,0
542,1550000,1550000,,명품,본  점,1,1.0,0.0,0,1
543,27186580,16000000,,남성 캐주얼,본  점,6,2.0,0.083333333,56,1
544,10579500,4504500,,건강식품,잠실점,3,1.0,0.666666667,111,0
545,409583540,14088000,,기타,노원점,121,7.173553719,0.149769585,2,1
546,770000,770000,,주방가전,분당점,1,1.0,1.0,0,1
547,380000,380000,,주방용품,잠실점,1,1.0,1.0,0,1
548,199823830,20280000,7138800.0,농산물,본  점,74,2.135135135,0.227848101,4,0
549,10494400,3000000,2940000.0,가공식품,본  점,11,1.727272727,0.105263158,28,0
552,22950,15300,,가공식품,부산본점,1,3.0,1.0,0,1
553,582452630,91540000,15045600.0,기타,분당점,56,2.946428571,0.551515152,6,0
555,31632960,9940000,,화장품,부산본점,5,2.0,0.9,54,0
556,14046990,4200000,,기타,분당점,9,2.777777778,0.04,32,1
557,15067550,2203200,,농산물,본  점,22,1.636363636,0.638888889,15,1
558,10729100,4830000,,캐주얼,영등포점,5,2.2,0.272727273,39,0
559,65997350,32720000,,시티웨어,영등포점,11,3.0,0.151515152,26,0
561,6011750,1368000,,농산물,잠실점,6,1.5,0.444444444,28,1
564,64764540,14700000,,남성 캐주얼,분당점,12,2.0,0.458333333,17,1
566,204261230,36800000,950000.0,가공식품,본  점,44,3.772727273,0.403614458,8,1
567,14085220,4125000,925000.0,화장품,본  점,10,1.9,0.157894737,27,0
569,40909150,14675000,,가공식품,부산본점,11,3.818181818,0.523809524,30,0
571,86100,46200,,축산가공,일산점,1,6.0,0.0,0,0
572,1304000,1304000,,구두,잠실점,1,1.0,0.0,0,1
573,151648040,18867000,,시티웨어,창원점,14,2.285714286,0.5625,21,0
574,460762690,49864000,594000.0,기타,안양점,53,3.132075472,0.656626506,6,1
576,8028000,5660000,,피혁잡화,일산점,1,2.0,1.0,0,1
581,106863800,52800000,56948000.0,디자이너,본  점,23,2.130434783,0.183673469,15,0
582,2269000,1311000,,기타,동래점,4,3.5,0.857142857,68,1
583,161515400,27830000,29729800.0,화장품,본  점,34,1.411764706,0.270833333,10,0
584,20925700,12603600,,가공식품,본  점,9,1.777777778,0.0,22,1
586,387544880,87147000,34488500.0,시티웨어,본  점,52,2.653846154,0.224637681,6,0
587,2640000,2640000,,화장품,본  점,1,1.0,0.0,0,0
588,774570,360000,,가공식품,분당점,8,2.375,0.789473684,28,1
589,162140,73200,,가공식품,분당점,1,7.0,0.0,0,0
590,33766000,14927000,,구두,부산본점,5,2.4,0.0,41,0
591,18141000,4275000,,화장품,분당점,6,1.5,0.111111111,35,0
592,188952630,23800000,29345000.0,차/커피,본  점,40,4.8,0.307291667,8,0
593,8875800,2640000,,수산품,미아점,4,4.0,0.125,46,0
595,104597160,17732000,54006800.0,젓갈/반찬,본  점,46,3.608695652,0.319277108,6,0
596,32695740,9345000,,가공식품,잠실점,18,3.055555556,0.072727273,15,0
597,737743840,151317000,52990000.0,명품,본  점,50,2.04,0.529411765,6,1
598,427250,312000,,가공식품,잠실점,1,4.0,0.0,0,0
600,65888000,30000000,1960000.0,명품,본  점,5,2.0,0.4,8,0
601,3846000,3382000,711000.0,모피/피혁,영등포점,3,1.666666667,0.0,29,1
602,27293200,13750000,7175000.0,피혁잡화,잠실점,8,1.5,0.083333333,36,0
603,16932650,5520000,,기타,본  점,11,3.545454545,0.128205128,32,1
605,134506630,96800000,,화장품,잠실점,18,2.055555556,0.351351351,19,0
606,19744500,4536000,4822000.0,가공식품,본  점,23,2.782608696,0.265625,15,0
609,10654680,1996800,,육류,부산본점,9,3.222222222,0.965517241,36,0
612,21308000,11850000,,남성 캐주얼,본  점,2,3.5,0.0,15,1
613,39408900,6250000,,가공식품,일산점,8,4.125,0.757575758,35,0
619,36268100,55660000,57110000.0,화장품,본  점,13,2.0,0.615384615,20,0
621,68807900,11760000,,가공식품,본  점,11,2.454545455,0.0,26,1
623,284275410,27680000,28245000.0,기타,광주점,23,3.0,0.275362319,15,0
626,1183250,1000000,,기타,분당점,3,2.0,0.0,71,0
628,11780000,11780000,,가구,본  점,1,1.0,0.0,0,0
630,10323600,4140000,,침구/수예,분당점,5,1.4,0.0,30,0
631,34632630,7215600,,가공식품,본  점,36,2.277777778,0.219512195,9,0
632,87343450,6500000,8776440.0,기타,분당점,131,3.160305344,0.251207729,2,1
634,12178200,4515000,,기타,안양점,3,3.666666667,0.727272727,29,1
635,24052000,17750000,,모피/피혁,분당점,3,2.0,0.333333333,11,1
636,4805120,2380000,,농산물,분당점,10,1.7,0.176470588,26,0
640,40523370,15228000,20188800.0,기타,본  점,18,2.055555556,0.324324324,17,0
641,58387300,17575000,885000.0,화장품,광주점,14,2.714285714,0.184210526,21,0
642,217879800,58839000,30468000.0,스포츠,광주점,37,2.216216216,0.146341463,8,1
644,221250,220000,,수산품,분당점,1,2.0,1.0,0,1
647,164551550,25725000,3354000.0,기타,분당점,28,2.5,0.414285714,11,0
648,168411880,40000000,420000.0,기타,본  점,24,3.083333333,0.432432432,13,1
650,4201350,2795000,,축산가공,강남점,4,3.75,0.2,63,1
652,39809850,14400000,12096000.0,농산물,본  점,11,3.727272727,0.487804878,22,0
653,14547600,7938000,,건강식품,청량리점,4,1.0,0.25,81,1
655,61027900,10350000,16732000.0,캐주얼,잠실점,19,2.263157895,0.255813953,17,0
656,59812800,29673600,,기타,본  점,18,1.833333333,0.090909091,17,0
657,55333000,17355000,,디자이너,영등포점,5,1.2,0.5,58,0
658,59176200,51876000,,가공식품,일산점,7,1.571428571,0.272727273,47,0
659,932900,390000,,가공식품,강남점,2,3.5,0.142857143,55,0
660,529748910,47587000,87422000.0,화장품,본  점,64,2.171875,0.194244604,5,0
661,55086820,11686500,,디자이너,부산본점,15,1.666666667,0.28,22,0
662,23274000,9126000,,주방용품,영등포점,3,1.333333333,0.0,64,1
663,5514100,3125000,,셔츠,광주점,3,2.0,0.833333333,28,0
666,10319140,7380000,12158600.0,섬유잡화,일산점,14,2.214285714,0.516129032,4,0
667,166364200,114950000,11019000.0,가공식품,노원점,20,2.15,0.279069767,14,0
671,16169250,13125000,,일용잡화,분당점,3,3.0,0.222222222,104,1
673,23268670,9875000,,가공식품,본  점,5,2.0,0.1,59,1
674,933509250,121072000,161372000.0,아동,일산점,53,2.094339623,0.738738739,6,0
676,13596000,14300000,3520000.0,시티웨어,일산점,3,1.0,0.333333333,34,0
678,87305180,23368000,,기타,광주점,12,4.75,0.315789474,22,0
681,285889500,129096000,,가공식품,본  점,11,3.090909091,0.147058824,20,1
682,9218000,9218000,,디자이너,본  점,1,1.0,0.0,0,0
683,354110140,58080000,30999000.0,캐주얼,일산점,49,1.979591837,0.226804124,7,0
684,1704000,1470000,,수산품,영등포점,2,1.5,0.333333333,11,0
685,42585420,10906000,,농산물,부평점,6,3.833333333,0.347826087,35,0
686,750000,750000,,스포츠,본  점,1,1.0,0.0,0,1
688,98106320,43200000,47433200.0,기타,관악점,31,2.451612903,0.131578947,11,1
689,46556770,10825000,,캐주얼,일산점,26,2.076923077,0.12962963,13,0
692,227230,105600,,기타,분당점,1,7.0,0.0,0,1
693,66857670,15855000,,일용잡화,부산본점,25,3.24,0.333333333,14,0
694,9994550,2094400,,수산품,본  점,6,4.5,0.62962963,59,1
695,34039400,81880000,188570000.0,주방가전,잠실점,9,1.444444444,0.307692308,10,1
696,11030000,9225000,,스포츠,영등포점,3,1.333333333,0.5,70,0
697,101989300,11270000,,화장품,잠실점,18,2.333333333,0.357142857,18,1
698,410244780,37926000,1750000.0,스포츠,잠실점,47,1.957446809,0.456521739,7,0
699,11104140,4886000,,가공식품,잠실점,12,5.666666667,0.147058824,25,0
700,42777800,17088000,,섬유잡화,잠실점,10,1.8,0.111111111,29,0
701,21857000,7797000,,화장품,분당점,9,1.333333333,0.25,33,0
703,3326400,2950000,2950000.0,피혁잡화,일산점,4,1.0,1.0,29,1
704,5000000,5000000,,피혁잡화,대전점,1,1.0,0.0,0,0
705,111186500,31280000,15000000.0,시티웨어,영등포점,15,1.333333333,0.4,21,1
706,9359000,8700000,,가공식품,본  점,4,3.0,0.083333333,75,1
707,301087080,31931400,8106000.0,기타,부평점,66,6.212121212,0.214634146,5,0
708,194087360,53360000,57860000.0,가공식품,본  점,16,1.75,0.321428571,7,0
709,10720200,7625000,,농산물,잠실점,4,2.75,0.363636364,73,0
710,171818000,51700000,192000.0,기타,잠실점,16,2.375,0.315789474,19,0
713,2672000,6762000,6762000.0,가공식품,본  점,4,2.0,0.125,41,0
714,186145500,73700000,93684000.0,명품,잠실점,41,1.853658537,0.105263158,8,1
716,1433000,923000,,화장품,분당점,1,3.0,0.0,0,0
717,4320000,4140000,,모피/피혁,청량리점,1,2.0,1.0,0,0
719,113116100,10281600,,기타,창원점,24,3.208333333,0.571428571,11,0
720,168168150,48070000,10879000.0,기타,일산점,75,4.56,0.614035088,4,0
721,444250,220000,,수산품,잠실점,1,6.0,0.0,0,1
722,288517600,32850000,15150000.0,기타,잠실점,84,4.428571429,0.309139785,4,0
723,304806150,114540000,53222000.0,디자이너,분당점,33,2.090909091,0.115942029,10,0
725,49746700,10208000,10208000.0,건강식품,분당점,21,2.380952381,0.26,16,0
726,102731970,36436680,,농산물,대구점,7,3.142857143,0.318181818,29,1
727,31174300,7130000,,남성 캐주얼,본  점,7,2.428571429,0.0,34,1
728,3725000,3000000,,캐주얼,분당점,2,1.0,0.0,50,1
729,9501060,7041600,2764800.0,가공식품,대전점,7,4.428571429,0.580645161,42,1
730,7805500,4750000,,건강식품,영등포점,1,4.0,0.0,0,0
731,160613710,53820000,14445200.0,명품,본  점,33,2.060606061,0.191176471,10,0
732,16500,12000,,가공식품,분당점,1,2.0,0.0,0,1
733,48648950,11000000,,가공식품,일산점,11,1.545454545,0.235294118,24,1
735,78646000,25200000,4606000.0,농산물,강남점,21,3.761904762,0.012658228,13,0
736,7992000,7992000,,건강식품,본  점,1,1.0,0.0,0,0
737,4355000,1925000,,모피/피혁,영등포점,4,2.25,0.0,37,1
739,1405520,266000,,축산가공,분당점,3,9.333333333,0.0,12,0
740,2335950,1075000,,기타,일산점,2,4.0,0.25,10,1
741,334210900,60030000,,기타,분당점,23,4.52173913,0.288461538,14,0
744,287394410,25520000,29826300.0,골프,부평점,57,2.543859649,0.4,6,0
745,139653150,51058000,,가공식품,부산본점,13,1.846153846,0.208333333,26,0
746,27959720,5439000,11359000.0,모피/피혁,강남점,26,2.0,0.403846154,13,0
747,20914400,10560000,,차/커피,본  점,6,2.333333333,0.714285714,39,1
749,10445000,5500000,4250000.0,화장품,잠실점,4,1.25,0.6,62,0
750,51296000,39900000,,디자이너,영등포점,2,1.0,0.0,119,0
752,859000,444000,,모피/피혁,영등포점,2,2.5,0.6,5,0
754,400670,130000,,수산품,분당점,1,8.0,0.0,0,0
756,1968450,575000,,농산물,본  점,1,12.0,0.0,0,0
757,11852000,10575000,,시티웨어,잠실점,3,1.666666667,0.0,74,0
758,4055000,2160000,,구두,영등포점,2,1.5,0.666666667,18,0
759,302762620,39600000,117470200.0,기타,일산점,66,2.46969697,0.153374233,5,1
760,22588200,5950000,,화장품,본  점,6,2.0,0.5,49,0
761,35235300,17304000,,섬유잡화,본  점,16,2.1875,0.228571429,21,0
762,1115000,920000,,커리어,잠실점,2,1.0,0.5,48,1
765,19229400,8960000,,명품,동래점,2,2.5,0.2,149,0
767,120000,120000,,일용잡화,본  점,1,1.0,0.0,0,0
769,27082000,27082000,,디자이너,잠실점,1,1.0,0.0,0,0
770,177031060,55506000,,시티웨어,분당점,24,1.916666667,0.108695652,13,0
771,37127980,1955800,,기타,분당점,56,9.053571429,0.26035503,6,1
772,97940120,38134000,,기타,본  점,12,5.166666667,0.161290323,26,0
773,44500,44500,,스포츠,잠실점,1,1.0,1.0,0,1
774,24862620,12785000,,골프,잠실점,4,1.5,0.333333333,57,1
775,30212100,14904000,13425000.0,시티웨어,대전점,11,2.181818182,0.25,29,0
777,10008600,9933000,,가공식품,본  점,1,2.0,1.0,0,1
778,295977960,121176000,14182000.0,시티웨어,부평점,24,1.625,0.256410256,14,0
779,356682750,27566000,9680000.0,디자이너,잠실점,31,1.774193548,0.4,11,0
780,28160000,28160000,,가구,분당점,1,1.0,0.0,0,1
781,2374600,810000,,화장품,분당점,3,2.333333333,1.0,35,1
783,141620020,25375000,,농산물,본  점,51,4.31372549,0.25,7,0
784,537231850,48162000,7316200.0,캐주얼,본  점,63,3.666666667,0.528138528,5,1
785,288469700,16700000,9080000.0,가공식품,잠실점,36,3.833333333,0.427536232,9,0
787,94357630,21850000,16119000.0,육류,영등포점,61,2.098360656,0.53125,5,0
788,8784000,8784000,,주방가전,분당점,1,1.0,0.0,0,1
789,8538110,2380000,,가공식품,분당점,15,5.8,0.344827586,22,0
790,61555880,6325000,,기타,분당점,44,6.431818182,0.374558304,8,0
791,22199000,9336000,2500000.0,시티웨어,강남점,6,1.833333333,0.454545455,30,0
792,60163270,7840000,1140000.0,가공식품,부평점,14,4.785714286,0.268656716,18,0
793,6438880,6250000,,캐주얼,잠실점,1,3.0,0.0,0,0
795,998400,998400,,주방용품,미아점,1,1.0,0.0,0,0
796,271160270,126240000,256107000.0,디자이너,인천점,43,1.813953488,0.384615385,8,0
797,72367900,24310000,2095000.0,섬유잡화,본  점,17,2.176470588,0.27027027,14,0
798,1470000,1470000,,화장품,일산점,1,1.0,0.0,0,0
799,46920350,3625000,,화장품,강남점,25,3.04,0.5,13,0
801,52202000,24586000,,시티웨어,본  점,6,1.666666667,0.0,41,1
802,38419050,9152000,,기타,잠실점,8,3.375,0.851851852,40,1
803,43034250,10080000,,농산물,분당점,39,9.307692308,0.347107438,4,0
804,43855780,7630000,1610000.0,가공식품,일산점,25,2.52,0.0,12,0
805,42199000,7884400,,수산품,본  점,10,2.6,0.692307692,31,0
807,12800,12800,,축산가공,광주점,1,1.0,0.0,0,0
808,29896440,13536000,1064000.0,기타,광주점,17,2.470588235,0.285714286,20,1
811,20160000,13500000,,기타,인천점,2,4.0,0.875,36,0
813,0,8000000,8000000.0,스포츠,분당점,2,1.0,0.5,1,0
815,7070000,10450000,11050000.0,섬유잡화,분당점,4,2.25,0.666666667,34,0
816,57663820,21420000,,가공식품,본  점,19,1.684210526,0.40625,17,1
817,442411100,28854000,,디자이너,잠실점,38,1.342105263,0.294117647,9,0
818,381876250,38410000,630000.0,기타,관악점,45,3.044444444,0.481751825,7,0
819,14798830,8131200,,육류,부산본점,1,12.0,0.0,0,0
820,23821000,21120000,,섬유잡화,인천점,3,1.666666667,0.0,17,0
821,14076000,11808000,,주방가전,본  점,2,1.0,0.5,61,0
822,40713800,20900000,25424000.0,기타,잠실점,12,2.333333333,0.75,29,0
824,444020800,56804000,130944000.0,화장품,본  점,28,1.785714286,0.0,12,0
825,4356000,6534000,2178000.0,디자이너,분당점,2,1.0,0.5,1,0
827,114573800,16077000,7696000.0,시티웨어,광주점,20,3.2,0.0,17,0
828,1675000,2208000,2304000.0,캐주얼,동래점,3,1.666666667,0.0,52,1
829,37576450,21620000,,가공식품,본  점,3,5.0,0.133333333,95,1
834,7816000,3250000,,가공식품,대전점,4,5.75,0.47826087,9,1
835,109913260,16566000,,화장품,부산본점,30,2.5,0.493333333,12,0
837,19618320,7176000,,가공식품,본  점,14,2.428571429,0.294117647,21,1
838,115838480,18780000,1344000.0,캐주얼,잠실점,20,1.8,0.305555556,17,1
839,27019220,2056800,,농산물,청량리점,57,3.894736842,0.297297297,6,1
840,984000,575000,,섬유잡화,일산점,2,2.0,0.5,130,0
841,102568100,17038400,,기타,부평점,11,3.363636364,0.324324324,24,1
843,5022500,5022500,,남성 캐주얼,분당점,1,1.0,0.0,0,1
844,22950600,5625000,,농산물,분당점,3,4.333333333,0.0,36,0
845,135000,135000,,피혁잡화,부산본점,1,1.0,0.0,0,0
846,3417300,2440000,,주방용품,관악점,2,3.0,0.0,43,0
848,96000,72000,,가공식품,분당점,1,3.0,0.0,0,1
849,18913000,13275000,,기타,본  점,2,2.0,0.0,49,0
850,2559930,525000,,차/커피,본  점,12,2.333333333,0.178571429,29,0
851,176322030,35760000,,기타,잠실점,26,4.730769231,0.195121951,12,0
852,91729770,21850000,,아동,광주점,8,3.375,0.62962963,36,1
856,69502740,11200000,22000000.0,가공식품,본  점,64,2.671875,0.222222222,5,0
858,5875000,5875000,,화장품,잠실점,1,1.0,0.0,0,0
859,219133400,45188000,11624800.0,골프,본  점,33,2.454545455,0.962962963,10,1
860,482559200,36680000,39130000.0,디자이너,잠실점,51,1.450980392,0.162162162,6,0
861,3790800,2088000,,아동,영등포점,1,2.0,1.0,0,0
862,13621660,7018000,,가공식품,분당점,11,5.818181818,0.34375,25,0
863,180000,160000,,수산품,분당점,1,2.0,0.0,0,0
866,1089999700,97713000,74409400.0,아동,본  점,74,2.716216216,0.109452736,4,0
868,87700310,30360000,,기타,분당점,75,3.586666667,0.442379182,4,1
869,10125000,10125000,,화장품,동래점,1,1.0,1.0,0,1
870,41264200,7925000,3576000.0,일용잡화,강남점,15,5.0,0.173333333,23,0
872,5818400,3472000,,일용잡화,본  점,2,4.5,0.0,125,0
873,465302600,114540000,,디자이너,부산본점,16,2.3125,0.162162162,20,0
874,24841320,7832000,,기타,분당점,34,3.823529412,0.161538462,10,0
875,29493000,10406000,,시티웨어,본  점,5,1.6,0.5,59,0
876,77020000,27192000,,기타,분당점,7,2.428571429,0.0,43,0
878,19604750,10550000,,시티웨어,분당점,5,1.8,0.0,46,0
880,142380800,36128000,,화장품,본  점,25,2.12,0.226415094,12,0
881,36250000,24000000,,남성정장,대전점,2,1.5,0.0,2,1
882,3304000,1958000,,주방용품,본  점,2,1.5,0.0,17,0
884,12481830,1975000,,수산품,청량리점,17,4.823529412,0.43902439,21,0
885,50531700,7590000,,농산물,분당점,65,5.0,0.101538462,5,0
886,179507350,23164800,,수산품,본  점,17,4.941176471,0.44047619,21,0
887,1752000,1752000,,피혁잡화,영등포점,1,1.0,0.0,0,1
889,183637970,36480000,31450700.0,기타,본  점,63,3.158730159,0.155778894,5,0
890,7540500,2750000,,일용잡화,분당점,9,2.777777778,0.44,34,0
891,1019073800,125028000,,트래디셔널,잠실점,23,2.565217391,0.711864407,15,0
892,22055940,7152000,,농산물,잠실점,11,6.454545455,0.197183099,32,0
893,1521500,800000,,주방용품,본  점,1,2.0,0.0,0,0
894,15070400,12425000,,수산품,잠실점,3,3.0,0.222222222,86,1
896,2875000,15010000,15010000.0,모피/피혁,본  점,2,1.5,0.0,1,0
897,120995600,42480000,1464000.0,가공식품,잠실점,14,2.857142857,0.15,4,0
898,240000,240000,,섬유잡화,본  점,1,1.0,0.0,0,0
899,483613720,55530000,139392000.0,기타,본  점,108,2.444444444,0.295454545,3,0
900,148919540,21850000,19904000.0,디자이너,본  점,38,2.394736842,0.164835165,9,0
901,3360000,1960000,,모피/피혁,강남점,1,4.0,0.0,0,0
902,193256600,34546000,22750000.0,골프,대전점,18,2.833333333,0.215686275,18,0
903,47428060,9120000,1532000.0,가공식품,부산본점,83,4.469879518,0.167115903,4,0
906,22454500,6804000,,가공식품,분당점,7,2.428571429,0.352941176,28,0
907,69109380,7280000,2352000.0,농산물,본  점,47,4.340425532,0.401960784,7,0
908,512680,512680,,육류,안양점,1,1.0,0.0,0,1
909,55715540,9000000,3402000.0,화장품,본  점,16,2.3125,0.27027027,21,0
910,31636890,6118000,,가공식품,부산본점,10,3.8,0.0,30,0
911,172859050,67628000,27514900.0,기타,분당점,36,8.111111111,0.229452055,9,0
912,29210000,29210000,,대형가전,본  점,1,1.0,0.0,0,1
913,36940260,9306000,12344000.0,가공식품,잠실점,34,2.176470588,0.324324324,10,0
914,59882000,37935000,,골프,본  점,5,3.0,0.666666667,50,1
916,194515020,22000000,9260000.0,기타,분당점,56,2.75,0.24025974,6,1
918,2972000,2178000,1458000.0,모피/피혁,영등포점,3,4.0,0.416666667,18,0
920,3125000,3125000,,화장품,노원점,1,1.0,1.0,0,1
921,222500,180000,,가공식품,청량리점,1,6.0,0.0,0,0
924,2112000,2024000,,스포츠,영등포점,1,2.0,1.0,0,1
927,667028830,54142000,97635000.0,농산물,미아점,111,3.684684685,0.28606357,3,0
928,15831780,3000000,,기타,미아점,12,2.416666667,0.379310345,26,1
929,15528000,11760000,,시티웨어,광주점,2,1.5,0.0,106,1
930,10849710,5760000,,가공식품,본  점,11,2.545454545,0.535714286,24,0
931,67430000,23166000,,디자이너,본  점,4,2.5,0.8,43,1
932,97297650,12900000,,농산물,본  점,38,3.315789474,0.031746032,9,0
933,2358200,1192500,,섬유잡화,잠실점,2,2.0,1.0,41,1
934,12803700,4320000,,가공식품,강남점,10,2.8,0.25,21,1
936,81281400,22260000,,기타,본  점,11,2.090909091,0.652173913,28,1
938,152768250,25296000,4876000.0,기타,일산점,20,3.8,0.289473684,12,0
940,96434830,23391000,,가공식품,본  점,56,3.910714286,0.557077626,6,1
941,420000,420000,,농산물,본  점,1,1.0,0.0,0,1
942,10900,10900,,일용잡화,광주점,1,1.0,0.0,0,1
944,4175000,4175000,,화장품,잠실점,1,1.0,0.0,0,0
945,227942120,54450000,,명품,동래점,20,2.1,0.476190476,16,1
946,28414400,34500000,49363000.0,화장품,본  점,21,1.238095238,0.346153846,16,0
947,11000000,10500000,,커리어,본  점,1,2.0,0.0,0,1
948,28679540,12604000,,가공식품,잠실점,12,3.25,0.538461538,28,0
950,381844340,43848000,17128750.0,기타,인천점,83,4.722891566,0.295918367,4,1
952,457536760,24304000,104973800.0,농산물,본  점,92,3.804347826,0.137142857,3,0
954,6336000,6336000,,건강식품,잠실점,1,1.0,0.0,0,1
955,5075000,5075000,,화장품,잠실점,1,1.0,0.0,0,0
959,75760300,60280000,1375000.0,스포츠,부산본점,6,2.333333333,0.285714286,51,1
960,391260,150000,,축산가공,분당점,1,6.0,0.0,0,1
962,130194460,8100000,11300000.0,기타,분당점,69,10.02898551,0.23699422,5,0
963,36051000,14256000,,시티웨어,영등포점,5,1.6,0.625,46,0
965,13619760,4884000,,가공식품,본  점,7,1.857142857,0.153846154,39,1
966,650000,650000,,농산물,영등포점,1,1.0,0.0,0,1
970,20246500,13800000,,가구,영등포점,3,1.0,0.333333333,14,1
972,96722900,17960000,,남성 캐주얼,영등포점,16,1.6875,0.407407407,21,1
973,7048660,5473000,,가공식품,인천점,5,5.4,0.518518519,62,0
974,494797870,38800000,64785500.0,가공식품,부평점,49,2.591836735,0.267716535,6,0
976,7775700,1980000,,섬유잡화,분당점,4,2.0,0.25,40,1
977,309636350,18936000,912000.0,기타,본  점,70,3.714285714,0.215384615,4,0
978,154100000,154100000,,주방가전,분당점,1,1.0,0.0,0,1
981,7609400,3800000,,일용잡화,분당점,3,2.0,0.0,54,0
983,38680800,14250000,,기타,부평점,20,4.05,0.37037037,16,0
985,372428960,75000000,,수산품,본  점,40,3.45,0.376811594,9,0
986,2148000,1500000,,구두,잠실점,2,1.5,0.0,17,1
989,28513700,15870000,4762800.0,트래디셔널,일산점,11,1.909090909,0.238095238,30,0
992,6643300,3996000,,농산물,부산본점,3,3.0,0.222222222,74,0
993,1160200,828000,,가공식품,잠실점,2,3.0,0.833333333,11,1
994,9691400,2375000,,캐주얼,인천점,7,2.0,0.357142857,45,1
997,2671750,1470000,,기타,광주점,3,2.0,0.166666667,67,1
998,210000,210000,,농산물,본  점,1,1.0,0.0,0,0
1000,368650950,17448000,46159400.0,골프,잠실점,54,3.407407407,0.559782609,6,1
1001,26789700,13491000,,기타,동래점,13,1.769230769,0.130434783,27,1
1002,789500,375000,,섬유잡화,부평점,1,5.0,1.0,0,0
1003,184489500,44544000,690000.0,명품,부산본점,11,1.909090909,0.428571429,29,0
1005,46670650,10234000,3360000.0,시티웨어,분당점,15,2.466666667,0.594594595,19,0
1006,22757800,9856000,,화장품,잠실점,12,2.083333333,0.04,26,0
1007,75472350,59500000,,기타,일산점,9,1.777777778,0.625,30,0
1008,1656000,1656000,,셔츠,잠실점,1,1.0,1.0,0,1
1010,6901950,4240000,,가공식품,본  점,4,4.5,0.055555556,85,0
1011,135139000,45540000,,디자이너,강남점,5,2.8,0.0,62,0
1012,686345380,89188000,779100.0,농산물,일산점,115,3.095652174,0.283707865,3,1
1013,143119890,10305000,,농산물,청량리점,122,5.803278689,0.197740113,2,1
1014,154799710,17500000,5976000.0,농산물,광주점,52,3.692307692,0.359375,6,1
1015,5438800,4987500,4987500.0,남성 캐주얼,부산본점,5,1.2,0.166666667,62,1
1016,111921630,11040000,6800000.0,농산물,분당점,48,12.14583333,0.902229846,7,1
1017,51519600,12875000,,화장품,잠실점,15,1.533333333,0.695652174,23,1
1018,221146000,47550000,,가공식품,본  점,15,2.666666667,0.5,17,0
1019,685690,340000,,가공식품,본  점,2,4.5,0.0,145,1
1023,16480000,14700000,,캐주얼,분당점,2,2.0,0.0,41,0
1024,9513000,7920000,7820000.0,시티웨어,노원점,4,1.5,0.0,45,0
1025,1152000,1056000,,섬유잡화,본  점,1,2.0,0.0,0,1
1027,83279860,15900000,,농산물,동래점,25,1.68,0.071428571,14,0
1028,93118780,17000000,,농산물,본  점,14,2.0,0.035714286,22,1
1029,123976360,12415000,770000.0,농산물,분당점,117,6.273504274,0.391008174,3,0
1030,66107000,18920000,,시티웨어,영등포점,3,3.0,0.0,83,0
1031,4395000,1045000,,섬유잡화,본  점,6,1.166666667,0.428571429,50,1
1032,16342830,4740000,,가공식품,부평점,23,5.739130435,0.060606061,15,0
1033,260000,250000,,젓갈/반찬,일산점,1,2.0,0.0,0,1
1035,9861900,4350000,,명품,본  점,7,1.857142857,0.153846154,40,0
1036,83578540,13650000,,농산물,분당점,19,8.157894737,0.432258065,14,0
1038,54510910,15962000,,화장품,본  점,10,2.2,0.318181818,31,0
1039,84869900,26640000,,스포츠,본  점,7,2.0,0.071428571,42,0
1040,45941400,19635000,605000.0,모피/피혁,영등포점,13,1.923076923,0.44,25,0
1041,27652300,6825000,,화장품,분당점,13,3.076923077,0.1,26,0
1043,9359400,6124800,8084800.0,셔츠,잠실점,4,2.5,0.5,23,0
1045,1450000,1450000,,화장품,노원점,1,1.0,0.0,0,1
1046,26930000,26450000,,대형가전,청량리점,2,1.0,0.0,13,0
1047,70329850,14513000,,화장품,잠실점,25,2.12,0.169811321,13,0
1048,676190,273750,,농산물,대전점,1,8.0,0.0,0,0
1049,94158660,13680000,2511500.0,농산물,청량리점,55,4.236363636,0.317596567,6,0
1052,108406350,9255000,31777200.0,아동,부산본점,39,3.025641026,0.254237288,8,0
1053,536741090,48250000,,명품,잠실점,40,2.625,0.133333333,7,0
1058,6396800,1821600,,수산품,강남점,4,4.0,0.8125,75,1
1059,8289750,3225000,,수산품,영등포점,8,2.75,0.227272727,18,1
1060,5368000,5192000,,수산품,미아점,1,3.0,0.0,0,0
1062,296693670,126240000,16923000.0,디자이너,분당점,49,1.836734694,0.033333333,7,0
1063,6405000,4370000,,섬유잡화,잠실점,2,2.5,0.0,16,1
